 ToA     coarse_time  fine_time  Local_Tube_Number  Tube_Number  Tube_Layer  ChamberId  Chamber_iEta  Station_Type  tube z  tube_rho  drift_time        event  muonFixedId  csm  mezz  channel  t0     TOF            
 989     30           29         15                 87           5           5          1             2             2780    9699      -3.00103759766    9676   72367758     5    3     12       542.5  33.6572723389  
 990     30           30         9                  65           4           3          1             1             2105    7312      6.05480957031     9676   38813192     3    3     17       542.5  25.3826961517  
 996     31           4          7                  37           7           1          1             0             1445    5101      18.4401245117     9676   5259014      1    3     13       542.5  17.684885025   
 1013    31           21         12                 84           3           5          1             2             2675    9326      17.041809082      9676   72367371     5    2     7        542.5  32.3644676208  
 1020    31           28         4                  34           2           1          1             0             1355    4796      38.2479248047     9676   5258371      1    0     11       542.5  16.6270675659  
 1050    32           26         31                 61           2           1          1             0             2166    4796      10.7559814453     12926  5258398      1    10    10       542.5  17.5564994812  
 1055    32           31         5                  61           1           3          1             1             1985    6913      58.2260742188     9676   38812676     3    0     22       542.5  23.9926681519  
 1087    33           31         5                  61           2           3          1             1             2000    6939      83.1288452148     9676   38812804     3    0     14       542.5  24.0898990631  
 1105    34           17         31                 61           3           1          1             0             2181    4822      53.6250610352     12926  5258526      1    10    16       542.5  17.6561927795  
 1107    34           19         64                 136          5           5          1             2             4252    9699      37.5170898438     12926  72367807     5    15    10       542.5  35.3266639709  
 1115    34           27         42                 98           1           3          1             1             3096    6913      53.8255615234     12926  38812713     3    10    19       542.5  25.2681789398  
 1119    34           31         65                 137          6           5          1             2             4267    9725      46.7924804688     12926  72367936     5    17    1        542.5  35.4262428284  
 1123    35           3          3                  33           1           1          1             0             1340    4770      118.813781738     9676   5258242      1    0     0        542.5  16.5299720764  
 1124    35           4          7                  37           8           1          1             0             1460    5127      118.342956543     9676   5259142      1    3     19       542.5  17.7820358276  
 1134    35           14         30                 60           1           1          1             0             2151    4770      76.4807128906     12926  5258269      1    8     3        542.5  17.4568119049  
 1200    37           16         32                 62           4           1          1             0             2196    4848      127.74407959      12926  5258655      1    10    20       542.5  17.7558917999  
 1211    37           27         16                 88           6           5          1             2             2795    9725      170.339233398     9676   72367887     5    3     2        542.5  33.7544898987  
 1225    38           9          35                 65           5           1          1             0             2286    5048      146.543518066     12926  5258786      1    11    3        542.5  18.4877109528  
 1226    38           10         64                 136          4           5          1             2             4237    9673      130.585388184     12926  72367679     5    15    18       542.5  35.2270927429  
 1234    38           18         4                  34           3           1          1             0             1370    4822      205.338317871     9676   5258499      1    0     17       542.5  16.724199295   
 1245    38           29         6                  36           6           1          1             0             1430    5075      213.068481445     9676   5258885      1    1     11       542.5  17.587770462   
 1245    38           29         42                 98           2           3          1             1             3111    6939      155.288391113     12926  38812841     3    10    11       542.5  25.3678417206  
 1246    38           30         15                 87           4           5          1             2             2765    9673      197.877441406     9676   72367630     5    3     20       542.5  33.5600738525  
 1251    39           3          9                  65           5           3          1             1             2120    7338      209.863830566     9676   38813320     3    3     9        542.5  25.4799442291  
 1255    39           7          59                 131          1           5          1             2             4087    9274      154.661865234     12926  72367162     5    14    21       542.5  33.8069076538  
 1304    40           24         11                 83           2           5          1             2             2660    9300      244.482727051     9676   72367242     5    2     13       542.5  32.2672653198  
 1313    41           1          48                 104          6           3          1             1             3276    7364      206.894042969     12926  38813487     3    11    2        542.5  26.887178421   
 1374    42           30         59                 131          3           5          1             2             4087    9326      247.471740723     12926  72367418     5    14    5        542.5  33.9657745361  
 1407    43           31         36                 66           7           1          1             0             2316    5101      288.531616211     12926  5259043      1    11    17       542.5  18.687122345   
 1409    44           1          35                 65           6           1          1             0             2301    5075      290.193847656     12926  5258914      1    11    9        542.5  18.5874137878  
 1461    45           21         43                 99           3           3          1             1             3126    6965      323.938720703     12926  38812970     3    10    5        542.5  25.467508316   
 1488    46           16         6                  62           3           3          1             1             2015    6965      396.312866211     9676   38812933     3    0     4        542.5  24.1871547699  
 1495    46           23         10                 178          5           3          3             1             5550    7338      -4.72277832031    24114  39861897     3    3     11       542.5  30.6915569305  
 1498    46           26         12                 108          5           1          3             0             3795    5048      7.2431640625      24114  6307339      1    3     5        542.5  21.0693511963  
 1517    47           13         59                 131          2           5          1             2             4102    9300      359.249755859     12926  72367290     5    14    13       542.5  33.9065093994  
 1530    47           26         7                  103          4           1          3             0             3645    4848      33.0775146484     24114  6307206      1    2     22       542.5  20.234992981   
 1556    48           20         29                 229          2           5          3             2             7080    9300      34.6337890625     24114  73415836     5    6     14       542.5  38.9912376404  
 1559    48           23         1                  169          3           3          3             1             5265    6965      46.8438110352     24114  39861504     3    0     1        542.5  29.1249656677  
 1562    48           26         12                 108          6           1          3             0             3810    5075      57.1436767578     24114  6307467      1    3     11       542.5  21.1688098907  
 1568    49           0          5                  71           4           1          2             0             2485    4848      14.8250732422     16940  5782916      0    0     21       542.5  18.1749095917  
 1568    49           0          7                  73           6           1          2             0             2560    5075      14.0394287109     16940  5783174      0    3     7        542.5  18.9605522156  
 1569    49           1          14                 44           4           1          1             0             1655    4848      16.6901855469     16940  5258637      1    4     20       542.5  17.0910358429  
 1569    49           1          29                 229          1           5          3             2             7065    9274      44.8894042969     24114  73415708     5    6     22       542.5  38.8918609619  
 1570    49           2          3                  69           3           1          2             0             2440    4822      16.5330810547     16940  5782786      0    0     12       542.5  18.0293998718  
 1571    49           3          8                  74           7           1          2             0             2575    5101      16.2831420898     16940  5783303      0    3     12       542.5  19.0605792999  
 1580    49           12         26                 56           4           1          1             0             2015    4848      24.8585205078     16940  5258649      1    8     20       542.5  17.5164585114  
 1585    49           17         35                 65           8           1          1             0             2301    5127      427.535644531     12926  5259170      1    11    21       542.5  18.74559021    
 1594    49           26         56                 168          1           3          2             1             5216    6913      74.422668457      24114  39337015     2    12    16       542.5  28.8898468018  
 1595    49           27         47                 103          5           3          1             1             3261    7338      427.306213379     12926  38813358     3    11    12       542.5  26.7875461578  
 1598    49           30         10                 178          4           3          3             1             5535    7312      75.8453369141     24114  39861769     3    3     19       542.5  30.5921421051  
 1601    50           1          4                  70           3           1          2             0             2470    4822      40.7064208984     16940  5782787      0    0     17       542.5  18.0748500824  
 1601    50           1          9                  105          4           1          3             0             3705    4848      88.4252319336     24114  6307208      1    2     18       542.5  20.3560256958  
 1606    50           6          21                 51           2           1          1             0             1865    4796      45.5189819336     16940  5258388      1    6     6        542.5  17.1684951782  
 1607    50           7          11                 179          6           3          3             1             5565    7364      82.6777954102     24114  39862026     3    3     5        542.5  30.7909755707  
 1612    50           12         7                  73           5           1          2             0             2545    5048      48.514465332      16940  5783046      0    3     1        542.5  18.8605270386  
 1612    50           12         10                 40           1           1          1             0             1550    4770      50.6417236328     16940  5258249      1    2     5        542.5  16.7332458496  
 1615    50           15         8                  74           8           1          2             0             2590    5127      50.5581665039     16940  5783431      0    3     18       542.5  19.1606082916  
 1623    50           23         25                 55           2           1          1             0             1985    4796      58.6509399414     16940  5258392      1    8     10       542.5  17.3177852631  
 1632    51           0          23                 53           1           1          1             0             1940    4770      65.819519043      16940  5258262      1    6     1        542.5  17.1804637909  
 1638    51           6          2                  68           1           1          2             0             2410    4770      69.8581542969     16940  5782529      0    0     2        542.5  17.8293380737  
 1644    51           12         10                 178          6           3          3             1             5535    7364      111.644348145     24114  39862025     3    3     3        542.5  30.7306785583  
 1645    51           13         6                  102          3           1          3             0             3630    4822      123.020690918     24114  6307077      1    0     15       542.5  20.1355438232  
 1647    51           15         19                 49           1           1          1             0             1820    4770      77.6852416992     16940  5258258      1    6     4        542.5  17.0335044861  
 1653    51           21         7                  119          6           3          2             1             3745    7364      71.8466796875     16940  39337734     2    1     4        542.5  27.5595493317  
 1660    51           28         12                 84           1           5          1             2             2675    9274      522.677307129     9676   72367115     5    2     23       542.5  32.1977043152  
 1661    51           29         25                 55           1           1          1             0             2000    4770      88.3992919922     16940  5258264      1    8     4        542.5  17.2569637299  
 1681    52           17         3                  69           2           1          2             0             2425    4796      103.351867676     16940  5782658      0    0     6        542.5  17.9293670654  
 1681    52           17         48                 104          4           3          1             1             3276    7312      494.552490234     12926  38813231     3    11    18       542.5  26.728729248   
 1685    52           21         10                 154          3           5          2             2             4795    9326      89.4252319336     16940  72891657     4    2     3        542.5  34.9810409546  
 1686    52           22         6                  118          5           3          2             1             3730    7338      97.7279663086     16940  39337605     2    1     8        542.5  27.4595050812  
 1688    52           24         1                  67           4           1          2             0             2365    4848      108.754333496     16940  5782912      0    0     22       542.5  17.9956645966  
 1688    52           24         56                 112          1           3          1             1             3516    6913      100.876831055     16940  38812727     3    12    16       542.5  25.8731918335  
 1689    52           25         13                 43           3           1          1             0             1640    4822      110.538513184     16940  5258508      1    4     16       542.5  16.9927501678  
 1690    52           26         13                 109          7           1          3             0             3825    5101      157.044250488     24114  6307596      1    5     13       542.5  21.2682723999  
 1691    52           27         30                 230          3           5          3             2             7096    9326      140.003112793     24114  73415965     5    6     4        542.5  39.0906143188  
 1707    53           11         41                 241          6           5          3             2             7426    9725      150.776428223     24114  73416488     5    11    1        542.5  40.8173332214  
 1714    53           18         9                  153          2           5          2             2             4780    9300      112.181518555     16940  72891528     4    2     9        542.5  34.8809738159  
 1721    53           25         6                  118          4           3          2             1             3715    7312      125.171813965     16940  39337477     2    1     16       542.5  27.359462738   
 1722    53           26         35                 65           4           1          1             0             2286    4848      135.430541992     16940  5258658      1    10    21       542.5  17.881986618   
 1737    54           9          56                 112          2           3          1             1             3531    6939      139.057983398     16940  38812855     3    12    8        542.5  25.9732379913  
 1738    54           10         24                 54           2           1          1             0             1955    4796      148.532775879     16940  5258391      1    6     9        542.5  17.279712677   
 1750    54           22         7                  37           5           1          1             0             1445    5048      607.669494629     9676   5258758      1    3     1        542.5  17.517993927   
 1750    54           22         9                  153          1           5          2             2             4765    9274      140.406616211     16940  72891400     4    2     17       542.5  34.7809066772  
 1751    54           23         56                 168          2           3          2             1             5231    6939      196.979492188     24114  39337143     2    12    8        542.5  28.9892807007  
 1759    54           31         9                  65           6           3          1             1             2105    7364      606.669250488     9676   38813448     3    3     1        542.5  25.549495697   
 1770    55           10         4                  34           4           1          1             0             1355    4848      624.018371582     9676   5258627      1    0     23       542.5  16.7941265106  
 1797    56           5          26                 56           3           1          1             0             2030    4822      194.450500488     16940  5258521      1    8     14       542.5  17.4557533264  
 1802    56           10         39                 239          4           5          3             2             7366    9673      225.254638672     24114  73416230     5    9     20       542.5  40.557849884   
 1827    57           3          4                  70           4           1          2             0             2455    4848      217.214294434     16940  5782915      0    0     23       542.5  18.1294345856  
 1831    57           7          21                 51           1           1          1             0             1880    4770      221.362792969     16940  5258260      1    6     0        542.5  17.1059684753  
 1846    57           22         6                  102          2           1          3             0             3615    4796      280.151367188     24114  6306949      1    0     9        542.5  20.0361022949  
 1931    60           11         9                  75           2           1          2             0             2605    4796      348.385253906     24114  5782664      0    2     6        542.5  18.2084770203  
 1937    60           17         13                 109          8           1          3             0             3840    5127      349.913513184     24114  6307724      1    5     19       542.5  21.3677425385  
 1939    60           19         13                 43           1           1          1             0             1640    4770      306.015197754     16940  5258252      1    4     4        542.5  16.8285598755  
 1943    60           23         11                 41           2           1          1             0             1565    4796      309.137512207     16940  5258378      1    2     7        542.5  16.8312549591  
 1946    60           26         17                 161          6           5          2             2             5005    9725      291.826965332     16940  72892176     4    5     1        542.5  36.4855308533  
 1967    61           15         4                  100          1           1          3             0             3570    4770      374.842285156     24114  6306819      1    0     5        542.5  19.8764801025  
 1979    61           27         40                 240          5           5          3             2             7411    9699      363.375793457     24114  73416359     5    9     10       542.5  40.7179756165  
 1983    61           31         36                 66           4           1          1             0             2316    4848      339.293823242     16940  5258659      1    10    19       542.5  17.9249401093  
 1989    62           5          11                 41           1           1          1             0             1580    4770      345.141784668     16940  5258250      1    2     1        542.5  16.7644786835  
 2005    62           21         20                 50           2           1          1             0             1835    4796      357.273803711     16940  5258387      1    6     8        542.5  17.1324329376  
 2009    62           25         9                  75           3           1          2             0             2620    4822      409.222595215     24114  5782792      0    2     12       542.5  18.3086280823  
 2010    62           26         16                 160          5           5          2             2             4990    9699      341.927062988     16940  72892047     4    3     10       542.5  36.3854637146  
 2023    63           7          5                  71           3           1          2             0             2500    4822      370.348022461     16940  5782788      0    0     13       542.5  18.1207389832  
 2076    64           28         16                 160          4           5          2             2             4975    9673      393.589599609     16940  72891919     4    3     18       542.5  36.2853927612  
 2088    65           8          28                 58           2           1          1             0             2075    4796      421.815063477     16940  5258395      1    8     11       542.5  17.434961319   
 2120    66           8          22                 52           3           1          1             0             1910    4822      446.945800781     16940  5258517      1    6     17       542.5  17.3041725159  
 2130    66           18         22                 52           2           1          1             0             1895    4796      454.857421875     16940  5258389      1    6     11       542.5  17.2050647736  
 2131    66           19         14                 44           2           1          1             0             1655    4796      455.916870117     16940  5258381      1    4     8        542.5  16.926908493   
 2171    67           27         39                 239          5           5          3             2             7381    9699      513.436523438     24114  73416358     5    9     12       542.5  40.6572265625  
 2176    68           0          5                  101          1           1          3             0             3600    4770      538.063354492     24114  6306820      1    0     1        542.5  19.9366664886  
 2180    68           4          2                  68           3           1          2             0             2410    4822      493.140625        16940  5782785      0    0     14       542.5  17.9843940735  
 2214    69           6          9                  39           1           1          1             0             1520    4770      520.984924316     16940  5258248      1    2     0        542.5  16.7025547028  
 2215    69           7          2                  68           4           1          2             0             2395    4848      520.428955078     16940  5782913      0    0     20       542.5  18.0398082733  
 2218    69           10         14                 110          8           1          3             0             3870    5127      569.384521484     24114  6307725      1    5     18       542.5  21.4279556274  
 2244    70           4          4                  70           2           1          2             0             2455    4796      543.15020752      16940  5782659      0    0     11       542.5  17.9747905731  
 2262    70           22         28                 58           1           1          1             0             2090    4770      557.812072754     16940  5258267      1    8     5        542.5  17.375415802   
 2279    71           7          23                 53           3           1          1             0             1940    4822      571.127441406     16940  5258518      1    6     13       542.5  17.3413238525  
 2286    71           14         8                  74           3           1          2             0             2590    4822      625.676513672     24114  5782791      0    2     14       542.5  18.261013031   
 2293    71           21         10                 40           2           1          1             0             1535    4796      582.605834961     16940  5258377      1    2     11       542.5  16.8004455566  
 2314    72           10         27                 57           1           1          1             0             2060    4770      598.477050781     16940  5258266      1    8     0        542.5  17.3354415894  
 2336    73           0          5                  71           2           1          2             0             2485    4796      614.979370117     16940  5782660      0    0     7        542.5  18.0206565857  
 2350    73           14         27                 57           2           1          1             0             2045    4796      626.542114258     16940  5258394      1    8     6        542.5  17.3954124451  
 2396    74           28         18                 48           1           1          1             0             1790    4770      662.876953125     16940  5258257      1    4     3        542.5  16.9980430603  
 2412    75           12         23                 53           2           1          1             0             1925    4796      675.132873535     16940  5258390      1    6     7        542.5  17.2421379089  
 2416    75           16         27                 57           3           1          1             0             2060    4822      678.005126953     16940  5258522      1    8     12       542.5  17.4948768616  
 3149    98           13         32                 32           2           3          0             1             1111    6939      -5.2861328125     17570  38288543     2    6     8        542.5  23.442407608   
 3175    99           7          16                 16           3           1          0             0             810     4822      22.1555175781     17570  4734223      0    4     17       542.5  16.3132362366  
 3178    99           10         18                 18           7           1          0             0             855     5101      23.5596313477     17570  4734737      0    5     17       542.5  17.2528572083  
 3187    99           19         34                 34           4           3          0             1             1156    7312      23.1488037109     17570  38288929     2    9     19       542.5  24.6949195862  
 3217    100          17         41                 41           2           5          0             2             1381    9300      39.9179077148     17570  71842984     4    10    9        542.5  31.3633670807  
 3218    100          18         43                 43           6           5          0             2             1426    9725      39.2744750977     17570  71843626     4    11    5        542.5  32.7879981995  
 3243    101          11         43                 43           4           5          0             2             1426    9673      58.9774169922     17570  71843370     4    11    21       542.5  32.616317749   
 3329    104          1          16                 16           1           1          0             0             810     4770      142.639099121     17570  4733967      0    4     5        542.5  16.1421337128  
 3398    106          6          42                 42           3           5          0             2             1396    9326      181.230957031     17570  71843113     4    10    3        542.5  31.4565696716  
 3418    106          26         39                 39           5           5          0             2             1321    9699      195.659545898     17570  71843494     4    9     12       542.5  32.6529808044  
 3422    106          30         34                 34           6           3          0             1             1156    7364      206.571166992     17570  38289185     2    9     3        542.5  24.8663330078  
 3498    109          10         18                 18           5           1          0             0             855     5048      273.730773926     17570  4734481      0    5     5        542.5  17.0817451477  
 3510    109          22         17                 17           4           1          0             0             825     4848      283.780334473     17570  4734352      0    4     21       542.5  16.4071388245  
 3523    110          3          17                 17           6           1          0             0             840     5075      293.184692383     17570  4734608      0    5     9        542.5  17.1590385437  
 3572    111          20         34                 34           5           3          0             1             1171    7338      323.836547852     17570  38289057     2    9     11       542.5  24.7884674072  
 3585    112          1          40                 40           4           5          0             2             1336    9673      326.207397461     17570  71843367     4    9     18       542.5  32.5738296509  
 3664    114          16         42                 186          3           5          2             2             5756    9326      83.9416503906     3657   72891689     4    10    3        542.5  36.5583457947  
 3668    114          20         32                 32           1           3          0             1             1096    6913      400.276184082     17570  38288415     2    6     16       542.5  23.3488426208  
 3672    114          24         41                 185          2           5          2             2             5741    9300      90.291809082      3657   72891560     4    10    9        542.5  36.4582023621  
 3679    114          31         41                 185          1           5          2             2             5726    9274      95.8607177734     3657   72891432     4    10    17       542.5  36.3580589294  
 3696    115          16         34                 146          4           3          2             1             4556    7312      116.760864258     3657   39337505     2    9     19       542.5  28.7391090393  
 3718    116          6          34                 146          5           3          2             1             4571    7338      133.848266602     3657   39337633     2    9     11       542.5  28.8392372131  
 3726    116          14         33                 33           3           3          0             1             1126    6965      445.401489258     17570  38288672     2    8     1        542.5  23.536026001   
 3728    116          16         35                 147          6           3          2             1             4586    7364      141.56060791      3657   39337762     2    9     5        542.5  28.9393672943  
 3753    117          9          26                 138          1           3          2             1             4315    6913      162.84576416      3657   39336985     2    6     19       542.5  27.185508728   
 3764    117          20         16                 16           2           1          0             0             795     4796      482.405578613     17570  4734095      0    4     11       542.5  16.2194080353  
 3774    117          30         18                 18           8           1          0             0             870     5127      489.090759277     17570  4734865      0    5     23       542.5  17.3467464447  
 3784    118          8          26                 138          2           3          2             1             4330    6939      186.964355469     3657   39337113     2    6     11       542.5  27.2856349945  
 3808    119          0          27                 139          3           3          2             1             4345    6965      205.614257812     3657   39337242     2    6     5        542.5  27.385761261   
 3833    119          25         49                 193          5           5          2             2             5981    9699      214.519348145     3657   72892080     4    13    9        542.5  38.0119018555  
 3864    120          24         30                 96           8           1          2             0             3251    5127      256.499694824     3657   5783453      0    9     23       542.5  20.250295639   
 3910    122          6          50                 194          6           5          2             2             5996    9725      274.575439453     3657   72892209     4    13    3        542.5  38.1120452881  
 3916    122          12         30                 96           7           1          2             0             3236    5101      297.22479248      3657   5783325      0    9     17       542.5  20.1501960754  
 3925    122          21         22                 88           1           1          2             0             3010    4770      305.588256836     3657   5782549      0    6     5        542.5  18.8179759979  
 3945    123          9          49                 193          4           5          2             2             5966    9673      302.119506836     3657   72891952     4    13    17       542.5  37.9117584229  
 3968    124          0          38                 38           5           5          0             2             1291    9699      625.360412598     17570  71843493     4    9     8        542.5  32.6396064758  
 3971    124          3          29                 95           6           1          2             0             3220    5075      340.293640137     3657   5783196      0    9     9        542.5  20.0500984192  
 3994    124          26         23                 89           2           1          2             0             3025    4796      359.39440918      3657   5782678      0    6     7        542.5  18.9180850983  
 4007    125          7          42                 42           5           5          0             2             1411    9699      655.773864746     17570  71843497     4    11    11       542.5  32.6949043274  
 4027    125          27         41                 41           1           5          0             2             1366    9274      672.823547363     17570  71842856     4    10    17       542.5  31.2702064514  
 4040    126          8          29                 95           5           1          2             0             3205    5048      394.299987793     3657   5783068      0    9     3        542.5  19.9500007629  
 4062    126          30         23                 89           3           1          2             0             3040    4822      412.419311523     3657   5782806      0    6     13       542.5  19.0181941986  
 4147    129          19         24                 90           4           1          2             0             3055    4848      478.725463867     3657   5782935      0    6     19       542.5  19.1183052063  
 4272    133          16         25                 91           4           1          2             0             3085    4848      576.328063965     3657   5782936      0    8     22       542.5  19.1719074249  
 4375    136          23         24                 90           3           1          2             0             3070    4822      656.896911621     3657   5782807      0    6     15       542.5  19.0718154907  
 4401    137          17         28                 94           5           1          2             0             3175    5048      676.384765625     3657   5783067      0    9     4        542.5  19.8964767456  
 4622    144          14         1                  67           4           1          2             0             2365    4848      0.941833496094    7113   5782912      0    0     22       542.5  17.9956645966  
 4651    145          11         2                  114          6           3          2             1             3595    7364      14.2576293945     7113   39337729     2    1     3        542.5  27.3361263275  
 4662    145          22         1                  113          5           3          2             1             3580    7338      22.9512939453     7113   39337600     2    1     9        542.5  27.2361831665  
 4681    146          9          5                  71           8           1          2             0             2500    5127      46.0042724609     7113   5783428      0    1     21       542.5  19.0269680023  
 4696    146          24         1                  145          3           5          2             2             4525    9326      42.1719360352     7113   72891648     4    0     1        542.5  34.5780410767  
 4718    147          14         1                  113          4           3          2             1             3565    7312      66.8012695312     7113   39337472     2    1     17       542.5  27.1362400055  
 4726    147          22         2                  164          6           1          5             0             5530    5075      0.150817871094    4215   7356033      1    1     6        542.5  25.0366897583  
 4726    147          22         36                 66           1           1          1             0             2331    4770      82.4751586914     7113   5258275      1    10    3        542.5  17.7123603821  
 4740    148          4          52                 108          3           3          1             1             3396    6965      85.2751464844     7113   38812979     3    12    7        542.5  25.8498306274  
 4742    148          6          5                  71           7           1          2             0             2485    5101      93.7604980469     7113   5783300      0    1     15       542.5  18.927028656   
 4750    148          14         23                 155          2           1          4             0             5225    4796      20.2757568359     4215   6831254      0    6     7        542.5  23.6617336273  
 4756    148          20         11                 259          4           3          5             1             8005    7312      12.4584960938     4215   40910346     3    3     21       542.5  36.1664924622  
 4756    148          20         63                 335          3           5          4             2             10267   9326      2.35711669922     4215   73940286     4    14    2        542.5  46.2678756714  
 4769    149          1          4                  348          5           5          5             2             10690   9699      10.6323852539     4215   74464899     5    1     15       542.5  48.1488609314  
 4774    149          6          13                 261          6           3          5             1             8065    7364      26.2560424805     4215   40910604     3    3     6        542.5  36.4314651489  
 4779    149          11         4                  70           7           1          2             0             2455    5101      122.710388184     7113   5783299      0    1     16       542.5  18.8833637238  
 4784    149          16         61                 333          1           5          4             2             10207   9274      24.4971313477     4215   73940028     4    14    22       542.5  46.0028839111  
 4792    149          24         3                  135          2           1          4             0             4625    4796      54.5230712891     4215   6831234      0    0     6        542.5  22.2269592285  
 4792    149          24         4                  166          8           1          5             0             5590    5127      51.4483642578     4215   7356291      1    1     22       542.5  25.3016471863  
 4802    150          2          4                  70           6           1          2             0             2470    5075      140.735412598     7113   5783171      0    1     10       542.5  18.827091217   
 4804    150          4          25                 157          4           1          4             0             5285    4848      62.1983032227     4215   6831512      0    8     22       542.5  23.9266910553  
 4804    150          4          35                 243          3           3          4             1             7506    6965      51.9675292969     4215   40385826     2    8     5        542.5  34.1574821472  
 4825    150          25         51                 107          2           3          1             1             3381    6939      151.78137207      7113   38812850     3    12    13       542.5  25.7498893738  
 4841    151          9          37                 245          1           3          4             1             7566    6913      80.8439331055     4215   40385572     2    8     22       542.5  34.1873397827  
 4887    152          23         35                 243          2           3          4             1             7521    6939      116.833435059     4215   40385698     2    8     13       542.5  34.1353225708  
 4889    152          25         37                 245          2           3          4             1             7581    6939      118.248413086     4215   40385700     2    8     14       542.5  34.2828598022  
 4891    152          27         39                 247          3           3          4             1             7626    6965      119.641418457     4215   40385830     2    8     2        542.5  34.4523124695  
 4914    153          18         4                  70           5           1          2             0             2455    5048      228.335327148     7113   5783043      0    1     4        542.5  18.7271556854  
 4943    154          15         51                 107          1           3          1             1             3366    6913      244.068786621     7113   38812722     3    12    21       542.5  25.6499500275  
 5018    156          26         23                 155          3           1          4             0             5240    4822      229.555175781     4215   6831382      0    6     13       542.5  23.7573280334  
 5029    157          5          7                  151          6           5          2             2             4705    9725      300.868164062     7113   72892166     4    1     4        542.5  36.0380630493  
 5045    157          21         3                  165          7           1          5             0             5545    5101      249.273986816     4215   7356162      1    1     14       542.5  25.1322784424  
 5090    159          2          5                  349          6           5          5             2             10705   9725      261.318237305     4215   74465028     5    1     6        542.5  48.2442703247  
 5091    159          3          11                 259          5           3          5             1             8020    7338      274.081726074     4215   40910474     3    3     13       542.5  36.2620048523  
 5096    159          8          62                 334          2           5          4             2             10252   9300      268.077514648     4215   73940157     4    14    12       542.5  46.1724700928  
 5099    159          11         36                 244          2           3          4             1             7551    6939      282.38470459      4215   40385699     2    8     15       542.5  34.209022522   
 5104    159          16         2                  164          5           1          5             0             5515    5048      295.558837891     4215   7355905      1    1     0        542.5  24.9411354065  
