 BCID  ToA     TDC     Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z  tube_rho  drift_radius  
 2136  70108   69499   121          25                 5           4          0             270777  81200     91            
 2136  70112   69503   93           27                 7           3          0             204221  82032     100           
 2136  70121   69512   181          19                 1           6          0             387562  76751     98            
 2136  70123   69514   183          15                 0           4          1             365793  110615    96            
 2136  70148   69539   93           27                 5           3          0             204221  81200     140           
 2136  70150   69541   192          30                 5           6          0             409668  81200     129           
 2136  70151   69542   96           0                  1           4          0             221760  76751     144           
 2136  70152   69543   194          32                 6           6          0             412551  81616     131           
 2136  70154   69545   114          18                 1           4          0             256360  76751     144           
 2136  70154   69545   383          39                 4           6          2             753368  155192    95            
 2136  70158   69549   368          24                 1           6          2             724534  148807    103           
 2136  70160   69551   368          24                 0           6          2             723573  148391    113           
 2136  70161   69552   383          39                 3           6          2             752407  154776    111           
 2136  70165   69556   194          26                 3           4          1             386938  117000    141           
 2136  70171   69562   257          57                 4           4          2             508928  155192    133           
 2136  70172   69563   182          20                 2           6          0             390445  77167     153           
 2136  70175   69566   195          27                 5           4          1             388860  117832    151           
 2136  70179   69570   93           27                 6           3          0             203260  81616     170           
 2136  70185   69576   96           0                  0           4          0             222721  76334     175           
 2136  70186   69577   115          19                 3           4          0             258282  77583     174           
 2136  70193   69584   170          8                  0           6          0             367379  76334     177           
 2136  70196   69587   95           29                 5           3          0             208066  81200     184           
 2136  70228   69619   152          20                 7           5          0             331565  82032     204           
 2136  70235   69626   183          21                 3           6          0             391407  77583     205           
 2136  70241   69632   246          46                 1           4          2             487784  148807    198           
 2136  70247   69638   122          26                 7           4          0             272699  82032     218           
 2136  70256   69647   192          30                 4           6          0             408707  80783     219           
 2136  70267   69658   183          15                 5           4          1             365793  117832    225           
 2136  70271   69662   194          32                 7           6          0             413512  82032     228           
 2136  70272   69663   384          40                 5           6          2             754329  155608    207           
 2136  70290   69681   183          15                 1           4          1             366754  111031    239           
 2136  70301   69692   121          25                 4           4          0             269816  80783     251           
 2136  70309   69700   180          18                 0           6          0             386601  76334     252           
 2136  70323   69714   370          26                 2           6          2             727418  149223    241           
 2136  70331   69722   112          16                 0           4          0             253476  76334     269           
 2136  70356   69747   257          57                 3           4          2             507967  154776    267           
 2136  70363   69754   382          38                 3           6          2             750485  154776    262           
 2136  70374   69765   278          30                 0           6          1             550787  110615    278           
 2136  70392   69783   280          32                 2           6          1             554631  111447    286           
 2136  70397   69788   93           27                 4           3          0             203260  80783     300           
 2136  70398   69789   113          17                 0           4          0             255399  76334     300           
 2136  70402   69793   180          12                 5           4          1             360026  117832    297           
 2136  70456   69847   94           28                 7           3          0             206143  82032     325           
 2136  70508   69899   182          14                 5           4          1             363871  117832    340           
 2136  70516   69907   281          33                 2           6          1             556553  111447    339           
 2136  70526   69917   179          17                 0           6          0             384679  76334     348           
 2136  70527   69918   247          47                 2           4          2             488745  149223    342           
 2136  70556   69947   181          13                 5           4          1             361949  117832    358           
 2136  70563   69954   279          31                 0           6          1             552709  110615    356           
 2136  70574   69965   185          17                 2           4          1             369638  111447    364           
 2136  70581   69972   96           0                  2           4          0             222721  77167     371           
 2136  70596   69987   369          25                 0           6          2             725496  148391    364           
 2136  70614   70005   180          12                 2           4          1             360026  111447    378           
 2136  70633   70024   191          29                 4           6          0             406784  80783     385           
 2136  70654   70045   184          16                 2           4          1             367715  111447    391           
 2136  70657   70048   171          9                  1           6          0             368340  76751     394           
 2136  70679   70070   96           0                  3           4          0             221760  77583     403           
 2136  70682   70073   369          25                 2           6          2             725496  149223    390           
 2136  70683   70074   184          22                 3           6          0             393329  77583     401           
 2136  70691   70082   181          13                 4           4          1             362910  117416    402           
 2136  70738   70129   248          48                 2           4          2             490667  149223    412           
 2136  70743   70134   369          25                 1           6          2             726457  148807    411           
 2136  70770   70161   97           1                  3           4          0             223682  77583     430           
 2158  70796   70187   348          4                  0           6          2             685128  148391    36            
 2158  70818   70209   363          19                 3           6          2             713962  154776    56            
 2158  70826   70217   172          10                 6           6          0             370262  81616     102           
 2158  70834   70225   161          29                 1           5          0             347904  76751     113           
 2158  70840   70231   170          8                  4           6          0             366417  80783     118           
 2136  70851   70242   181          19                 2           6          0             388523  77167     450           
 2158  70852   70243   254          6                  0           6          1             504653  110615    118           
 2136  70853   70244   367          23                 0           6          2             721651  148391    441           
 2136  70857   70248   102          6                  1           4          0             233293  76751     454           
 2136  70861   70252   385          41                 5           6          2             756251  155608    442           
 2158  70861   70252   365          21                 5           6          2             717807  155608    106           
 2136  70864   70255   94           28                 4           3          0             205182  80783     456           
 2158  70865   70256   272          24                 5           6          1             539253  117832    129           
 2136  70867   70258   97           1                  0           4          0             224643  76334     457           
 2158  70869   70260   256          8                  2           6          1             508497  111447    136           
 2158  70891   70282   270          22                 3           6          1             535409  117000    156           
 2158  70894   70285   348          4                  1           6          2             686090  148807    145           
 2136  70898   70289   112          16                 1           4          0             252515  76751     465           
 2158  70906   70297   347          3                  0           6          2             683206  148391    157           
 2158  70909   70300   270          22                 4           6          1             536370  117416    172           
 2136  70913   70304   170          8                  1           6          0             366417  76751     468           
 2158  70930   70321   160          28                 0           5          0             346943  76334     202           
 2158  70933   70324   255          7                  1           6          1             507536  111031    194           
 2158  70944   70335   349          5                  2           6          2             687051  149223    190           
 2158  70954   70345   171          9                  5           6          0             369301  81200     218           
 2158  70961   70352   173          11                 7           6          0             373145  82032     222           
 2158  71015   70406   364          20                 4           6          2             716845  155192    236           
 2158  71082   70473   271          23                 4           6          1             538292  117416    282           
 2158  71102   70493   163          1                  3           6          0             352962  77583     298           
 2158  71187   70578   162          0                  3           6          0             351040  77583     334           
 2158  71360   70751   363          19                 4           6          2             714923  155192    383           
 2158  71426   70817   172          10                 7           6          0             371223  82032     413           
 2158  71442   70833   170          8                  5           6          0             367379  81200     418           
 2158  71457   70848   161          29                 2           5          0             348866  77167     423           
 2158  71494   70885   159          27                 0           5          0             345021  76334     434           
 2158  71507   70898   254          6                  1           6          1             505614  111031    434           
 2158  71510   70901   350          6                  2           6          2             688973  149223    430           
 2217  72666   72057   20           20                 0           1          2             49004   148391    41            
 2217  72670   72061   3            3                  1           2          0             27846   76751     67            
 2217  72673   72064   15           15                 4           1          1             40354   117416    58            
 2217  72685   72076   21           21                 5           1          2             50927   155608    61            
 2217  72701   72092   20           20                 2           1          2             49004   149223    82            
 2217  72704   72095   14           14                 1           1          1             38432   111031    97            
 2217  72709   72100   4            4                  6           2          0             29768   81616     111           
 2217  72782   72173   21           21                 3           1          2             50927   154776    168           
 2217  72811   72202   3            3                  3           2          0             27846   77583     206           
 2217  72866   72257   4            4                  4           2          0             29768   80783     241           
 2217  72884   72275   20           20                 1           1          2             49965   148807    240           
 2217  72994   72385   3            3                  5           2          0             28807   81200     305           
 2217  73065   72456   15           15                 2           1          1             39393   111447    331           
 2217  73092   72483   3            3                  2           2          0             28807   77167     345           
 2217  73155   72546   16           16                 5           1          1             41315   117832    364           
 2217  73187   72578   20           20                 4           1          2             49965   155192    371           
 2217  73378   72769   3            3                  7           2          0             28807   82032     436           
 2217  73442   72833   15           15                 0           1          1             39393   110615    451           
 2307  75532   74923   162          18                 3           3          2             324200  154776    16            
 2307  75546   74937   162          18                 4           3          2             325161  155192    33            
 2307  75558   74949   113          1                  0           3          1             230082  110615    62            
 2307  75561   74952   101          45                 2           2          1             205860  111447    66            
 2307  75566   74957   163          19                 5           3          2             326122  155608    56            
 2307  75577   74968   120          8                  3           3          1             243537  117000    82            
 2307  75586   74977   70           4                  1           3          0             159048  76751     105           
 2307  75593   74984   113          1                  1           3          1             231043  111031    103           
 2307  75611   75002   120          8                  4           3          1             244499  117416    122           
 2307  75616   75007   100          44                 1           2          1             204899  111031    130           
 2307  75624   75015   75           9                  4           3          0             168660  80783     147           
 2307  75628   75019   114          2                  2           3          1             232004  111447    142           
 2307  75643   75034   121          9                  5           3          1             245460  117832    155           
 2307  75651   75042   155          11                 0           3          2             310744  148391    154           
 2307  75671   75062   75           9                  5           3          0             169621  81200     189           
 2307  75683   75074   155          11                 1           3          2             311705  148807    182           
 2307  75727   75118   156          12                 2           3          2             312666  149223    215           
 2307  75760   75151   76           10                 6           3          0             170582  81616     247           
 2307  75761   75152   76           10                 7           3          0             171543  82032     247           
 2307  75805   75196   111          55                 1           2          1             226044  111031    266           
 2307  75888   75279   71           5                  2           3          0             161932  77167     310           
 2307  75909   75300   69           3                  1           3          0             157126  76751     319           
 2307  75925   75316   100          44                 0           2          1             203938  110615    322           
 2307  75938   75329   70           4                  0           3          0             160010  76334     331           
 2307  76018   75409   111          55                 2           2          1             225083  111447    357           
 2307  76052   75443   71           5                  3           3          0             160971  77583     372           
 2307  76089   75480   71           5                  1           3          0             160971  76751     385           
 2307  76221   75612   70           4                  2           3          0             160010  77167     425           
 2824  92055   91446   163          1                  5           6          0             353923  81200     0             
 2824  92079   91470   154          22                 1           5          0             334449  76751     36            
 2824  92085   91476   258          10                 3           6          1             512342  117000    23            
 2824  92085   91476   334          62                 2           5          2             657098  149223    1             
 2824  92098   91489   347          3                  4           6          2             684167  155192    20            
 2824  92103   91494   260          12                 5           6          1             516186  117832    44            
 2824  92113   91504   332          60                 0           5          2             653254  148391    41            
 2824  92121   91512   134          2                  1           5          0             296004  76751     88            
 2824  92121   91512   165          3                  7           6          0             357767  82032     82            
 2824  92133   91524   156          24                 3           5          0             338293  77583     99            
 2824  92133   91524   242          34                 2           5          1             480396  111447    84            
 2824  92170   91561   244          36                 0           5          1             484240  110615    126           
 2824  92216   91607   242          34                 1           5          1             481357  111031    173           
 2824  92218   91609   244          36                 1           5          1             485201  111031    173           
 2824  92220   91611   246          38                 2           5          1             488085  111447    174           
 2832  92305   91696   63           33                 7           2          0             145355  82032     2             
 2832  92315   91706   98           42                 2           2          1             200094  111447    3             
 2832  92332   91723   34           4                  3           2          0             88648   77583     43            
 2824  92347   91738   154          22                 2           5          0             335410  77167     266           
 2832  92351   91742   63           7                  5           2          1             132815  117832    51            
 2832  92362   91753   135          63                 0           2          2             271181  148391    51            
 2824  92374   91765   164          2                  6           6          0             354884  81616     279           
 2832  92374   91765   59           3                  0           2          1             125126  110615    80            
 2832  92374   91765   97           41                 1           2          1             199132  111031    78            
 2832  92385   91776   63           33                 6           2          0             144393  81616     102           
 2832  92390   91781   36           6                  4           2          0             92493   80783     109           
 2832  92390   91781   36           6                  7           2          0             93454   82032     109           
 2832  92402   91793   83           11                 4           2          2             172185  155192    98            
 2832  92413   91804   80           8                  0           2          2             165457  148391    113           
 2824  92419   91810   348          4                  5           6          2             685128  155608    286           
 2824  92420   91811   258          10                 4           6          1             513303  117416    294           
 2832  92421   91812   135          63                 1           2          2             272142  148807    119           
 2824  92425   91816   333          61                 1           5          2             656137  148807    290           
 2824  92428   91819   243          35                 1           5          1             483279  111031    299           
 2832  92432   91823   2            2                  0           2          0             26885   76334     157           
 2824  92433   91824   163          1                  4           6          0             352962  80783     306           
 2832  92435   91826   33           3                  0           2          0             87687   76334     158           
 2832  92440   91831   97           41                 0           2          1             198171  110615    152           
 2832  92454   91845   84           12                 5           2          2             173146  155608    155           
 2824  92464   91855   153          21                 0           5          0             333488  76334     320           
 2832  92466   91857   62           32                 5           2          0             143432  81200     183           
 2824  92479   91870   346          2                  3           6          2             681284  154776    313           
 2832  92490   91881   136          64                 2           2          2             273103  149223    186           
 2824  92497   91888   152          20                 0           5          0             331565  76334     333           
 2832  92506   91897   62           6                  4           2          1             131854  117416    206           
 2824  92514   91905   347          3                  3           6          2             683206  154776    327           
 2824  92520   91911   162          0                  4           6          0             351040  80783     341           
 2824  92525   91916   245          37                 2           5          1             486162  111447    339           
 2824  92541   91932   243          35                 2           5          1             482318  111447    345           
 2832  92544   91935   59           29                 3           2          0             136704  77583     238           
 2824  92548   91939   259          11                 4           6          1             515225  117416    346           
 2824  92552   91943   332          60                 1           5          2             654215  148807    343           
 2832  92553   91944   142          70                 5           2          2             284636  155608    229           
 2824  92584   91975   349          5                  5           6          2             687051  155608    353           
 2832  92588   91979   104          48                 5           2          1             211627  117832    256           
 2824  92596   91987   165          3                  6           6          0             356806  81616     368           
 2824  92620   92011   135          3                  1           5          0             297926  76751     378           
 2832  92623   92014   62           32                 4           2          0             142471  80783     280           
 2832  92629   92020   33           3                  2           2          0             87687   77167     284           
 2824  92644   92035   155          23                 2           5          0             337332  77167     385           
 2832  92671   92062   141          69                 4           2          2             283675  155192    292           
 2832  92707   92098   80           8                  2           2          2             165457  149223    309           
 2824  92713   92104   135          3                  0           5          0             298887  76334     408           
 2832  92729   92120   58           28                 2           2          0             135743  77167     327           
 2832  92749   92140   59           3                  1           2          1             126087  111031    331           
 2832  92755   92146   103          47                 4           2          1             210666  117416    332           
 2832  92756   92147   36           6                  5           2          0             93454   81200     337           
 2832  92788   92179   36           6                  6           2          0             92493   81616     349           
 2832  92801   92192   59           3                  2           2          1             125126  111447    351           
 2832  92824   92215   58           28                 0           2          0             135743  76334     362           
 2832  92824   92215   83           11                 3           2          2             171224  154776    355           
 2832  92835   92226   141          69                 3           2          2             282714  154776    358           
 2832  92850   92241   80           8                  1           2          2             166419  148807    364           
 2832  92859   92250   2            2                  1           2          0             25924   76751     375           
 2824  92894   92285   243          35                 0           5          1             482318  110615    455           
 2824  92909   92300   102          6                  6           4          0             233293  81616     463           
 2832  92920   92311   2            2                  2           2          0             26885   77167     395           
 2832  92942   92333   34           4                  1           2          0             88648   76751     401           
 2832  92981   92372   103          47                 3           2          1             209705  117000    409           
 2832  93005   92396   58           28                 1           2          0             134782  76751     420           
 2832  93134   92525   62           6                  3           2          1             130893  117000    453           
 2832  93136   92527   59           29                 1           2          0             136704  76751     456           
 2832  93163   92554   104          48                 3           2          1             211627  117000    460           
 2948  96053   95444   206          38                 1           4          1             410966  111031    34            
 2948  96056   95447   166          4                  2           6          0             359690  77167     45            
 2948  96060   95451   361          17                 4           6          2             711079  155192    7             
 2948  96061   95452   164          2                  0           6          0             355845  76334     51            
 2948  96084   95475   258          10                 0           6          1             512342  110615    61            
 2948  96088   95479   280          8                  1           5          2             554259  148807    59            
 2948  96097   95488   260          12                 2           6          1             516186  111447    76            
 2948  96098   95489   127          31                 0           4          0             282310  76334     101           
 2948  96106   95497   137          5                  7           5          0             302732  82032     108           
 2948  96108   95499   137          5                  6           5          0             301771  81616     110           
 2948  96109   95500   273          25                 3           6          1             541176  117000    87            
 2948  96112   95503   128          32                 1           4          0             283271  76751     117           
 2948  96121   95512   219          11                 5           5          1             436184  117832    111           
 2948  96124   95515   218          10                 4           5          1             435223  117416    114           
 2948  96129   95520   177          15                 6           6          0             379873  81616     127           
 2948  96138   95529   294          22                 5           5          2             580209  155608    115           
 2948  96141   95532   275          27                 5           6          1             545020  117832    124           
 2948  96142   95533   175          13                 4           6          0             376029  80783     142           
 2948  96143   95534   293          21                 4           5          2             579248  155192    121           
 2948  96169   95560   346          2                  0           6          2             681284  148391    141           
 2948  96175   95566   135          3                  4           5          0             297926  80783     178           
 2948  96179   95570   130          34                 3           4          0             287116  77583     182           
 2948  96185   95576   346          2                  1           6          2             682245  148807    156           
 2948  96190   95581   176          14                 5           6          0             378912  81200     185           
 2948  96196   95587   280          8                  0           5          2             553297  148391    176           
 2948  96201   95592   178          16                 7           6          0             382756  82032     194           
 2948  96203   95594   207          39                 2           4          1             411927  111447    192           
 2948  96226   95617   348          4                  2           6          2             685128  149223    191           
 2948  96249   95640   273          25                 4           6          1             542137  117416    217           
 2948  96291   95682   206          38                 0           4          1             410005  110615    249           
 2948  96309   95700   258          10                 1           6          1             513303  111031    255           
 2948  96327   95718   168          6                  3           6          0             362573  77583     272           
 2948  96328   95719   166          4                  1           6          0             358728  76751     272           
 2948  96368   95759   362          18                 5           6          2             712040  155608    276           
 2948  96381   95772   281          9                  2           5          2             555220  149223    288           
 2948  96421   95812   136          4                  5           5          0             300810  81200     317           
 2948  96436   95827   128          32                 2           4          0             284232  77167     323           
 2948  96458   95849   361          17                 3           6          2             710118  154776    317           
 2948  96467   95858   218          10                 3           5          1             434262  117000    330           
 2948  96484   95875   360          16                 3           6          2             708195  154776    327           
 2948  96518   95909   292          20                 3           5          2             576364  154776    345           
 2948  96531   95922   293          21                 3           5          2             578287  154776    349           
 2948  96540   95931   165          3                  1           6          0             356806  76751     360           
 2948  96540   95931   167          5                  3           6          0             360651  77583     360           
 2948  96560   95951   217          9                  3           5          1             432340  117000    364           
 2948  96608   95999   363          19                 5           6          2             713962  155608    373           
 2948  96622   96013   135          3                  5           5          0             298887  81200     389           
 2948  96627   96018   129          33                 2           4          0             286155  77167     391           
 2948  96644   96035   259          11                 1           6          1             515225  111031    390           
 2948  96710   96101   282          10                 2           5          2             557142  149223    409           
 2948  96766   96157   274          26                 4           6          1             544059  117416    427           
 2948  96787   96178   177          15                 7           6          0             380834  82032     437           
 2948  96818   96209   175          13                 5           6          0             376990  81200     445           
 2948  96840   96231   205          37                 0           4          1             408082  110615    450           
 2948  96878   96269   347          3                  2           6          2             683206  149223    454           
 3047  99211   98602   163          51                 3           3          1             326194  117000    21            
 3047  99214   98605   154          42                 1           3          1             309855  111031    27            
 3047  99239   98630   155          43                 2           3          1             310816  111447    56            
 3047  99244   98635   163          51                 4           3          1             327155  117416    59            
 3047  99270   98661   98           2                  4           4          0             225604  80783     105           
 3047  99276   98667   154          42                 0           3          1             308894  110615    100           
 3047  99287   98678   208          8                  2           4          2             413777  149223    98            
 3047  99304   98695   164          52                 5           3          1             328116  117832    129           
 3047  99325   98716   217          17                 5           4          2             431078  155608    138           
 3047  99348   98739   207          7                  1           4          2             412816  148807    163           
 3047  99356   98747   98           2                  5           4          0             226565  81200     189           
 3047  99407   98798   216          16                 4           4          2             430116  155192    208           
 3047  99430   98821   207          7                  0           4          2             411855  148391    225           
 3047  99486   98877   99           3                  6           4          0             227526  81616     270           
 3047  99517   98908   216          16                 3           4          2             429155  154776    273           
 3047  99604   98995   22           22                 5           1          1             52849   117832    322           
 3047  99676   99067   99           3                  7           4          0             228487  82032     351           
 3047  99937   99328   100          4                  7           4          0             230410  82032     434           
 3431  111499  110890  275          3                  3           5          2             543686  154776    0             
 3431  111501  110892  158          46                 5           3          1             316583  117832    24            
 3431  111503  110894  207          7                  3           4          2             411855  154776    8             
 3431  111504  110895  205          37                 0           4          1             408082  110615    25            
 3431  111515  110906  140          8                  6           5          0             307537  81616     50            
 3431  111535  110926  157          45                 4           3          1             315621  117416    64            
 3431  111535  110926  207          7                  4           4          2             412816  155192    49            
 3431  111555  110946  199          55                 0           3          2             395323  148391    75            
 3431  111561  110952  96           0                  7           4          0             222721  82032     108           
 3431  111579  110970  208          8                  5           4          2             413777  155608    100           
 3431  111580  110971  130          34                 0           4          0             288077  76334     128           
 3431  111585  110976  157          45                 3           3          1             314660  117000    122           
 3431  111593  110984  199          55                 1           3          2             396284  148807    119           
 3431  111606  110997  139          7                  5           5          0             306576  81200     153           
 3431  111610  111001  148          36                 2           3          1             297360  111447    152           
 3431  111611  111002  96           0                  6           4          0             221760  81616     161           
 3431  111630  111021  148          36                 0           3          1             297360  110615    169           
 3431  111643  111034  277          5                  5           5          2             547531  155608    163           
 3431  111649  111040  205          37                 1           4          1             409044  111031    182           
 3431  111654  111045  215          7                  3           5          1             428495  117000    184           
 3431  111686  111077  266          66                 0           4          2             525267  148391    200           
 3431  111691  111082  148          36                 1           3          1             298321  111031    216           
 3431  111748  111139  140          8                  7           5          0             308499  82032     254           
 3431  111783  111174  149          37                 2           3          1             299282  111447    269           
 3431  111790  111181  217          9                  5           5          1             432340  117832    269           
 3431  111801  111192  276          4                  4           5          2             546570  155192    268           
 3431  111853  111244  95           29                 0           3          0             208066  76334     308           
 3431  111865  111256  132          0                  3           5          0             292160  77583     311           
 3431  111888  111279  266          66                 1           4          2             526228  148807    310           
 3431  111924  111315  215          7                  4           5          1             429456  117416    329           
 3431  111929  111320  131          35                 1           4          0             289038  76751     337           
 3431  111929  111320  200          0                  2           4          2             398400  149223    329           
 3431  111943  111334  206          38                 2           4          1             410005  111447    338           
 3431  111976  111367  268          68                 2           4          2             529112  149223    345           
 3431  111982  111373  138          6                  4           5          0             303693  80783     356           
 3431  111984  111375  139          7                  4           5          0             305615  80783     357           
 3431  112019  111410  133          1                  3           5          0             294082  77583     370           
 3431  112051  111442  276          4                  3           5          2             545608  154776    371           
 3431  112122  111513  198          54                 0           3          2             393400  148391    397           
 3431  112148  111539  207          39                 2           4          1             411927  111447    407           
 3431  112190  111581  216          8                  4           5          1             431379  117416    419           
 3431  112222  111613  267          67                 2           4          2             527190  149223    425           
 3431  112327  111718  141          9                  7           5          0             310421  82032     460           
 3431  112350  111741  267          67                 1           4          2             528151  148807    460           
 3560  115619  115010  174          12                 7           6          0             375068  82032     19            
 3560  115621  115012  170          26                 5           3          2             339578  155608    2             
 3560  115622  115013  175          13                 5           6          0             376990  81200     23            
 3560  115623  115014  172          10                 7           6          0             371223  82032     25            
 3560  115627  115018  179          17                 3           6          0             383718  77583     31            
 3560  115637  115028  116          4                  5           3          1             235848  117832    40            
 3560  115639  115030  261          13                 4           6          1             519070  117416    27            
 3560  115647  115038  248          0                  1           6          1             494081  111031    40            
 3560  115649  115040  177          15                 1           6          0             379873  76751     56            
 3560  115658  115049  190          28                 7           6          0             405823  82032     64            
 3560  115658  115049  259          11                 0           6          1             514264  110615    51            
 3560  115662  115053  261          13                 2           6          1             518109  111447    57            
 3560  115664  115055  176          14                 5           6          0             378912  81200     72            
 3560  115664  115055  252          4                  1           6          1             501770  111031    59            
 3560  115667  115058  250          2                  0           6          1             496964  110615    62            
 3560  115667  115058  278          30                 2           6          1             550787  111447    61            
 3560  115670  115061  260          12                 0           6          1             516186  110615    65            
 3560  115672  115063  115          3                  4           3          1             234887  117416    81            
 3560  115672  115063  376          32                 2           6          2             738951  149223    49            
 3560  115684  115075  374          30                 0           6          2             735107  148391    63            
 3560  115687  115078  256          8                  4           6          1             509459  117416    84            
 3560  115690  115081  174          12                 5           6          0             375068  81200     104           
 3560  115695  115086  177          15                 4           6          0             379873  80783     108           
 3560  115702  115093  169          25                 4           3          2             338617  155192    103           
 3560  115707  115098  293          45                 4           6          1             580581  117416    105           
 3560  115709  115100  391          47                 4           6          2             768746  155192    89            
 3560  115711  115102  115          3                  3           3          1             233926  117000    127           
 3560  115713  115104  159          15                 0           3          2             318433  148391    118           
 3560  115714  115105  187          25                 4           6          0             399096  80783     130           
 3560  115715  115106  249          1                  1           6          1             496003  111031    120           
 3560  115717  115108  107          51                 0           2          1             217394  110615    135           
 3560  115720  115111  260          12                 1           6          1             517148  111031    125           
 3560  115723  115114  188          26                 5           6          0             401979  81200     140           
 3560  115730  115121  257          9                  4           6          1             511381  117416    133           
 3560  115731  115122  174          12                 4           6          0             374106  80783     149           
 3560  115733  115124  177          15                 5           6          0             380834  81200     150           
 3560  115737  115128  276          28                 0           6          1             546942  110615    142           
 3560  115738  115129  373          29                 1           6          2             734146  148807    124           
 3560  115746  115137  107          51                 1           2          1             218355  111031    164           
 3560  115749  115140  269          21                 2           6          1             533487  111447    153           
 3560  115750  115141  271          23                 5           6          1             537331  117832    152           
 3560  115751  115142  256          8                  0           6          1             508497  110615    156           
 3560  115758  115149  254          6                  0           6          1             504653  110615    163           
 3560  115759  115150  292          44                 3           6          1             577698  117000    161           
 3560  115769  115160  108          52                 2           2          1             219316  111447    183           
 3560  115771  115162  269          21                 0           6          1             533487  110615    173           
 3560  115778  115169  172          10                 6           6          0             370262  81616     190           
 3560  115781  115172  393          49                 5           6          2             771629  155608    166           
 3560  115783  115174  255          7                  3           6          1             506575  117000    183           
 3560  115788  115179  258          10                 0           6          1             512342  110615    188           
 3560  115791  115182  270          22                 4           6          1             536370  117416    188           
 3560  115793  115184  257          9                  0           6          1             510420  110615    192           
 3560  115795  115186  189          27                 6           6          0             402940  81616     202           
 3560  115805  115196  260          12                 4           6          1             517148  117416    200           
 3560  115807  115198  169          25                 3           3          2             337656  154776    202           
 3560  115812  115203  159          15                 1           3          2             319394  148807    207           
 3560  115816  115207  276          28                 1           6          1             547903  111031    208           
 3560  115821  115212  173          11                 5           6          0             373145  81200     220           
 3560  115823  115214  179          17                 4           6          0             383718  80783     221           
 3560  115824  115215  66           0                  7           3          0             152321  82032     228           
 3560  115828  115219  175          13                 0           6          0             376990  76334     226           
 3560  115834  115225  262          14                 2           6          1             520031  111447    220           
 3560  115837  115228  61           31                 0           2          0             141510  76334     237           
 3560  115838  115229  271          23                 4           6          1             538292  117416    223           
 3560  115844  115235  263          15                 3           6          1             521953  117000    226           
 3560  115885  115276  171          9                  7           6          0             369301  82032     258           
 3560  115885  115276  294          46                 5           6          1             581543  117832    250           
 3560  115899  115290  66           0                  6           3          0             151360  81616     271           
 3560  115909  115300  264          16                 3           6          1             523875  117000    263           
 3560  115910  115301  248          0                  0           6          1             493120  110615    266           
 3560  115912  115303  258          10                 4           6          1             513303  117416    265           
 3560  115922  115313  173          11                 4           6          0             372184  80783     277           
 3560  115930  115321  62           32                 1           2          0             142471  76751     287           
 3560  115933  115324  255          7                  1           6          1             507536  111031    277           
 3560  115939  115330  252          4                  2           6          1             500808  111447    280           
 3560  115941  115332  391          47                 3           6          2             767785  154776    271           
 3560  115965  115356  123          11                 1           3          1             250265  111031    297           
 3560  115966  115357  177          15                 2           6          0             380834  77167     298           
 3560  115974  115365  269          21                 4           6          1             534448  117416    295           
 3560  115977  115368  253          5                  0           6          1             502731  110615    298           
 3560  115981  115372  261          13                 1           6          1             519070  111031    299           
 3560  115982  115373  160          16                 2           3          2             320355  149223    300           
 3560  115985  115376  132          20                 0           3          1             266604  110615    306           
 3560  115988  115379  259          11                 4           6          1             515225  117416    302           
 3560  115994  115385  178          16                 2           6          0             382756  77167     311           
 3560  115995  115386  374          30                 1           6          2             736068  148807    298           
 3560  116006  115397  254          6                  3           6          1             504653  117000    310           
 3560  116008  115399  375          31                 1           6          2             737990  148807    304           
 3560  116023  115414  62           32                 2           2          0             143432  77167     327           
 3560  116040  115431  176          14                 6           6          0             377951  81616     329           
 3560  116041  115432  262          14                 4           6          1             520992  117416    325           
 3560  116084  115475  390          46                 3           6          2             765863  154776    334           
 3560  116097  115488  270          22                 5           6          1             535409  117832    345           
 3560  116124  115515  270          22                 3           6          1             535409  117000    356           
 3560  116128  115519  295          47                 5           6          1             583465  117832    356           
 3560  116141  115532  178          16                 5           6          0             382756  81200     366           
 3560  116151  115542  63           33                 3           2          0             144393  77583     373           
 3560  116170  115561  175          13                 6           6          0             376029  81616     376           
 3560  116189  115580  176          14                 0           6          0             378912  76334     383           
 3560  116189  115580  255          7                  4           6          1             507536  117416    378           
 3560  116250  115641  277          29                 1           6          1             549826  111031    398           
 3560  116261  115652  190          28                 6           6          0             404862  81616     405           
 3560  116263  115654  181          19                 0           6          0             388523  76334     406           
 3560  116285  115676  171          9                  6           6          0             368340  81616     412           
 3560  116287  115678  255          7                  2           6          1             506575  111447    409           
 3560  116298  115689  249          1                  0           6          1             495042  110615    413           
 3560  116370  115761  392          48                 5           6          2             769707  155608    428           
 3560  116373  115764  254          6                  1           6          1             505614  111031    435           
 3560  116378  115769  177          15                 6           6          0             379873  81616     439           
 3560  116413  115804  293          45                 3           6          1             579620  117000    445           
 3560  116437  115828  251          3                  2           6          1             498886  111447    452           
 3560  116449  115840  254          6                  2           6          1             504653  111447    455           
 3560  116466  115857  179          17                 1           6          0             383718  76751     463           
 3560  116466  115857  269          21                 1           6          1             534448  111031    459           
 3560  116485  115876  175          13                 4           6          0             376029  80783     469           
 3560  116489  115880  275          27                 0           6          1             545020  110615    466           
 3846  124793  124184  216          8                  3           5          1             430417  117000    35            
 3846  124794  124185  283          11                 2           5          2             559064  149223    11            
