 BCID  ToA     nTC  TC_sent  TC_id  Eta              Phi            pT_thr  Charge  Coincidence  z_RPC0  z_RPC1  z_RPC2  z_RPC3  
 2504  81913   1    1        0      0.115686035156   3.68155389093  11      0       2            589     810     0       1228    
 2506  81977   1    1        0      0.196105957031   3.77972866135  11      0       5            1017    1355    1461    1908    
 2511  82137   1    1        0      0.678295898438   3.76745681505  11      0       5            3738    4980    5482    7190    
 2523  82521   1    1        0      0.731689453125   3.77972866135  9       0       5            4078    5453    5923    7560    
 2536  82937   2    1        0      0.663134765625   3.86563158547  11      0       5            3643    4901    5409    7258    
 2536  82937   2    1        1      0.663134765625   3.86563158547  9       0       5            3643    4901    5409    7258    
 2541  83097   1    1        0      0.0444946289062  3.82881604656  11      0       4            0       306     333     382     
 2560  83705   1    1        0      0.246862792969   3.76745681505  11      0       5            1274    1726    1927    2596    
 2601  85017   1    1        0      0.82265625       3.71836942983  2       0       5            4689    6173    6673    8342    
 2610  85305   1    1        0      0.904724121094   3.85335973917  11      0       5            5277    7055    7777    10131   
 2618  85561   1    1        0      0.213244628906   3.80427235396  11      0       1            1098    1514    1646    0       
 2632  86009   1    1        0      0.149304199219   3.85335973917  11      0       5            761     1037    1143    1568    
 2635  86105   1    1        0      0.913623046875   3.91471897068  11      0       5            5329    7084    7777    10114   
 2651  86617   1    1        0      0.293664550781   3.80427235396  11      0       5            1533    2059    2258    2970    
 2687  87769   1    1        0      0.166442871094   3.84108789287  11      0       5            849     1116    1196    1534    
 2689  87833   1    1        0      0.301574707031   3.79200050765  11      0       5            1555    2059    2245    2902    
 2712  88569   1    1        0      0.0253784179688  3.71836942983  2       0       4            0       187     293     790     
 2729  89113   1    1        0      0.871435546875   3.82881604656  11      0       5            5033    6761    7319    9553    
 2730  89145   1    1        0      0.771569824219   3.73064127614  11      0       5            4342    5805    6393    8537    
 2741  89497   1    1        0      0.479553222656   3.75518496874  11      0       4            0       3413    3733    4786    
 2783  90841   1    1        0      0.642700195312   3.70609758353  11      0       5            3511    4649    5126    6765    
 2796  91257   1    1        0      0.943286132813   3.86563158547  11      0       5            5563    7481    8231    10934   
 2805  91545   1    1        0      0.238623046875   3.77972866135  9       0       5            1234    1646    1805    2494    
 2820  92025   1    1        0      0.674011230469   3.77972866135  11      0       5            3709    4927    5423    7207    
 2840  92665   1    1        0      0.5958984375     3.85335973917  11      0       5            3231    4329    4742    6160    
 2846  92857   1    1        0      0.72509765625    3.91471897068  11      0       5            4049    5438    5967    7934    
 2849  92953   1    1        0      0.0520751953125  3.74291312244  11      0       4            0       359     386     535     
 2849  92953   1    1        0      0.974267578125   3.69382573723  11      0       2            5791    7762    0       11358   
 2850  92985   1    1        0      0.396166992188   3.73064127614  11      0       5            2077    2763    3028    3952    
 2851  93017   1    1        0      0.392211914062   3.74291312244  2       0       3            2055    0       2843    3476    
 2855  93145   1    1        0      0.0939331054688  3.69382573723  11      0       5            486     677     757     1028    
 2879  93913   1    1        0      0.860888671875   3.75518496874  11      0       5            4960    6702    7334    9757    
 2887  94169   1    1        0      0.208959960938   3.68155389093  11      0       2            1069    1408    0       2010    
 2897  94489   1    1        0      0.670715332031   3.79200050765  2       0       5            3687    4901    5409    6765    
 2899  94553   1    1        0      0.0985473632813  3.77972866135  11      0       5            508     677     730     926     
 2923  95321   1    1        0      0.111401367188   3.79200050765  11      0       5            567     757     836     1062    
 2937  95769   1    1        0      0.768603515625   3.70609758353  11      0       5            4327    5805    6349    8452    
 2946  96057   1    1        0      0.359582519531   3.79200050765  11      0       5            1870    2457    2669    3408    
 2955  96345   1    1        0      0.449560546875   3.84108789287  11      0       5            2382    3214    3587    4821    
 2982  97209   1    1        0      0.777502441406   3.77972866135  11      0       2            4379    5894    0       8673    
 2985  97305   1    1        0      0.974926757813   3.85335973917  11      0       5            5806    7792    8482    11163   
 2990  97465   1    1        0      0.293334960938   3.85335973917  2       0       1            1518    1874    1980    0       
 2995  97625   1    1        0      0.280810546875   3.84108789287  7       0       5            1467    1927    2059    2528    
 2997  97689   1    1        0      0.0810791015625  3.89017527808  11      0       5            413     571     624     824     
 3008  98041   1    1        0      0.94921875       3.82881604656  11      0       5            5593    7496    8292    11022   
 3015  98265   1    1        0      0.276525878906   3.90244712438  11      0       5            1423    1927    2139    2834    
 3021  98457   1    1        0      0.684558105469   3.71836942983  11      0       5            3775    5020    5526    7288    
 3026  98617   1    1        0      0.642700195312   3.80427235396  11      0       5            3511    4662    5126    6867    
 3035  98905   1    1        0      1.04710693359    3.91471897068  11      0       5            6372    8467    9348    12079   
 3036  98937   1    1        0      0.966357421875   3.69382573723  11      0       2            5747    7643    0       10934   
 3049  99353   1    1        0      0.517456054688   3.85335973917  11      0       1            2769    3680    4051    0       
 3053  99481   1    1        0      0.604797363281   3.74291312244  11      0       4            0       4397    4834    6442    
 3059  99673   1    1        0      0.309814453125   3.75518496874  9       0       5            1606    2112    2271    2868    
 3059  99673   1    1        0      0.330908203125   3.86563158547  11      0       5            1723    2271    2483    3208    
 3072  100089  1    1        0      0.439672851563   3.71836942983  11      0       5            2305    3121    3452    4627    
 3076  100217  1    1        0      0.543823242188   3.71836942983  7       0       5            2923    3865    4210    5315    
 3091  100697  1    1        0      0.399792480469   3.89017527808  9       0       5            2096    2737    3002    3816    
 3122  101689  1    1        0      0.581066894531   3.81654420026  11      0       5            3143    4197    4556    5913    
 3137  102169  1    1        0      0.482189941406   3.90244712438  11      0       5            2561    3399    3733    4839    
 3140  102265  2    1        0      1.00458984375    3.87790343177  11      0       5            6027    8019    8785    11444   
 3140  102265  2    1        1      1.00458984375    3.87790343177  9       0       5            6027    8019    8785    11444   
 3156  102777  1    1        0      0.0520751953125  3.81654420026  11      0       4            0       359     386     586     
 3162  102969  1    1        0      0.531958007813   3.82881604656  11      0       4            0       3839    4183    5350    
 3235  105305  1    1        0      0.995690917969   3.80427235396  11      0       2            5961    7958    0       11673   
 3258  106041  1    1        0      0.301574707031   3.73064127614  11      0       5            1555    2059    2258    3004    
 3274  106553  1    1        0      0.910327148438   3.86563158547  11      0       5            5321    7084    7746    9978    
 3278  106681  1    1        0      0.760363769531   3.71836942983  11      0       5            4269    5703    6232    8155    
 3279  106713  1    1        0      0.204675292969   3.87790343177  11      0       5            1047    1381    1514    1993    
 3309  107673  1    1        0      0.764978027344   3.70609758353  11      0       3            4291    0       6188    7968    
 3329  108313  1    1        0      0.660498046875   3.70609758353  11      0       5            3621    4821    5306    6952    
 3347  108889  1    1        0      0.523388671875   3.91471897068  9       0       4            0       3759    4170    5596    
 3399  110553  1    1        0      0.787719726562   3.79200050765  2       0       5            4445    5879    6364    8002    
 3413  111001  1    1        0      0.566235351563   3.71836942983  11      0       5            3047    4077    4437    5807    
 3457  112409  1    1        0      0.170727539063   3.90244712438  11      0       5            878     1196    1328    1772    
 3464  112633  1    1        0      0.987451171875   3.76745681505  11      0       5            5895    7837    8588    11181   
 3520  114425  2    1        0      0.998986816406   3.82881604656  11      0       5            5983    8049    8845    11779   
 3520  114425  2    1        1      0.998986816406   3.82881604656  9       0       5            5983    8049    8845    11779   
 3521  114457  1    1        0      0.0896484375     3.70609758353  11      0       5            457     598     677     926     
 3557  115609  1    1        0      0.392211914062   3.79200050765  11      0       5            2063    2737    3015    3986    
 3557  115609  1    1        0      0.6908203125     3.89017527808  11      0       5            3819    5033    5511    7156    
 3558  115641  1    1        0      0.551403808594   3.79200050765  11      0       5            2967    3918    4289    5490    
 3572  116089  1    1        0      0.521081542969   3.80427235396  11      0       5            2783    3746    4130    5384    
 3580  116345  1    1        0      0.882312011719   3.69382573723  11      0       5            5107    6820    7437    9706    
 3581  116377  1    1        0      0.817053222656   3.70609758353  11      0       2            4659    6217    0       8979    
 3598  116921  1    1        0      0.741906738281   3.84108789287  2       0       5            4151    5614    6202    8622    
 3620  117625  1    1        0      0.940649414063   3.73064127614  11      0       2            5541    7452    0       10899   
 3632  118009  1    1        0      0.864514160156   3.79200050765  9       0       5            4975    6717    7364    9927    
 3642  118329  1    1        0      0.149304199219   3.68155389093  11      0       2            768     1063    0       1653    
 3645  118425  1    1        0      0.391552734375   3.90244712438  7       0       5            2055    2777    3081    4241    
 3670  119225  1    1        0      0.509875488281   3.89017527808  11      0       5            2725    3640    3971    5174    
 3684  119673  1    1        0      0.523388671875   3.91471897068  9       0       4            0       3759    4170    5596    
 3695  120025  1    1        0      0.305859375      3.75518496874  11      0       5            1584    2112    2324    3004    
 3730  121145  1    1        0      0.552062988281   3.79200050765  9       0       5            2967    4024    4384    5596    
 3744  121593  1    1        0      0.149304199219   3.86563158547  11      0       5            761     1010    1116    1483    
 3766  122297  1    1        0      0.642370605469   3.84108789287  11      0       5            3500    4662    5139    6816    
 3777  122649  1    1        0      0.763989257813   3.81654420026  9       0       5            4276    5791    6364    8571    
 3777  122649  1    1        0      0.921862792969   3.68155389093  11      0       2            5417    7261    0       10522   
 3803  123481  1    1        0      0.268286132813   3.86563158547  11      0       5            1379    1805    1980    2528    
 3818  123961  1    1        0      0.829907226563   3.70609758353  11      0       5            4733    6320    6878    9115    
 3827  124249  1    1        0      0.720153808594   3.77972866135  11      0       5            4005    5350    5850    7696    
 3840  124665  1    1        0      0.49833984375    3.75518496874  11      0       5            2659    3574    3918    5245    
 3842  124729  1    1        0      0.415942382813   3.73064127614  11      0       5            2187    2896    3187    4156    
 3898  126521  1    1        0      0.757727050781   3.84108789287  11      0       5            4247    5703    6232    8257    
 3904  126713  1    1        0      0.0810791015625  3.89017527808  11      0       5            427     545     598     756     
 3906  126777  1    1        0      0.02900390625    3.74291312244  11      0       4            0       200     227     297     
 3918  127161  1    1        0      0.072509765625   3.76745681505  11      0       5            376     545     598     858     
 3926  127417  1    1        0      0.314099121094   3.73064127614  11      0       5            1635    2192    2404    3123    
 3931  127577  1    1        0      0.695104980469   3.90244712438  11      0       5            3841    5046    5541    7258    
 3932  127609  1    1        0      0.486474609375   3.71836942983  7       0       5            2591    3373    3680    4574    
 3933  127641  1    1        0      0.593591308594   3.84108789287  11      0       5            3220    4342    4742    6425    
 3942  127929  1    1        0      0.178967285156   3.89017527808  11      0       5            929     1275    1408    1942    
 3950  128185  1    1        0      0.351013183594   3.76745681505  11      0       5            1826    2404    2642    3344    
 3963  128601  1    1        0      0.723449707031   3.91471897068  11      0       1            4027    5379    5908    0       
 3973  128921  1    1        0      0.424182128906   3.71836942983  11      0       5            2239    2949    3240    4258    
 3979  129113  1    1        0      0.943286132813   3.82881604656  11      0       5            5556    7437    8201    10595   
 3986  129337  1    1        0      0.657202148438   3.79200050765  11      0       5            3599    4768    5205    6782    
 3989  129433  1    1        0      0.115686035156   3.87790343177  9       0       5            589     730     783     892     
 3990  129465  1    1        0      0.942626953125   3.74291312244  2       0       0            5556    0       0       9944    
 4019  130393  1    1        0      0.363537597656   3.86563158547  11      0       5            1892    2510    2737    3544    
 4047  131289  1    1        0      0.119970703125   3.91471897068  11      0       5            618     836     942     1245    
 4059  131673  1    1        0      0.213244628906   3.86563158547  11      0       5            1091    1434    1567    2044    
 4062  131769  1    1        0      0.208959960938   3.69382573723  11      0       5            1069    1408    1540    1976    
 4072  132089  1    1        0      1.00491943359    3.73064127614  2       0       5            6035    7958    8633    10952   
