ToA,coarse_time,fine_time,Local_Tube_Number,Tube_Number,Tube_Layer,ChamberId,Chamber_iEta,Station_Type,tube_z,tube_rho,drift_time,event,muonFixedId,csm,mezz,channel,t0,TOF
37131,1160,11,31,127,0,1,4,0,-4381,4770,44.98779296875,17,2112542,1,11,19,542.5,21.60597038269043
37168,1161,16,11,211,5,3,5,1,-6785,7364,62.09735107421875,17,35143434,2,2,21,542.5,33.402645111083984
37188,1162,4,9,257,2,5,5,2,-8645,9326,68.70538330078125,17,68697352,4,3,17,542.5,42.41960906982422
37196,1162,12,10,210,4,3,5,1,-6770,7338,84.070068359375,17,35143305,2,2,11,542.5,33.304901123046875
37207,1162,23,22,270,5,5,5,2,-9035,9725,81.6875,17,68697877,4,4,20,542.5,44.2812614440918
37207,1162,23,8,256,1,5,5,2,-8630,9300,83.6468505859375,17,68697223,4,1,10,542.5,42.321929931640625
37208,1162,24,20,268,3,5,5,2,-8975,9673,82.73223876953125,17,68697619,4,4,7,542.5,44.01776123046875
37229,1163,13,4,136,5,1,5,0,-4670,5075,120.1510009765625,17,1588867,0,0,17,542.5,23.005226135253906
37284,1165,4,39,199,2,3,4,1,-6406,6965,154.5579833984375,17,35667238,3,9,20,542.5,31.56703758239746
37284,1165,4,34,130,1,1,4,0,-4456,4796,164.28533935546875,17,2112673,1,11,16,542.5,21.839645385742188
37299,1165,19,33,129,2,1,4,0,-4441,4822,175.97442626953125,17,2112800,1,11,8,542.5,21.86932945251465
37316,1166,4,35,131,3,1,4,0,-4486,4848,189.0899658203125,17,2112930,1,11,3,542.5,22.03501319885254
37323,1166,11,38,198,0,3,4,1,-6376,6913,185.22222900390625,17,35666981,3,9,0,542.5,31.37152671813965
37335,1166,23,5,137,7,1,5,0,-4700,5127,202.7679443359375,17,1589124,0,0,1,542.5,23.20079803466797
37387,1168,11,32,128,1,1,4,0,-4396,4796,244.88995361328125,17,2112671,1,11,12,542.5,21.703767776489258
37499,1171,27,3,135,4,1,5,0,-4625,5048,331.25408935546875,17,1588738,0,0,18,542.5,22.839679718017578
37527,1172,23,32,128,2,1,4,0,-4411,4822,354.16717529296875,17,2112799,1,11,6,542.5,21.801589965820312
37551,1173,15,35,131,1,1,4,0,-4486,4796,372.810791015625,17,2112674,1,11,15,542.5,21.907955169677734
37575,1174,7,7,255,0,5,5,2,-8585,9274,371.3126220703125,17,68697094,4,1,4,542.5,42.1561393737793
37581,1174,13,10,210,3,3,5,1,-6755,7312,384.9490966796875,17,35143177,2,2,3,542.5,33.20717239379883
37586,1174,18,9,209,3,3,5,1,-6725,7312,388.9232177734375,17,35143176,2,2,1,542.5,33.1392707824707
37590,1174,22,21,269,4,5,5,2,-9020,9699,381.00390625,17,68697748,4,4,14,542.5,44.18360900878906
37592,1174,24,20,268,4,5,5,2,-8990,9699,382.63458251953125,17,68697747,4,4,15,542.5,44.115440368652344
37610,1175,10,8,256,0,5,5,2,-8615,9274,398.5882568359375,17,68697095,4,1,2,542.5,42.22426223754883
37659,1176,27,4,136,4,1,5,0,-4655,5048,456.186279296875,17,1588739,0,0,23,542.5,22.907470703125
37827,1182,3,6,138,7,1,5,0,-4730,5127,587.0751342773438,17,1589125,0,0,3,542.5,23.26861572265625
37833,1182,9,33,129,1,1,4,0,-4426,4796,593.2596435546875,17,2112672,1,11,14,542.5,21.771583557128906
37889,1184,1,35,131,2,1,4,0,-4501,4822,636.7756958007812,17,2112802,1,11,9,542.5,22.005552291870117
37959,1186,7,37,197,0,3,4,1,-6346,6913,682.1650390625,17,35666980,3,9,6,542.5,31.30368995666504
38335,1197,31,1,97,2,1,4,0,-3480,4822,12.38043212890625,71,2112768,1,1,7,542.5,19.838335037231445
38359,1198,23,49,153,0,3,3,1,-5006,6913,22.495849609375,71,36191280,2,13,1,542.5,28.47292137145996
38374,1199,6,7,103,4,1,4,0,-3645,5048,41.915283203125,71,2113030,1,2,22,542.5,20.772214889526367
38374,1199,6,16,192,0,5,4,2,-6675,9274,24.57086181640625,71,69221391,5,3,2,542.5,38.116641998291016
38378,1199,10,2,162,3,3,4,1,-5295,7312,35.69732666015625,71,35667457,3,0,3,542.5,30.11518669128418
38383,1199,15,2,162,4,3,4,1,-5310,7338,39.50390625,71,35667585,3,0,11,542.5,30.214841842651367
38392,1199,24,16,192,1,5,4,2,-6690,9300,38.53369140625,71,69221519,5,3,10,542.5,38.21632385253906
38404,1200,4,2,98,3,1,4,0,-3495,4848,66.18701171875,71,2112897,1,1,0,542.5,19.938007354736328
38432,1201,0,1,97,1,1,4,0,-3465,4796,88.2613525390625,71,2112640,1,1,13,542.5,19.738666534423828
38439,1201,7,49,153,1,3,3,1,-5021,6939,84.89617919921875,71,36191408,2,13,9,542.5,28.57257652282715
38454,1201,22,3,163,5,3,4,1,-5325,7364,94.87298583984375,71,35667714,3,0,21,542.5,30.31450080871582
38459,1201,27,7,103,5,1,4,0,-3660,5075,108.22186279296875,71,2113158,1,2,16,542.5,20.871885299682617
38460,1201,28,17,193,2,5,4,2,-6705,9326,91.5589599609375,71,69221648,5,5,17,542.5,38.31601333618164
38506,1203,10,25,201,3,5,4,2,-6945,9673,126.0887451171875,71,69221912,5,6,1,542.5,39.723777770996094
38554,1204,26,50,154,2,3,3,1,-5036,6965,174.6402587890625,71,36191537,2,13,19,542.5,28.6722354888916
38619,1206,27,25,201,4,5,4,2,-6960,9699,214.270263671875,71,69222040,5,6,9,542.5,39.82347106933594
38636,1207,12,8,104,6,1,4,0,-3675,5101,246.4034423828125,71,2113287,1,2,8,542.5,20.971561431884766
38798,1212,14,26,202,5,5,4,2,-6975,9725,354.01434326171875,71,69222169,5,6,19,542.5,39.92316818237305
38906,1215,26,8,104,7,1,4,0,-3690,5127,457.24127197265625,71,2113415,1,2,2,542.5,21.07124137878418
38939,1216,27,9,105,7,1,4,0,-3720,5127,482.96380615234375,71,2113416,1,2,0,542.5,21.129924774169922
39014,1219,6,3,163,3,3,4,1,-5325,7312,532.513427734375,71,35667458,3,0,5,542.5,30.174053192138672
39193,1224,25,27,203,5,5,4,2,-7005,9725,662.5496215820312,71,69222170,5,6,21,542.5,39.98164749145508
39967,1248,31,11,211,5,3,5,1,-6785,7364,-1.18389892578125,59,35143434,2,2,21,542.5,33.402645111083984
39976,1249,8,40,200,2,3,4,1,-6436,6965,7.61505126953125,59,35667239,3,9,18,542.5,31.634944915771484
39983,1249,15,20,116,7,1,4,0,-4050,5127,22.92333984375,56,2113427,1,6,2,542.5,21.795413970947266
39994,1249,26,35,131,2,1,4,0,-4501,4822,31.30694580078125,59,2112802,1,11,9,542.5,22.005552291870117
40006,1250,6,11,107,0,1,4,0,-3780,4770,42.383056640625,56,2112522,1,3,21,542.5,20.304418563842773
40006,1250,6,13,261,4,5,5,2,-8780,9699,19.0457763671875,59,68697740,4,2,14,542.5,43.641727447509766
40014,1250,14,3,251,2,5,5,2,-8465,9326,26.92425537109375,59,68697346,4,1,21,542.5,42.01327133178711
40016,1250,16,20,116,6,1,4,0,-4035,5101,48.8037109375,56,2113299,1,6,8,542.5,21.696285247802734
40022,1250,22,6,138,4,1,5,0,-4715,5048,52.14373779296875,59,1588741,0,0,19,542.5,23.043764114379883
40033,1251,1,33,209,2,5,4,2,-7186,9326,44.5079345703125,56,69221664,5,9,17,542.5,39.27333450317383
40058,1251,26,6,138,5,1,5,0,-4730,5075,80.171142578125,59,1588869,0,0,15,542.5,23.141376495361328
40058,1251,26,14,176,2,1,6,0,-5890,4822,77.9180908203125,59,1064205,1,5,6,542.5,25.394397735595703
40073,1252,9,2,250,1,5,5,2,-8450,9300,73.11590576171875,59,68697217,4,1,11,542.5,41.91536331176758
40085,1252,21,35,131,1,1,4,0,-4486,4796,102.498291015625,59,2112674,1,11,15,542.5,21.907955169677734
40085,1252,21,13,261,3,5,5,2,-8765,9673,80.86248779296875,59,68697612,4,2,6,542.5,43.54378890991211
40092,1252,28,8,140,7,1,5,0,-4790,5127,106.47003173828125,59,1589127,0,2,2,542.5,23.404949188232422
40094,1252,30,21,87,4,1,3,0,-2965,5048,111.9053955078125,59,2637332,0,6,18,542.5,19.532094955444336
40099,1253,3,15,175,3,3,4,1,-5685,7312,104.44671630859375,56,35667470,3,2,2,542.5,30.897058486938477
40116,1253,20,12,108,1,1,4,0,-3795,4796,128.221435546875,56,2112651,1,3,17,542.5,20.40353775024414
40130,1254,2,32,208,1,5,4,2,-7171,9300,120.38848876953125,56,69221535,5,7,10,542.5,39.174034118652344
40137,1254,9,19,115,5,1,4,0,-4020,5075,143.43408203125,56,2113170,1,6,16,542.5,21.597166061401367
40142,1254,14,10,210,4,3,5,1,-6770,7338,135.632568359375,59,35143305,2,2,11,542.5,33.304901123046875
40160,1255,0,39,199,1,3,4,1,-6421,6939,151.4627685546875,59,35667110,3,9,12,542.5,31.537233352661133
40171,1255,11,14,262,5,5,5,2,-8795,9725,147.85406494140625,59,68697869,4,2,20,542.5,43.73967361450195
40191,1255,31,5,165,0,3,4,1,-5385,6913,177.98748779296875,56,35666948,3,1,6,542.5,29.231260299682617
40206,1256,14,43,219,5,5,4,2,-7486,9725,177.99822998046875,56,69222186,5,10,21,542.5,40.939247131347656
40235,1257,11,36,132,3,1,4,0,-4516,4848,219.4906005859375,59,2112931,1,11,5,542.5,22.103174209594727
40263,1258,7,15,175,4,3,4,1,-5700,7338,232.47247314453125,56,35667598,3,2,10,542.5,30.996305465698242
40276,1258,20,13,175,2,1,6,0,-5860,4822,248.30804443359375,59,1064204,1,5,7,542.5,25.316959381103516
40315,1259,27,32,208,0,5,4,2,-7156,9274,265.01898193359375,56,69221407,5,7,2,542.5,39.07474136352539
40321,1260,1,2,250,0,5,5,2,-8435,9274,266.96380615234375,59,68697089,4,1,3,542.5,41.817466735839844
40323,1260,3,12,108,2,1,4,0,-3810,4822,289.841064453125,56,2112779,1,3,11,542.5,20.502666473388672
40352,1261,0,19,115,4,1,4,0,-4005,5048,311.501953125,56,2113042,1,6,22,542.5,21.498056411743164
40358,1261,6,7,167,2,3,4,1,-5445,6965,308.1961669921875,56,35667206,3,1,20,542.5,29.4913330078125
40374,1261,22,38,198,0,3,4,1,-6376,6913,318.81597900390625,59,35666981,3,9,0,542.5,31.37152671813965
40388,1262,4,12,174,2,1,6,0,-5830,4822,335.88531494140625,59,1064203,1,3,11,542.5,25.239681243896484
40395,1262,11,7,139,6,1,5,0,-4745,5101,343.354736328125,59,1588998,0,2,10,542.5,23.239009857177734
40398,1262,14,33,129,0,1,4,0,-4441,4770,347.19549560546875,59,2112544,1,11,20,542.5,21.74199676513672
40401,1262,17,26,186,2,3,4,1,-6015,6965,340.5809326171875,59,35667225,3,7,19,542.5,30.700340270996094
40411,1262,27,41,217,3,5,4,2,-7426,9673,338.4141845703125,56,69221928,5,10,1,542.5,40.6795539855957
40417,1263,1,14,110,3,1,4,0,-3855,4848,363.11724853515625,56,2112909,1,5,0,542.5,20.66400718688965
40425,1263,9,13,109,3,1,4,0,-3825,4848,369.429443359375,56,2112908,1,5,1,542.5,20.601804733276367
40429,1263,13,9,209,3,3,5,1,-6725,7312,360.0169677734375,59,35143176,2,2,1,542.5,33.1392707824707
40434,1263,18,5,165,1,3,4,1,-5400,6939,367.73199462890625,56,35667076,3,1,14,542.5,29.330493927001953
40438,1263,22,42,218,4,5,4,2,-7471,9699,359.3475341796875,56,69222057,5,10,11,542.5,40.839942932128906
40490,1265,10,34,130,0,1,4,0,-4471,4770,419.00213623046875,59,2112545,1,11,22,542.5,21.810382843017578
40503,1265,23,8,140,6,1,5,0,-4775,5101,427.661376953125,59,1588999,0,2,8,542.5,23.307363510131836
40534,1266,22,16,176,5,3,4,1,-5715,7364,444.0919189453125,56,35667727,3,2,16,542.5,31.095558166503906
40544,1267,0,10,210,3,3,5,1,-6755,7312,449.7928466796875,59,35143177,2,2,3,542.5,33.20717239379883
40564,1267,20,17,177,5,3,4,1,-5745,7364,467.4678955078125,56,35667728,3,4,17,542.5,31.15708351135254
40574,1267,30,17,47,3,1,2,0,-1745,4848,14.24700927734375,122,3161488,1,5,3,542.5,17.19049644470215
40584,1268,8,20,50,7,1,2,0,-1850,5127,21.0679931640625,122,3162003,1,6,2,542.5,18.181987762451172
40594,1268,18,14,44,6,1,2,0,-1655,5101,29.1737060546875,122,3161869,1,4,8,542.5,17.888782501220703
40595,1268,19,13,43,5,1,2,0,-1640,5075,30.05291748046875,122,3161740,1,4,16,542.5,17.79080581665039
40598,1268,22,23,71,0,3,2,1,-2525,6913,25.6358642578125,122,36715542,3,5,4,542.5,24.551633834838867
40610,1269,2,39,199,0,3,4,1,-6406,6913,503.12298583984375,59,35666982,3,9,4,542.5,31.439537048339844
40615,1269,7,15,45,4,1,2,0,-1685,5048,45.7135009765625,122,3161614,1,4,18,542.5,17.755279541015625
40620,1269,12,28,76,4,3,2,1,-2690,7338,41.302490234375,122,36716187,3,6,15,542.5,26.072526931762695
40639,1269,31,28,76,3,3,2,1,-2675,7312,56.24493408203125,122,36716059,3,6,7,542.5,25.973827362060547
40645,1270,5,43,91,3,5,2,2,-3606,9673,52.46929931640625,122,70270506,5,10,5,542.5,34.436927795410156
40645,1270,5,43,91,4,5,2,2,-3621,9699,52.37054443359375,122,70270634,5,10,13,542.5,34.535728454589844
40661,1270,21,20,50,6,1,2,0,-1835,5101,81.3228759765625,122,3161875,1,6,8,542.5,18.0833797454834
40688,1271,16,6,166,1,3,4,1,-5430,6939,566.1078491210938,56,35667077,3,1,8,542.5,29.39212989807129
40721,1272,17,16,46,2,1,2,0,-1730,4822,129.1893310546875,122,3161359,1,5,10,542.5,17.091903686523438
40730,1272,26,41,217,4,5,4,2,-7441,9699,587.5336303710938,56,69222056,5,10,9,542.5,40.77888107299805
40731,1272,27,23,71,1,3,2,1,-2540,6939,129.44342041015625,122,36715670,3,5,12,542.5,24.65032386779785
40743,1273,7,18,114,4,1,4,0,-3975,5048,617.0328369140625,56,2113041,1,4,19,542.5,21.43593406677246
40752,1273,16,38,86,0,5,2,2,-3456,9274,137.4853515625,122,70269989,5,9,0,542.5,33.014678955078125
40757,1273,21,1,249,0,5,5,2,-8405,9274,607.6561279296875,59,68697088,4,1,1,542.5,41.750125885009766
40768,1274,0,14,44,4,1,2,0,-1655,5048,165.27618408203125,122,3161613,1,4,20,542.5,17.72381019592285
40774,1274,6,29,77,5,3,2,1,-2705,7364,161.5162353515625,122,36716316,3,6,22,542.5,26.17123794555664
40776,1274,8,44,92,5,5,2,2,-3636,9725,154.615478515625,122,70270763,5,10,23,542.5,34.63453674316406
40779,1274,11,42,218,3,5,4,2,-7456,9673,625.8530883789062,56,69221929,5,10,3,542.5,40.740638732910156
40802,1275,2,6,166,2,3,4,1,-5415,6965,655.1327514648438,56,35667205,3,1,16,542.5,29.42973518371582
40807,1275,7,13,109,2,1,4,0,-3840,4822,667.90380859375,56,2112780,1,5,7,542.5,20.564924240112305
40812,1275,12,13,43,3,1,2,0,-1625,4848,200.3160400390625,122,3161484,1,5,1,542.5,17.058929443359375
40891,1277,27,19,49,5,1,2,0,-1820,5075,261.10894775390625,122,3161746,1,6,16,542.5,17.98478889465332
40971,1280,11,15,45,0,1,2,0,-1700,4770,324.698974609375,122,3161102,1,5,20,542.5,16.894775390625
41005,1281,13,24,72,2,3,2,1,-2555,6965,343.4072265625,122,36715799,3,5,18,542.5,24.749027252197266
41011,1281,19,38,86,1,5,2,2,-3471,9300,339.73028564453125,122,70270117,5,9,8,542.5,33.11347579956055
41014,1281,22,15,45,1,1,2,0,-1685,4796,358.2276611328125,122,3161230,1,5,14,542.5,16.959856033325195
41027,1282,3,16,46,1,1,2,0,-1715,4796,368.35040283203125,122,3161231,1,5,16,542.5,16.993330001831055
41095,1284,7,14,44,2,1,2,0,-1670,4822,421.4434814453125,122,3161357,1,5,6,542.5,17.02527618408203
41168,1286,16,14,44,7,1,2,0,-1670,5127,477.51324462890625,122,3161997,1,4,2,542.5,17.986783981323242
41196,1287,12,16,46,0,1,2,0,-1730,4770,500.44635009765625,122,3161103,1,5,22,542.5,16.928674697875977
41259,1289,11,14,44,5,1,2,0,-1670,5075,548.7718505859375,122,3161741,1,4,14,542.5,17.821874618530273
41290,1290,10,38,86,2,5,2,2,-3456,9326,557.6351318359375,122,70270245,5,9,16,542.5,33.177337646484375
41360,1292,16,19,49,4,1,2,0,-1805,5048,627.61376953125,122,3161618,1,6,22,542.5,17.886215209960938
41376,1293,0,13,43,4,1,2,0,-1625,5048,640.30712890625,122,3161612,1,4,22,542.5,17.692852020263672
41379,1293,3,13,43,2,1,2,0,-1640,4822,643.3510131835938,122,3161356,1,5,7,542.5,16.99275016784668
41383,1293,7,20,50,4,1,2,0,-1835,5048,645.5485229492188,122,3161619,1,6,20,542.5,17.920198440551758
41391,1293,15,15,45,6,1,2,0,-1685,5101,651.7987670898438,122,3161870,1,4,6,542.5,17.91996192932129
41392,1293,16,14,44,3,1,2,0,-1655,4848,653.408935546875,122,3161485,1,5,0,542.5,17.091035842895508
41460,1295,20,10,40,0,1,2,0,-1550,4770,706.8917236328125,122,3161097,1,3,22,542.5,16.733245849609375
41727,1303,31,15,147,4,1,5,0,-4985,5048,8.5504150390625,46,1588750,0,4,18,542.5,23.66836166381836
41728,1304,0,26,92,6,1,3,0,-3115,5101,13.06158447265625,46,2637593,0,8,8,542.5,19.93839454650879
41729,1304,1,33,129,3,1,4,0,-4426,4848,11.8818359375,46,2112928,1,11,2,542.5,21.899431228637695
41731,1304,3,3,135,3,1,5,0,-4625,4848,12.9915771484375,46,1588610,0,1,2,542.5,22.352203369140625
41732,1304,4,28,94,2,1,3,0,-3190,4822,16.8349609375,46,2637083,0,9,10,542.5,19.290010452270508
41732,1304,4,6,138,2,1,5,0,-4730,4822,13.59136962890625,46,1588485,0,1,11,542.5,22.53362274169922
41735,1304,7,2,134,4,1,5,0,-4595,5048,15.6966552734375,46,1588737,0,0,20,542.5,22.772125244140625
41739,1304,11,31,127,1,1,4,0,-4366,4796,19.95751953125,46,2112670,1,11,13,542.5,21.636205673217773
41740,1304,12,23,119,2,1,4,0,-4140,4822,21.1715087890625,46,2112790,1,7,9,542.5,21.203493118286133
41741,1304,13,36,196,2,3,4,1,-6316,6965,11.7918701171875,46,35667235,3,9,23,542.5,31.364356994628906
41743,1304,15,18,114,2,1,4,0,-3990,4822,23.838134765625,46,2112785,1,5,11,542.5,20.88064193725586
41745,1304,17,2,164,3,1,6,0,-5515,4848,21.78570556640625,46,1064321,1,1,0,542.5,24.495515823364258
41746,1304,18,20,196,1,5,4,2,-6810,9300,8.61077880859375,46,69221523,5,5,15,542.5,38.451725006103516
41747,1304,19,43,163,5,5,3,2,-5786,9725,10.09503173828125,46,69746474,4,10,21,542.5,37.74869155883789
41749,1304,21,18,150,4,1,5,0,-5075,5048,25.5257568359375,46,1588753,0,4,19,542.5,23.880496978759766
41750,1304,22,50,170,3,5,3,2,-5996,9673,12.2230224609375,46,69746225,4,12,3,542.5,37.964447021484375
41751,1304,23,35,195,1,3,4,1,-6301,6939,19.70233154296875,46,35667106,3,9,13,542.5,31.266441345214844
41751,1304,23,15,147,5,1,5,0,-5000,5075,27.20343017578125,46,1588878,0,4,12,542.5,23.765310287475586
41752,1304,24,1,97,1,1,4,0,-3465,4796,32.0113525390625,46,2112640,1,1,13,542.5,19.738666534423828
41753,1304,25,37,277,2,3,6,1,-8786,6965,15.1309814453125,46,34618660,3,9,22,542.5,37.40029525756836
41754,1304,26,19,267,4,5,5,2,-8960,9699,9.26513671875,46,68697746,4,4,13,542.5,44.047393798828125
41754,1304,26,29,95,0,1,3,0,-3220,4770,34.111083984375,46,2636828,0,9,21,542.5,19.20140838623047
41755,1304,27,17,149,5,1,5,0,-5060,5075,30.1873779296875,46,1588880,0,4,13,542.5,23.906368255615234
41756,1304,28,23,119,1,1,4,0,-4125,4796,33.76995849609375,46,2112662,1,7,15,542.5,21.105039596557617
41757,1304,29,32,128,1,1,4,0,-4396,4796,33.95245361328125,46,2112671,1,11,12,542.5,21.703767776489258
41757,1304,29,19,115,1,1,4,0,-4005,4796,34.810302734375,46,2112658,1,7,13,542.5,20.84593963623047
41759,1304,31,21,141,5,5,3,2,-5125,9725,20.548095703125,46,69746452,4,4,22,542.5,36.670654296875
41759,1304,31,29,95,1,1,3,0,-3205,4796,37.9732666015625,46,2636956,0,9,15,542.5,19.245500564575195
41759,1304,31,25,121,2,1,4,0,-4200,4822,35.88421630859375,46,2112792,1,9,7,542.5,21.334558486938477
41760,1305,0,17,149,4,1,5,0,-5045,5048,34.1904296875,46,1588752,0,4,21,542.5,23.809574127197266
41762,1305,2,39,279,0,3,6,1,-8846,6913,22.112060546875,46,34618406,3,9,4,542.5,37.450416564941406
41763,1305,3,17,265,3,5,5,2,-8885,9673,16.52984619140625,46,68697616,4,4,1,542.5,43.81388473510742
41768,1305,8,28,94,3,1,3,0,-3175,4848,44.9150390625,46,2637211,0,9,4,542.5,19.334938049316406
41768,1305,8,29,125,0,1,4,0,-4320,4770,42.779052734375,46,2112540,1,9,21,542.5,21.470951080322266
41770,1305,10,1,133,2,1,5,0,-4580,4822,43.62677001953125,46,1588480,0,1,7,542.5,22.185749053955078
41771,1305,11,17,149,6,1,5,0,-5045,5101,42.6611328125,46,1589008,0,4,7,542.5,23.932632446289062
41772,1305,12,10,172,3,1,6,0,-5755,4848,42.27197265625,46,1064329,1,3,4,542.5,25.10301399230957
41773,1305,13,4,100,7,1,4,0,-3570,5127,47.31658935546875,46,2113411,1,0,5,542.5,20.83967399597168
41773,1305,13,33,129,0,1,4,0,-4441,4770,46.41424560546875,46,2112544,1,11,20,542.5,21.74199676513672
41774,1305,14,52,228,5,5,4,2,-7756,9725,27.44207763671875,46,69222195,5,12,23,542.5,41.49540328979492
41775,1305,15,34,130,4,1,4,0,-4456,5048,47.25579833984375,46,2113057,1,10,23,542.5,22.462934494018555
41775,1305,15,37,197,2,3,4,1,-6346,6965,38.2869873046875,46,35667236,3,9,22,542.5,31.431743621826172
41775,1305,15,41,281,0,3,6,1,-8906,6913,32.1102294921875,46,34618408,3,11,1,542.5,37.608497619628906
41776,1305,16,19,115,7,1,4,0,-4020,5127,48.76654052734375,46,2113426,1,6,4,542.5,21.733448028564453
41777,1305,17,42,282,4,3,6,1,-8951,7338,32.67095947265625,46,34619049,3,10,11,542.5,38.610313415527344
41777,1305,17,11,173,2,1,6,0,-5800,4822,46.11871337890625,46,1064202,1,3,9,542.5,25.162565231323242
41778,1305,18,17,149,7,1,5,0,-5060,5127,48.032958984375,46,1589136,0,4,1,542.5,24.029558181762695
41780,1305,20,20,116,3,1,4,0,-4035,4848,52.58160400390625,46,2112915,1,7,0,542.5,21.043376922607422
41780,1305,20,35,131,2,1,4,0,-4501,4822,51.61944580078125,46,2112802,1,11,9,542.5,22.005552291870117
41782,1305,22,50,226,1,5,4,2,-7711,9300,34.88702392578125,46,69221553,5,13,11,542.5,40.300498962402344
41782,1305,22,27,187,3,3,4,1,-6045,7312,43.53826904296875,46,35667482,3,6,5,542.5,31.649229049682617
41785,1305,25,15,191,2,5,4,2,-6645,9326,39.33184814453125,46,69221646,5,3,20,542.5,38.19939041137695
41785,1305,25,24,200,5,5,4,2,-6915,9725,37.72454833984375,46,69222167,5,4,16,542.5,39.80671691894531
41785,1305,25,31,127,2,1,4,0,-4381,4822,55.797119140625,46,2112798,1,11,7,542.5,21.734100341796875
41786,1305,26,66,314,3,5,5,2,-10357,9673,31.03924560546875,46,68697665,4,16,3,542.5,47.273231506347656
41787,1305,27,23,119,3,1,4,0,-4125,4848,57.85687255859375,46,2112918,1,7,3,542.5,21.236902236938477
41790,1305,30,43,283,3,3,6,1,-8966,7312,42.84332275390625,46,34618922,3,10,5,542.5,38.594173431396484
41791,1305,31,26,92,5,1,3,0,-3130,5075,62.32806396484375,46,2637465,0,8,14,542.5,19.89065933227539
41791,1305,31,32,128,2,1,4,0,-4411,4822,60.41717529296875,46,2112799,1,11,6,542.5,21.801589965820312
41791,1305,31,16,148,7,1,5,0,-5030,5127,58.25946044921875,46,1589135,0,4,5,542.5,23.959285736083984
41792,1306,0,19,151,6,1,5,0,-5105,5101,58.926025390625,46,1589010,0,6,10,542.5,24.07396125793457
41794,1306,2,6,254,2,5,5,2,-8555,9326,42.34661865234375,46,68697349,4,1,16,542.5,42.215858459472656
41795,1306,3,28,28,4,5,1,2,-1710,9699,52.4901123046875,46,70794907,4,6,15,542.5,32.8536491394043
41799,1306,7,19,151,4,1,5,0,-5105,5048,64.51708984375,46,1588754,0,6,22,542.5,23.951629638671875
41800,1306,8,27,159,5,1,5,0,-5360,5075,64.6259765625,46,1588890,0,8,12,542.5,24.62400245666504
41800,1306,8,27,123,4,1,4,0,-4245,5048,67.244873046875,46,2113050,1,8,18,542.5,22.005151748657227
41800,1306,8,20,116,0,1,4,0,-4050,4770,68.3736572265625,46,2112531,1,7,18,542.5,20.87636375427246
41801,1306,9,37,277,1,3,6,1,-8801,6939,52.64544677734375,46,34618532,3,9,14,542.5,37.385780334472656
41803,1306,11,7,207,3,3,5,1,-6665,7312,58.58978271484375,46,35143174,2,0,2,542.5,33.00395965576172
41803,1306,11,4,166,0,1,6,0,-5590,4770,67.079345703125,46,1063939,1,1,22,542.5,24.514400482177734
41805,1306,13,40,360,2,5,6,2,-11756,9326,43.09991455078125,46,68173095,5,9,18,542.5,50.05632781982422
41806,1306,14,19,151,1,1,5,0,-5105,4796,70.56939697265625,46,1588370,0,7,13,542.5,23.36808204650879
41808,1306,16,17,193,0,5,4,2,-6705,9274,57.32476806640625,46,69221392,5,5,1,542.5,38.175254821777344
41808,1306,16,33,129,2,1,4,0,-4441,4822,73.63067626953125,46,2112800,1,11,8,542.5,21.86932945251465
41809,1306,17,30,30,4,5,1,2,-1771,9699,63.3922119140625,46,70794909,4,6,12,542.5,32.8890495300293
41810,1306,18,14,146,4,1,5,0,-4955,5048,73.46441650390625,46,1588749,0,4,20,542.5,23.59807586669922
41810,1306,18,16,148,5,1,5,0,-5030,5075,73.22674560546875,46,1588879,0,4,17,542.5,23.83573341369629
41812,1306,20,40,280,0,3,6,1,-8876,6913,61.0955810546875,46,34618407,3,9,2,542.5,37.5294075012207
41812,1306,20,51,371,5,5,6,2,-12086,9725,46.87677001953125,46,68173618,5,12,21,542.5,51.74821472167969
41812,1306,20,17,179,5,1,6,0,-5980,5075,72.46136474609375,46,1064592,1,4,13,542.5,26.163637161254883
41814,1306,22,51,371,4,5,6,2,-12101,9699,48.45452880859375,46,68173490,5,12,13,542.5,51.73294448852539
41814,1306,22,7,139,5,1,5,0,-4760,5075,76.97772216796875,46,1588870,0,2,16,542.5,23.209800720214844
41814,1306,22,20,116,6,1,4,0,-4035,5101,78.4912109375,46,2113299,1,6,8,542.5,21.696285247802734
41818,1306,26,1,163,6,1,6,0,-5485,5101,78.32733154296875,46,1064704,1,0,10,542.5,24.98518180847168
41818,1306,26,26,26,4,5,1,2,-1650,9699,70.4930419921875,46,70794905,4,6,11,542.5,32.819435119628906
41819,1306,27,13,175,1,1,6,0,-5845,4796,78.87060546875,46,1064076,1,5,13,542.5,25.22317123413086
41819,1306,27,14,146,6,1,5,0,-4955,5101,80.37152099609375,46,1589005,0,4,8,542.5,23.722232818603516
41819,1306,27,46,166,4,5,3,2,-5891,9699,66.23876953125,46,69746349,4,10,12,542.5,37.85499954223633
41821,1306,29,52,228,2,5,4,2,-7756,9326,65.1929931640625,46,69221683,5,13,23,542.5,40.463253021240234
41823,1306,31,4,166,1,1,6,0,-5575,4796,82.6859130859375,46,1064067,1,1,16,542.5,24.532821655273438
41826,1307,2,4,136,7,1,5,0,-4670,5127,86.42926025390625,46,1589123,0,0,5,542.5,23.133214950561523
