 BCID  TDC     Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z   tube_rho  drift_radius  
 3592  116534  271          23                 0           5          2             -582132  148391    348           
 3592  116534  271          23                 0           5          2             -582132  148391    348           
 3592  116549  131          35                 3           4          0             -289039  77583     364           
 3592  116549  131          35                 3           4          0             -289039  77583     364           
 3592  116650  136          4                  5           5          0             -300811  81200     397           
 3592  116650  136          4                  5           5          0             -300811  81200     397           
 3592  116703  273          25                 2           5          2             -585976  149223    404           
 3592  116703  273          25                 2           5          2             -585976  149223    404           
 3592  116842  217          17                 4           5          1             -448680  117416    448           
 3592  116842  217          17                 4           5          1             -448680  117416    448           
 3833  123744  64           34                 6           2          0             -146317  81616     24            
 3833  123744  64           34                 6           2          0             -146317  81616     24            
 3833  123761  116          68                 2           2          2             -280793  149223    16            
 3833  123761  116          68                 2           2          2             -280793  149223    16            
 3833  123767  97           49                 4           2          1             -214511  117416    37            
 3833  123767  97           49                 4           2          1             -214511  117416    37            
 3833  123786  115          67                 1           2          2             -279832  148807    46            
 3833  123786  115          67                 1           2          2             -279832  148807    46            
 3833  123792  64           34                 7           2          0             -147278  82032     80            
 3833  123792  64           34                 7           2          0             -147278  82032     80            
 3833  123799  113          65                 4           2          2             -275987  155192    67            
 3833  123799  113          65                 4           2          2             -275987  155192    67            
 3833  123813  114          66                 3           2          2             -276948  154776    84            
 3833  123813  114          66                 3           2          2             -276948  154776    84            
 3833  123815  97           49                 3           2          1             -213550  117000    93            
 3833  123815  97           49                 3           2          1             -213550  117000    93            
 3833  123818  115          67                 0           2          2             -278871  148391    83            
 3833  123818  115          67                 0           2          2             -278871  148391    83            
 3833  123829  63           33                 5           2          0             -145356  81200     123           
 3833  123829  63           33                 5           2          0             -145356  81200     123           
 3833  123873  113          65                 5           2          2             -275026  155608    151           
 3833  123873  113          65                 5           2          2             -275026  155608    151           
 3833  123938  63           33                 4           2          0             -144394  80783     217           
 3833  123938  63           33                 4           2          0             -144394  80783     217           
 3833  123970  60           30                 3           2          0             -138628  77583     238           
 3833  123970  60           30                 3           2          0             -138628  77583     238           
 3833  124103  91           43                 2           2          1             -202017  111447    300           
 3833  124103  91           43                 2           2          1             -202017  111447    300           
 3833  124146  122          2                  3           3          2             -293445  154776    312           
 3833  124146  122          2                  3           3          2             -293445  154776    312           
 3833  124186  59           29                 0           2          0             -137667  76334     339           
 3833  124186  59           29                 0           2          0             -137667  76334     339           
 3833  124192  59           29                 2           2          0             -137667  77167     341           
 3833  124192  59           29                 2           2          0             -137667  77167     341           
 3833  124224  122          2                  4           3          2             -294406  155192    343           
 3833  124224  122          2                  4           3          2             -294406  155192    343           
 3833  124241  90           42                 1           2          1             -201056  111031    355           
 3833  124241  90           42                 1           2          1             -201056  111031    355           
 3833  124300  123          3                  5           3          2             -295367  155608    370           
 3833  124300  123          3                  5           3          2             -295367  155608    370           
 3833  124444  90           42                 0           2          1             -200095  110615    421           
 3833  124444  90           42                 0           2          1             -200095  110615    421           
 3833  124491  60           30                 1           2          0             -138628  76751     437           
 3833  124491  60           30                 1           2          0             -138628  76751     437           
 3833  124503  59           29                 1           2          0             -136705  76751     441           
 3833  124503  59           29                 1           2          0             -136705  76751     441           
 3833  124521  91           43                 0           2          1             -202017  110615    442           
 3833  124521  91           43                 0           2          1             -202017  110615    442           
 3858  124532  20           20                 0           2          0             -61486   76334     19            
 3858  124532  20           20                 0           2          0             -61486   76334     19            
 3858  124550  42           42                 5           1          2             -137375  155608    15            
 3858  124550  42           42                 5           1          2             -137375  155608    15            
 3858  124558  21           21                 3           2          0             -62448   77583     49            
 3858  124558  21           21                 3           2          0             -62448   77583     49            
 3858  124596  35           35                 2           1          1             -93199   111447    83            
 3858  124596  35           35                 2           1          1             -93199   111447    83            
 3858  124609  23           23                 6           2          0             -66292   81616     107           
 3858  124609  23           23                 6           2          0             -66292   81616     107           
 3858  124647  38           38                 0           1          2             -129686  148391    131           
 3858  124647  38           38                 0           1          2             -129686  148391    131           
 3858  124653  38           38                 1           1          2             -130647  148807    137           
 3858  124653  38           38                 1           1          2             -130647  148807    137           
 3858  124654  38           38                 3           1          1             -98966   117000    147           
 3858  124654  38           38                 3           1          1             -98966   117000    147           
 3858  124696  22           22                 5           2          0             -65331   81200     192           
 3858  124696  22           22                 5           2          0             -65331   81200     192           
 3858  124791  41           41                 4           1          2             -136413  155192    242           
 3858  124791  41           41                 4           1          2             -136413  155192    242           
 3858  124797  38           38                 5           1          1             -98966   117832    251           
 3858  124797  38           38                 5           1          1             -98966   117832    251           
 3858  124920  21           21                 1           2          0             -62448   76751     315           
 3858  124920  21           21                 1           2          0             -62448   76751     315           
 3858  124926  35           35                 0           1          1             -93199   110615    314           
 3858  124926  35           35                 0           1          1             -93199   110615    314           
 3858  124969  20           20                 2           2          0             -61486   77167     335           
 3858  124969  20           20                 2           2          0             -61486   77167     335           
 3858  125026  34           34                 1           1          1             -92238   111031    353           
 3858  125026  34           34                 1           1          1             -92238   111031    353           
 3858  125058  39           39                 2           1          2             -131608  149223    361           
 3858  125058  39           39                 2           1          2             -131608  149223    361           
 3858  125141  23           23                 7           2          0             -67253   82032     394           
 3858  125141  23           23                 7           2          0             -67253   82032     394           
 3858  125200  38           38                 4           1          1             -99927   117416    409           
 3858  125200  38           38                 4           1          1             -99927   117416    409           
 3858  125298  42           42                 3           1          2             -137375  154776    435           
 3858  125298  42           42                 3           1          2             -137375  154776    435           
 3858  125373  23           23                 4           2          0             -66292   80783     461           
 3858  125373  23           23                 4           2          0             -66292   80783     461           
