 BCID  ToA     TDC     Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z   tube_rho  drift_radius  
 3063  99702   99093   28           28                 1           2          0             -75903   76751     18            
 3063  99709   99100   7            7                  3           2          0             -35536   77583     27            
 3063  99710   99101   28           28                 4           2          0             -75903   80783     27            
 3063  99711   99102   24           24                 6           2          0             -68214   81616     28            
 3063  99711   99102   29           29                 4           2          0             -77825   80783     29            
 3063  99718   99109   44           44                 2           1          1             -110499  111447    26            
 3063  99720   99111   30           0                  3           2          0             -80960   77583     40            
 3063  99721   99112   39           9                  6           2          0             -98261   81616     39            
 3063  99721   99112   42           42                 1           1          1             -107616  111031    32            
 3063  99726   99117   2            2                  5           2          0             -26886   81200     46            
 3063  99727   99118   7            7                  0           2          0             -36497   76334     48            
 3063  99729   99120   23           23                 0           2          0             -67253   76334     50            
 3063  99730   99121   35           5                  2           2          0             -91533   77167     51            
 3063  99732   99123   22           22                 2           2          0             -65331   77167     54            
 3063  99733   99124   41           11                 3           2          0             -102105  77583     54            
 3063  99739   99130   42           12                 2           2          0             -104988  77167     61            
 3063  99742   99133   30           0                  0           2          0             -81922   76334     65            
 3063  99749   99140   31           1                  5           2          0             -83844   81200     73            
 3063  99749   99140   52           4                  0           2          1             -127049  110615    62            
 3063  99752   99143   21           21                 0           2          0             -63409   76334     78            
 3063  99757   99148   91           25                 0           3          0             -200378  76334     79            
 3063  99762   99153   37           37                 3           1          1             -97043   117000    78            
 3063  99765   99156   23           23                 5           2          0             -67253   81200     92            
 3063  99765   99156   28           28                 5           2          0             -76864   81200     92            
 3063  99765   99156   49           1                  2           2          1             -121283  111447    81            
 3063  99769   99160   66           0                  5           3          0             -152322  81200     94            
 3063  99772   99163   25           25                 5           2          0             -71098   81200     101           
 3063  99772   99163   40           10                 6           2          0             -100183  81616     98            
 3063  99773   99164   25           25                 0           2          0             -71098   76334     103           
 3063  99775   99166   22           22                 3           2          0             -64370   77583     105           
 3063  99775   99166   34           34                 1           1          1             -92238   111031    95            
 3063  99775   99166   36           6                  5           2          0             -93455   81200     104           
 3063  99783   99174   23           23                 3           2          0             -66292   77583     113           
 3063  99783   99174   24           24                 7           2          0             -69175   82032     112           
 3063  99793   99184   36           36                 2           1          2             -125841  149223    105           
 3063  99803   99194   67           1                  2           3          0             -154244  77167     134           
 3063  99809   99200   66           0                  6           2          0             -151360  81616     139           
 3063  99810   99201   26           26                 3           2          0             -72059   77583     144           
 3063  99815   99206   19           19                 5           2          0             -59564   81200     147           
 3063  99816   99207   30           0                  7           2          0             -81922   82032     148           
 3063  99816   99207   36           6                  6           2          0             -92494   81616     147           
 3063  99818   99209   31           1                  1           2          0             -82883   76751     151           
 3063  99818   99209   37           7                  0           2          0             -95377   76334     151           
 3063  99822   99213   35           5                  4           2          0             -90572   80783     154           
 3063  99823   99214   25           25                 1           2          0             -70136   76751     157           
 3063  99825   99216   9            9                  1           2          0             -39381   76751     158           
 3063  99825   99216   33           3                  6           2          0             -86727   81616     156           
 3063  99826   99217   19           19                 6           2          0             -58603   81616     158           
 3063  99826   99217   38           8                  6           2          0             -96338   81616     157           
 3063  99831   99222   27           27                 0           2          0             -74942   76334     164           
 3063  99835   99226   11           11                 0           2          0             -44186   76334     167           
 3063  99842   99233   26           26                 5           2          0             -73020   81200     172           
 3063  99847   99238   67           1                  0           3          0             -154244  76334     176           
 3063  99850   99241   33           3                  4           2          0             -86727   80783     179           
 3063  99854   99245   36           6                  7           2          0             -93455   82032     183           
 3063  99857   99248   27           27                 3           2          0             -73981   77583     185           
 3063  99857   99248   39           39                 5           1          2             -131608  155608    169           
 3063  99871   99262   50           2                  1           2          1             -124166  111031    189           
 3063  99874   99265   35           5                  5           2          0             -91533   81200     198           
 3063  99877   99268   27           27                 5           2          0             -74942   81200     201           
 3063  99884   99275   27           27                 4           2          0             -73981   80783     205           
 3063  99887   99278   24           24                 0           2          0             -69175   76334     208           
 3063  99889   99280   34           34                 0           1          1             -91277   110615    204           
 3063  99890   99281   23           23                 2           2          0             -67253   77167     211           
 3063  99890   99281   31           1                  4           2          0             -82883   80783     210           
 3063  99900   99291   20           20                 4           2          0             -60525   80783     216           
 3063  99907   99298   10           10                 0           2          0             -42264   76334     222           
 3063  99907   99298   43           13                 4           2          0             -105950  80783     220           
 3063  99914   99305   44           14                 0           2          0             -108833  76334     226           
 3063  99915   99306   31           1                  3           2          0             -82883   77583     226           
 3063  99916   99307   39           39                 3           1          2             -131608  154776    215           
 3063  99917   99308   42           12                 0           2          0             -104988  76334     228           
 3063  99921   99312   37           37                 4           1          1             -98004   117416    224           
 3063  99927   99318   36           6                  4           2          0             -92494   80783     234           
 3063  99930   99321   22           22                 1           2          0             -64370   76751     237           
 3063  99932   99323   32           2                  7           2          0             -85766   82032     237           
 3063  99934   99325   26           26                 6           2          0             -72059   81616     238           
 3063  99936   99327   29           29                 2           2          0             -78787   77167     239           
 3063  99937   99328   32           2                  6           2          0             -84805   81616     240           
 3063  99951   99342   32           2                  5           2          0             -85766   81200     247           
 3063  99956   99347   26           26                 0           2          0             -73020   76334     251           
 3063  99956   99347   35           5                  3           2          0             -90572   77583     251           
 3063  99967   99358   41           11                 5           2          0             -103066  81200     256           
 3063  99969   99360   6            6                  0           2          0             -34575   76334     258           
 3063  99978   99369   2            2                  6           2          0             -25925   81616     262           
 3063  99980   99371   26           26                 4           2          0             -72059   80783     264           
 3063  99980   99371   40           10                 0           2          0             -101144  76334     264           
 3063  99989   99380   3            3                  4           2          0             -27847   80783     268           
 3063  100013  99404   36           36                 0           1          2             -125841  148391    272           
 3063  100015  99406   45           15                 0           2          0             -110755  76334     281           
 3063  100023  99414   8            8                  2           2          0             -38420   77167     285           
 3063  100025  99416   52           4                  5           2          2             -157769  155608    276           
 3063  100029  99420   36           6                  1           2          0             -92494   76751     288           
 3063  100040  99431   28           28                 6           2          0             -75903   81616     293           
 3063  100043  99434   41           11                 6           2          0             -102105  81616     294           
 3063  100048  99439   29           29                 6           2          0             -77825   81616     297           
 3063  100052  99443   43           13                 1           2          0             -105950  76751     298           
 3063  100063  99454   37           7                  1           2          0             -94416   76751     303           
 3063  100065  99456   45           45                 2           1          1             -112421  111447    300           
 3063  100088  99479   50           2                  2           2          1             -123205  111447    310           
 3063  100098  99489   7            7                  2           2          0             -36497   77167     319           
 3063  100103  99494   38           8                  0           2          0             -97300   76334     320           
 3063  100110  99501   26           26                 7           2          0             -73020   82032     323           
 3063  100123  99514   67           1                  4           3          0             -153283  80783     327           
 3063  100124  99515   43           13                 0           2          0             -106911  76334     329           
 3063  100130  99521   35           35                 2           1          1             -93199   111447    328           
 3063  100140  99531   42           42                 0           1          1             -106655  110615    332           
 3063  100147  99538   10           10                 1           2          0             -41303   76751     338           
 3063  100147  99538   27           27                 1           2          0             -73981   76751     338           
 3063  100160  99551   2            2                  7           2          0             -26886   82032     343           
 3063  100161  99552   42           12                 5           2          0             -104988  81200     343           
 3063  100173  99564   67           1                  1           3          0             -153283  76751     347           
 3063  100179  99570   48           0                  2           2          1             -119360  111447    346           
 3063  100185  99576   25           25                 7           2          0             -71098   82032     352           
 3063  100186  99577   23           23                 1           2          0             -66292   76751     352           
 3063  100186  99577   24           24                 5           2          0             -69175   81200     352           
 3063  100190  99581   44           14                 1           2          0             -107872  76751     354           
 3063  100193  99584   41           41                 0           1          1             -104732  110615    352           
 3063  100198  99589   30           0                  6           2          0             -80960   81616     356           
 3063  100201  99592   91           25                 1           3          0             -199416  76751     357           
 3063  100212  99603   28           28                 2           2          0             -76864   77167     362           
 3063  100213  99604   38           38                 5           1          1             -98966   117832    358           
 3063  100225  99616   31           1                  7           2          0             -83844   82032     366           
 3063  100230  99621   25           25                 4           2          0             -70136   80783     368           
 3063  100238  99629   42           12                 3           2          0             -104027  77583     370           
 3063  100261  99652   51           3                  1           2          1             -126088  111031    375           
 3063  100263  99654   67           1                  3           3          0             -153283  77583     378           
 3063  100302  99693   35           35                 1           1          2             -124880  148807    386           
 3063  100312  99703   23           23                 4           2          0             -66292   80783     395           
 3063  100325  99716   24           24                 3           2          0             -68214   77583     399           
 3063  100335  99726   21           21                 2           2          0             -63409   77167     402           
 3063  100365  99756   19           19                 7           2          0             -59564   82032     411           
 3063  100383  99774   23           23                 7           2          0             -67253   82032     416           
 3063  100388  99779   25           25                 6           2          0             -70136   81616     418           
 3063  100428  99819   37           37                 5           1          1             -97043   117832    427           
 3063  100438  99829   30           0                  5           2          0             -81922   81200     432           
 3063  100441  99832   42           12                 4           2          0             -104027  80783     433           
 3063  100470  99861   26           26                 1           2          0             -72059   76751     442           
 3063  100471  99862   43           43                 2           1          1             -108577  111447    439           
 3063  100475  99866   30           0                  2           2          0             -81922   77167     443           
 3063  100475  99866   37           7                  6           2          0             -94416   81616     443           
 3063  100481  99872   27           27                 6           2          0             -73981   81616     444           
 3063  100497  99888   38           38                 4           1          2             -130647  155192    444           
 3063  100531  99922   39           9                  0           2          0             -99222   76334     458           
 3063  100572  99963   29           29                 5           2          0             -78787   81200     470           
 3645  118341  117732  5            5                  0           2          0             -32653   76334     36            
 3645  118345  117736  6            6                  7           2          0             -34575   82032     39            
 3645  118376  117767  9            9                  2           1          1             -43221   111447    65            
 3645  118376  117767  138          6                  6           5          0             -303694  81616     62            
 3645  118392  117783  204          4                  2           5          1             -422729  111447    66            
 3645  118393  117784  216          16                 3           5          1             -445796  117000    65            
 3645  118396  117787  271          23                 1           5          2             -583093  148807    52            
 3645  118399  117790  202          2                  0           5          1             -418885  110615    75            
 3645  118412  117803  129          33                 2           4          0             -286156  77167     107           
 3645  118418  117809  287          39                 5           5          2             -612888  155608    74            
 3645  118432  117823  129          33                 1           4          0             -285194  76751     130           
 3645  118448  117839  5            5                  2           2          0             -32653   77167     156           
 3645  118462  117853  285          37                 3           5          2             -609043  154776    126           
 3645  118465  117856  6            6                  5           2          0             -34575   81200     171           
 3645  118474  117865  9            9                  0           1          1             -43221   110615    171           
 3645  118477  117868  138          6                  7           5          0             -304655  82032     172           
 3645  118479  117870  136          4                  4           5          0             -299849  80783     174           
 3645  118489  117880  10           10                 5           1          1             -45143   117832    182           
 3645  118494  117885  218          18                 5           5          1             -449641  117832    173           
 3645  118549  117940  216          16                 4           5          1             -446757  117416    215           
 3645  118578  117969  286          38                 4           5          2             -611927  155192    223           
 3645  118582  117973  6            6                  4           2          0             -33614   80783     251           
 3645  118594  117985  9            9                  4           1          1             -44182   117416    252           
 3645  118603  117994  272          24                 2           5          2             -584054  149223    240           
 3645  118609  118000  6            6                  3           2          0             -33614   77583     266           
 3645  118661  118052  10           10                 3           1          1             -45143   117000    286           
 3645  118670  118061  137          5                  5           5          0             -302733  81200     290           
 3645  118714  118105  270          22                 0           5          2             -580210  148391    297           
 3645  118751  118142  285          37                 4           5          2             -610004  155192    315           
 3645  118759  118150  130          34                 3           4          0             -287117  77583     329           
 3645  118784  118175  202          2                  1           5          1             -419846  111031    333           
 3645  118792  118183  127          31                 0           4          0             -282311  76334     342           
 3645  118792  118183  203          3                  1           5          1             -421768  111031    337           
 3645  118825  118216  128          32                 0           4          0             -284233  76334     354           
 3645  118839  118230  271          23                 0           5          2             -582132  148391    348           
 3645  118854  118245  131          35                 3           4          0             -289039  77583     364           
 3645  118873  118264  8            8                  1           1          1             -42260   111031    371           
 3645  118893  118284  6            6                  6           2          0             -33614   81616     380           
 3645  118944  118335  6            6                  1           2          0             -33614   76751     397           
 3645  118955  118346  136          4                  5           5          0             -300811  81200     397           
 3645  119008  118399  273          25                 2           5          2             -585976  149223    404           
 3645  119147  118538  217          17                 4           5          1             -448680  117416    448           
 3735  121289  120680  97           1                  7           4          0             -224644  82032     108           
 3735  121349  120740  97           1                  6           4          0             -223683  81616     170           
 3735  121438  120829  96           0                  5           4          0             -222722  81200     234           
 3735  121478  120869  140          36                 0           3          1             -297361  110615    252           
 3735  121530  120921  140          36                 1           3          1             -298322  111031    279           
 3735  121549  120940  96           0                  4           3          0             -221760  80783     293           
 3735  121593  120984  141          37                 2           3          1             -299283  111447    308           
 3735  121607  120998  171          51                 0           3          2             -387635  148391    309           
 3735  121623  121014  171          51                 1           3          2             -388596  148807    315           
 3735  121648  121039  172          52                 2           3          2             -389557  149223    326           
 3735  121656  121047  148          44                 3           3          1             -312739  117000    333           
 3735  121704  121095  148          44                 4           3          1             -313700  117416    351           
 3735  121760  121151  149          45                 5           3          1             -314661  117832    370           
 3735  121836  121227  178          2                  3           4          2             -402245  154776    392           
 3735  121879  121270  178          2                  4           4          2             -403206  155192    405           
 3735  121895  121286  179          3                  5           4          2             -404167  155608    410           
 3735  121926  121317  95           29                 0           3          0             -208067  76334     427           
 3735  121953  121344  178          2                  5           4          2             -402245  155608    427           
 3735  121996  121387  177          1                  4           4          2             -401284  155192    439           
 3735  122030  121421  177          1                  3           4          2             -400323  154776    448           
 3735  122045  121436  150          46                 5           3          1             -316584  117832    456           
 3856  125093  124484  143          11                 0           5          0             -314266  76334     23            
 3856  125111  124502  153          21                 4           5          0             -332528  80783     42            
 3856  125154  124545  297          49                 4           5          2             -633071  155192    55            
 3856  125165  124556  146          14                 3           5          0             -319072  77583     106           
 3856  125169  124560  298          50                 5           5          2             -634032  155608    80            
 3856  125185  124576  155          23                 7           5          0             -337333  82032     127           
 3856  125189  124580  234          34                 3           5          1             -480397  117000    115           
 3856  125197  124588  222          22                 2           5          1             -457330  111447    126           
 3856  125201  124592  155          23                 6           5          0             -336372  81616     144           
 3856  125205  124596  285          37                 2           5          2             -609043  149223    117           
 3856  125215  124606  221          21                 1           5          1             -456369  111031    146           
 3856  125219  124610  145          13                 2           5          0             -318111  77167     163           
 3856  125227  124618  284          36                 1           5          2             -608082  148807    142           
 3856  125228  124619  234          34                 4           5          1             -481358  117416    156           
 3861  125231  124622  152          20                 4           5          0             -330605  80783     0             
 3861  125257  124648  180          18                 6           6          0             -385641  81616     25            
 3861  125259  124650  142          10                 0           5          0             -312344  76334     35            
 3861  125263  124654  170          8                  3           6          0             -366418  77583     34            
 3861  125272  124663  308          60                 5           5          2             -653255  155608    13            
 3861  125274  124665  257          17                 1           6          1             -526760  111031    30            
 3861  125274  124665  358          38                 1           6          2             -751447  148807    6             
 3861  125276  124667  236          36                 4           5          1             -485202  117416    37            
 3861  125276  124667  353          33                 3           6          2             -740874  154776    5             
 3861  125286  124677  168          6                  1           6          0             -362574  76751     61            
 3861  125291  124682  178          16                 4           6          0             -381796  80783     65            
 3861  125295  124686  367          47                 0           6          2             -767786  148391    34            
 3861  125300  124691  353          33                 1           6          2             -741836  148807    42            
 3861  125304  124695  145          13                 3           5          0             -317150  77583     87            
 3861  125307  124698  352          32                 1           6          2             -739913  148807    50            
 3856  125313  124704  297          49                 3           5          2             -632110  154776    212           
 3861  125315  124706  306          58                 3           5          2             -649410  154776    65            
 3861  125320  124711  357          37                 1           6          2             -749524  148807    64            
 3861  125328  124719  354          34                 1           6          2             -743758  148807    74            
 3861  125328  124719  356          36                 1           6          2             -747602  148807    74            
 3861  125331  124722  355          35                 5           6          2             -744719  155608    73            
 3861  125336  124727  359          39                 1           6          2             -753369  148807    83            
 3861  125338  124729  355          35                 1           6          2             -745680  148807    86            
 3861  125339  124730  273          33                 4           6          1             -557516  117416    103           
 3856  125341  124732  144          12                 1           5          0             -315227  76751     249           
 3861  125341  124732  154          22                 7           5          0             -335411  82032     128           
 3861  125349  124740  347          27                 0           6          2             -729341  148391    100           
 3861  125354  124745  348          28                 0           6          2             -731263  148391    105           
 3861  125355  124746  154          22                 6           5          0             -334450  81616     143           
 3861  125360  124751  223          23                 2           5          1             -459252  111447    137           
 3861  125366  124757  368          48                 0           6          2             -769708  148391    117           
 3865  125366  124757  64           34                 4           2          0             -146317  80783     12            
 3865  125372  124763  39           9                  2           2          0             -99222   77167     24            
 3865  125375  124766  64           34                 6           2          0             -146317  81616     26            
 3865  125376  124767  58           28                 6           2          0             -134783  81616     28            
 3861  125377  124768  222          22                 1           5          1             -458291  111031    154           
 3861  125380  124771  337          17                 1           6          2             -711080  148807    134           
 3856  125384  124775  153          21                 5           5          0             -333489  81200     271           
 3865  125386  124777  76           28                 4           2          2             -204864  155192    10            
 3861  125387  124778  293          45                 2           5          2             -624421  149223    149           
 3861  125387  124778  339          19                 2           6          2             -713963  149223    141           
 3861  125387  124778  360          40                 1           6          2             -755291  148807    141           
 3861  125394  124785  144          12                 2           5          0             -316188  77167     180           
 3865  125397  124788  43           13                 4           2          0             -105950  80783     51            
 3865  125399  124790  59           29                 5           2          0             -137667  81200     54            
 3865  125400  124791  65           17                 4           2          1             -153000  117416    43            
 3861  125402  124793  292          44                 1           5          2             -623460  148807    164           
 3861  125403  124794  275          35                 5           6          1             -560399  117832    169           
 3865  125409  124800  43           13                 5           2          0             -106911  81200     65            
 3856  125414  124805  236          36                 5           5          1             -484241  117832    278           
 3861  125416  124807  366          46                 0           6          2             -765864  148391    168           
 3865  125418  124809  42           12                 4           2          0             -104027  80783     76            
 3861  125421  124812  351          31                 1           6          2             -737991  148807    174           
 3865  125422  124813  62           32                 6           2          0             -142472  81616     79            
 3865  125436  124827  59           29                 4           2          0             -136705  80783     96            
 3856  125437  124828  220          20                 0           5          1             -453485  110615    291           
 3865  125437  124828  58           28                 7           2          0             -135744  82032     99            
 3861  125439  124830  291          43                 0           5          2             -620577  148391    195           
 3865  125440  124831  59           29                 7           2          0             -137667  82032     101           
 3865  125442  124833  58           28                 5           2          0             -135744  81200     105           
 3861  125446  124837  370          50                 0           6          2             -773552  148391    193           
 3865  125454  124845  61           31                 6           2          0             -140550  81616     117           
 3865  125455  124846  64           34                 7           2          0             -147278  82032     118           
 3861  125461  124852  361          41                 1           6          2             -757213  148807    204           
 3865  125465  124856  40           10                 3           2          0             -100183  77583     132           
 3861  125472  124863  166          4                  0           6          0             -359691  76334     232           
 3865  125472  124863  42           12                 5           2          0             -104988  81200     138           
 3856  125473  124864  283          35                 0           5          2             -605199  148391    300           
 3861  125477  124868  221          21                 0           5          1             -455408  110615    230           
 3861  125478  124869  143          11                 1           5          0             -313305  76751     239           
 3861  125482  124873  337          17                 0           6          2             -710119  148391    219           
 3865  125486  124877  60           30                 5           2          0             -139589  81200     151           
 3865  125487  124878  61           31                 5           2          0             -141511  81200     152           
 3861  125490  124881  273          33                 3           6          1             -556554  117000    233           
 3865  125496  124887  66           18                 5           2          1             -153961  117832    151           
 3861  125503  124894  259          19                 2           6          1             -529643  111447    242           
 3861  125506  124897  236          36                 3           5          1             -484241  117000    246           
 3865  125519  124910  63           33                 5           2          0             -145356  81200     182           
 3861  125533  124924  178          16                 5           6          0             -382757  81200     266           
 3865  125533  124924  76           28                 3           2          2             -203903  154776    175           
 3861  125537  124928  152          20                 5           5          0             -331566  81200     270           
 3861  125538  124929  168          6                  2           6          0             -363535  77167     269           
 3865  125541  124932  61           31                 4           2          0             -140550  80783     198           
 3865  125542  124933  72           24                 2           2          2             -196214  149223    184           
 3865  125559  124950  63           33                 7           2          0             -145356  82032     211           
 3865  125559  124950  77           29                 5           2          2             -205825  155608    196           
 3865  125560  124951  44           14                 6           2          0             -107872  81616     212           
 3856  125566  124957  221          21                 0           5          1             -455408  110615    346           
 3861  125569  124960  338          18                 2           6          2             -712041  149223    270           
 3865  125571  124962  59           29                 6           2          0             -136705  81616     219           
 3865  125575  124966  61           13                 0           2          1             -144350  110615    216           
 3861  125581  124972  369          49                 0           6          2             -771630  148391    275           
 3861  125588  124979  354          34                 4           6          2             -743758  155192    277           
 3861  125592  124983  349          29                 0           6          2             -733185  148391    281           
 3865  125592  124983  60           30                 7           2          0             -139589  82032     233           
 3865  125604  124995  65           17                 3           2          1             -152039  117000    234           
 3861  125608  124999  346          26                 0           6          2             -727419  148391    289           
 3861  125616  125007  257          17                 0           6          1             -525799  110615    299           
 3861  125618  125009  180          18                 7           6          0             -386602  82032     306           
 3861  125618  125009  362          42                 1           6          2             -759136  148807    293           
 3861  125621  125012  307          59                 4           5          2             -652294  155192    297           
 3861  125622  125013  365          45                 0           6          2             -763941  148391    294           
 3861  125628  125019  181          19                 7           6          0             -388524  82032     310           
 3865  125638  125029  62           32                 4           2          0             -142472  80783     259           
 3861  125645  125036  256          16                 0           6          1             -523876  110615    312           
 3865  125650  125041  39           9                  1           2          0             -98261   76751     266           
 3865  125652  125043  45           15                 7           2          0             -110755  82032     267           
 3861  125656  125047  350          30                 1           6          2             -736069  148807    310           
 3861  125671  125062  237          37                 5           5          1             -486163  117832    324           
 3861  125687  125078  238          38                 5           5          1             -488086  117832    331           
 3856  125702  125093  284          36                 0           5          2             -607121  148391    386           
 3861  125712  125103  353          33                 4           6          2             -741836  155192    332           
 3856  125719  125110  299          51                 5           5          2             -635955  155608    390           
 3861  125719  125110  169          7                  2           6          0             -365457  77167     347           
 3856  125730  125121  154          22                 5           5          0             -335411  81200     404           
 3856  125735  125126  235          35                 5           5          1             -482319  117832    400           
 3861  125739  125130  179          17                 5           6          0             -384680  81200     354           
 3865  125751  125142  62           32                 7           2          0             -143433  82032     312           
 3865  125763  125154  61           13                 2           2          1             -144350  111447    314           
 3861  125766  125157  306          58                 4           5          2             -650372  155192    355           
 3861  125788  125179  258          18                 2           6          1             -527721  111447    366           
 3856  125794  125185  145          13                 1           5          0             -317150  76751     423           
 3865  125800  125191  61           31                 7           2          0             -141511  82032     332           
 3865  125808  125199  43           13                 6           2          0             -105950  81616     336           
 3861  125827  125218  272          32                 3           6          1             -554632  117000    379           
 3861  125840  125231  167          5                  0           6          0             -361613  76334     389           
 3865  125845  125236  57           27                 7           2          0             -133822  82032     350           
 3865  125861  125252  62           32                 5           2          0             -143433  81200     355           
 3861  125867  125258  363          43                 1           6          2             -761058  148807    387           
 3861  125881  125272  153          21                 5           5          0             -333489  81200     402           
 3861  125888  125279  336          16                 0           6          2             -708196  148391    394           
 3865  125898  125289  72           24                 0           2          2             -196214  148391    361           
 3861  125910  125301  364          44                 0           6          2             -762019  148391    401           
 3865  125919  125310  71           23                 1           2          2             -195253  148807    369           
 3865  125928  125319  42           12                 7           2          0             -104988  82032     378           
 3861  125935  125326  235          35                 3           5          1             -482319  117000    415           
 3865  125986  125377  64           34                 5           2          0             -147278  81200     397           
 3861  125996  125387  222          22                 0           5          1             -457330  110615    433           
 3865  125998  125389  38           8                  0           2          0             -97300   76334     402           
 3861  126005  125396  144          12                 1           5          0             -315227  76751     439           
 3865  126026  125417  61           13                 1           2          1             -145311  111031    407           
 3865  126029  125420  44           14                 7           2          0             -108833  82032     411           
 3861  126050  125441  274          34                 5           6          1             -558477  117832    445           
 3861  126050  125441  350          30                 0           6          2             -735108  148391    442           
 3861  126068  125459  292          44                 0           5          2             -622499  148391    449           
 3861  126124  125515  349          29                 1           6          2             -734147  148807    462           
 3865  126168  125559  39           9                  0           2          0             -99222   76334     450           
 3954  128225  127616  64           34                 6           2          0             -146317  81616     24            
 3954  128242  127633  116          68                 2           2          2             -280793  149223    16            
 3954  128248  127639  97           49                 4           2          1             -214511  117416    37            
 3954  128267  127658  115          67                 1           2          2             -279832  148807    46            
 3954  128273  127664  64           34                 7           2          0             -147278  82032     80            
 3954  128280  127671  113          65                 4           2          2             -275987  155192    67            
 3954  128294  127685  114          66                 3           2          2             -276948  154776    84            
 3954  128296  127687  97           49                 3           2          1             -213550  117000    93            
 3954  128299  127690  115          67                 0           2          2             -278871  148391    83            
 3954  128310  127701  63           33                 5           2          0             -145356  81200     123           
 3954  128354  127745  113          65                 5           2          2             -275026  155608    151           
 3954  128419  127810  63           33                 4           2          0             -144394  80783     217           
 3954  128451  127842  60           30                 3           2          0             -138628  77583     238           
 3954  128584  127975  91           43                 2           2          1             -202017  111447    300           
 3954  128627  128018  122          2                  3           3          2             -293445  154776    312           
 3954  128667  128058  59           29                 0           2          0             -137667  76334     339           
 3954  128673  128064  59           29                 2           2          0             -137667  77167     341           
 3954  128705  128096  122          2                  4           3          2             -294406  155192    343           
 3954  128722  128113  90           42                 1           2          1             -201056  111031    355           
 3954  128781  128172  123          3                  5           3          2             -295367  155608    370           
 3954  128925  128316  90           42                 0           2          1             -200095  110615    421           
 3954  128972  128363  60           30                 1           2          0             -138628  76751     437           
 3954  128984  128375  59           29                 1           2          0             -136705  76751     441           
 3954  129002  128393  91           43                 0           2          1             -202017  110615    442           
 4055  131442  130833  113          17                 2           4          0             -255400  77167     0             
 4055  131462  130853  130          34                 1           4          0             -287117  76751     25            
 4055  131467  130858  128          32                 0           4          0             -284233  76334     36            
 4055  131471  130862  215          15                 5           5          1             -443874  117832    15            
 4055  131481  130872  120          24                 4           4          0             -267894  80783     47            
 4055  131485  130876  188          28                 4           4          1             -391744  117416    35            
 4055  131496  130887  276          28                 5           5          2             -591743  155608    35            
 4055  131508  130899  113          17                 1           4          0             -254439  76751     80            
 4055  131509  130900  139          7                  6           5          0             -305616  81616     77            
 4055  131518  130909  112          16                 0           4          0             -253477  76334     92            
 4055  131521  130912  261          13                 0           5          2             -562910  148391    59            
 4055  131532  130923  178          18                 2           4          1             -371561  111447    93            
 4055  131534  130925  229          53                 1           4          2             -501240  148807    77            
 4055  131551  130942  274          26                 3           5          2             -587899  154776    91            
 4055  131553  130944  202          2                  2           5          1             -418885  111447    115           
 4055  131561  130952  201          1                  1           5          1             -417924  111031    124           
 4055  131568  130959  242          66                 5           4          2             -525268  155608    114           
 4055  131579  130970  230          54                 2           4          2             -502201  149223    130           
 4055  131582  130973  139          7                  7           5          0             -306577  82032     158           
 4055  131591  130982  188          28                 3           4          1             -390783  117000    155           
 4055  131609  131000  263          15                 2           5          2             -566754  149223    157           
 4055  131611  131002  137          5                  4           5          0             -301772  80783     184           
 4055  131640  131031  130          34                 2           4          0             -288078  77167     207           
 4055  131642  131033  120          24                 5           4          0             -268855  81200     208           
 4055  131646  131037  122          26                 7           4          0             -272700  82032     211           
 4055  131648  131039  189          29                 5           4          1             -392705  117832    202           
 4055  131673  131064  213          13                 3           5          1             -440030  117000    218           
 4055  131695  131086  129          33                 0           4          0             -286156  76334     242           
 4055  131712  131103  214          14                 4           5          1             -442913  117416    242           
 4055  131717  131108  240          64                 3           4          2             -521424  154776    238           
 4055  131749  131140  177          17                 1           4          1             -370600  111031    265           
 4055  131753  131144  229          53                 0           4          2             -500279  148391    259           
 4055  131800  131191  138          6                  5           5          0             -304655  81200     295           
 4055  131800  131191  176          16                 0           4          1             -367716  110615    290           
 4055  131833  131224  261          13                 1           5          2             -563871  148807    297           
 4055  131841  131232  241          65                 4           4          2             -524307  155192    301           
 4055  131910  131301  115          19                 3           4          0             -258283  77583     342           
 4055  131911  131302  274          26                 4           5          2             -588860  155192    329           
 4055  131925  131316  200          0                  0           5          1             -415040  110615    342           
 4055  131943  131334  201          1                  0           5          1             -416963  110615    348           
 4055  131990  131381  275          27                 4           5          2             -590782  155192    358           
 4055  131991  131382  121          25                 6           4          0             -269816  81616     370           
 4055  131995  131386  122          26                 6           4          0             -271739  81616     371           
 4055  132064  131455  114          18                 3           4          0             -256361  77583     394           
 4055  132094  131485  114          18                 2           4          0             -257322  77167     405           
 4055  132095  131486  137          5                  5           5          0             -302733  81200     403           
 4055  132096  131487  262          14                 1           5          2             -565793  148807    395           
 4055  132161  131552  131          35                 3           4          0             -289039  77583     423           
 4055  132188  131579  114          18                 1           4          0             -256361  76751     433           
 4055  132193  131584  240          64                 4           4          2             -522385  155192    424           
 4055  132218  131609  177          17                 0           4          1             -369639  110615    436           
 4055  132269  131660  213          13                 4           5          1             -440991  117416    449           
 4055  132348  131739  176          16                 1           4          1             -368677  111031    473           
 4055  132363  131754  228          52                 0           4          2             -498357  148391    476           
