MuonID,isOnOfflineSeg,dataValid,IdxRawHit,L_localX,L_localY,C_localX,C_localY,DriftTime,DriftTimeCorr,driftRadius_Rt,offIDriftTime,offIDriftTimeCorr
1063936,1,1,22,-184.1425018310547,15.017499923706055,0.0,0.0,1034.375,193.08843994140625,1.0,190.4393310546875,193.08843994140625
1063936,1,1,22,-184.1425018310547,15.017499923706055,0.0,0.0,1034.375,193.08843994140625,1.0,190.4393310546875,193.08843994140625
1063936,1,1,22,-184.1425018310547,15.017499923706055,0.0,0.0,1034.375,193.08843994140625,1.0,190.4393310546875,193.08843994140625
1063939,1,1,0,-184.1425018310547,15.017499923706055,0.0,0.0,850.78125,9.266845703125,1.0,6.618814945220947,9.266845703125
1063939,0,1,69,-154.1074981689453,15.017499923706055,0.0,0.0,908.59375,67.079345703125,1.0,67.079345703125,67.079345703125
1063940,1,1,29,-135.15750122070312,15.017499923706055,0.0,0.0,1045.3125,203.7218017578125,1.0,201.07424926757812,203.7218017578125
1063940,1,1,29,-135.15750122070312,15.017499923706055,0.0,0.0,1045.3125,203.7218017578125,1.0,201.07424926757812,203.7218017578125
1063941,1,1,48,-165.1925048828125,15.017499923706055,0.0,0.0,1275.78125,434.11407470703125,1.0,431.4667663574219,434.11407470703125
1063941,1,1,48,-165.1925048828125,15.017499923706055,0.0,0.0,1275.78125,434.11407470703125,1.0,431.4667663574219,434.11407470703125
1063942,1,1,1,-165.1925048828125,15.017499923706055,0.0,0.0,858.59375,16.8499755859375,1.0,19.24066925048828,16.8499755859375
1063942,1,1,1,-165.1925048828125,15.017499923706055,0.0,0.0,858.59375,16.8499755859375,1.0,19.24066925048828,16.8499755859375
1063948,1,1,37,-135.15750122070312,15.017499923706055,0.0,0.0,1407.03125,564.82421875,1.0,568.727294921875,564.82421875
1063948,1,1,32,-135.15750122070312,15.017499923706055,0.0,0.0,1232.03125,389.82421875,1.0,390.6439208984375,389.82421875
1063948,1,1,32,-135.15750122070312,15.017499923706055,0.0,0.0,1232.03125,389.82421875,1.0,390.6439208984375,389.82421875
1063948,1,1,32,-135.15750122070312,15.017499923706055,0.0,0.0,1232.03125,389.82421875,1.0,390.6439208984375,389.82421875
1063948,1,1,37,-135.15750122070312,15.017499923706055,0.0,0.0,1407.03125,564.82421875,1.0,568.727294921875,564.82421875
1063949,1,1,21,-165.1925048828125,15.017499923706055,0.0,0.0,1046.09375,203.80889892578125,1.0,204.62860107421875,203.80889892578125
1063949,1,1,15,-165.1925048828125,15.017499923706055,0.0,0.0,964.84375,122.55889892578125,1.0,126.463134765625,122.55889892578125
1063949,1,1,21,-165.1925048828125,15.017499923706055,0.0,0.0,1046.09375,203.80889892578125,1.0,204.62860107421875,203.80889892578125
1063949,1,1,21,-165.1925048828125,15.017499923706055,0.0,0.0,1046.09375,203.80889892578125,1.0,204.62860107421875,203.80889892578125
1063949,1,1,15,-165.1925048828125,15.017499923706055,0.0,0.0,964.84375,122.55889892578125,1.0,126.463134765625,122.55889892578125
1064065,1,1,3,-199.16000366210938,41.02859878540039,0.0,0.0,887.5,46.11871337890625,1.0,43.45478057861328,46.11871337890625
1064065,1,1,3,-199.16000366210938,41.02859878540039,0.0,0.0,887.5,46.11871337890625,1.0,43.45478057861328,46.11871337890625
1064065,1,1,3,-199.16000366210938,41.02859878540039,0.0,0.0,887.5,46.11871337890625,1.0,43.45478057861328,46.11871337890625
1064067,0,1,91,-139.08999633789062,41.02859878540039,0.0,0.0,924.21875,82.6859130859375,1.0,82.68592834472656,82.6859130859375
1064068,1,1,26,-199.16000366210938,41.02859878540039,0.0,0.0,1134.375,292.76617431640625,1.0,290.1033020019531,292.76617431640625
1064069,1,1,29,-229.19500732421875,41.02859878540039,0.0,0.0,1181.25,339.56494140625,1.0,336.90289306640625,339.56494140625
1064070,1,1,2,-180.20999145507812,41.02859878540039,0.0,0.0,875.0,33.23858642578125,1.0,30.576671600341797,33.23858642578125
1064070,1,1,2,-180.20999145507812,41.02859878540039,0.0,0.0,875.0,33.23858642578125,1.0,30.576671600341797,33.23858642578125
1064071,1,1,18,-180.20999145507812,41.02859878540039,0.0,0.0,1058.59375,216.75579833984375,1.0,219.15956115722656,216.75579833984375
1064071,1,1,18,-180.20999145507812,41.02859878540039,0.0,0.0,1058.59375,216.75579833984375,1.0,219.15956115722656,216.75579833984375
1064072,1,1,26,-210.2449951171875,41.02859878540039,0.0,0.0,1236.71875,394.8040771484375,1.0,397.20782470703125,394.8040771484375
1064072,1,1,26,-210.2449951171875,41.02859878540039,0.0,0.0,1236.71875,394.8040771484375,1.0,397.20782470703125,394.8040771484375
1064078,1,1,8,-180.20999145507812,41.02859878540039,0.0,0.0,905.46875,63.09039306640625,1.0,63.914520263671875,63.09039306640625
1064078,1,1,8,-180.20999145507812,41.02859878540039,0.0,0.0,905.46875,63.09039306640625,1.0,63.914520263671875,63.09039306640625
1064078,1,1,11,-180.20999145507812,41.02859878540039,0.0,0.0,947.65625,105.27789306640625,1.0,109.18995666503906,105.27789306640625
1064078,1,1,11,-180.20999145507812,41.02859878540039,0.0,0.0,947.65625,105.27789306640625,1.0,109.18995666503906,105.27789306640625
1064078,1,1,8,-180.20999145507812,41.02859878540039,0.0,0.0,905.46875,63.09039306640625,1.0,63.914520263671875,63.09039306640625
1064079,1,1,40,-210.2449951171875,41.02859878540039,0.0,0.0,1452.34375,609.8875122070312,1.0,613.80078125,609.8875122070312
1064079,1,1,40,-210.2449951171875,41.02859878540039,0.0,0.0,1452.34375,609.8875122070312,1.0,613.80078125,609.8875122070312
