dv,slcid,slid,bcid,segpos,segangle,segquality,chamber_id,chamber_ieta
1,0,0,2398,7241,5882,1,3,1
1,1,0,2398,7240,5882,1,3,1
1,0,0,2698,30337,4480,1,3,3
1,1,0,2698,30337,4480,1,3,3
1,0,0,248,8252,5870,1,3,1
1,1,0,248,8252,5870,1,3,1
1,0,0,2148,43163,3832,1,3,4
1,0,0,1948,51821,3361,1,3,4
1,0,0,3248,10403,5780,1,3,1
1,1,0,3248,10403,5780,1,3,1
1,0,0,3548,42497,3874,1,3,4
1,0,0,398,33346,4208,1,3,3
1,0,0,1298,21396,5050,1,3,2
1,1,0,1298,21394,5052,1,3,2
1,0,0,1848,7012,5970,1,3,1
1,0,0,2798,52410,3325,1,3,5
1,0,0,3548,58881,3102,1,3,5
1,1,0,3548,58886,3107,1,3,5
1,0,0,598,63479,2940,1,3,6
1,0,0,598,53908,3197,1,3,5
1,0,0,2398,51124,3395,1,3,4
1,0,0,2798,71056,2851,1,3,6
1,0,0,2998,59081,3240,1,3,5
1,0,0,2648,9637,5669,1,3,1
1,1,0,2648,9638,5669,1,3,1
1,0,0,1148,14674,5455,1,3,1
1,1,0,1148,14674,5455,1,3,2
1,0,0,1348,26333,4614,1,3,2
1,0,0,348,29941,4402,1,3,3
1,1,0,348,29942,4404,1,3,3
1,0,0,1848,24513,4771,1,3,2
1,1,0,1848,24514,4771,1,3,2
1,0,0,2998,17481,5282,1,3,2
1,0,0,3448,56687,3299,1,3,5
1,0,0,2048,21363,4979,1,3,2
1,1,0,2048,21363,4979,1,3,2
1,0,0,548,8447,5704,1,3,1
1,0,0,798,33990,4266,1,3,3
1,1,0,798,33991,4264,1,3,3
1,0,0,1298,18326,5149,1,3,2
1,0,0,3298,54739,3373,1,3,5
1,1,0,3298,54741,3371,1,3,5
1,0,0,1148,44740,3822,1,3,4
1,0,0,2148,7048,5869,1,3,1
1,0,0,2598,25543,4772,1,3,2
1,0,0,3548,64920,2863,1,3,6
1,1,0,3548,64980,2925,1,3,6
1,0,0,2098,39505,3960,1,3,3
1,1,0,2098,39505,3960,1,3,3
1,0,0,1348,23821,4819,1,3,2
1,1,0,1348,23819,4820,1,3,2
1,0,0,2648,49236,3485,1,3,4
1,0,0,898,15594,5408,1,3,2
1,1,0,898,15594,5408,1,3,2
1,0,0,2898,25569,4726,1,3,2
1,1,0,2898,25567,4725,1,3,2
1,0,0,3248,22645,4800,1,3,2
1,1,0,3248,22645,4800,1,3,2
1,0,0,1298,18643,5275,1,3,2
1,0,0,2248,42508,3878,1,3,4
1,0,0,948,47136,3667,1,3,4
1,0,0,2248,5041,6039,1,3,1
1,1,0,2248,5041,6038,1,3,1
1,0,0,1048,69709,2903,1,3,6
1,0,0,2948,22064,4827,1,3,2
1,0,0,3548,14639,5351,1,3,1
1,1,0,3548,14639,5351,1,3,1
1,0,0,1098,61040,3049,1,3,5
1,1,0,1098,61039,3046,1,3,5
1,0,0,2448,24605,4693,1,3,2
1,1,0,2448,24606,4692,1,3,2
1,0,0,2098,66025,2853,1,3,6
1,0,0,148,37078,4050,1,3,3
1,0,0,1498,67891,2814,1,3,6
1,1,0,1498,67893,2814,1,3,6
1,0,0,2098,34908,4223,1,3,3
1,1,0,2098,34908,4223,1,3,3
1,0,0,1398,56070,3304,1,3,5
1,1,0,1398,56068,3305,1,3,5
1,0,0,3398,56174,3181,1,3,5
1,0,0,2548,51066,3494,1,3,4
1,1,0,2548,51068,3494,1,3,4
1,0,0,3448,68928,2798,1,3,6
1,1,0,3448,68927,2798,1,3,6
1,0,0,648,45573,3623,1,3,4
1,1,0,648,45571,3623,1,3,4
1,0,0,2348,36292,4059,1,3,3
1,1,0,2348,36296,4058,1,3,3
1,0,0,2398,47726,3615,1,3,4
1,1,0,2398,47725,3617,1,3,4
1,0,0,1398,12934,5549,1,3,1
1,1,0,1398,12935,5549,1,3,1
1,0,0,1698,47682,3630,1,3,4
1,1,0,1698,47675,3623,1,3,4
1,0,0,3448,35449,4177,1,3,3
1,1,0,3448,35449,4177,1,3,3
1,0,0,3198,44214,3679,1,3,4
1,1,0,3198,44214,3679,1,3,4
1,0,0,898,41403,3625,1,3,3
1,1,0,898,41534,3832,1,3,3
1,0,0,2398,31463,4375,1,3,3
1,1,0,2398,31460,4377,1,3,3
1,0,0,1998,17262,5247,1,3,2
1,1,0,1998,17264,5247,1,3,2
1,0,0,2298,8573,5800,1,3,1
1,1,0,2298,8573,5800,1,3,1
1,0,0,2298,54875,3274,1,3,5
1,1,0,2298,54869,3276,1,3,5
1,0,0,448,9666,5792,1,3,1
1,1,0,448,9665,5792,1,3,1
1,0,0,3198,10578,5751,1,3,1
1,1,0,3198,10577,5751,1,3,1
1,0,0,2598,16399,5262,1,3,2
1,1,0,2598,16399,5263,1,3,2
1,0,0,1798,12858,5422,1,3,1
1,0,0,898,20279,4965,1,3,2
1,1,0,898,20277,4967,1,3,2
1,0,0,2948,24096,4786,1,3,2
1,1,0,2948,24096,4786,1,3,2
1,0,0,1798,49460,3495,1,3,4
1,1,0,1798,49460,3495,1,3,4
1,0,0,3098,47219,3515,1,3,4
1,0,0,598,8879,5722,1,3,1
1,0,0,598,66692,2845,1,3,6
1,0,0,148,65329,2994,1,3,6
1,1,0,148,65330,2989,1,3,6
1,0,0,3298,42665,4009,1,3,4
1,0,0,448,14165,5432,1,3,1
1,0,0,548,47301,3501,1,3,4
1,0,0,898,37072,4062,1,3,3
1,0,0,348,33373,4227,1,3,3
1,1,0,348,33374,4227,1,3,3
1,0,0,948,61755,3023,1,3,6
1,1,0,948,61754,3024,1,3,6
1,0,0,1398,10965,5697,1,3,1
1,1,0,1398,10965,5697,1,3,1
1,0,0,1848,42751,3840,1,3,4
1,0,0,1748,60376,3120,1,3,5
1,1,0,1748,60373,3122,1,3,5
1,0,0,3398,6952,5862,1,3,1
1,1,0,3398,6951,5862,1,3,1
1,0,0,898,55309,3381,1,3,5
1,0,0,1548,51502,3340,1,3,4
1,0,0,3548,40308,3870,1,3,3
1,1,0,3548,40308,3870,1,3,3
1,0,0,398,24609,4809,1,3,2
1,1,0,398,24610,4808,1,3,2
1,0,0,1648,23641,4820,1,3,2
1,1,0,1648,23639,4822,1,3,2
1,0,0,898,20128,5042,1,3,2
1,1,0,898,20128,5042,1,3,2
1,0,0,1498,56831,3150,1,3,5
1,0,0,1348,45949,3756,1,3,4
1,0,0,1598,67738,2798,1,3,6
1,0,0,2198,7010,5983,1,3,1
1,1,0,2198,7010,5983,1,3,1
1,0,0,2848,11986,5598,1,3,1
1,1,0,2848,11979,5598,1,3,1
1,0,0,48,10024,5745,1,3,1
1,1,0,48,10024,5745,1,3,1
1,0,0,1898,7276,6003,1,3,1
1,1,0,1898,7276,6003,1,3,1
1,0,0,2848,59651,3179,1,3,5
1,1,0,2848,59651,3179,1,3,5
1,0,0,3148,26377,4603,1,3,2
1,0,0,2598,43607,3741,1,3,4
1,1,0,2598,43606,3741,1,3,4
1,0,0,498,54713,3199,1,3,5
1,0,0,1848,39540,3890,1,3,3
1,0,0,1898,66792,2941,1,3,6
1,1,0,1898,66791,2942,1,3,6
1,0,0,3348,8678,5850,1,3,1
1,1,0,3348,8678,5850,1,3,1
1,0,0,98,26913,4665,1,3,2
1,0,0,3398,5349,6149,1,3,1
1,1,0,3398,5349,6148,1,3,1
1,0,0,2248,10785,5574,1,3,1
1,1,0,2248,10786,5574,1,3,1
1,0,0,3048,39915,3822,1,3,3
1,0,0,12,29093,4464,1,3,3
1,1,0,12,29090,4458,1,3,3
1,0,0,898,40565,3933,1,3,3
1,1,0,898,40560,3930,1,3,3
1,0,0,1248,40056,4003,1,3,3
1,1,0,1248,40056,4005,1,3,3
1,0,0,998,38832,3939,1,3,3
1,0,0,1748,20431,5134,1,3,2
1,0,0,298,44742,3631,1,3,4
1,0,0,98,33293,4306,1,3,3
1,1,0,98,33295,4304,1,3,3
1,0,0,448,37660,4123,1,3,3
1,0,0,2498,16561,5375,1,3,2
1,1,0,2498,16562,5374,1,3,2
1,0,0,498,10115,5651,1,3,1
1,1,0,498,10114,5651,1,3,1
1,0,0,2098,11775,5655,1,3,1
1,1,0,2098,11776,5655,1,3,1
1,0,0,2298,44892,3714,1,3,4
1,1,0,2298,44891,3714,1,3,4
1,0,0,3248,62039,3069,1,3,6
1,1,0,3248,62039,3069,1,3,6
1,0,0,2848,36401,4146,1,3,3
1,0,0,1298,36046,4158,1,3,3
1,1,0,1298,36049,4151,1,3,3
1,0,0,1848,58022,3128,1,3,5
1,1,0,1848,58023,3128,1,3,5
1,0,0,1148,41971,3868,1,3,3
1,1,0,1148,41972,3867,1,3,3
1,0,0,748,62430,2980,1,3,6
1,0,0,748,6469,5628,1,3,1
1,1,0,748,6650,6071,1,3,1
1,0,0,48,9344,5888,1,3,1
1,0,0,1948,12057,5547,1,3,1
1,1,0,1948,12063,5535,1,3,1
1,0,0,548,68083,2908,1,3,6
1,0,0,848,6738,5905,1,3,1
1,1,0,848,6739,5904,1,3,1
1,0,0,1048,16916,5299,1,3,2
1,1,0,1048,16916,5299,1,3,2
1,0,0,1498,67715,2819,1,3,6
1,1,0,1498,67713,2819,1,3,6
1,0,0,2448,34183,4171,1,3,3
1,1,0,2448,34140,4251,1,3,3
1,0,0,1798,16256,5252,1,3,2
1,1,0,1798,16253,5254,1,3,2
1,0,0,798,10327,5767,1,3,1
1,1,0,798,10326,5768,1,3,1
1,0,0,1198,8450,5758,1,3,1
1,1,0,1198,8450,5758,1,3,1
1,0,0,1898,40113,4042,1,3,3
1,0,0,2648,26508,4576,1,3,2
1,0,0,2848,10693,5551,1,3,1
1,0,0,3398,34101,4166,1,3,3
1,1,0,3398,34136,4099,1,3,3
1,0,0,1198,35573,4153,1,3,3
1,1,0,1198,35572,4154,1,3,3
1,0,0,598,16335,5241,1,3,2
1,0,0,598,34666,4254,1,3,3
1,0,0,398,67368,2814,1,3,6
1,0,0,1098,30679,4360,1,3,3
1,1,0,1098,30682,4358,1,3,3
1,0,0,1698,30136,4340,1,3,3
1,0,0,1998,69632,2871,1,3,6
1,0,0,1798,60748,3045,1,3,5
1,1,0,1798,60753,3041,1,3,5
1,0,0,2198,68820,2774,1,3,6
1,0,0,48,15792,5247,1,3,2
1,0,0,848,5524,6028,1,3,1
1,1,0,848,5524,6028,1,3,1
1,0,0,2348,38205,3965,1,3,3
1,0,0,798,35386,4248,1,3,3
1,0,0,2648,43046,3707,1,3,4
1,0,0,2548,32880,4232,1,3,3
1,1,0,2548,32880,4232,1,3,3
1,0,0,348,38528,4021,1,3,3
1,0,0,2348,62468,2997,1,3,6
1,0,0,2598,37630,3984,1,3,3
1,0,0,2798,12404,5511,1,3,1
1,1,0,2798,12405,5511,1,3,1
1,0,0,98,7016,6012,1,3,1
1,1,0,98,7015,6012,1,3,1
1,0,0,498,7774,5814,1,3,1
1,1,0,498,7774,5814,1,3,1
1,0,0,1898,42625,3817,1,3,4
1,1,0,1898,42625,3817,1,3,4
1,0,0,1798,39356,3915,1,3,3
1,1,0,1798,39357,3914,1,3,3
1,0,0,3348,28667,4451,1,3,3
1,0,0,3548,3632,6276,1,3,1
1,1,0,3548,3632,6275,1,3,1
1,0,0,1398,42282,3925,1,3,4
1,0,0,548,56527,3200,1,3,5
1,1,0,548,56523,3202,1,3,5
1,0,0,1348,4810,6067,1,3,1
1,1,0,1348,4809,6067,1,3,1
1,0,0,2448,14444,5464,1,3,1
1,1,0,2448,14485,5470,1,3,1
1,0,0,598,13266,5410,1,3,1
1,0,0,1298,28293,4581,1,3,2
1,1,0,1298,28291,4583,1,3,2
1,0,0,1398,15157,5497,1,3,2
1,1,0,1398,15146,5497,1,3,2
1,0,0,48,23162,4852,1,3,2
1,1,0,48,23159,4854,1,3,2
1,0,0,1798,32941,4351,1,3,3
1,1,0,1798,33034,4179,1,3,3
1,0,0,1098,36169,4144,1,3,3
1,1,0,1098,36169,4144,1,3,3
1,0,0,1548,4236,6154,1,3,1
1,1,0,1548,4236,6154,1,3,1
1,0,0,2598,30054,4473,1,3,3
1,0,0,3148,33621,4397,1,3,3
1,0,0,2548,12346,5468,1,3,1
1,0,0,2998,48905,3482,1,3,4
1,1,0,2998,48905,3482,1,3,4
1,0,0,648,47706,3506,1,3,4
1,0,0,798,14973,5343,1,3,2
1,0,0,298,62326,3058,1,3,6
1,1,0,298,62323,3062,1,3,6
1,0,0,598,59151,3157,1,3,5
1,1,0,598,59146,3161,1,3,5
1,0,0,1948,12765,5596,1,3,1
1,1,0,1948,12765,5597,1,3,1
1,0,0,1798,70407,2826,1,3,6
1,1,0,1798,70406,2826,1,3,6
1,0,0,1898,71601,2768,1,3,6
1,1,0,1898,71601,2768,1,3,6
1,0,0,1448,15721,5419,1,3,2
1,1,0,1448,15721,5419,1,3,2
1,0,0,2698,36694,4133,1,3,3
1,0,0,3348,59030,3053,1,3,5
1,0,0,1248,16807,5359,1,3,2
1,1,0,1248,16806,5356,1,3,2
1,0,0,2248,18954,5199,1,3,2
1,0,0,98,15218,5289,1,3,2
1,0,0,1348,19115,5140,1,3,2
1,1,0,1348,19112,5136,1,3,2
1,0,0,1548,7155,5877,1,3,1
1,1,0,1548,7154,5877,1,3,1
