dv,slcid,slid,bcid,segpos,segangle,segquality,chamber_id,chamber_ieta
1,0,0,598,85452,2890,1,5,6
1,0,0,598,73539,3092,1,5,5
1,0,0,2398,68596,3365,1,5,5
1,0,0,2798,93285,2914,1,5,6
1,0,0,2998,77433,3306,1,5,5
1,0,0,2648,13294,5642,1,5,1
1,1,0,2648,13297,5639,1,5,1
1,0,0,1148,19205,5474,1,5,2
1,1,0,1148,19208,5483,1,5,2
1,0,0,1348,35488,4562,1,5,2
1,0,0,348,40372,4341,1,5,3
1,1,0,348,40374,4339,1,5,3
1,0,0,1848,32545,4798,1,5,2
1,1,0,1848,32545,4798,1,5,2
1,0,0,2998,22887,5304,1,5,2
1,0,0,3448,74571,3356,1,5,5
1,0,0,2048,28273,5010,1,5,2
1,1,0,2048,28273,5011,1,5,2
1,0,0,548,12138,5592,1,5,1
1,0,0,798,44929,4232,1,5,3
1,1,0,798,45004,4196,1,5,3
1,0,0,1298,24541,5116,1,5,2
1,0,0,3298,71954,3420,1,5,5
1,1,0,3298,71945,3437,1,5,5
1,0,0,1148,58380,3916,1,5,4
1,0,0,2148,9840,5803,1,5,1
1,0,0,2598,33586,4801,1,5,2
1,0,0,3548,86932,2899,1,5,6
1,1,0,3548,86924,2904,1,5,6
1,0,0,2098,52452,3984,1,5,4
1,1,0,2098,52454,3981,1,5,4
1,0,0,1348,31602,4843,1,5,2
1,1,0,1348,31601,4845,1,5,2
1,0,0,2648,65990,3444,1,5,4
1,0,0,898,20311,5450,1,5,2
1,1,0,898,20312,5450,1,5,2
1,0,0,2898,33875,4750,1,5,2
1,1,0,2898,33873,4753,1,5,2
1,0,0,3248,30955,4692,1,5,2
1,1,0,3248,30926,4632,1,5,2
1,0,0,1298,23862,5365,1,5,2
1,0,0,2248,56026,3900,1,5,4
1,0,0,948,62192,3690,1,5,4
1,0,0,2248,6949,6009,1,5,1
1,1,0,2248,6949,6009,1,5,1
1,0,0,1048,91345,2971,1,5,6
1,0,0,2948,30018,4785,1,5,2
1,0,0,3548,19836,5322,1,5,2
1,1,0,3548,19837,5321,1,5,2
1,0,0,1098,81773,3016,1,5,5
1,1,0,1098,81770,3017,1,5,5
1,0,0,2448,33405,4618,1,5,2
1,1,0,2448,33406,4618,1,5,2
1,0,0,2098,88825,2820,1,5,6
1,0,0,148,49654,4013,1,5,3
1,0,0,1498,91402,2723,1,5,6
1,1,0,1498,91273,2770,1,5,6
1,0,0,2098,45795,4318,1,5,3
1,1,0,2098,45743,4425,1,5,3
1,0,0,1398,74038,3333,1,5,5
1,1,0,1398,74044,3328,1,5,5
1,0,0,3398,75628,3144,1,5,5
1,0,0,2548,67463,3521,1,5,5
1,1,0,2548,67457,3509,1,5,5
1,0,0,3448,92382,2764,1,5,6
1,1,0,3448,92379,2765,1,5,6
1,0,0,648,61248,3572,1,5,4
1,1,0,648,61246,3572,1,5,4
1,0,0,2348,48842,3958,1,5,3
1,1,0,2348,48803,4028,1,5,3
1,0,0,2398,63130,3646,1,5,4
1,1,0,2398,63130,3646,1,5,4
1,0,0,1398,16961,5585,1,5,1
1,1,0,1398,16961,5584,1,5,1
1,0,0,1698,62972,3659,1,5,4
1,1,0,1698,62978,3662,1,5,4
1,0,0,3448,46987,4201,1,5,3
1,1,0,3448,46988,4201,1,5,3
1,0,0,3198,59413,3644,1,5,4
1,1,0,3198,59412,3645,1,5,4
1,0,0,898,55588,3795,1,5,4
1,1,0,898,55586,3796,1,5,4
1,0,0,2398,41761,4401,1,5,3
1,1,0,2398,41761,4402,1,5,3
1,0,0,1998,22820,5271,1,5,2
1,1,0,1998,22820,5271,1,5,2
1,0,0,2298,11593,5768,1,5,1
1,1,0,2298,11594,5768,1,5,1
1,0,0,2298,73442,3236,1,5,5
1,1,0,2298,73435,3240,1,5,5
1,0,0,448,12592,5816,1,5,1
1,1,0,448,12593,5815,1,5,1
1,0,0,3198,13570,5818,1,5,1
1,1,0,3198,13570,5818,1,5,1
1,0,0,2598,22017,5238,1,5,2
1,1,0,2598,22016,5239,1,5,2
1,0,0,1798,17833,5345,1,5,1
1,0,0,898,27537,4907,1,5,2
1,1,0,898,27535,4909,1,5,2
1,0,0,2948,32264,4743,1,5,2
1,1,0,2948,32264,4743,1,5,2
1,0,0,1798,66046,3475,1,5,4
1,1,0,1798,66045,3475,1,5,4
1,0,0,3098,63997,3417,1,5,4
1,0,0,598,12592,5642,1,5,1
1,0,0,598,89452,2830,1,5,6
1,0,0,148,86160,3038,1,5,6
1,1,0,148,86164,3036,1,5,6
1,0,0,3298,56392,3897,1,5,4
1,0,0,448,18944,5431,1,5,2
1,0,0,548,64104,3424,1,5,4
1,0,0,898,49511,4040,1,5,3
1,0,0,348,44768,4201,1,5,3
1,1,0,348,44767,4202,1,5,3
1,0,0,948,82751,2987,1,5,5
1,1,0,948,82750,2988,1,5,5
1,0,0,1398,14335,5723,1,5,1
1,1,0,1398,14335,5723,1,5,1
1,0,0,1848,56474,3876,1,5,4
1,0,0,1748,80062,3147,1,5,5
1,1,0,1748,80063,3147,1,5,5
1,0,0,3398,9797,5797,1,5,1
1,1,0,3398,9796,5798,1,5,1
1,0,0,898,72391,3454,1,5,5
1,0,0,1548,69571,3285,1,5,5
1,0,0,3548,54245,3796,1,5,4
1,1,0,3548,54245,3797,1,5,4
1,0,0,398,32407,4843,1,5,2
1,1,0,398,32407,4845,1,5,2
1,0,0,1648,31576,4794,1,5,2
1,1,0,1648,31576,4794,1,5,2
1,0,0,898,26880,5018,1,5,2
1,1,0,898,26879,5019,1,5,2
1,0,0,1498,76724,3084,1,5,5
1,0,0,1348,60242,3803,1,5,4
1,0,0,1598,91279,2752,1,5,6
1,0,0,2198,8962,6036,1,5,1
1,1,0,2198,8966,6026,1,5,1
1,0,0,2848,15775,5616,1,5,1
1,1,0,2848,15784,5633,1,5,1
1,0,0,48,12928,5852,1,5,1
1,1,0,48,12928,5852,1,5,1
1,0,0,1898,9151,6049,1,5,1
1,1,0,1898,9151,6050,1,5,1
1,0,0,2848,78661,3222,1,5,5
1,1,0,2848,78661,3223,1,5,5
1,0,0,3148,35687,4527,1,5,2
1,0,0,2598,58281,3716,1,5,4
1,1,0,2598,58281,3716,1,5,4
1,0,0,498,74143,2938,1,5,5
1,0,0,1848,53243,3841,1,5,4
1,0,0,1898,88237,2974,1,5,6
1,1,0,1898,88243,2970,1,5,6
1,0,0,3348,11311,5875,1,5,1
1,1,0,3348,11309,5877,1,5,1
1,0,0,98,35529,4696,1,5,2
1,0,0,3398,6558,6190,1,5,1
1,1,0,3398,6559,6190,1,5,1
1,0,0,2248,14969,5516,1,5,1
1,1,0,2248,14987,5530,1,5,1
1,0,0,3048,54480,3721,1,5,4
1,0,0,12,39059,4433,1,5,3
1,1,0,12,39061,4431,1,5,3
1,0,0,898,53698,3960,1,5,4
1,1,0,898,53699,3960,1,5,4
1,0,0,1248,52510,4080,1,5,4
1,1,0,1248,52573,3992,1,5,4
1,0,0,998,52169,3895,1,5,4
1,0,0,1748,26564,5160,1,5,2
1,0,0,298,60327,3594,1,5,4
1,0,0,98,43962,4348,1,5,3
1,1,0,98,43935,4299,1,5,3
1,0,0,448,49388,4186,1,5,3
1,0,0,2498,21405,5433,1,5,2
1,1,0,2498,21405,5433,1,5,2
1,0,0,498,13852,5624,1,5,1
1,1,0,498,13847,5618,1,5,1
1,0,0,2098,15324,5686,1,5,1
1,1,0,2098,15326,5685,1,5,1
1,0,0,2298,59580,3739,1,5,4
1,1,0,2298,59580,3739,1,5,4
1,0,0,3248,82260,3088,1,5,5
1,1,0,3248,82259,3090,1,5,5
1,0,0,2848,48111,4177,1,5,3
1,0,0,1298,47667,4191,1,5,3
1,1,0,1298,47667,4191,1,5,3
1,0,0,1848,77704,3251,1,5,5
1,1,0,1848,78018,3078,1,5,5
1,0,0,1148,55497,3907,1,5,4
1,1,0,1148,55498,3907,1,5,4
1,0,0,748,83946,2933,1,5,5
1,0,0,748,9162,5869,1,5,1
1,1,0,748,9163,5869,1,5,1
1,0,0,48,11633,5981,1,5,1
1,0,0,1948,16350,5508,1,5,1
1,1,0,1948,16348,5509,1,5,1
1,0,0,548,89777,2957,1,5,6
1,0,0,848,9261,5879,1,5,1
1,1,0,848,9263,5879,1,5,1
1,0,0,1048,22167,5342,1,5,2
1,1,0,1048,22167,5342,1,5,2
1,0,0,1498,91456,2591,1,5,6
1,1,0,1498,91029,2777,1,5,6
1,0,0,2448,45171,4292,1,5,3
1,1,0,2448,45171,4291,1,5,3
1,0,0,1798,21949,5226,1,5,2
1,1,0,1798,21948,5226,1,5,2
1,0,0,798,13275,5823,1,5,1
1,1,0,798,13275,5823,1,5,1
1,0,0,1198,11537,5736,1,5,1
1,1,0,1198,11537,5736,1,5,1
1,0,0,1898,52162,4160,1,5,4
1,0,0,2648,35925,4513,1,5,2
1,0,0,2848,15177,5421,1,5,1
1,0,0,3398,45936,4126,1,5,3
1,1,0,3398,45879,4231,1,5,3
1,0,0,1198,47232,4181,1,5,3
1,1,0,1198,47233,4181,1,5,3
1,0,0,598,22171,5129,1,5,2
1,0,0,598,46909,4071,1,5,3
1,0,0,398,90664,2777,1,5,6
1,0,0,1098,41309,4339,1,5,3
1,1,0,1098,41309,4339,1,5,3
1,0,0,1698,41044,4254,1,5,3
1,0,0,1998,91846,2907,1,5,6
1,0,0,1798,81565,3006,1,5,5
1,1,0,1798,81564,3006,1,5,5
1,0,0,2198,92674,2728,1,5,6
1,0,0,48,21529,5215,1,5,2
1,0,0,848,7478,6000,1,5,1
1,1,0,848,7478,6000,1,5,1
1,0,0,2348,51418,3913,1,5,4
1,0,0,798,46370,4242,1,5,3
1,0,0,2648,58143,3648,1,5,4
1,0,0,2548,44249,4223,1,5,3
1,1,0,2548,44248,4208,1,5,3
1,0,0,348,51061,4048,1,5,4
1,0,0,2348,83661,2972,1,5,5
1,0,0,2598,50657,3948,1,5,4
1,0,0,2798,16870,5462,1,5,1
1,1,0,2798,16868,5463,1,5,1
1,0,0,98,8806,6073,1,5,1
1,1,0,98,8805,6075,1,5,1
1,0,0,498,10875,5734,1,5,1
1,1,0,498,10874,5734,1,5,1
1,0,0,1898,56614,3840,1,5,4
1,1,0,1898,56609,3836,1,5,4
1,0,0,1798,53011,3844,1,5,4
1,1,0,1798,53011,3844,1,5,4
1,0,0,3348,38714,4418,1,5,3
1,0,0,3548,4301,6303,1,5,1
1,1,0,3548,4302,6303,1,5,1
1,0,0,1398,55382,3980,1,5,4
1,0,0,548,75752,3168,1,5,5
1,1,0,548,75751,3169,1,5,5
1,0,0,1348,6438,6094,1,5,1
1,1,0,1348,6438,6094,1,5,1
1,0,0,2448,18890,5524,1,5,2
1,1,0,2448,18890,5524,1,5,2
1,0,0,598,18176,5380,1,5,1
1,0,0,1298,37385,4609,1,5,3
1,1,0,1298,37383,4611,1,5,3
1,0,0,1398,19485,5567,1,5,2
1,1,0,1398,19485,5568,1,5,2
1,0,0,48,30948,4817,1,5,2
1,1,0,48,30948,4817,1,5,2
1,0,0,1798,43211,4418,1,5,3
1,1,0,1798,43188,4370,1,5,3
1,0,0,1098,47883,4177,1,5,3
1,1,0,1098,47882,4177,1,5,3
1,0,0,1548,5366,6216,1,5,1
1,1,0,1548,5367,6216,1,5,1
1,0,0,2598,39795,4497,1,5,3
1,0,0,3148,43531,4499,1,5,3
1,0,0,2548,16969,5442,1,5,1
1,0,0,2998,65761,3428,1,5,4
1,1,0,2998,65608,3641,1,5,4
1,0,0,648,64280,3471,1,5,4
1,0,0,798,20259,5303,1,5,2
1,0,0,298,82504,3100,1,5,5
1,1,0,298,82504,3101,1,5,5
1,0,0,598,78458,3183,1,5,5
1,1,0,598,78454,3187,1,5,5
1,0,0,1948,16607,5625,1,5,1
1,1,0,1948,16607,5625,1,5,1
1,0,0,1798,93095,2860,1,5,6
1,1,0,1798,93097,2858,1,5,6
1,0,0,1898,95011,2790,1,5,6
1,1,0,1898,95011,2790,1,5,6
1,0,0,1448,20388,5460,1,5,2
1,1,0,1448,20392,5468,1,5,2
1,0,0,2698,48461,4170,1,5,3
1,0,0,3348,79617,3015,1,5,5
1,0,0,1248,21797,5398,1,5,2
1,1,0,1248,21797,5398,1,5,2
1,0,0,2248,24714,5241,1,5,2
1,0,0,98,20610,5270,1,5,2
1,0,0,1348,25213,5170,1,5,2
1,1,0,1348,25213,5169,1,5,2
1,0,0,1548,9816,5848,1,5,1
1,1,0,1548,9817,5848,1,5,1
