sw_slcid,sw_slid,sw_bcid,sw_seg_pos,sw_seg_angle,sw_seg_quality,sw_local_pos,sw_local_slope,sw_chamber_id,sw_chamber_ieta,offline_pos,offline_angle
0,0,0,87537,3462,1,175,4618,2,0,10939.844727,0.7302
0,0,0,3661,193,1,2819,194,1,0,457.903931,1.5233
0,0,0,4377,120,1,2877,121,2,0,547.222900,1.5407
0,0,0,30977,2718,1,2657,3203,0,0,3872.681396,0.9063
0,0,0,44555,2674,1,2168,3133,1,0,5570.410156,0.9165
0,0,0,58933,2649,1,1664,3094,2,0,7218.446289,1.0258
0,0,0,30977,2718,1,2657,3203,0,0,3872.681396,0.9063
0,0,0,44555,2674,1,2361,3133,1,0,5570.410156,0.9165
0,0,0,58930,2647,1,2141,3090,2,0,7218.446289,1.0258
0,0,0,22240,2302,1,2292,2580,0,0,2790.537598,1.0656
0,0,0,32156,2119,1,2438,2332,1,0,4019.599854,1.0530
0,0,0,43038,2152,1,3036,2375,2,0,5380.119141,1.0451
0,0,0,22240,2302,1,2292,2580,0,0,2790.537598,1.0656
0,0,0,32155,2119,1,2438,2331,1,0,4019.599854,1.0530
0,0,0,43040,2153,1,2557,2376,2,0,5380.119141,1.0451
0,0,0,25172,2310,1,2382,2591,0,0,3146.711670,1.0065
0,0,0,35991,2213,1,2302,2458,1,0,4499.095215,1.0301
0,0,0,47092,2152,1,2494,2375,2,0,5887.384766,1.0482
0,0,0,25173,2310,1,2383,2591,0,0,3146.711670,1.0065
0,0,0,35991,2213,1,1822,2457,1,0,4499.095215,1.0301
0,0,0,34275,2898,1,2780,3504,0,0,4284.577148,0.8632
0,0,0,48873,2783,1,2468,3310,1,0,6109.459473,0.8913
0,0,0,63775,2695,1,1188,3166,2,0,7972.208496,0.9123
0,0,0,34273,2895,1,2779,3499,0,0,4284.577148,0.8632
0,0,0,48873,2783,1,1987,3309,1,0,6109.459473,0.8913
0,0,0,17322,1641,1,3005,1735,0,0,2165.332764,1.1718
0,0,0,24565,1573,1,2597,1656,1,0,3070.969482,1.1862
0,0,0,32075,1529,1,2776,1605,2,0,4009.625000,1.1970
0,0,0,17325,1638,1,2532,1732,0,0,2165.332764,1.1718
0,0,0,24570,1565,1,1654,1647,1,0,3070.969482,1.1862
0,0,0,6194,648,1,2532,654,0,0,774.470947,1.4122
0,0,0,8631,476,1,2399,479,1,0,1078.911743,1.4551
0,0,0,10458,327,1,1871,328,2,0,-9999.000000,1.5707
0,0,0,32689,2785,1,2634,3313,0,0,4086.119873,0.8919
0,0,0,46542,2690,1,1792,3158,1,0,5817.924805,0.9119
0,0,0,32687,2779,1,3119,3302,0,0,4086.119873,0.8919
0,0,0,46539,2695,1,2259,3166,1,0,5817.924805,0.9119
0,0,0,60951,2646,1,1860,3088,2,0,-9999.000000,1.5707
0,0,0,39225,2504,1,2133,2872,1,0,4903.897461,0.9582
0,0,0,52597,2530,1,2619,2911,2,0,6575.070312,0.9531
0,0,0,39228,2506,1,2616,2875,1,0,4903.897461,0.9582
0,0,0,52599,2528,1,3204,2907,2,0,6575.070312,0.9531
0,0,0,42527,3365,1,1966,4405,0,0,5316.372559,0.7495
0,0,0,61683,3428,1,2124,4542,1,0,7711.878418,0.7322
0,0,0,83013,3485,1,2408,4671,2,0,10376.784180,0.7196
0,0,0,42526,3359,1,2454,4392,0,0,5316.372559,0.7495
0,0,0,61693,3429,1,2623,4544,1,0,7711.878418,0.7322
0,0,0,22977,2110,1,3002,2320,0,0,2871.744629,1.0511
0,0,0,32741,2032,1,2755,2217,1,0,4093.367676,1.0738
0,0,0,42775,1970,1,2733,2138,2,0,5347.145020,1.0896
0,0,0,22972,2127,1,2494,2342,0,0,2871.744629,1.0511
0,0,0,32816,2177,1,1763,2409,1,0,4093.367676,1.0738
0,0,0,28994,2567,1,2325,2966,0,0,3624.540039,0.9437
0,0,0,41566,2529,1,1975,2909,1,0,5196.149414,0.9528
0,0,0,54868,2501,1,955,2867,2,0,6858.678711,0.9598
0,0,0,28996,2570,1,2358,2971,0,0,3624.540039,0.9437
0,0,0,41570,2527,1,2466,2906,1,0,5196.149414,0.9528
0,0,0,54865,2500,1,2393,2865,2,0,6858.678711,0.9598
0,0,0,45826,3518,1,2537,4749,0,0,5728.552734,0.7119
0,0,0,65724,3434,1,2686,4556,1,0,8216.313477,0.7317
0,0,0,86419,3377,1,2238,4431,2,0,-9999.000000,1.5707
0,0,0,45821,3513,1,2536,4737,0,0,5728.552734,0.7119
0,0,0,65725,3433,1,1731,4553,1,0,8216.313477,0.7317
0,0,0,45372,3509,1,2126,4728,0,0,5672.095703,0.7130
0,0,0,65808,3545,1,2132,4813,1,0,8226.831055,0.7042
0,0,0,88221,3574,1,2256,4881,2,0,11028.532227,0.6973
0,0,0,45374,3512,1,2606,4734,0,0,5672.095703,0.7130
0,0,0,65806,3545,1,3571,4813,1,0,8226.831055,0.7042
0,0,0,37601,2464,1,3225,2812,0,0,4734.517090,0.8159
0,0,0,54131,3028,1,2012,3735,1,0,6766.548828,0.8313
0,0,0,71095,2972,1,2133,3634,2,0,8887.191406,0.8446
0,0,0,19786,1877,1,2431,2021,0,0,2473.590088,1.1122
0,0,0,28546,1922,1,2475,2077,1,0,3568.586426,1.1013
0,0,0,38231,1953,1,3074,2117,2,0,4779.110352,1.0933
0,0,0,19786,1877,1,2431,2021,0,0,2473.590088,1.1122
0,0,0,28546,1921,1,2475,2076,1,0,3568.586426,1.1013
0,0,0,38232,1954,1,2390,2118,2,0,4779.110352,1.0933
0,0,0,11040,1101,1,2734,1129,0,0,1380.256348,1.3016
0,0,0,15754,1050,1,2630,1074,1,0,1969.446533,1.3145
0,0,0,20590,1009,1,1491,1030,2,0,2573.880615,1.3245
0,0,0,11042,1108,1,2734,1136,0,0,1380.256348,1.3016
0,0,0,15754,1049,1,2151,1073,1,0,1969.446533,1.3145
0,0,0,20590,1009,1,2453,1030,2,0,2573.880615,1.3245
0,0,0,45598,3401,1,2762,4482,0,0,5699.948242,0.7402
0,0,0,33588,2886,1,2382,3483,0,0,4198.408691,0.8675
0,0,0,48661,2939,1,2756,3575,1,0,6082.976074,0.8529
0,0,0,65358,2981,1,2938,3650,2,0,8170.005859,0.8426
0,0,0,33584,2878,1,2384,3469,0,0,4198.408691,0.8675
0,0,0,48661,2939,1,2756,3575,1,0,6082.976074,0.8529
0,0,0,65360,2979,1,3908,3646,2,0,8170.005859,0.8426
0,0,0,6693,805,1,2445,816,0,0,836.761353,1.3737
0,0,0,8448,861,1,2548,874,0,0,1056.257568,1.3602
0,0,0,12126,829,1,2801,841,1,0,1515.965210,1.3679
0,0,0,15938,802,1,2764,813,2,0,1992.707642,1.3745
0,0,0,8447,861,1,2547,874,0,0,1056.257568,1.3602
0,0,0,12128,836,1,2319,848,1,0,1515.965210,1.3679
0,0,0,15940,802,1,1805,813,2,0,1992.707642,1.3745
0,0,0,20943,2000,1,2405,2176,0,0,2618.008789,1.0822
0,0,0,39715,1909,1,2452,2061,2,0,4964.894043,1.1038
0,0,0,29615,2688,1,2137,3155,0,0,3701.991211,0.9137
0,0,0,42992,2650,1,2729,3095,1,0,5373.903809,0.9242
0,0,0,57094,2609,1,2851,3031,2,0,7137.336426,0.9331
0,0,0,29615,2688,1,2013,3155,0,0,3701.991211,0.9137
0,0,0,42987,2646,1,2727,3088,1,0,5373.903809,0.9242
0,0,0,57101,2604,1,2391,3024,2,0,7137.336426,0.9331
0,0,0,46555,3542,1,2511,4805,0,0,5820.234375,0.7050
0,0,0,67469,3606,1,2913,4960,1,0,-9999.000000,1.5707
0,0,0,46555,3542,1,2511,4805,0,0,5820.234375,0.7050
0,0,0,67475,3609,1,2439,4966,1,0,-9999.000000,1.5707
0,0,0,90691,3655,1,2201,5083,2,0,-9999.000000,1.5707
0,0,0,12669,1259,1,2676,1301,0,0,1583.696899,1.2643
0,0,0,18300,1290,1,2382,1335,1,0,2287.724365,1.2554
0,0,0,24542,1317,1,2833,1365,2,0,3067.959229,1.2491
0,0,0,12669,1259,1,2677,1301,0,0,1583.696899,1.2643
0,0,0,18299,1290,1,2381,1335,1,0,2287.724365,1.2554
0,0,0,24542,1317,1,2833,1365,2,0,3067.959229,1.2491
0,0,0,25470,2357,1,2446,2658,0,0,-9999.000000,1.5707
0,0,0,37074,2405,1,2292,2727,1,0,4634.696777,0.9828
0,0,0,49777,2435,1,2686,2770,2,0,6222.207031,0.9763
0,0,0,9252,856,1,3680,869,0,0,1510.532715,1.0526
0,0,0,12043,1241,1,2400,1281,0,0,1510.532715,1.0526
0,0,0,17635,1293,1,2973,1338,1,0,2204.615234,1.2549
0,0,0,23932,1335,1,2555,1385,2,0,-9999.000000,1.5707
0,0,0,23551,2224,1,2111,2473,0,0,2944.092285,1.0274
0,0,0,34206,2247,1,2532,2504,1,0,4276.072754,1.0216
0,0,0,45857,2272,1,2753,2539,2,0,5732.338867,1.0159
0,0,0,23551,2224,1,2592,2473,0,0,2944.092285,1.0274
0,0,0,34148,2140,1,3034,2359,1,0,4276.072754,1.0216
0,0,0,45900,2349,1,3698,2647,2,0,5732.338867,1.0159
0,0,0,31422,2773,1,2519,3293,0,0,3928.148682,0.8932
0,0,0,45695,2827,1,2771,3382,1,0,5712.185547,0.8802
0,0,0,61474,2866,1,2569,3448,2,0,7684.762207,0.8704
0,0,0,31082,2801,1,2284,3340,0,0,3885.454834,0.8862
0,0,0,4975,499,1,3092,502,0,0,622.052917,1.4481
0,0,0,7241,551,1,2911,555,1,0,905.326294,1.4358
0,0,0,9901,587,1,3872,592,2,0,1237.703735,1.4272
0,0,0,4975,499,1,2611,502,0,0,622.052917,1.4481
0,0,0,7240,551,1,2910,555,1,0,905.326294,1.4358
0,0,0,9899,586,1,2427,591,2,0,1237.703735,1.4272
0,0,0,21124,2005,1,2282,2183,0,0,2640.874023,1.0806
0,0,0,30337,1953,1,2110,2117,1,0,3792.375977,1.0935
0,0,0,39948,1907,1,2439,2059,2,0,4993.670410,1.1048
0,0,0,21124,2005,1,2282,2183,0,0,2640.874023,1.0806
0,0,0,30337,1953,1,2014,2116,1,0,3792.375977,1.0935
0,0,0,39946,1905,1,1476,2056,2,0,4993.670410,1.1048
0,0,0,21519,1811,1,2774,1940,0,0,2679.637207,1.0629
0,0,0,31499,2221,1,3398,2469,1,0,3943.052734,1.0303
0,0,0,5724,609,1,2582,614,0,0,715.715881,1.4218
0,0,0,8252,563,1,2519,567,1,0,1031.718262,1.4328
0,0,0,10772,522,1,2313,525,2,0,1346.709961,1.4425
0,0,0,5724,609,1,2582,614,0,0,715.715881,1.4218
0,0,0,8252,563,1,2519,567,1,0,1031.718262,1.4328
0,0,0,10771,525,1,2309,528,2,0,1346.709961,1.4425
0,0,0,30113,2637,1,2469,3074,0,0,3764.267822,0.9265
0,0,0,43163,2601,1,2182,3018,1,0,5395.905762,0.9352
0,0,0,56993,2575,1,2217,2979,2,0,7124.367676,0.9419
0,0,0,35089,1642,1,2857,1737,0,0,4455.479004,0.8305
0,0,0,51821,3072,1,2601,3817,1,0,6477.806641,0.8198
0,0,0,69598,3112,1,2540,3892,2,0,8700.666016,0.8125
0,0,0,7508,692,1,2723,699,0,0,938.447510,1.4029
0,0,0,10403,653,1,2411,659,1,0,1300.524414,1.4114
0,0,0,13368,622,1,2123,627,2,0,1671.236816,1.4181
0,0,0,7506,686,1,2724,693,0,0,938.447510,1.4029
0,0,0,10403,653,1,1930,659,1,0,1300.524414,1.4114
0,0,0,13366,615,1,683,620,2,0,1671.236816,1.4181
0,0,0,29774,2589,1,2533,3001,0,0,3721.683350,0.9388
0,0,0,42497,2559,1,2352,2955,1,0,5312.160156,0.9466
0,0,0,55996,2530,1,2210,2910,2,0,6999.752441,0.9529
0,0,0,29771,2592,1,2160,3005,0,0,3721.683350,0.9388
0,0,0,42497,2559,1,1391,2954,1,0,5312.160156,0.9466
0,0,0,22891,2181,1,2277,2414,0,0,2862.031738,1.0381
0,0,0,33346,2225,1,2762,2474,1,0,4168.736328,1.0268
0,0,0,44870,2253,1,2726,2512,2,0,5609.438965,1.0198
0,0,0,16206,1556,1,2770,1636,0,0,2026.242310,1.1905
0,0,0,31189,1628,1,3300,1720,2,0,3898.914551,1.1729
0,0,0,14985,1483,1,2793,1552,0,0,1873.406982,1.2079
0,0,0,21396,1383,1,2229,1439,1,0,2674.402344,1.2335
0,0,0,27788,1299,1,2616,1345,2,0,3473.829346,1.2530
0,0,0,14985,1483,1,2793,1552,0,0,1873.406982,1.2079
0,0,0,21394,1381,1,2229,1436,1,0,2674.402344,1.2335
0,0,0,27788,1298,1,696,1344,2,0,3473.829346,1.2530
0,0,0,4884,521,1,2892,524,0,0,610.645264,1.4432
0,0,0,7012,463,1,2538,465,1,0,876.771484,1.4573
0,0,0,9034,413,1,2785,415,2,0,1129.627563,1.4694
0,0,0,36131,3026,1,2476,3731,0,0,4516.616699,0.8318
0,0,0,52413,3110,1,3238,3888,1,0,6551.869629,0.8112
0,0,0,36131,3022,1,2000,3724,0,0,4516.616699,0.8318
0,0,0,52410,3108,1,2274,3885,1,0,6551.869629,0.8112
0,0,0,40591,3278,1,2556,4221,0,0,5074.735352,0.7692
0,0,0,58881,3331,1,2966,4331,1,0,7361.015137,0.7583
0,0,0,40591,3278,1,2556,4221,0,0,5074.735352,0.7692
0,0,0,58886,3326,1,2503,4322,1,0,7361.015137,0.7583
0,0,0,79001,3357,1,2820,4388,2,0,9875.818359,0.7503
0,0,0,43707,3426,1,2782,4539,0,0,5464.229492,0.7332
0,0,0,63472,3498,1,3628,4702,1,0,7935.575684,0.7169
0,0,0,43708,3426,1,2303,4539,0,0,5464.229492,0.7332
0,0,0,63479,3493,1,2211,4691,1,0,7935.575684,0.7169
0,0,0,85452,3543,1,2353,4807,2,0,10682.132812,0.7052
0,0,0,36822,3098,1,2315,3866,0,0,4603.024414,0.8140
0,0,0,36821,3097,1,1833,3863,0,0,4603.024414,0.8140
0,0,0,53908,3236,1,2632,4135,1,0,6738.917480,0.7804
0,0,0,73261,3182,1,3694,4027,2,0,9192.660156,0.7549
0,0,0,35195,3002,1,2078,3688,0,0,4399.670410,0.8375
0,0,0,51124,3038,1,2708,3754,1,0,6391.154785,0.8283
0,0,0,68596,3068,1,2536,3810,2,0,8574.666016,0.8215
0,0,0,4873,557,1,2362,561,0,0,609.183594,1.4347
0,0,0,7520,679,1,3347,686,1,0,-9999.000000,1.5707
0,0,0,49620,3665,1,2342,5109,0,0,6203.099121,0.6750
0,0,0,71056,3582,1,1972,4902,1,0,8882.424805,0.6955
0,0,0,93285,3519,1,2414,4751,2,0,11661.904297,0.7101
0,0,0,49620,3665,1,2342,5109,0,0,6203.099121,0.6750
0,0,0,71057,3583,1,1491,4904,1,0,8882.424805,0.6955
0,0,0,41366,3279,1,2664,4222,0,0,5171.015137,0.7697
0,0,0,59081,3193,1,2187,4050,1,0,7385.763672,0.7902
0,0,0,77433,3127,1,2527,3920,2,0,9679.583008,0.8069
0,0,0,41365,3279,1,2662,4222,0,0,5171.015137,0.7697
0,0,0,59086,3197,1,1709,4058,1,0,7385.763672,0.7902
0,0,0,6425,718,1,2458,726,0,0,803.343994,1.3950
0,0,0,9637,764,1,2693,773,1,0,1204.930420,1.3839
0,0,0,13294,791,1,2291,802,2,0,1661.858276,1.3770
0,0,0,6424,718,1,2457,726,0,0,803.343994,1.3950
0,0,0,9638,764,1,3174,774,1,0,1204.930420,1.3839
0,0,0,1908,62,1,2896,63,1,0,238.590714,1.5552
0,0,0,2063,10,1,2026,11,2,0,258.046173,1.5682
0,0,0,43846,3409,1,2610,4500,0,0,5481.585449,0.7377
0,0,0,63547,3500,1,2815,4706,1,0,7944.021484,0.7157
0,0,0,10307,1018,1,2778,1040,0,0,1288.651367,1.3221
0,0,0,14674,978,1,2464,998,1,0,1834.641235,1.3315
0,0,0,19205,959,1,2415,977,2,0,2401.178711,1.3384
0,0,0,10306,1011,1,2780,1033,0,0,1288.651367,1.3221
0,0,0,14674,978,1,2464,998,1,0,1834.641235,1.3315
0,0,0,19208,950,1,1468,968,2,0,2401.178711,1.3384
0,0,0,44410,3483,1,2170,4666,0,0,5551.822754,0.7199
0,0,0,18145,1762,1,2619,1880,0,0,2268.202393,1.1408
0,0,0,26333,1819,1,2493,1950,1,0,3291.744629,1.1262
0,0,0,35488,1871,1,2491,2014,2,0,4436.237793,1.1136
0,0,0,18058,2951,1,190,3596,0,0,2315.871338,1.1612
0,0,0,20676,1957,1,2694,2122,0,0,2584.728760,1.0926
0,0,0,29941,2031,1,2732,2216,1,0,3742.848389,1.0750
0,0,0,40372,2092,1,2584,2296,2,0,5046.858398,1.0597
0,0,0,20677,1958,1,2694,2123,0,0,2584.728760,1.0926
0,0,0,29942,2029,1,2735,2214,1,0,3742.848389,1.0750
0,0,0,40280,2021,1,3929,2203,2,0,5046.858398,1.0597
0,0,0,16916,1690,1,2630,1793,0,0,2114.638428,1.1581
0,0,0,24513,1662,1,2876,1760,1,0,3064.467285,1.1647
0,0,0,32545,1635,1,2640,1728,2,0,4068.529785,1.1712
0,0,0,16916,1690,1,2630,1793,0,0,2114.638428,1.1581
0,0,0,24514,1662,1,2878,1760,1,0,3064.467285,1.1647
0,0,0,32545,1635,1,3120,1728,2,0,4068.529785,1.1712
0,0,0,12341,1175,1,3051,1209,0,0,1542.486084,1.2815
0,0,0,17481,1151,1,2809,1183,1,0,2185.438965,1.2890
0,0,0,22887,1129,1,2601,1159,2,0,2861.143555,1.2949
0,0,0,10584,989,1,2875,1009,0,0,1542.486084,1.2815
0,0,0,39502,3214,1,2399,4092,0,0,4938.015137,0.7855
0,0,0,56687,3134,1,2314,3934,1,0,7086.556641,0.8048
0,0,0,74571,3077,1,2177,3826,2,0,9321.863281,0.8190
0,0,0,39502,3214,1,2399,4092,0,0,4938.015137,0.7855
0,0,0,56686,3133,1,1833,3933,1,0,7086.556641,0.8048
0,0,0,14772,1487,1,2845,1557,0,0,1846.875488,1.2071
0,0,0,21363,1454,1,3049,1519,1,0,2670.477783,1.2156
0,0,0,28273,1423,1,2495,1484,2,0,3534.267822,1.2232
0,0,0,14772,1487,1,2365,1557,0,0,1846.875488,1.2071
0,0,0,21363,1454,1,2569,1519,1,0,2670.477783,1.2156
0,0,0,28273,1422,1,2495,1483,2,0,3534.267822,1.2232
0,0,0,36915,3124,1,1982,3915,0,0,4614.525879,0.8079
0,0,0,70777,3022,1,1892,3725,2,0,-9999.000000,1.5707
0,0,0,36915,3124,1,1982,3915,0,0,4614.525879,0.8079
0,0,0,70777,3022,1,1892,3725,2,0,-9999.000000,1.5707
0,0,0,2075,80,1,2359,81,1,0,260.046082,1.5526
0,0,0,2348,45,1,2255,46,2,0,293.899811,1.5592
0,0,0,42741,3390,1,2353,4459,0,0,5343.095703,0.7427
0,0,0,62195,3475,1,3528,4648,1,0,7774.371094,0.7225
0,0,0,42741,3390,1,2353,4459,0,0,5343.095703,0.7427
0,0,0,62195,3475,1,3528,4648,1,0,7774.371094,0.7225
0,0,0,43171,3298,1,2398,4263,0,0,5396.561523,0.7650
0,0,0,5626,585,1,2404,590,0,0,703.428589,1.4276
0,0,0,8446,722,1,3234,730,1,0,1056.161499,1.3929
0,0,0,5626,585,1,2404,590,0,0,703.428589,1.4276
0,0,0,8447,729,1,2750,737,1,0,1056.161499,1.3929
0,0,0,12138,841,1,2814,854,2,0,1517.487793,1.3654
0,0,0,33228,2846,1,2676,3414,0,0,4154.032227,0.8754
0,0,0,47258,2675,1,1324,3135,1,0,-9999.000000,1.5707
0,0,0,8624,930,1,2845,947,0,0,1078.227051,1.3434
0,0,0,12925,1044,1,3706,1068,1,0,1615.956909,1.3154
0,0,0,23627,2202,1,2286,2443,0,0,2953.579346,1.0328
0,0,0,33990,2167,1,2202,2396,1,0,4249.160645,1.0409
0,0,0,44929,2201,1,2430,2441,2,0,5620.195312,1.0471
0,0,0,23627,2202,1,2286,2443,0,0,2953.579346,1.0328
0,0,0,33991,2169,1,2202,2398,1,0,4249.160645,1.0409
0,0,0,45004,2237,1,1573,2490,2,0,5620.195312,1.0471
0,0,0,9790,1647,1,2174,1743,0,0,1593.703125,1.2662
0,0,0,12748,1247,1,2364,1288,0,0,1593.703125,1.2662
0,0,0,18326,1284,1,2441,1328,1,0,2290.833984,1.2572
0,0,0,24541,1317,1,2832,1365,2,0,3067.894043,1.2491
0,0,0,38118,3150,1,2428,3966,0,0,4765.267090,0.8007
0,0,0,54739,3060,1,2393,3795,1,0,6842.807617,0.8230
0,0,0,71954,3013,1,419,3708,2,0,8993.395508,0.8390
0,0,0,38118,3150,1,2428,3966,0,0,4765.267090,0.8007
0,0,0,54741,3062,1,2394,3799,1,0,6842.807617,0.8230
0,0,0,71945,2996,1,2352,3677,2,0,8993.395508,0.8390
0,0,0,31397,2722,1,2532,3209,0,0,3925.192627,0.9079
0,0,0,44740,2611,1,2150,3034,1,0,-9999.000000,1.5707
0,0,0,58380,2517,1,1710,2891,2,0,-9999.000000,1.5707
0,0,0,31395,2719,1,2532,3205,0,0,3925.192627,0.9079
0,0,0,44744,2614,1,1191,3039,1,0,-9999.000000,1.5707
0,0,0,4826,477,1,2809,480,0,0,603.307983,1.4555
0,0,0,7048,564,1,2513,568,1,0,881.166992,1.4330
