sw_slcid,sw_slid,sw_bcid,sw_seg_pos,sw_seg_angle,sw_seg_quality,sw_local_pos,sw_local_slope,sw_chamber_id,sw_chamber_ieta,offline_pos,offline_angle
0,0,0,32046,4482,1,2423,2114,1,0,4005.941895,1.0941
0,0,0,41474,4589,1,2681,1980,2,0,5184.622559,1.1201
0,0,0,22664,4369,1,2421,2259,0,0,2833.618408,1.0643
0,0,0,32047,4481,1,1463,2115,1,0,4005.941895,1.0941
0,0,0,46098,2912,1,2596,4755,0,0,5763.302246,0.7100
0,0,0,66260,2952,1,2696,4663,1,0,8283.040039,0.7214
0,0,0,87513,2994,1,2376,4568,2,0,10939.844727,0.7302
0,0,0,46098,2913,1,2116,4754,0,0,5763.302246,0.7100
0,0,0,66251,2957,1,1730,4650,1,0,8283.040039,0.7214
0,0,0,2786,6357,1,2891,-76,0,0,-9999.000000,1.5707
0,0,0,3659,6246,1,2820,188,1,0,457.903931,1.5233
0,0,0,4372,6301,1,2857,133,2,0,547.222900,1.5407
0,0,0,18530,5166,1,3338,1310,0,0,3307.862061,1.0101
0,0,0,18530,5166,1,3338,1310,0,0,3307.862061,1.0101
0,0,0,30977,3715,1,2657,3203,0,0,3872.681396,0.9063
0,0,0,44555,3759,1,2168,3133,1,0,5570.410156,0.9165
0,0,0,58931,3786,1,1662,3091,2,0,7218.446289,1.0258
0,0,0,30977,3715,1,2657,3203,0,0,3872.681396,0.9063
0,0,0,44555,3759,1,2361,3133,1,0,5570.410156,0.9165
0,0,0,58930,3786,1,2141,3090,2,0,7218.446289,1.0258
0,0,0,22234,4135,1,2285,2574,0,0,2790.537598,1.0656
0,0,0,32056,4510,1,2477,2079,1,0,4019.599854,1.0530
0,0,0,43012,4228,1,2915,2447,2,0,5380.119141,1.0451
0,0,0,22234,4135,1,2285,2574,0,0,2790.537598,1.0656
0,0,0,32057,4510,1,2478,2079,1,0,4019.599854,1.0530
0,0,0,43011,4228,1,2434,2447,2,0,5380.119141,1.0451
0,0,0,25172,4123,1,2382,2591,0,0,3146.711670,1.0065
0,0,0,35989,4221,1,2300,2456,1,0,4499.095215,1.0301
0,0,0,47095,4289,1,2508,2365,2,0,5887.384766,1.0482
0,0,0,25173,4123,1,2383,2591,0,0,3146.711670,1.0065
0,0,0,35990,4221,1,1821,2456,1,0,4499.095215,1.0301
0,0,0,34274,3537,1,2779,3501,0,0,4284.577148,0.8632
0,0,0,48872,3645,1,2459,3317,1,0,6109.459473,0.8913
0,0,0,63777,3736,1,1189,3170,2,0,7972.208496,0.9123
0,0,0,34274,3537,1,2779,3501,0,0,4284.577148,0.8632
0,0,0,48872,3647,1,1980,3315,1,0,6109.459473,0.8913
0,0,0,17324,4794,1,3011,1733,0,0,2165.332764,1.1718
0,0,0,24565,4860,1,2597,1656,1,0,3070.969482,1.1862
0,0,0,32075,4904,1,2776,1605,2,0,4009.625000,1.1970
0,0,0,17324,4794,1,2530,1733,0,0,2165.332764,1.1718
0,0,0,24555,4837,1,1591,1683,1,0,3070.969482,1.1862
0,0,0,6193,5785,1,2530,654,0,0,774.470947,1.4122
0,0,0,8631,5957,1,2399,479,1,0,1078.911743,1.4551
0,0,0,10449,6125,1,1869,309,2,0,-9999.000000,1.5707
0,0,0,32689,3648,1,2635,3312,0,0,4086.119873,0.8919
0,0,0,46544,3740,1,1793,3163,1,0,5817.924805,0.9119
0,0,0,32689,3648,1,3116,3312,0,0,4086.119873,0.8919
0,0,0,46539,3738,1,2259,3166,1,0,5817.924805,0.9119
0,0,0,60951,3787,1,1860,3088,2,0,-9999.000000,1.5707
0,0,0,27097,3731,1,1944,3177,0,0,-9999.000000,1.5707
0,0,0,39225,3929,1,2133,2872,1,0,4903.897461,0.9582
0,0,0,52593,3909,1,2620,2902,2,0,6575.070312,0.9531
0,0,0,27097,3731,1,1944,3177,0,0,-9999.000000,1.5707
0,0,0,39230,3925,1,2617,2878,1,0,4903.897461,0.9582
0,0,0,52624,3888,1,3230,2933,2,0,6575.070312,0.9531
0,0,0,42525,3082,1,1983,4375,0,0,5316.372559,0.7495
0,0,0,61683,3005,1,2124,4542,1,0,7711.878418,0.7322
0,0,0,83003,2938,1,2366,4695,2,0,10376.784180,0.7196
0,0,0,42525,3082,1,2464,4375,0,0,5316.372559,0.7495
0,0,0,61682,3005,1,2603,4542,1,0,7711.878418,0.7322
0,0,0,22972,4306,1,2975,2342,0,0,2871.744629,1.0511
0,0,0,32741,4401,1,2755,2217,1,0,4093.367676,1.0738
0,0,0,42585,4410,1,2288,2206,2,0,5347.145020,1.0896
0,0,0,22972,4306,1,2494,2342,0,0,2871.744629,1.0511
0,0,0,32744,4400,1,1798,2219,1,0,4093.367676,1.0738
0,0,0,28994,3866,1,2325,2966,0,0,3624.540039,0.9437
0,0,0,41566,3904,1,1975,2909,1,0,5196.149414,0.9528
0,0,0,28993,3867,1,2357,2965,0,0,3624.540039,0.9437
0,0,0,41560,3913,1,2457,2895,1,0,5196.149414,0.9528
0,0,0,54865,3933,1,2393,2865,2,0,6858.678711,0.9598
0,0,0,45821,2920,1,2536,4737,0,0,5728.552734,0.7119
0,0,0,65721,3002,1,2687,4549,1,0,8216.313477,0.7317
0,0,0,86419,3056,1,2238,4431,2,0,-9999.000000,1.5707
0,0,0,45821,2920,1,2536,4737,0,0,5728.552734,0.7119
0,0,0,65723,3002,1,1729,4550,1,0,8216.313477,0.7317
0,0,0,45364,2934,1,2127,4705,0,0,5672.095703,0.7130
0,0,0,65808,2888,1,2132,4813,1,0,8226.831055,0.7042
0,0,0,88218,2862,1,2257,4874,2,0,11028.532227,0.6973
0,0,0,45372,2924,1,2606,4728,0,0,5672.095703,0.7130
0,0,0,65514,2922,1,3062,4732,1,0,8226.831055,0.7042
0,0,0,37801,3493,1,3047,3578,0,0,4734.517090,0.8159
0,0,0,54131,3405,1,2012,3735,1,0,6766.548828,0.8313
0,0,0,71094,3469,1,2145,3620,2,0,8887.191406,0.8446
0,0,0,19787,4555,1,2433,2022,0,0,2473.590088,1.1122
0,0,0,28543,4519,1,2478,2067,1,0,3568.586426,1.1013
0,0,0,38229,4480,1,3071,2116,2,0,4779.110352,1.0933
0,0,0,19787,4555,1,2433,2022,0,0,2473.590088,1.1122
0,0,0,28543,4519,1,2478,2067,1,0,3568.586426,1.1013
0,0,0,38232,4479,1,2390,2118,2,0,4779.110352,1.0933
0,0,0,11040,5332,1,2734,1129,0,0,1380.256348,1.3016
0,0,0,15755,5383,1,2632,1074,1,0,1969.446533,1.3145
0,0,0,20589,5425,1,1491,1029,2,0,2573.880615,1.3245
0,0,0,11040,5332,1,2734,1129,0,0,1380.256348,1.3016
0,0,0,15754,5384,1,2150,1073,1,0,1969.446533,1.3145
0,0,0,20583,5438,1,2453,1016,2,0,2573.880615,1.3245
0,0,0,45594,3035,1,2759,4477,0,0,5699.948242,0.7402
0,0,0,33584,3555,1,2384,3469,0,0,4198.408691,0.8675
0,0,0,48661,3494,1,2756,3575,1,0,6082.976074,0.8529
0,0,0,65347,3441,1,2898,3670,2,0,8170.005859,0.8426
0,0,0,33584,3555,1,2384,3469,0,0,4198.408691,0.8675
0,0,0,48661,3494,1,2756,3575,1,0,6082.976074,0.8529
0,0,0,6684,5641,1,2438,803,0,0,836.761353,1.3737
0,0,0,8447,5572,1,2547,874,0,0,1056.257568,1.3602
0,0,0,12106,5581,1,2740,865,1,0,1515.965210,1.3679
0,0,0,15938,5631,1,2764,813,2,0,1992.707642,1.3745
0,0,0,8447,5572,1,2547,874,0,0,1056.257568,1.3602
0,0,0,12113,5562,1,2253,885,1,0,1515.965210,1.3679
0,0,0,15939,5631,1,1804,813,2,0,1992.707642,1.3745
0,0,0,20943,4433,1,2405,2176,0,0,2618.008789,1.0822
0,0,0,29858,3978,1,1536,2799,1,0,-9999.000000,1.5707
0,0,0,39715,4524,1,2452,2061,2,0,4964.894043,1.1038
0,0,0,29612,3745,1,2132,3155,0,0,3701.991211,0.9137
0,0,0,42988,3787,1,2728,3089,1,0,5373.903809,0.9242
0,0,0,57094,3824,1,2851,3031,2,0,7137.336426,0.9331
0,0,0,29613,3745,1,2008,3155,0,0,3701.991211,0.9137
0,0,0,42987,3787,1,2727,3088,1,0,5373.903809,0.9242
0,0,0,57095,3824,1,2371,3031,2,0,7137.336426,0.9331
0,0,0,46548,2896,1,2505,4794,0,0,5820.234375,0.7050
0,0,0,67472,2826,1,2916,4963,1,0,-9999.000000,1.5707
0,0,0,46548,2896,1,2505,4794,0,0,5820.234375,0.7050
0,0,0,67473,2825,1,2436,4965,1,0,-9999.000000,1.5707
0,0,0,90691,2778,1,2201,5083,2,0,-9999.000000,1.5707
0,0,0,12667,5179,1,2677,1295,0,0,1583.696899,1.2643
0,0,0,18300,5143,1,2382,1335,1,0,2287.724365,1.2554
0,0,0,24542,5117,1,2834,1364,2,0,3067.959229,1.2491
0,0,0,12669,5174,1,2677,1301,0,0,1583.696899,1.2643
0,0,0,18299,5143,1,2381,1335,1,0,2287.724365,1.2554
0,0,0,24542,5117,1,2834,1364,2,0,3067.959229,1.2491
0,0,0,25351,4424,1,2563,2188,0,0,-9999.000000,1.5707
0,0,0,37074,4028,1,2292,2727,1,0,4634.696777,0.9828
0,0,0,49777,3998,1,2686,2770,2,0,6222.207031,0.9763
0,0,0,8515,5026,1,1756,1466,0,0,1510.532715,1.0526
0,0,0,11821,4543,1,1386,2037,0,0,1510.532715,1.0526
0,0,0,17636,5137,1,2970,1342,1,0,2204.615234,1.2549
0,0,0,23933,5098,1,2558,1385,2,0,-9999.000000,1.5707
0,0,0,23417,4274,1,1910,2384,0,0,2944.092285,1.0274
0,0,0,34124,4245,1,2444,2423,1,0,4276.072754,1.0216
0,0,0,45857,4161,1,2753,2539,2,0,5732.338867,1.0159
0,0,0,23416,4274,1,2389,2384,0,0,2944.092285,1.0274
0,0,0,34123,4245,1,2924,2423,1,0,4276.072754,1.0216
0,0,0,31422,3660,1,2519,3293,0,0,3928.148682,0.8932
0,0,0,45695,3606,1,2771,3382,1,0,5712.185547,0.8802
0,0,0,61471,3562,1,2553,3458,2,0,7684.762207,0.8704
0,0,0,31081,3632,1,2282,3339,0,0,3885.454834,0.8862
0,0,0,4974,5932,1,3088,504,0,0,622.052917,1.4481
0,0,0,7241,5882,1,2912,555,1,0,905.326294,1.4358
0,0,0,4974,5932,1,2608,504,0,0,622.052917,1.4481
0,0,0,7240,5882,1,2910,555,1,0,905.326294,1.4358
0,0,0,9899,5847,1,2427,591,2,0,1237.703735,1.4272
0,0,0,21124,4428,1,2282,2183,0,0,2640.874023,1.0806
0,0,0,30337,4480,1,2110,2117,1,0,3792.375977,1.0935
0,0,0,39948,4526,1,2439,2059,2,0,4993.670410,1.1048
0,0,0,21124,4428,1,2282,2183,0,0,2640.874023,1.0806
0,0,0,30337,4480,1,2014,2116,1,0,3792.375977,1.0935
0,0,0,39948,4526,1,1478,2059,2,0,4993.670410,1.1048
0,0,0,21364,4554,1,2401,2024,0,0,2679.637207,1.0629
0,0,0,31350,4412,1,3351,2203,1,0,3943.052734,1.0303
0,0,0,5724,5824,1,2582,614,0,0,715.715881,1.4218
0,0,0,8246,5856,1,2495,581,1,0,1031.718262,1.4328
0,0,0,10764,5925,1,2310,511,2,0,1346.709961,1.4425
0,0,0,5724,5824,1,2582,614,0,0,715.715881,1.4218
0,0,0,8246,5856,1,2495,581,1,0,1031.718262,1.4328
0,0,0,10766,5928,1,2317,508,2,0,1346.709961,1.4425
0,0,0,30108,3793,1,2454,3079,0,0,3764.267822,0.9265
0,0,0,43163,3832,1,2182,3018,1,0,5395.905762,0.9352
0,0,0,56996,3866,1,2235,2967,2,0,7124.367676,0.9419
0,0,0,35415,3905,1,2626,2907,0,0,4455.479004,0.8305
0,0,0,51816,3361,1,2591,3816,1,0,6477.806641,0.8198
0,0,0,69598,3332,1,2560,3872,2,0,8700.666016,0.8125
0,0,0,7505,5748,1,2722,692,0,0,938.447510,1.4029
0,0,0,10399,5788,1,2410,651,1,0,1300.524414,1.4114
0,0,0,13364,5816,1,2120,622,2,0,1671.236816,1.4181
0,0,0,7505,5748,1,2722,692,0,0,938.447510,1.4029
0,0,0,10403,5780,1,1930,659,1,0,1300.524414,1.4114
0,0,0,29770,3844,1,2526,3001,0,0,3721.683350,0.9388
0,0,0,42495,3878,1,2354,2949,1,0,5312.160156,0.9466
0,0,0,55996,3903,1,2210,2910,2,0,6999.752441,0.9529
0,0,0,29774,3854,1,2181,2985,0,0,3721.683350,0.9388
0,0,0,42495,3877,1,1392,2950,1,0,5312.160156,0.9466
0,0,0,22891,4252,1,2277,2414,0,0,2862.031738,1.0381
0,0,0,33346,4208,1,2762,2474,1,0,4168.736328,1.0268
0,0,0,44870,4180,1,2726,2512,2,0,5609.438965,1.0198
0,0,0,16206,4877,1,2770,1636,0,0,2026.242310,1.1905
0,0,0,23340,4826,1,2512,1696,1,0,-9999.000000,1.5707
0,0,0,31189,4805,1,3300,1720,2,0,3898.914551,1.1729
0,0,0,14981,4939,1,2776,1564,0,0,1873.406982,1.2079
0,0,0,21392,5054,1,2227,1434,1,0,2674.402344,1.2335
0,0,0,27788,5134,1,2616,1345,2,0,3473.829346,1.2530
0,0,0,14981,4939,1,2776,1564,0,0,1873.406982,1.2079
0,0,0,21394,5052,1,2229,1436,1,0,2674.402344,1.2335
0,0,0,4884,5912,1,2892,524,0,0,610.645264,1.4432
0,0,0,7012,5970,1,2538,465,1,0,876.771484,1.4573
0,0,0,9034,6020,1,2785,415,2,0,1129.627563,1.4694
0,0,0,36131,3407,1,2476,3731,0,0,4516.616699,0.8318
0,0,0,52411,3325,1,3236,3885,1,0,6551.869629,0.8112
0,0,0,36131,3407,1,1996,3731,0,0,4516.616699,0.8318
0,0,0,52411,3325,1,2275,3885,1,0,6551.869629,0.8112
0,0,0,40591,3155,1,2556,4221,0,0,5074.735352,0.7692
0,0,0,58886,3106,1,2982,4323,1,0,7361.015137,0.7583
0,0,0,40591,3155,1,2556,4221,0,0,5074.735352,0.7692
0,0,0,58886,3106,1,2502,4323,1,0,7361.015137,0.7583
0,0,0,79009,3081,1,2847,4376,2,0,9875.818359,0.7503
0,0,0,43708,3007,1,2785,4539,0,0,5464.229492,0.7332
0,0,0,43709,3007,1,2305,4539,0,0,5464.229492,0.7332
0,0,0,63479,2940,1,2211,4691,1,0,7935.575684,0.7169
0,0,0,85449,2895,1,2358,4796,2,0,10682.132812,0.7052
0,0,0,36820,3336,1,2313,3863,0,0,4603.024414,0.8140
0,0,0,53758,3407,1,3672,3732,1,0,6738.917480,0.7804
0,0,0,36821,3336,1,1833,3863,0,0,4603.024414,0.8140
0,0,0,53906,3202,1,2636,4125,1,0,6738.917480,0.7804
0,0,0,35195,3431,1,2078,3688,0,0,4399.670410,0.8375
0,0,0,51124,3395,1,2708,3754,1,0,6391.154785,0.8283
0,0,0,68590,3369,1,2532,3802,2,0,8574.666016,0.8215
0,0,0,4872,5877,1,2360,560,0,0,609.183594,1.4347
0,0,0,7514,5770,1,3351,669,1,0,-9999.000000,1.5707
0,0,0,49613,2772,1,2336,5097,0,0,6203.099121,0.6750
0,0,0,71055,2851,1,1970,4902,1,0,8882.424805,0.6955
0,0,0,93285,2914,1,2414,4751,2,0,11661.904297,0.7101
0,0,0,49613,2772,1,2336,5097,0,0,6203.099121,0.6750
0,0,0,71057,2849,1,1491,4906,1,0,8882.424805,0.6955
0,0,0,41365,3154,1,2662,4222,0,0,5171.015137,0.7697
0,0,0,59081,3240,1,2187,4050,1,0,7385.763672,0.7902
0,0,0,77433,3306,1,2527,3920,2,0,9679.583008,0.8069
0,0,0,41365,3154,1,2662,4222,0,0,5171.015137,0.7697
0,0,0,59084,3237,1,1709,4055,1,0,7385.763672,0.7902
0,0,0,6423,5712,1,2453,729,0,0,803.343994,1.3950
0,0,0,9645,5647,1,2687,796,1,0,1204.930420,1.3839
0,0,0,13294,5642,1,2291,802,2,0,1661.858276,1.3770
0,0,0,6423,5712,1,2453,729,0,0,803.343994,1.3950
0,0,0,9638,5669,1,3175,774,1,0,1204.930420,1.3839
0,0,0,1906,6369,1,2891,64,1,0,238.590714,1.5552
0,0,0,2025,6421,1,1949,12,2,0,258.046173,1.5682
0,0,0,43846,3024,1,2610,4500,0,0,5481.585449,0.7377
0,0,0,63546,2934,1,2814,4705,1,0,7944.021484,0.7157
0,0,0,10306,5422,1,2780,1033,0,0,1288.651367,1.3221
0,0,0,14674,5455,1,2464,998,1,0,1834.641235,1.3315
0,0,0,19199,5458,1,2387,994,2,0,2401.178711,1.3384
0,0,0,10306,5422,1,2780,1033,0,0,1288.651367,1.3221
0,0,0,14674,5455,1,2464,998,1,0,1834.641235,1.3315
0,0,0,19201,5461,1,1433,991,2,0,2401.178711,1.3384
0,0,0,44404,2956,1,2168,4653,0,0,5551.822754,0.7199
0,0,0,18145,4671,1,2619,1880,0,0,2268.202393,1.1408
0,0,0,26333,4614,1,2493,1950,1,0,3291.744629,1.1262
0,0,0,35488,4562,1,2491,2014,2,0,4436.237793,1.1136
0,0,0,18531,4765,1,2515,1767,0,0,2315.871338,1.1612
0,0,0,20672,4483,1,2692,2113,0,0,2584.728760,1.0926
0,0,0,29937,4411,1,2734,2204,1,0,3742.848389,1.0750
0,0,0,40338,4271,1,2428,2388,2,0,5046.858398,1.0597
0,0,0,20672,4483,1,2692,2113,0,0,2584.728760,1.0926
0,0,0,29936,4412,1,2734,2203,1,0,3742.848389,1.0750
0,0,0,16914,4745,1,2628,1791,0,0,2114.638428,1.1581
0,0,0,24512,4772,1,2875,1759,1,0,3064.467285,1.1647
0,0,0,32545,4798,1,2640,1728,2,0,4068.529785,1.1712
0,0,0,16914,4745,1,2628,1791,0,0,2114.638428,1.1581
0,0,0,24512,4772,1,2876,1759,1,0,3064.467285,1.1647
0,0,0,32545,4798,1,3120,1728,2,0,4068.529785,1.1712
0,0,0,12316,5330,1,3060,1131,0,0,1542.486084,1.2815
0,0,0,17482,5281,1,2811,1184,1,0,2185.438965,1.2890
0,0,0,22825,5431,1,2604,1023,2,0,2861.143555,1.2949
0,0,0,10577,5589,1,2975,857,0,0,1542.486084,1.2815
0,0,0,39502,3218,1,2399,4092,0,0,4938.015137,0.7855
0,0,0,56687,3299,1,2314,3934,1,0,7086.556641,0.8048
0,0,0,74574,3354,1,2180,3829,2,0,9321.863281,0.8190
0,0,0,39502,3218,1,2399,4092,0,0,4938.015137,0.7855
0,0,0,56686,3300,1,1833,3933,1,0,7086.556641,0.8048
0,0,0,14772,4946,1,2845,1557,0,0,1846.875488,1.2071
0,0,0,21360,4972,1,3036,1527,1,0,2670.477783,1.2156
0,0,0,28269,5012,1,2490,1481,2,0,3534.267822,1.2232
0,0,0,14772,4946,1,2365,1557,0,0,1846.875488,1.2071
0,0,0,21360,4972,1,2556,1527,1,0,2670.477783,1.2156
0,0,0,28270,5012,1,2491,1481,2,0,3534.267822,1.2232
0,0,0,36912,3312,1,1980,3910,0,0,4614.525879,0.8079
0,0,0,70778,3410,1,1893,3726,2,0,-9999.000000,1.5707
0,0,0,36912,3312,1,1980,3910,0,0,4614.525879,0.8079
0,0,0,70778,3410,1,1893,3726,2,0,-9999.000000,1.5707
0,0,0,2075,6352,1,2359,81,1,0,260.046082,1.5526
0,0,0,2348,6387,1,2255,46,2,0,293.899811,1.5592
0,0,0,42741,3044,1,2353,4457,0,0,5343.095703,0.7427
0,0,0,62181,2971,1,3529,4618,1,0,7774.371094,0.7225
0,0,0,42741,3044,1,2353,4457,0,0,5343.095703,0.7427
0,0,0,62181,2971,1,3529,4618,1,0,7774.371094,0.7225
0,0,0,43168,3134,1,2392,4265,0,0,5396.561523,0.7650
0,0,0,5626,5848,1,2404,590,0,0,703.428589,1.4276
0,0,0,8446,5710,1,3235,731,1,0,1056.161499,1.3929
0,0,0,5626,5848,1,2404,590,0,0,703.428589,1.4276
0,0,0,8447,5706,1,2751,735,1,0,1056.161499,1.3929
0,0,0,12141,5584,1,2811,862,2,0,1517.487793,1.3654
0,0,0,33228,3592,1,2681,3407,0,0,4154.032227,0.8754
0,0,0,8624,5503,1,2845,947,0,0,1078.227051,1.3434
0,0,0,12865,5534,1,3730,914,1,0,1615.956909,1.3154
0,0,0,23627,4231,1,2286,2443,0,0,2953.579346,1.0328
0,0,0,33857,4166,1,1809,2531,1,0,4249.160645,1.0409
0,0,0,44929,4232,1,2430,2441,2,0,5620.195312,1.0471
0,0,0,23627,4231,1,2286,2443,0,0,2953.579346,1.0328
0,0,0,33856,4167,1,1809,2530,1,0,4249.160645,1.0409
0,0,0,44929,4232,1,1469,2441,2,0,5620.195312,1.0471
0,0,0,9774,4808,1,2163,1716,0,0,1593.703125,1.2662
0,0,0,12751,5207,1,2387,1265,0,0,1593.703125,1.2662
0,0,0,18321,5158,1,2441,1318,1,0,2290.833984,1.2572
0,0,0,24541,5117,1,2833,1364,2,0,3067.894043,1.2491
0,0,0,38116,3284,1,2425,3964,0,0,4765.267090,0.8007
0,0,0,54740,3372,1,2393,3797,1,0,6842.807617,0.8230
0,0,0,38116,3284,1,2425,3964,0,0,4765.267090,0.8007
0,0,0,54740,3372,1,2393,3797,1,0,6842.807617,0.8230
0,0,0,71946,3432,1,2345,3687,2,0,8993.395508,0.8390
0,0,0,31395,3714,1,2532,3205,0,0,3925.192627,0.9079
0,0,0,44739,3823,1,2150,3032,1,0,-9999.000000,1.5707
0,0,0,58380,3917,1,1711,2890,2,0,-9999.000000,1.5707
0,0,0,31395,3714,1,2532,3205,0,0,3925.192627,0.9079
0,0,0,44743,3821,1,1194,3035,1,0,-9999.000000,1.5707
0,0,0,4824,5962,1,2810,474,0,0,603.307983,1.4555
0,0,0,7048,5869,1,2513,568,1,0,881.166992,1.4330
0,0,0,9839,5803,1,2747,635,2,0,-9999.000000,1.5707
0,0,0,17852,4704,1,2544,1840,0,0,2232.125000,1.1518
0,0,0,25539,4764,1,2517,1768,1,0,3192.587158,1.1630
0,0,0,33519,4659,1,2029,1894,2,0,4198.405762,1.1719
