# --------------------------
# TS:0123456789
# Side:A Sector:3 Area:Barrel
# --------------------------
ToA,coarse_time,fine_time,Local_Tube_Number,Tube_Number,Tube_Layer,ChamberId,Chamber_iEta,Station_Type,tube_z,tube_rho,drift_time,event,muonFixedId,csm,mezz,channel,t0,TOF
111351,3479,23,67,267,2,5,4,2,8207,9326,159.5284423828125,20,73416002,5,16,5,542.5,41.4403076171875
111392,3481,0,33,89,3,3,2,1,2826,7312,356.84979248046875,107,38813216,3,9,17,542.5,26.150205612182617
111400,3481,8,2,134,6,1,5,0,4595,5101,216.3492431640625,20,6831873,0,1,12,542.5,22.900760650634766
111427,3482,3,24,54,5,1,2,0,1970,5075,392.1837158203125,107,5258903,1,7,11,542.5,18.160062789916992
111442,3482,18,5,277,4,5,5,2,8540,9699,228.95458984375,20,73940612,4,1,14,542.5,43.107933044433594
111453,3482,29,55,127,4,5,2,2,3981,9699,420.681884765625,16,72367798,5,13,12,542.5,34.974388122558594
111475,3483,19,50,122,4,5,2,2,3831,9699,413.0565185546875,107,72367793,5,13,11,542.5,34.787235260009766
111480,3483,24,34,64,1,1,2,0,2256,4796,459.06768798828125,16,5258401,1,10,11,542.5,17.68231201171875
111498,3484,10,33,63,2,1,2,0,2241,4822,473.07281494140625,16,5258528,1,10,12,542.5,17.739696502685547
111501,3484,13,30,126,2,1,4,0,4351,4822,296.4893798828125,20,6307101,1,8,15,542.5,21.66686248779297
111507,3484,19,25,55,4,1,2,0,1985,5048,454.74627685546875,107,5258776,1,9,1,542.5,18.097484588623047
111521,3485,1,4,276,3,5,5,2,8495,9673,290.83770751953125,20,73940483,4,1,23,542.5,42.94354248046875
111537,3485,17,31,103,5,5,2,2,3246,9725,487.08111572265625,16,72367902,5,7,4,542.5,34.20015335083008
111591,3487,7,50,122,5,5,2,2,3816,9725,503.619140625,107,72367921,5,13,3,542.5,34.84961700439453
111646,3488,30,40,112,3,5,2,2,3516,9673,572.1044311523438,16,72367655,5,9,18,542.5,34.33308792114258
111652,3489,4,33,201,2,3,4,1,6226,6965,404.96173095703125,20,39861536,3,8,1,542.5,31.16325569152832
111676,3489,28,32,200,2,3,4,1,6196,6965,423.7784423828125,20,39861535,3,6,0,542.5,31.09657859802246
111680,3490,0,15,177,4,1,6,0,5905,5048,7.08331298828125,133,7355918,1,5,2,542.5,25.916704177856445
111683,3490,3,17,179,6,1,6,0,5965,5101,9.1619873046875,133,7356176,1,5,15,542.5,26.181766510009766
111734,3491,22,22,52,1,1,2,0,1895,4796,632.982421875,107,5258389,1,6,11,542.5,17.20506477355957
111741,3491,29,33,145,1,3,3,1,4541,6939,477.992919921875,20,39337120,2,8,9,542.5,27.6633358001709
111748,3492,4,21,51,1,1,2,0,1865,4796,643.9564819335938,107,5258388,1,6,6,542.5,17.168495178222656
111754,3492,10,33,63,1,1,2,0,2226,4796,673.172607421875,16,5258400,1,10,6,542.5,17.63990592956543
111758,3492,14,28,276,3,3,6,1,8515,7312,56.495849609375,133,40910363,3,7,23,542.5,37.441619873046875
111761,3492,17,54,326,3,5,5,2,9996,9673,49.87939453125,133,73940533,4,13,16,542.5,46.40187454223633
111763,3492,19,44,316,5,5,5,2,9696,9725,52.0338134765625,133,73940779,4,11,7,542.5,45.809940338134766
111777,3493,1,30,278,5,3,6,1,8576,7364,71.0745849609375,133,40910621,3,7,0,542.5,37.70668411254883
111781,3493,5,15,359,3,5,6,2,11005,9673,63.030517578125,133,74464782,5,3,20,542.5,48.87570571899414
111781,3493,5,13,261,1,3,6,1,8080,6939,76.37744140625,133,40909964,3,2,14,542.5,35.52883529663086
111788,3493,12,5,167,1,1,6,0,5605,4796,92.76617431640625,133,7355524,1,0,7,542.5,24.608850479125977
111795,3493,19,29,125,2,1,4,0,4320,4822,526.243896484375,20,6307100,1,8,13,542.5,21.599882125854492
111796,3493,20,21,365,4,5,6,2,11200,9699,74.2015380859375,133,74464916,5,5,14,542.5,49.42345428466797
111802,3493,26,6,168,2,1,6,0,5650,4822,103.53302001953125,133,7355653,1,0,15,542.5,24.779460906982422
111803,3493,27,7,169,3,1,6,0,5665,4848,104.2198486328125,133,7355782,1,2,22,542.5,24.87391471862793
111805,3493,29,46,318,3,5,5,2,9756,9673,84.82696533203125,133,73940525,4,11,16,542.5,45.829288482666016
111809,3494,1,6,350,0,5,6,2,10735,9274,86.4598388671875,133,74464261,5,0,20,542.5,47.32139587402344
111811,3494,3,4,166,0,1,6,0,5590,4770,110.829345703125,133,7355395,1,0,5,542.5,24.514400482177734
111822,3494,14,5,167,2,1,6,0,5620,4822,119.234130859375,133,7355652,1,0,13,542.5,24.703346252441406
111835,3494,27,8,352,2,5,6,2,10795,9326,106.50726318359375,133,74464519,5,0,0,542.5,47.58646011352539
111846,3495,6,6,350,1,5,6,2,10750,9300,115.271484375,133,74464389,5,0,12,542.5,47.41603469848633
111858,3495,18,13,261,0,3,6,1,8065,6913,136.628173828125,133,40909836,3,2,22,542.5,35.43431854248047
111861,3495,21,21,365,3,5,6,2,11185,9673,125.07745361328125,133,74464788,5,5,22,542.5,49.32879638671875
111877,3496,5,15,263,2,3,6,1,8125,6965,151.20684814453125,133,40910094,3,2,2,542.5,35.69938278198242
111896,3496,24,28,276,4,3,6,1,8530,7338,164.2138671875,133,40910491,3,7,15,542.5,37.536163330078125
111899,3496,27,5,277,3,5,5,2,8525,9673,586.0840454101562,20,73940484,4,1,22,542.5,43.00971603393555
111907,3497,3,23,367,5,5,6,2,11245,9725,160.7498779296875,133,74465046,5,5,4,542.5,49.59386444091797
111917,3497,13,1,133,5,1,5,0,4580,5075,620.3534545898438,20,6831744,0,1,7,542.5,22.802778244018555
111937,3498,1,45,317,4,5,5,2,9741,9699,187.92633056640625,133,73940652,4,11,14,542.5,45.85490798950195
111989,3499,21,1,133,6,1,5,0,4565,5101,676.5724487304688,20,6831872,0,1,13,542.5,22.83382797241211
112034,3501,2,18,180,7,1,6,0,6010,5127,283.2100830078125,133,7356305,1,5,23,542.5,26.352388381958008
112045,3501,13,16,178,5,1,6,0,5950,5075,292.06890869140625,133,7356047,1,5,10,542.5,26.08732795715332
112086,3502,22,15,359,4,5,6,2,11020,9699,301.21685791015625,133,74464910,5,3,12,542.5,48.97062301635742
112087,3502,23,15,177,5,1,6,0,5920,5075,324.95758056640625,133,7356046,1,5,8,542.5,26.01118278503418
112110,3503,14,17,179,7,1,6,0,5980,5127,342.6612548828125,133,7356304,1,5,21,542.5,26.2762451171875
112248,3507,24,15,359,5,5,6,2,11005,9725,427.75958251953125,133,74465038,5,3,4,542.5,48.990440368652344
112267,3508,11,44,316,4,5,5,2,9711,9699,445.809814453125,133,73940651,4,11,15,542.5,45.783966064453125
112310,3509,22,55,327,4,5,5,2,10041,9699,478.61724853515625,133,73940662,4,13,12,542.5,46.57022476196289
112352,3511,0,47,319,3,5,5,2,9786,9673,512.0994873046875,133,73940526,4,11,20,542.5,45.900489807128906
112388,3512,4,29,277,4,3,6,1,8560,7338,548.5128173828125,133,40910492,3,7,14,542.5,37.6121711730957
112409,3512,25,22,366,5,5,6,2,11215,9725,553.0131225585938,133,74465045,5,5,0,542.5,49.51812744140625
112414,3512,30,14,262,2,3,6,1,8095,6965,570.8141479492188,133,40910093,3,2,4,542.5,35.62337875366211
112450,3514,2,12,260,0,3,6,1,8035,6913,599.2041625976562,133,40909835,3,2,23,542.5,35.358314514160156
112495,3515,15,54,326,4,5,5,2,10011,9699,623.2205200195312,133,73940661,4,13,8,542.5,46.49821853637695
112510,3515,30,3,165,0,1,6,0,5560,4770,656.9992065429688,133,7355394,1,0,0,542.5,24.438282012939453
112532,3516,20,8,170,3,1,6,0,5695,4848,673.6748657226562,133,7355783,1,2,20,542.5,24.950111389160156
112537,3516,25,20,364,3,5,6,2,11155,9673,653.2781982421875,133,74464787,5,5,23,542.5,49.2530632019043
112553,3517,9,56,328,4,5,5,2,10071,9699,668.388916015625,133,73940663,4,13,10,542.5,46.642337799072266
112559,3517,15,7,351,1,5,6,2,10780,9300,672.2269287109375,133,74464390,5,0,10,542.5,47.491844177246094
113143,3535,23,32,144,5,3,3,1,4496,7364,-2.8128662109375,1,39337759,2,7,2,542.5,28.781618118286133
113147,3535,27,20,86,3,1,3,0,2935,4848,10.18603515625,1,5782931,0,6,20,542.5,18.907686233520508
113157,3536,5,24,90,4,1,3,0,3055,5048,17.22021484375,1,5783063,0,7,5,542.5,19.686025619506836
113181,3536,29,31,143,4,3,3,1,4481,7338,26.97479248046875,1,39337630,2,7,12,542.5,28.68146324157715
113181,3536,29,19,85,2,1,3,0,2920,4822,36.8487548828125,1,5782802,0,6,16,542.5,18.80752182006836
113184,3537,0,24,90,5,1,3,0,3070,5075,38.21380615234375,1,5783191,0,7,11,542.5,19.786190032958984
113195,3537,11,19,85,1,1,3,0,2905,4796,47.88641357421875,1,5782674,0,6,10,542.5,18.70735740661621
113205,3537,21,25,91,6,1,3,0,3085,5101,54.5198974609375,1,5783320,0,9,13,542.5,19.886354446411133
113207,3537,23,31,143,3,3,3,1,4466,7312,47.387451171875,1,39337502,2,7,20,542.5,28.58130645751953
113215,3537,31,18,84,0,1,3,0,2890,4770,63.611572265625,1,5782545,0,4,3,542.5,18.607192993164062
113226,3538,10,25,91,7,1,3,0,3100,5127,70.82598876953125,1,5783448,0,9,19,542.5,19.98651885986328
113261,3539,13,50,194,5,5,3,2,5996,9725,80.044189453125,1,72892209,4,13,3,542.5,38.11204528808594
113300,3540,20,49,193,4,5,3,2,5981,9699,110.61309814453125,1,72892080,4,13,9,542.5,38.01190185546875
113350,3542,6,49,193,3,5,3,2,5966,9673,149.7757568359375,1,72891952,4,13,17,542.5,37.91175842285156
113364,3542,20,40,184,0,5,3,2,5696,9274,162.3194580078125,1,72891431,4,8,16,542.5,36.30552673339844
113432,3544,24,40,184,1,5,3,2,5711,9300,215.34429931640625,1,72891559,4,8,8,542.5,36.40567398071289
113460,3545,20,24,136,2,3,3,1,4255,6965,246.39715576171875,1,39337239,2,4,0,542.5,27.227859497070312
113516,3547,12,41,185,2,5,3,2,5726,9326,280.86920166015625,1,72891688,4,10,1,542.5,36.50582504272461
113533,3547,29,23,135,1,3,3,1,4240,6939,303.528564453125,1,39337110,2,4,10,542.5,27.127704620361328
113627,3550,27,23,135,0,3,3,1,4225,6913,377.06622314453125,1,39336982,2,4,18,542.5,27.027549743652344
113964,3561,12,22,134,0,3,3,1,4195,6913,640.3995361328125,1,39336981,2,4,20,542.5,26.975435256958008
114315,3572,11,5,35,3,1,2,0,1385,4848,24.77239990234375,66,5258628,1,0,21,542.5,16.821367263793945
114334,3572,30,8,64,5,3,2,1,2075,7364,30.91534423828125,66,38813447,3,1,2,542.5,25.522140502929688
114357,3573,21,4,60,0,3,2,1,1955,6913,50.4410400390625,66,38812675,3,0,23,542.5,23.965211868286133
114373,3574,5,7,37,4,1,2,0,1445,5048,69.38824462890625,66,5258758,1,3,1,542.5,17.517993927001953
114373,3574,5,7,37,7,1,2,0,1460,5127,69.12420654296875,66,5259142,1,3,19,542.5,17.78203582763672
114385,3574,17,12,84,4,5,2,2,2690,9699,62.70556640625,66,72367755,5,3,15,542.5,33.5756950378418
114396,3574,28,9,81,0,5,2,2,2585,9274,72.75927734375,66,72367112,5,2,17,542.5,32.11569595336914
114418,3575,18,4,34,0,1,2,0,1370,4770,105.505126953125,66,5258243,1,0,5,542.5,16.557344436645508
114437,3576,5,13,85,5,5,2,2,2705,9725,103.2335205078125,66,72367884,5,3,6,542.5,33.672698974609375
114489,3577,25,7,63,4,3,2,1,2060,7338,152.106201171875,66,38813318,3,1,12,542.5,25.4250545501709
114612,3581,20,4,34,2,1,2,0,1370,4822,256.90081787109375,66,5258499,1,0,17,542.5,16.724199295043945
114690,3584,2,9,81,2,5,2,2,2585,9326,302.27960205078125,66,72367368,5,2,1,542.5,32.28288650512695
114696,3584,8,15,15,0,5,1,2,585,9274,8.25213623046875,83,71842830,4,2,18,542.5,30.99784278869629
114700,3584,12,1,1,4,1,1,0,345,5048,25.49407958984375,83,4734464,0,1,1,542.5,16.88091468811035
114721,3585,1,1,1,6,1,1,0,345,5101,41.72723388671875,83,4734720,0,1,13,542.5,17.054040908813477
114732,3585,12,4,60,1,3,2,1,1970,6939,343.31268310546875,66,38812803,3,0,15,542.5,24.062345504760742
114739,3585,19,7,37,5,1,2,0,1460,5075,355.228515625,66,5258886,1,3,7,542.5,17.615209579467773
114756,3586,4,11,11,2,3,1,1,465,6965,62.8388671875,83,38288650,2,2,5,542.5,23.286130905151367
114760,3586,8,11,11,4,3,1,1,480,7338,64.71893310546875,83,38289034,2,3,13,542.5,24.531082153320312
114771,3586,19,7,37,6,1,2,0,1445,5101,380.15887451171875,66,5259014,1,3,13,542.5,17.684885025024414
114775,3586,23,10,10,1,3,1,1,450,6939,77.7724609375,83,38288521,2,2,11,542.5,23.196264266967773
114776,3586,24,15,15,2,5,1,2,585,9326,70.5789794921875,83,71843086,4,2,2,542.5,31.17102813720703
114784,3587,0,4,60,2,3,2,1,1955,6965,383.86773681640625,66,38812931,3,0,7,542.5,24.13223648071289
114807,3587,23,12,84,3,5,2,2,2675,9673,392.49005126953125,66,72367627,5,3,23,542.5,33.47870635986328
114833,3588,17,9,81,1,5,2,2,2600,9300,414.06854248046875,66,72367240,5,2,9,542.5,32.21273422241211
114854,3589,6,23,119,0,1,4,0,4140,4770,16.6153564453125,144,6306838,1,6,1,542.5,21.07213592529297
114855,3589,7,11,11,0,3,1,1,465,6913,140.35577392578125,83,38288394,2,2,21,542.5,23.112993240356445
114861,3589,13,72,272,5,5,4,2,8357,9725,0.38275146484375,144,73416519,5,17,2,542.5,42.77348709106445
114882,3590,2,33,129,6,1,4,0,4426,5101,37.03497314453125,144,6307616,1,11,14,542.5,22.527542114257812
114884,3590,4,71,271,4,5,4,2,8342,9699,18.449951171875,144,73416390,5,17,12,542.5,42.67504119873047
114886,3590,6,25,193,0,3,4,1,5985,6913,32.1839599609375,144,39861272,3,6,17,542.5,30.503551483154297
114887,3590,7,16,16,5,5,1,2,615,9725,155.96295166015625,83,71843599,4,3,2,542.5,32.50581359863281
114903,3590,23,15,15,4,5,1,2,600,9699,168.55267333984375,83,71843470,4,3,12,542.5,32.41609191894531
114911,3590,31,61,261,2,5,4,2,8027,9326,41.173095703125,144,73415996,5,14,6,542.5,41.045677185058594
114925,3591,13,5,35,1,1,2,0,1385,4796,501.50164794921875,66,5258372,1,0,7,542.5,16.654582977294922
114931,3591,19,38,206,5,3,4,1,6376,7364,65.35015869140625,144,39862053,3,9,0,542.5,32.49359130859375
114934,3591,22,32,128,5,1,4,0,4411,5075,77.75830078125,144,6307487,1,11,6,542.5,22.429187774658203
114943,3591,31,26,122,3,1,4,0,4215,4848,85.78582763671875,144,6307225,1,8,20,542.5,21.432893753051758
115004,3593,28,19,115,2,1,4,0,4020,4822,8.93035888671875,42,6307090,1,6,16,542.5,20.944650650024414
115036,3594,28,59,259,5,5,4,2,7967,9725,12.938720703125,42,73416506,5,15,5,542.5,41.936275482177734
115042,3595,2,27,195,4,3,4,1,6060,7338,27.814453125,42,39861914,3,7,13,542.5,31.74802017211914
115042,3595,2,16,16,3,5,1,2,615,9673,277.2298583984375,83,71843343,4,3,18,542.5,32.33263397216797
115050,3595,10,24,120,1,1,4,0,4155,4796,169.6419677734375,144,6306967,1,6,9,542.5,21.17050552368164
115051,3595,11,27,123,6,1,4,0,4245,5101,44.45550537109375,42,6307610,1,9,14,542.5,22.138242721557617
115060,3595,20,30,96,7,1,3,0,3251,5127,53.37469482421875,42,5783453,0,9,23,542.5,20.250295639038086
115061,3595,21,29,95,5,1,3,0,3220,5075,54.35614013671875,42,5783196,0,9,9,542.5,20.050098419189453
115064,3595,24,25,193,1,3,4,1,6000,6939,171.1480712890625,144,39861400,3,6,9,542.5,30.601940155029297
115065,3595,25,47,247,0,5,4,2,7606,9274,37.52081298828125,42,73415726,5,10,18,542.5,40.01046371459961
115067,3595,27,26,122,5,1,4,0,4230,5075,57.05426025390625,42,6307481,1,9,6,542.5,22.039518356323242
115071,3595,31,28,94,7,1,3,0,3190,5127,62.0750732421875,42,5783451,0,9,22,542.5,20.143705368041992
115082,3596,10,16,184,0,3,4,1,5715,6913,60.891357421875,42,39861263,3,2,16,542.5,29.921112060546875
115086,3596,14,33,129,7,1,4,0,4441,5127,196.31158447265625,144,6307744,1,11,20,542.5,22.625911712646484
115098,3596,26,60,260,1,5,4,2,8012,9300,187.365234375,144,73415867,5,14,15,542.5,40.947242736816406
115107,3597,3,28,94,5,1,3,0,3190,5075,90.34716796875,42,5783195,0,9,10,542.5,19.996591567993164
115110,3597,6,1,97,1,1,4,0,3465,4796,92.9488525390625,42,6306944,1,0,10,542.5,19.738666534423828
115113,3597,9,19,115,1,1,4,0,4005,4796,94.185302734375,42,6306962,1,6,10,542.5,20.84593963623047
115117,3597,13,7,63,3,3,2,1,2045,7312,642.8282470703125,66,38813190,3,1,20,542.5,25.327993392944336
115119,3597,15,12,12,5,3,1,1,495,7364,345.0977783203125,83,38289163,2,3,7,542.5,24.620973587036133
115124,3597,20,27,195,3,3,4,1,6045,7312,91.97576904296875,42,39861786,3,7,21,542.5,31.649229049682617
115130,3597,26,58,258,4,5,4,2,7952,9699,86.47509765625,42,73416377,5,15,11,542.5,41.8374137878418
115134,3597,30,28,196,5,3,4,1,6075,7364,99.5906982421875,42,39862043,3,7,7,542.5,31.846820831298828
115138,3598,2,28,94,6,1,3,0,3175,5101,114.5189208984375,42,5783323,0,9,16,542.5,20.0435733795166
115138,3598,2,33,201,2,3,4,1,6226,6965,3.39923095703125,128,39861536,3,8,1,542.5,31.16325569152832
115144,3598,8,1,97,0,1,4,0,3480,4770,119.5521240234375,42,6306816,1,0,4,542.5,19.6978759765625
115145,3598,9,20,116,3,1,4,0,4035,4848,118.98785400390625,42,6307219,1,6,20,542.5,21.043376922607422
115151,3598,15,30,126,3,1,4,0,4336,4848,23.02081298828125,128,6307229,1,8,19,542.5,21.697938919067383
115155,3598,19,30,96,5,1,3,0,3251,5075,127.73980712890625,42,5783197,0,9,11,542.5,20.103961944580078
115163,3598,27,36,204,3,3,4,1,6316,7312,246.86248779296875,144,39861795,3,9,23,542.5,32.23126983642578
115165,3598,29,37,205,4,3,4,1,6361,7338,248.26104736328125,144,39861924,3,9,14,542.5,32.39521408081055
115168,3599,0,36,132,4,1,4,0,4516,5048,35.40399169921875,128,6307363,1,11,5,542.5,22.596023559570312
115174,3599,6,1,1,7,1,1,0,360,5127,395.54345703125,83,4734848,0,1,19,542.5,17.144044876098633
115187,3599,19,21,153,7,1,5,0,5180,5127,148.531005859375,42,6832020,0,7,20,542.5,24.312744140625
115190,3599,22,1,133,7,1,5,0,4580,5127,52.255615234375,128,6832000,0,1,19,542.5,22.931896209716797
115195,3599,27,1,1,5,1,1,0,360,5075,412.122802734375,83,4734592,0,1,7,542.5,16.970949172973633
115200,3600,0,3,211,3,3,5,1,6545,7312,50.2646484375,128,40386050,2,1,21,542.5,32.73534393310547
115200,3600,0,47,247,1,5,4,2,7621,9300,142.89068603515625,42,73415854,5,10,10,542.5,40.10932159423828
115202,3600,2,32,128,4,1,4,0,4396,5048,287.23162841796875,144,6307359,1,11,0,542.5,22.330848693847656
115206,3600,6,27,123,7,1,4,0,4260,5127,165.45050048828125,42,6307738,1,9,20,542.5,22.236982345581055
115208,3600,8,11,283,4,5,5,2,8720,9699,45.74249267578125,128,73940618,4,3,13,542.5,43.50750732421875
115218,3600,18,32,200,1,3,4,1,6211,6939,65.997314453125,128,39861407,3,6,8,542.5,31.0651912689209
115222,3600,22,1,133,6,1,5,0,4565,5101,77.35369873046875,128,6831872,0,1,13,542.5,22.83382797241211
115226,3600,26,16,184,5,3,4,1,5715,7364,172.2169189453125,42,39862031,3,3,2,542.5,31.095558166503906
115243,3601,11,32,200,2,3,4,1,6196,6965,85.4971923828125,128,39861535,3,6,0,542.5,31.09657859802246
115245,3601,13,36,132,5,1,4,0,4531,5075,95.462158203125,128,6307491,1,11,11,542.5,22.6940975189209
115248,3601,16,25,121,2,1,4,0,4200,4822,324.16546630859375,144,6307096,1,8,16,542.5,21.334558486938477
115248,3601,16,3,211,4,3,5,1,6560,7338,87.66656494140625,128,40386178,2,1,13,542.5,32.83340835571289
115249,3601,17,16,184,1,3,4,1,5730,6939,191.2613525390625,42,39861391,3,2,8,542.5,30.01990509033203
115258,3601,26,71,271,0,5,4,2,8327,9274,86.73565673828125,128,73415750,5,16,18,542.5,41.57685852050781
115260,3601,28,26,122,4,1,4,0,4215,5048,207.9342041015625,42,6307353,1,9,0,542.5,21.940805435180664
115264,3602,0,25,121,3,1,4,0,4185,4848,336.6326904296875,144,6307224,1,8,22,542.5,21.367294311523438
115269,3602,5,29,125,2,1,4,0,4320,4822,115.306396484375,128,6307100,1,8,13,542.5,21.599882125854492
115275,3602,11,31,199,2,3,4,1,6166,6965,110.56365966796875,128,39861534,3,6,2,542.5,31.030080795288086
115277,3602,13,71,271,3,5,4,2,8327,9673,325.57965087890625,144,73416262,5,17,20,542.5,42.57659912109375
115279,3602,15,27,123,0,1,4,0,4260,4770,123.38177490234375,128,6306842,1,8,0,542.5,21.336959838867188
115279,3602,15,27,195,2,3,4,1,6045,6965,338.95281982421875,144,39861530,3,6,5,542.5,30.765918731689453
115285,3602,21,11,283,3,5,5,2,8705,9673,105.99676513671875,128,73940490,4,3,21,542.5,43.40950012207031
115290,3602,26,17,113,0,1,4,0,3960,4770,232.62939453125,42,6306832,1,4,1,542.5,20.68310546875
115300,3603,4,59,259,0,5,4,2,7967,9274,345.341552734375,144,73415738,5,14,21,542.5,40.78346252441406
115315,3603,19,58,258,3,5,4,2,7936,9673,231.10516357421875,42,73416249,5,15,19,542.5,41.738563537597656
115356,3604,28,28,94,4,1,3,0,3175,5048,284.978515625,42,5783067,0,9,4,542.5,19.89647674560547
115357,3604,29,18,114,0,1,4,0,3990,4770,284.90899658203125,42,6306833,1,4,3,542.5,20.74724006652832
115361,3605,1,13,181,5,3,4,1,5625,7364,277.86907958984375,42,39862028,3,3,6,542.5,30.912195205688477
115363,3605,3,15,15,1,5,1,2,600,9300,529.256103515625,83,71842958,4,2,10,542.5,31.087621688842773
115404,3606,12,12,12,3,3,1,1,495,7312,567.9271850585938,83,38288907,2,3,23,542.5,24.447839736938477
115406,3606,14,65,265,0,5,4,2,8147,9274,202.75982666015625,128,73415744,5,16,17,542.5,41.17768478393555
115415,3606,23,29,95,7,1,3,0,3220,5127,330.77191162109375,42,5783452,0,9,21,542.5,20.196823120117188
115461,3608,5,12,284,5,5,5,2,8735,9725,243.30072021484375,128,73940747,4,3,7,542.5,43.605525970458984
115467,3608,11,15,183,5,3,4,1,5685,7364,360.55950927734375,42,39862030,3,3,4,542.5,31.03423309326172
115470,3608,14,24,120,2,1,4,0,4170,4822,497.6685791015625,144,6307095,1,6,15,542.5,21.268890380859375
115479,3608,23,60,260,0,5,4,2,7997,9274,485.11993408203125,144,73415739,5,14,23,542.5,40.84881591796875
115482,3608,26,26,194,2,3,4,1,6015,6965,497.6121826171875,144,39861529,3,6,3,542.5,30.700340270996094
115486,3608,30,48,248,2,5,4,2,7636,9326,366.22930908203125,42,73415983,5,10,0,542.5,40.20818328857422
115515,3609,27,14,182,5,3,4,1,5655,7364,398.12066650390625,42,39862029,3,3,0,542.5,30.973112106323242
115521,3610,1,1,1,3,1,1,0,345,4848,667.5659790039062,83,4734336,0,0,22,542.5,16.21527862548828
115533,3610,13,18,186,2,3,4,1,5775,6965,412.97369384765625,42,39861521,3,4,3,542.5,30.18255615234375
115540,3610,20,1,97,2,1,4,0,3480,4822,428.78668212890625,42,6307072,1,0,16,542.5,19.838335037231445
115547,3610,27,31,127,4,1,4,0,4366,5048,556.8285522460938,144,6307358,1,11,1,542.5,22.26519012451172
115555,3611,3,70,270,3,5,4,2,8297,9673,542.8324584960938,144,73416261,5,17,16,542.5,42.51130676269531
115573,3611,21,13,181,2,3,4,1,5625,6965,444.54095458984375,42,39861516,3,2,6,542.5,29.865304946899414
115583,3611,31,4,212,5,3,5,1,6575,7364,349.28729248046875,128,40386307,2,1,7,542.5,32.93148422241211
115589,3612,5,71,271,1,5,4,2,8342,9300,345.23138427734375,128,73415878,5,16,10,542.5,41.674888610839844
115613,3612,29,17,185,2,3,4,1,5745,6965,475.53753662109375,42,39861520,3,4,1,542.5,30.11870765686035
115633,3613,17,29,125,1,1,4,0,4305,4796,399.7794189453125,128,6306972,1,8,7,542.5,21.50184440612793
115638,3613,22,1,97,3,1,4,0,3465,4848,505.30792236328125,42,6307200,1,0,22,542.5,19.879592895507812
115640,3613,24,31,199,0,3,4,1,6166,6913,395.849609375,128,39861278,3,6,18,542.5,30.90036392211914
115644,3613,28,32,200,0,3,4,1,6196,6913,398.9078369140625,128,39861279,3,6,16,542.5,30.967140197753906
115650,3614,2,14,182,4,3,4,1,5670,7338,503.6275634765625,42,39861901,3,3,8,542.5,30.934946060180664
115651,3614,3,36,204,4,3,4,1,6331,7338,628.0140380859375,144,39861923,3,9,15,542.5,32.329681396484375
115657,3614,9,28,124,1,1,4,0,4275,4796,418.59619140625,128,6306971,1,8,11,542.5,21.435049057006836
115665,3614,17,31,199,1,3,4,1,6181,6939,415.28277587890625,128,39861406,3,6,10,542.5,30.998464584350586
115669,3614,21,37,205,3,3,4,1,6346,7312,642.109375,144,39861796,3,9,22,542.5,32.29684829711914
115692,3615,12,16,46,7,1,2,0,1730,5127,24.32513427734375,117,5259151,1,5,22,542.5,18.049861907958984
115697,3615,17,49,249,2,5,4,2,7666,9326,531.009521484375,42,73415984,5,12,1,542.5,40.271728515625
115703,3615,23,12,42,0,1,2,0,1610,4770,34.1724853515625,117,5258251,1,2,3,542.5,16.79625129699707
115705,3615,25,34,106,5,5,2,2,3336,9725,18.2347412109375,117,72367905,5,9,3,542.5,34.2964973449707
115721,3616,9,72,272,1,5,4,2,8372,9300,448.2894287109375,128,73415879,5,16,8,542.5,41.741851806640625
115723,3616,11,5,213,5,3,5,1,6605,7364,458.595458984375,128,40386308,2,1,6,542.5,32.998294830322266
115729,3616,17,2,98,3,1,4,0,3495,4848,576.34326171875,42,6307201,1,0,20,542.5,19.938007354736328
115739,3616,27,17,73,0,3,2,1,2345,6913,54.7418212890625,117,38812688,3,4,17,542.5,24.35190200805664
115773,3617,29,13,43,1,1,2,0,1625,4796,88.76177978515625,117,5258380,1,4,10,542.5,16.894489288330078
115774,3617,30,22,78,5,3,2,1,2495,7364,80.499755859375,117,38813461,3,5,0,542.5,25.937721252441406
115816,3619,8,7,103,1,1,4,0,3645,4796,644.1534423828125,42,6306950,1,2,10,542.5,20.096559524536133
115823,3619,15,29,95,4,1,3,0,3205,5048,649.7687377929688,42,5783068,0,9,3,542.5,19.950000762939453
115826,3619,18,2,98,0,1,4,0,3510,4770,652.305419921875,42,6306817,1,0,2,542.5,19.757081985473633
115829,3619,21,33,105,4,5,2,2,3321,9699,115.20806884765625,117,72367776,5,9,9,542.5,34.198177337646484
115857,3620,17,17,113,1,1,4,0,3945,4796,675.5631713867188,42,6306960,1,4,7,542.5,20.718080520629883
115894,3621,22,29,101,2,5,2,2,3185,9326,167.3126220703125,117,72367388,5,6,6,542.5,32.87488555908203
115900,3621,28,16,46,6,1,2,0,1715,5101,186.92333984375,117,5259023,1,5,16,542.5,17.95164680480957
115922,3622,18,13,285,5,5,5,2,8765,9725,603.3899536132812,128,73940748,4,3,6,542.5,43.67253494262695
115962,3623,26,40,248,1,3,5,1,7671,6939,-6.192626953125,30,40385703,2,8,8,542.5,34.505157470703125
115962,3623,26,6,138,5,1,5,0,4730,5075,5.171142578125,30,6831749,0,1,11,542.5,23.141376495361328
