 ToA     coarse_time  fine_time  Local_Tube_Number  Tube_Number  Tube_Layer  ChamberId  Chamber_iEta  Station_Type  tube z  tube_rho  drift_time        event  muonFixedId  csm  mezz  channel  t0     TOF            
 34463   1076         31         25                 273          2           3          5             1             8425    6965      95.7529296875     10193  40910104     3    6     1        542.5  36.4658470154  
 34466   1077         2          16                 264          2           3          5             1             8155    6965      173.786987305     24214  40910095     3    2     0        542.5  35.7755050659  
 34468   1077         4          35                 283          1           3          5             1             8741    6939      173.896362305     24214  40909986     3    8     13       542.5  37.22864151    
 34469   1077         5          17                 179          3           1          5             0             5965    4848      111.262939453     10193  7355792      1    4     21       542.5  25.6433181763  
 34475   1077         11         31                 279          0           3          5             1             8606    6913      104.77154541      10193  40909854     3    6     18       542.5  36.8222122192  
 34478   1077         14         16                 160          3           5          2             2             4975    9673      182.652099609     24214  72891919     4    3     18       542.5  36.2853927612  
 34482   1077         18         62                 62           1           5          0             2             2012    9300      190.321716309     1424   71843005     4    14    12       542.5  31.74077034    
 34483   1077         19         34                 234          4           5          3             2             7231    9699      182.487915039     24214  73416353     5    9     11       542.5  40.3558387756  
 34484   1077         20         16                 178          5           1          5             0             5950    5075      122.537658691     10193  7356047      1    5     10       542.5  26.0873279572  
 34486   1077         22         29                 277          0           3          5             1             8545    6913      188.52130127      24214  40909852     3    6     22       542.5  36.6662139893  
 34492   1077         28         31                 279          1           3          5             1             8621    6939      117.959350586     10193  40909982     3    6     10       542.5  36.9156188965  
 34494   1077         30         18                 180          2           1          5             0             6010    4822      130.731811523     10193  7355665      1    4     15       542.5  25.7057189941  
 34500   1078         4          25                 25           7           1          0             0             1080    5127      218.647155762     1424   4734872      0    9     19       542.5  17.4778347015  
 34503   1078         7          17                 179          0           1          5             0             5980    4770      137.949645996     10193  7355408      1    4     1        542.5  25.5190830231  
 34506   1078         10         18                 218          1           5          3             2             6750    9300      627.478820801     641    73415825     5    4     11       542.5  38.3336830139  
 34506   1078         10         31                 193          7           1          5             0             6401    5127      138.456176758     10193  7356318      1    11    19       542.5  27.3563461304  
 34508   1078         12         11                 211          2           5          3             2             6525    9326      204.406738281     24214  73415946     5    2     5        542.5  37.9682426453  
 34510   1078         14         11                 211          1           5          3             2             6540    9300      206.011535645     24214  73415818     5    2     13       542.5  37.9259757996  
 34511   1078         15         22                 270          1           3          5             1             8350    6939      133.501098633     10193  40909973     3    4     12       542.5  36.2176399231  
 34543   1079         15         17                 179          4           1          5             0             5965    5048      168.649414062     10193  7355920      1    5     3        542.5  26.0693264008  
 34544   1079         16         51                 195          3           5          2             2             6026    9673      232.482666016     24214  72891954     4    13    21       542.5  38.0173301697  
 34546   1079         18         66                 266          4           5          3             2             8192    9699      229.712402344     24214  73416385     5    17    11       542.5  42.3500976562  
 34555   1079         27         4                  172          4           3          3             1             5370    7338      673.760986328     641    39861891     3    1     15       542.5  30.332736969   
 34557   1079         29         23                 271          2           3          5             1             8365    6965      169.344604492     10193  40910102     3    4     2        542.5  36.3116378784  
 34560   1080         0          23                 223          5           5          3             2             6885    9725      243.251281738     24214  73416470     5    5     4        542.5  39.7487411499  
 34561   1080         1          20                 182          3           1          5             0             6055    4848      182.903991699     10193  7355795      1    6     20       542.5  25.877243042   
 34567   1080         7          12                 284          1           5          4             2             8750    9300      245.87322998      24214  73940107     4    2     15       542.5  42.5955276489  
 34567   1080         7          29                 191          4           1          5             0             6325    5048      186.470581055     10193  7355932      1    9     3        542.5  26.9981765747  
 34570   1080         10         10                 354          0           5          5             2             10855   9274      243.187133789     24214  74464265     5    2     19       542.5  47.6253623962  
 34579   1080         19         10                 210          1           5          3             2             6510    9300      259.975341797     24214  73415817     5    2     11       542.5  37.868434906   
 34590   1080         30         11                 173          1           1          5             0             5785    4796      281.368896484     24214  7355530      1    2     7        542.5  25.0685997009  
 34593   1081         1          10                 172          1           1          5             0             5755    4796      283.789672852     24214  7355529      1    2     11       542.5  24.991558075   
 34595   1081         3          47                 295          4           3          5             1             9101    7338      196.344726562     10193  40910510     3    11    12       542.5  38.9989967346  
 34621   1081         29         45                 389          3           5          5             2             11906   9673      204.484558105     10193  74464812     5    11    22       542.5  51.1716690063  
 34622   1081         30         25                 369          0           5          5             2             11305   9274      282.659790039     24214  74464280     5    6     17       542.5  48.7776985168  
 34623   1081         31         18                 218          0           5          3             2             6735    9274      293.984741211     24214  73415697     5    4     19       542.5  38.2340393066  
 34630   1082         6          32                 376          2           5          5             2             11516   9326      213.256591797     10193  74464543     5    6     0        542.5  49.4309387207  
 34659   1083         3          30                 278          0           3          5             1             8576    6913      323.599609375     24214  40909853     3    6     20       542.5  36.7441596985  
 34671   1083         15         67                 267          3           5          3             2             8207    9673      327.402526855     24214  73416258     5    17    21       542.5  42.316242218   
 34672   1083         16         37                 237          5           5          3             2             7306    9725      329.924621582     24214  73416484     5    9     6        542.5  40.5753746033  
 34673   1083         17         22                 222          0           5          3             2             6855    9274      332.81036377      24214  73415701     5    4     20       542.5  38.4708976746  
 34679   1083         23         53                 197          2           5          2             2             6086    9326      338.819763184     24214  72891700     4    12    6        542.5  37.1490058899  
 34686   1083         30         12                 284          2           5          4             2             8735    9326      338.812988281     24214  73940235     4    2     7        542.5  42.6245002747  
 34709   1084         21         16                 178          3           1          5             0             5935    4848      298.840576172     10193  7355791      1    4     23       542.5  25.5656547546  
 34709   1084         21         21                 269          0           3          5             1             8305    6913      363.359619141     24214  40909844     3    4     22       542.5  36.0466194153  
 34714   1084         26         26                 370          0           5          5             2             11335   9274      354.457275391     24214  74464281     5    6     19       542.5  48.8551979065  
 34716   1084         28         40                 240          2           5          3             2             7396    9326      365.16973877      24214  73415975     5    8     0        542.5  39.7052574158  
 34720   1085         0          30                 374          0           5          5             2             11456   9274      283.833984375     10193  74464285     5    6     20       542.5  49.166015625   
 34739   1085         19         35                 235          5           5          3             2             7246    9725      382.388427734     24214  73416482     5    9     5        542.5  40.4553413391  
 34744   1085         24         16                 178          4           1          5             0             5935    5048      325.757080078     10193  7355919      1    5     4        542.5  25.9929351807  
 34747   1085         27         29                 373          0           5          5             2             11425   9274      305.005554199     10193  74464284     5    6     22       542.5  49.0881881714  
 34749   1085         29         28                 190          4           1          5             0             6295    5048      328.736328125     10193  7355931      1    9     4        542.5  26.9199447632  
 34768   1086         16         33                 233          3           5          3             2             7186    9673      405.303466797     24214  73416224     5    9     17       542.5  40.1965141296  
 34781   1086         29         26                 274          1           3          5             1             8470    6939      419.129516602     24214  40909977     3    6     11       542.5  36.5267524719  
 34799   1087         15         26                 26           6           1          0             0             1095    5101      452.315368652     1424   4734745      0    9     12       542.5  17.4033985138  
 34814   1087         30         6                  278          3           5          4             2             8555    9673      438.361450195     24214  73940485     4    1     16       542.5  43.0760231018  
 34819   1088         3          21                 153          4           1          4             0             5165    5048      461.249267578     24214  6831636      0    7     2        542.5  24.0945129395  
 34820   1088         4          18                 180          4           1          5             0             5995    5048      384.979125977     10193  7355921      1    5     5        542.5  26.1458797455  
 34837   1088         21         9                  75           0           1          2             0             2620    4770      6.24987792969     14369  5782536      0    2     0        542.5  18.1563415527  
 34840   1088         24         23                 223          0           5          3             2             6885    9274      463.219482422     24214  73415702     5    4     18       542.5  38.5305366516  
 34842   1088         26         10                 76           1           1          2             0             2635    4796      10.0559692383     14369  5782665      0    2     11       542.5  18.2565040588  
 34858   1089         10         52                 396          0           5          5             2             12116   9274      464.914489746     24214  74464307     5    12    23       542.5  50.8979949951  
 34869   1089         21         10                 76           2           1          2             0             2650    4822      31.0495605469     14369  5782793      0    2     17       542.5  18.3566684723  
 34869   1089         21         21                 183          3           1          5             0             6085    4848      423.450744629     10193  7355796      1    6     18       542.5  25.9555225372  
 34869   1089         21         31                 375          2           5          5             2             11486   9326      400.053100586     10193  74464542     5    6     2        542.5  49.3531227112  
 34869   1089         21         47                 47           3           3          0             1             1546    7312      499.474731445     1424   38288942     2    11    20       542.5  24.9315261841  
 34880   1090         0          12                 174          3           1          5             0             5815    4848      507.743408203     24214  7355787      1    2     19       542.5  25.2565784454  
 34880   1090         0          46                 390          3           5          5             2             11936   9673      406.750549316     10193  74464813     5    11    16       542.5  51.2494659424  
 34883   1090         3          48                 296          4           3          5             1             9131    7338      421.266723633     10193  40910511     3    11    10       542.5  39.0770378113  
 34884   1090         4          30                 278          5           3          5             1             8576    7364      498.418334961     24214  40910621     3    7     0        542.5  37.7066841125  
 34887   1090         7          21                 183          5           1          5             0             6100    5075      511.998291016     24214  7356052      1    7     8        542.5  26.4704627991  
 34892   1090         12         11                 77           3           1          2             0             2665    4848      48.9181518555     14369  5782922      0    2     21       542.5  18.4568309784  
 34896   1090         16         41                 241          1           5          3             2             7441    9300      505.768981934     24214  73415848     5    10    9        542.5  39.7310256958  
 34905   1090         25         11                 211          0           5          3             2             6525    9274      514.705078125     24214  73415690     5    2     21       542.5  37.8261909485  
 34905   1090         25         52                 196          2           5          2             2             6056    9326      515.436889648     24214  72891699     4    12    7        542.5  37.0943450928  
 34911   1090         31         25                 91           5           1          2             0             3100    5075      62.3804931641     14369  5783192      0    9     7        542.5  19.8382396698  
 34935   1091         23         23                 223          2           5          3             2             6885    9326      537.29876709      24214  73415958     5    4     2        542.5  38.6699981689  
 34940   1091         28         24                 168          5           5          2             2             5215    9725      68.0632324219     14369  72892183     4    5     2        542.5  36.8117485046  
 34954   1092         10         24                 186          6           1          5             0             6175    5101      564.093811035     24214  7356183      1    7     17       542.5  26.7186641693  
 34955   1092         11         62                 62           2           5          0             2             1997    9326      559.778686523     1424   71843133     4    14    4        542.5  31.8150501251  
 34963   1092         19         27                 275          0           3          5             1             8485    6913      561.333068848     24214  40909850     3    6     21       542.5  36.5106544495  
 34980   1093         4          23                 167          4           5          2             2             5200    9699      99.4133911133     14369  72892054     4    5     12       542.5  36.7116088867  
 34983   1093         7          51                 195          4           5          2             2             6041    9699      575.351318359     24214  72892082     4    13    13       542.5  38.1174583435  
 34987   1093         11         16                 178          0           1          5             0             5950    4770      516.152893066     10193  7355407      1    4     5        542.5  25.4408416748  
 34996   1093         20         65                 65           5           5          0             2             2087    9725      590.445373535     1424   71843648     4    17    1        542.5  33.179599762   
 34997   1093         21         16                 178          6           1          5             0             5935    5101      523.300537109     10193  7356175      1    5     16       542.5  26.1057033539  
 35003   1093         27         19                 219          1           5          3             2             6780    9300      590.70111084      24214  73415826     5    4     13       542.5  38.392616272   
 35006   1093         30         32                 194          7           1          5             0             6431    5127      529.002868652     10193  7356319      1    11    18       542.5  27.4346122742  
 35014   1094         6          1                  133          4           1          4             0             4565    5048      14.9826660156     24712  6831616      0    1     1        542.5  22.7048149109  
 35014   1094         6          37                 109          1           5          1             2             3441    9300      604.608947754     24214  72367268     5    8     14       542.5  33.078578949   
 35026   1094         18         23                 167          3           5          2             2             5185    9673      135.451049805     14369  72891926     4    5     20       542.5  36.6114730835  
 35031   1094         23         11                 283          5           5          4             2             8705    9725      7.43011474609     24712  73940746     4    3     5        542.5  43.5386428833  
 35035   1094         27         23                 23           1           1          0             0             1005    4796      637.744934082     1424   4734102      0    6     7        542.5  16.3487911224  
 35035   1094         27         69                 269          3           5          3             2             8267    9673      611.647583008     24214  73416260     5    17    22       542.5  42.4461479187  
 35050   1095         10         14                 214          1           5          3             2             6630    9300      627.71282959      24214  73415821     5    2     12       542.5  38.0996589661  
 35054   1095         14         21                 221          1           5          3             2             6840    9300      630.426513672     24214  73415828     5    4     14       542.5  38.5110015869  
 35057   1095         17         72                 272          2           5          3             2             8357    9326      29.5083007812     24712  73416007     5    16    0        542.5  41.7729301453  
 35061   1095         21         9                  353          0           5          5             2             10825   9274      626.856994629     24214  74464264     5    2     17       542.5  47.5492362976  
 35061   1095         21         30                 126          1           1          3             0             4336    4796      52.8373413086     24712  6306973      1    8     9        542.5  21.5688972473  
 35071   1095         31         27                 371          0           5          5             2             11365   9274      633.285949707     24214  74464282     5    6     21       542.5  48.9327812195  
 35072   1096         0          3                  135          7           1          4             0             4640    5127      59.9341430664     24712  6832002      0    1     20       542.5  23.0658683777  
 35088   1096         16         45                 45           0           3          0             1             1486    6913      671.912109375     1424   38288428     2    10    22       542.5  23.5878868103  
 35089   1096         17         15                 287          1           5          4             2             8840    9300      653.479187012     24214  73940110     4    2     10       542.5  42.8020439148  
 35089   1096         17         29                 125          0           1          3             0             4320    4770      74.8103027344     24712  6306844      1    8     1        542.5  21.4709510803  
 35089   1096         17         32                 280          1           3          5             1             8651    6939      584.287536621     10193  40909983     3    6     8        542.5  36.9937171936  
 35091   1096         19         23                 271          1           3          5             1             8380    6939      661.54901123      24214  40909974     3    4     10       542.5  36.2947502136  
 35099   1096         27         6                  214          5           3          4             1             6635    7364      71.028503418      24712  40386309     2    1     0        542.5  33.0652694702  
 35099   1096         27         19                 131          3           3          2             1             4105    7312      26.1202392578     5324   39337490     2    5     21       542.5  27.9735031128  
 35100   1096         28         17                 161          2           5          2             2             5005    9326      194.567749023     14369  72891664     4    4     1        542.5  35.3072280884  
 35103   1096         31         33                 201          0           3          3             1             6226    6913      76.1846313477     24712  39861280     3    8     17       542.5  31.0340938568  
 35110   1097         6          21                 221          2           5          3             2             6825    9326      674.136169434     24214  73415956     5    4     6        542.5  38.551322937   
 35114   1097         10         53                 397          1           5          5             2             12161   9300      664.742431641     24214  74464436     5    12    14       542.5  51.0700683594  
 35122   1097         18         19                 131          4           3          2             1             4120    7338      43.9888305664     5324   39337618     2    5     13       542.5  28.0736808777  
 35128   1097         24         30                 174          5           5          2             2             5396    9725      39.650390625      5324   72892189     4    7     0        542.5  37.0996284485  
 35143   1098         7          20                 132          5           3          2             1             4135    7364      60.2948608398     5324   39337747     2    5     7        542.5  28.1738605499  
 35145   1098         9          19                 181          1           1          5             0             6025    4796      639.340576172     10193  7355538      1    6     10       542.5  25.6906814575  
 35145   1098         9          30                 192          6           1          5             0             6356    5101      637.846435547     10193  7356189      1    9     17       542.5  27.1848239899  
 35146   1098         10         30                 278          0           3          5             1             8576    6913      629.068359375     10193  40909853     3    6     20       542.5  36.7441596985  
 35151   1098         15         46                 46           3           5          0             2             1516    9673      12.0572509766     423    71843373     4    11    16       542.5  32.6615180969  
 35164   1098         28         49                 49           2           5          0             2             1606    9326      23.3069458008     423    71843120     4    12    1        542.5  31.5680370331  
 35164   1098         28         51                 51           2           5          0             2             1666    9326      23.2723388672     423    71843122     4    12    5        542.5  31.6026706696  
 35167   1098         31         10                 40           5           1          1             0             1550    5075      39.5180664062     423    5258889      1    3     10       542.5  17.700674057   
 35167   1098         31         26                 274          2           3          5             1             8455    6965      645.67565918      10193  40910105     3    6     3        542.5  36.5431175232  
 35168   1099         0          12                 78           0           1          2             0             2710    4770      89.6970825195     5324   5782539      0    2     3        542.5  18.3029232025  
 35176   1099         8          23                 167          2           5          2             2             5185    9326      78.6545410156     5324   72891670     4    4     2        542.5  35.5954360962  
 35177   1099         9          14                 70           4           3          1             1             2270    7338      39.4077148438     423    38813325     3    3     8        542.5  25.6235084534  
 35178   1099         10         18                 90           5           5          1             2             2855    9725      32.0020751953     423    72367889     5    5     3        542.5  33.8103942871  
 35178   1099         10         20                 92           2           5          1             2             2915    9326      33.2178955078     423    72367379     5    4     7        542.5  32.5945739746  
 35180   1099         12         13                 79           1           1          2             0             2725    4796      98.9719238281     5324   5782668      0    4     10       542.5  18.4031066895  
 35183   1099         15         16                 160          1           5          2             2             4990    9300      259.511657715     14369  72891535     4    2     8        542.5  35.2070884705  
 35187   1099         19         7                  37           0           1          1             0             1460    4770      56.2009277344     423    5258246      1    2     4        542.5  16.6428146362  
 35196   1099         28         22                 166          1           5          2             2             5170    9300      94.3797607422     5324   72891541     4    4     12       542.5  35.495262146   
 35197   1099         29         13                 79           2           1          2             0             2740    4822      112.152954102     5324   5782796      0    4     16       542.5  18.5032901764  
 35199   1099         31         49                 49           0           5          0             2             1606    9274      50.8217163086     423    71842864     4    12    17       542.5  31.3970432281  
 35208   1100         8          35                 203          2           3          3             1             6286    6965      157.952880859     24712  39861538     3    8     5        542.5  31.2971458435  
 35212   1100         12         10                 66           0           3          1             1             2135    6913      68.2392578125     423    38812681     3    2     19       542.5  24.1357212067  
 35216   1100         16         10                 282          4           5          4             2             8690    9699      152.059387207     24712  73940617     4    3     11       542.5  43.4405899048  
 35220   1100         20         1                  133          5           1          4             0             4580    5075      175.82220459      24712  6831744      0    1     7        542.5  22.802778244   
 35223   1100         23         14                 80           3           1          2             0             2755    4848      132.36529541      5324   5782925      0    4     20       542.5  18.6034755707  
 35223   1100         23         22                 166          0           5          2             2             5155    9274      115.573669434     5324   72891413     4    4     20       542.5  35.3950881958  
 35224   1100         24         32                 128          3           1          3             0             4396    4848      179.91796875      24712  6307231      1    10    20       542.5  21.8320140839  
 35228   1100         28         50                 50           2           5          0             2             1636    9326      73.2897949219     423    71843121     4    12    3        542.5  31.5851993561  
 35236   1101         4          49                 49           1           5          0             2             1621    9300      79.6339111328     423    71842992     4    12    9        542.5  31.4911022186  
 35244   1101         12         4                  212          3           3          4             1             6575    7312      184.572753906     24712  40386051     2    1     23       542.5  32.8022460938  
 35254   1101         22         11                 41           6           1          1             0             1565    5101      107.389221191     423    5259018      1    3     15       542.5  17.7982997894  
 35255   1101         23         24                 96           3           5          1             2             3035    9673      92.1497192383     423    72367639     5    5     18       542.5  33.8190307617  
 35255   1101         23         48                 48           2           5          0             2             1576    9326      94.4175415039     423    71843119     4    10    0        542.5  31.5511837006  
 35257   1101         25         14                 70           3           3          1             1             2255    7312      102.005432129     423    38813197     3    3     16       542.5  25.5258255005  
 35257   1101         25         71                 271          1           5          3             2             8342    9300      185.856384277     24712  73415878     5    16    10       542.5  41.6748886108  
 35270   1102         6          15                 127          5           3          2             1             3985    7364      334.755493164     14369  39337742     2    3     4        542.5  27.9319992065  
 35274   1102         10         10                 40           4           1          1             0             1535    5048      123.209411621     423    5258761      1    3     4        542.5  17.6030750275  
 35278   1102         14         15                 81           7           1          2             0             2800    5127      349.450622559     14369  5783438      0    5     20       542.5  19.4869060516  
 35284   1102         20         16                 160          0           5          2             2             4975    9274      338.518066406     14369  72891407     4    2     16       542.5  35.1069526672  
 35288   1102         24         45                 45           4           5          0             2             1501    9699      119.010437012     423    71843500     4    11    14       542.5  32.7395362854  
 35289   1102         25         41                 41           1           3          0             1             1381    6939      3.92950439453     18337  38288552     2    10    9        542.5  23.6017608643  
 35292   1102         28         50                 50           0           5          0             2             1636    9274      123.460693359     423    71842865     4    12    19       542.5  31.4142990112  
 35298   1103         2          12                 124          0           3          2             1             3895    6913      183.093017578     5324   39336971     2    2     23       542.5  26.4695072174  
 35303   1103         7          8                  38           3           1          1             0             1475    4848      146.56237793      423    5258631      1    2     20       542.5  16.9063911438  
 35318   1103         22         29                 173          4           5          2             2             5380    9699      188.188049316     5324   72892060     4    7     14       542.5  36.999458313   
 35320   1103         24         30                 126          2           1          3             0             4351    4822      255.083129883     24712  6307101      1    8     15       542.5  21.6668624878  
 35329   1104         1          58                 58           3           5          0             2             1876    9673      25.9120483398     18337  71843385     4    15    19       542.5  32.8691902161  
 35331   1104         3          23                 23           7           1          0             0             1020    5127      42.9061279297     18337  4734870      0    7     21       542.5  17.4376029968  
 35337   1104         9          23                 23           5           1          0             0             1020    5075      47.7637939453     18337  4734614      0    7     9        542.5  17.2674503326  
 35338   1104         10         12                 124          1           3          2             1             3910    6939      214.242797852     5324   39337099     2    2     15       542.5  26.5696868896  
 35339   1104         11         3                  135          6           1          4             0             4625    5101      268.625793457     24712  6831874      0    1     14       542.5  22.9679336548  
 35339   1104         11         21                 21           0           1          0             0             960     4770      50.3602294922     18337  4733972      0    6     0        542.5  16.233549118   
 35349   1104         21         56                 56           2           5          0             2             1816    9326      42.7116088867     18337  71843127     4    12    0        542.5  31.6946334839  
 35350   1104         22         22                 22           3           1          0             0             975     4848      58.6889038086     18337  4734357      0    6     23       542.5  16.4986076355  
 35361   1105         1          15                 81           6           1          2             0             2785    5101      414.39453125      14369  5783310      0    5     14       542.5  19.3867492676  
 35366   1105         6          29                 173          3           5          2             2             5365    9673      225.788208008     5324   72891932     4    7     22       542.5  36.8992881775  
 35369   1105         9          18                 90           3           5          1             2             2855    9673      181.387329102     423    72367633     5    5     19       542.5  33.6439285278  
 35371   1105         11         5                  213          4           3          4             1             6620    7338      283.626464844     24712  40386180     2    1     14       542.5  32.9672851562  
 35377   1105         17         8                  120          2           3          2             1             3775    6965      419.85369873      14369  39337223     2    0     0        542.5  26.4275360107  
 35378   1105         18         14                 126          4           3          2             1             3970    7338      419.230651855     14369  39337613     2    3     8        542.5  27.8318519592  
 35388   1105         28         19                 91           1           5          1             2             2900    9300      197.378173828     423    72367250     5    4     13       542.5  32.4968261719  
 35390   1105         30         13                 125          2           3          2             1             3925    6965      254.76763916      5324   39337228     2    2     6        542.5  26.6698684692  
 35390   1105         30         70                 270          0           5          3             2             8297    9274      289.927490234     24712  73415749     5    16    20       542.5  41.5099906921  
 35391   1105         31         44                 44           5           3          0             1             1456    7364      82.1774902344     18337  38289195     2    11    7        542.5  25.0412788391  
 35409   1106         17         15                 71           5           3          1             1             2285    7364      220.560058594     423    38813454     3    3     4        542.5  25.7212104797  
 35410   1106         18         33                 201          1           3          3             1             6241    6939      315.930419922     24712  39861408     3    8     9        542.5  31.1320972443  
 35440   1107         16         44                 44           3           3          0             1             1456    7312      120.62890625      18337  38288939     2    11    23       542.5  24.8710708618  
 35441   1107         17         14                 80           5           1          2             0             2770    5075      476.994628906     14369  5783181      0    5     6        542.5  19.2865905762  
 35461   1108         5          9                  281          3           5          4             2             8645    9673      343.630554199     24712  73940488     4    3     17       542.5  43.2757225037  
 35462   1108         6          50                 50           1           5          0             2             1651    9300      256.179016113     423    71842993     4    12    11       542.5  31.5084667206  
 35467   1108         11         8                  38           1           1          1             0             1475    4796      274.853271484     423    5258375      1    2     8        542.5  16.7404537201  
 35475   1108         19         18                 90           4           5          1             2             2870    9699      264.102416992     423    72367761     5    5     11       542.5  33.7413330078  
 35492   1109         4          7                  119          1           3          2             1             3760    6939      509.797607422     14369  39337094     2    0     10       542.5  26.3273868561  
 35497   1109         9          10                 66           1           3          1             1             2150    6939      290.797851562     423    38812809     3    2     11       542.5  24.2334156036  
 35502   1109         14         22                 22           1           1          0             0             975     4796      177.608947754     18337  4734101      0    6     11       542.5  16.3285255432  
 35505   1109         17         14                 126          3           3          2             1             3955    7312      518.549560547     14369  39337485     2    3     16       542.5  27.7317047119  
 35506   1109         18         8                  120          0           3          2             1             3775    6913      520.787414551     14369  39336967     2    0     16       542.5  26.2751064301  
 35511   1109         23         24                 24           6           1          0             0             1035    5101      183.606323242     18337  4734743      0    7     17       542.5  17.3624172211  
 35529   1110         9          14                 80           4           1          2             0             2755    5048      545.844787598     14369  5783053      0    5     0        542.5  19.1864337921  
 35559   1111         7          58                 58           5           5          0             2             1876    9725      205.429199219     18337  71843641     4    15    3        542.5  33.0395584106  
 35567   1111         15         15                 81           4           1          2             0             2785    5048      575.484130859     14369  5783054      0    5     2        542.5  19.2346286774  
 35572   1111         20         24                 96           4           5          1             2             3050    9699      339.708190918     423    72367767     5    5     10       542.5  33.9168205261  
 35578   1111         26         18                 84           7           1          2             0             2890    5127      408.679748535     5324   5783441      0    5     23       542.5  19.6327571869  
 35583   1111         31         55                 55           1           5          0             2             1801    9300      225.618835449     18337  71842998     4    12    10       542.5  31.5999088287  
 35614   1112         30         31                 61           4           1          1             0             2166    5048      613.111450195     14369  5258782      1    11    1        542.5  18.32604599    
 35622   1113         6          18                 84           6           1          2             0             2875    5101      443.154907227     5324   5783313      0    5     17       542.5  19.5325775146  
 35627   1113         11         7                  119          0           3          2             1             3745    6913      615.366516113     14369  39336966     2    0     18       542.5  26.2272377014  
 35640   1113         24         15                 127          3           3          2             1             3985    7312      623.97052002      14369  39337486     2    3     20       542.5  27.7795085907  
 35643   1113         27         10                 282          3           5          4             2             8675    9673      485.751220703     24712  73940489     4    3     19       542.5  43.3425483704  
 35646   1113         30         8                  120          1           3          2             1             3790    6939      630.062255859     14369  39337095     2    0     8        542.5  26.3752632141  
 35646   1113         30         15                 81           5           1          2             0             2800    5075      637.102722168     14369  5783182      0    5     8        542.5  19.3347969055  
 35659   1114         11         34                 202          1           3          3             1             6271    6939      510.394592285     24712  39861409     3    8     11       542.5  31.199180603   
 35665   1114         17         11                 41           7           1          1             0             1580    5127      428.385314941     423    5259146      1    3     21       542.5  17.8959560394  
 35678   1114         30         17                 83           5           1          2             0             2860    5075      487.005126953     5324   5783184      0    5     9        542.5  19.4323959351  
 35698   1115         18         41                 41           0           3          0             1             1366    6913      323.555603027     18337  38288424     2    10    17       542.5  23.5069084167  
 35698   1115         18         42                 42           2           3          0             1             1396    6965      323.365844727     18337  38288681     2    10    3        542.5  23.6966552734  
