 ToA     coarse_time  fine_time  Local_Tube_Number  Tube_Number  Tube_Layer  ChamberId  Chamber_iEta  Station_Type  tube z  tube_rho  drift_time        event  muonFixedId  csm  mezz  channel  t0     TOF            
 969     30           9          24                 90           0           1          2             0             3070    4770      -3.89440917969    16124  5782551      0    6     3        542.5  18.9256687164  
 1015    31           23         25                 91           1           1          2             0             3085    4796      31.9429931641     16124  5782680      0    8     10       542.5  19.0257396698  
 1040    32           16         25                 91           2           1          2             0             3100    4822      51.374206543      16124  5782808      0    8     16       542.5  19.1258106232  
 1062    33           6          45                 189          2           5          2             2             5846    9326      50.9703979492     16124  72891692     4    10    6        542.5  36.7170982361  
 1064    33           8          44                 188          0           5          2             2             5816    9274      52.7331542969     16124  72891435     4    10    23       542.5  36.5168571472  
 1064    33           8          44                 188          1           5          2             2             5831    9300      52.6329956055     16124  72891563     4    10    15       542.5  36.6169776917  
 1080    33           24         26                 92           3           1          2             0             3115    4848      82.5241088867     16124  5782937      0    8     20       542.5  19.2258815765  
 1089    34           1          29                 141          0           3          2             1             4405    6913      81.4353637695     16124  39336988     2    6     22       542.5  27.3458595276  
 1094    34           6          37                 149          4           3          2             1             4661    7338      83.6882324219     16124  39337636     2    9     14       542.5  28.9992694855  
 1115    34           27         29                 141          1           3          2             1             4420    6939      101.647827148     16124  39337116     2    6     14       542.5  27.4459495544  
 1136    35           16         30                 142          2           3          2             1             4436    6965      117.953979492     16124  39337245     2    6     4        542.5  27.5460395813  
 1145    35           25         37                 149          3           3          2             1             4646    7312      123.632080078     16124  39337508     2    9     22       542.5  28.8991737366  
 1188    37           4          38                 150          5           3          2             1             4676    7364      157.025634766     16124  39337765     2    9     0        542.5  29.0993671417  
 1410    44           2          30                 96           4           1          2             0             3236    5048      339.55859375      16124  5783069      0    9     5        542.5  20.0038833618  
 1423    44           15         53                 197          5           5          2             2             6086    9725      331.448120117     16124  72892212     4    13    6        542.5  38.2706451416  
 1426    44           18         52                 196          4           5          2             2             6071    9699      333.891967773     16124  72892083     4    13    15       542.5  38.1705245972  
 1428    44           20         52                 196          3           5          2             2             6056    9673      335.55456543      16124  72891955     4    13    23       542.5  38.0704040527  
 1531    47           27         30                 96           5           1          2             0             3251    5075      433.989807129     16124  5783197      0    9     11       542.5  20.1039619446  
 1577    49           9          24                 54           1           1          1             0             1955    4796      22.7515258789     12777  5258391      1    6     9        542.5  17.279712677   
 1586    49           18         31                 87           0           3          1             1             2766    6913      22.2244262695     12777  38812702     3    6     18       542.5  24.8380813599  
 1598    49           30         27                 57           5           1          1             0             2060    5075      38.1665039062     12777  5258906      1    9     8        542.5  18.2710132599  
 1615    50           15         36                 92           3           3          1             1             2916    7312      43.4586791992     12777  38813219     3    9     23       542.5  26.2600498199  
 1617    50           17         28                 58           6           1          1             0             2075    5101      52.9110107422     12777  5259035      1    9     16       542.5  18.3702526093  
 1636    51           4          44                 116          0           5          1             2             3636    9274      52.8956298828     12777  72367147     5    10    23       542.5  33.2293663025  
 1650    51           18         23                 53           0           1          1             0             1940    4770      79.882019043      12777  5258262      1    6     1        542.5  17.1804637909  
 1697    53           1          24                 54           2           1          1             0             1970    4822      116.402282715     12777  5258519      1    6     15       542.5  17.3789730072  
 1742    54           14         31                 87           1           3          1             1             2781    6939      144.000244141     12777  38812830     3    6     10       542.5  24.93724823    
 1748    54           20         27                 57           4           1          1             0             2045    5048      155.45324707      12777  5258778      1    9     2        542.5  18.1717815399  
 1786    55           26         28                 58           7           1          1             0             2090    5127      184.843017578     12777  5259163      1    9     22       542.5  18.4695034027  
 1791    55           31         36                 92           4           3          1             1             2931    7338      180.859558105     12777  38813347     3    9     15       542.5  26.3592014313  
 1838    57           14         44                 116          1           5          1             2             3651    9300      210.609069824     12777  72367275     5    10    15       542.5  33.3284339905  
 1846    57           22         49                 121          3           5          1             2             3786    9673      215.536010742     12777  72367664     5    13    17       542.5  34.6514930725  
 1946    60           26         25                 55           3           1          1             0             1985    4848      310.834228516     12777  5258648      1    8     22       542.5  17.4782428741  
 1965    61           13         49                 121          5           5          1             2             3786    9725      308.343139648     12777  72367920     5    13    1        542.5  34.8131408691  
 2062    64           14         32                 88           2           3          1             1             2796    6965      393.901062012     12777  38812959     3    6     0        542.5  25.0364227295  
 2171    67           27         37                 93           5           3          1             1             2946    7364      477.635375977     12777  38813476     3    9     6        542.5  26.4583587646  
 2183    68           7          21                 51           1           1          1             0             1865    4796      -3.69976806641    22811  5258388      1    6     6        542.5  17.1684951782  
 2183    68           7          24                 54           5           1          1             0             1970    5075      -4.69128417969    22811  5258903      1    7     11       542.5  18.1600627899  
 2187    68           11         32                 88           4           3          1             1             2811    7338      -9.61944580078    22811  38813343     3    7     10       542.5  26.2131919861  
 2206    68           30         40                 112          0           5          1             2             3516    9274      -1.64770507812    22811  72367143     5    8     16       542.5  33.0851821899  
 2216    69           8          15                 15           0           5          0             2             585     9274      8.25213623047     8010   71842830     4    2     18       542.5  30.9978427887  
 2220    69           12         1                  1            4           1          0             0             345     5048      25.4940795898     8010   4734464      0    1     1        542.5  16.8809146881  
 2237    69           29         28                 84           2           3          1             1             2675    6965      30.7663574219     22811  38812955     3    6     7        542.5  24.889913559   
 2241    70           1          1                  1            6           1          0             0             345     5101      41.7272338867     8010   4734720      0    1     13       542.5  17.0540409088  
 2270    70           30         45                 117          2           5          1             2             3666    9326      548.010009766     12777  72367404     5    10    6        542.5  33.4275054932  
 2276    71           4          11                 11           2           3          0             1             465     6965      62.8388671875     8010   38288650     2    2     5        542.5  23.2861309052  
 2280    71           8          11                 11           4           3          0             1             480     7338      64.7189331055     8010   38289034     2    3     13       542.5  24.5310821533  
 2282    71           10         27                 83           1           3          1             1             2660    6939      66.0215454102     22811  38812826     3    6     13       542.5  24.7909622192  
 2294    71           22         49                 121          4           5          1             2             3801    9699      565.436950684     12777  72367792     5    13    9        542.5  34.7505531311  
 2295    71           23         10                 10           1           3          0             1             450     6939      77.7724609375     8010   38288521     2    2     11       542.5  23.196264267   
 2296    71           24         15                 15           2           5          0             2             585     9326      70.5789794922     8010   71843086     4    2     2        542.5  31.1710281372  
 2302    71           30         21                 51           2           1          1             0             1880    4822      89.1699829102     22811  5258516      1    6     12       542.5  17.2675228119  
 2317    72           13         24                 54           4           1          1             0             1955    5048      100.095214844     22811  5258775      1    7     5        542.5  18.0610561371  
 2318    72           14         25                 55           6           1          1             0             1985    5101      100.678405762     22811  5259032      1    9     13       542.5  18.2590808868  
 2330    72           26         33                 89           5           3          1             1             2826    7364      102.000366211     22811  38813472     3    9     1        542.5  26.3121395111  
 2335    72           31         20                 50           0           1          1             0             1850    4770      115.149291992     22811  5258259      1    6     2        542.5  17.069480896   
 2344    73           8          32                 88           3           3          1             1             2796    7312      113.135742188     22811  38813215     3    7     18       542.5  26.1142559052  
 2368    74           0          40                 112          1           5          1             2             3531    9300      124.815917969     22811  72367271     5    8     8        542.5  33.1840744019  
 2375    74           7          11                 11           0           3          0             1             465     6913      140.355773926     8010   38288394     2    2     21       542.5  23.1129932404  
 2386    74           18         45                 117          3           5          1             2             3666    9673      137.555053711     22811  72367660     5    11    22       542.5  34.507434845   
 2407    75           7          16                 16           5           5          0             2             615     9725      155.96295166      8010   71843599     4    3     2        542.5  32.5058135986  
 2423    75           23         15                 15           4           5          0             2             600     9699      168.55267334      8010   71843470     4    3     12       542.5  32.4160919189  
 2505    78           9          27                 83           0           3          1             1             2645    6913      240.339233398     22811  38812698     3    6     21       542.5  24.6920204163  
 2545    79           17         22                 52           3           1          1             0             1895    4848      278.914672852     22811  5258645      1    6     23       542.5  17.3665618896  
 2562    80           2          16                 16           3           5          0             2             615     9673      277.229858398     8010   71843343     4    3     18       542.5  32.3326339722  
 2589    80           29         25                 55           7           1          1             0             2000    5127      312.298156738     22811  5259160      1    9     19       542.5  18.3581123352  
 2639    82           15         12                 12           5           3          0             1             495     7364      345.09777832      8010   38289163     2    3     7        542.5  24.620973587   
 2694    84           6          1                  1            7           1          0             0             360     5127      395.543457031     8010   4734848      0    1     19       542.5  17.1440448761  
 2698    84           10         41                 113          2           5          1             2             3546    9326      382.529541016     22811  72367400     5    10    1        542.5  33.2829742432  
 2715    84           27         1                  1            5           1          0             0             360     5075      412.122802734     8010   4734592      0    1     7        542.5  16.970949173   
 2735    85           15         45                 117          5           5          1             2             3666    9725      410.04901123      22811  72367916     5    11    6        542.5  34.6697540283  
 2736    85           16         45                 117          4           5          1             2             3681    9699      410.893676758     22811  72367788     5    11    14       542.5  34.6063232422  
 2883    90           3          15                 15           1           5          0             2             600     9300      529.256103516     8010   71842958     4    2     10       542.5  31.0876216888  
 2924    91           12         12                 12           3           3          0             1             495     7312      567.927185059     8010   38288907     2    3     23       542.5  24.4478397369  
 2991    93           15         40                 40           5           5          0             2             1336    9725      11.9730224609     22829  71843623     4    9     2        542.5  32.7457313538  
 2995    93           19         11                 11           1           1          0             0             645     4796      31.6987304688     22829  4734090      0    2     7        542.5  16.1450176239  
 2997    93           21         12                 12           4           1          0             0             675     5048      32.4146118164     22829  4734475      0    3     5        542.5  16.991651535   
 3007    93           31         28                 28           4           3          0             1             990     7338      32.5178833008     22829  38289051     2    7     15       542.5  24.7008666992  
 3016    94           8          38                 38           2           5          0             2             1276    9326      32.8502807617     22829  71843109     4    8     4        542.5  31.3997306824  
 3023    94           15         26                 26           1           3          0             1             930     6939      46.3638305664     22829  38288537     2    6     11       542.5  23.3549137115  
 3041    95           1          1                  1            3           1          0             0             345     4848      667.565979004     8010   4734336      0    0     22       542.5  16.2152786255  
 3044    95           4          12                 12           7           1          0             0             690     5127      68.8687133789     22829  4734859      0    3     23       542.5  17.2562923431  
 3098    96           26         11                 11           3           1          0             0             645     4848      111.995483398     22829  4734346      0    2     21       542.5  16.3170127869  
 3148    98           12         38                 38           0           5          0             2             1276    9274      136.147155762     22829  71842853     4    8     20       542.5  31.2278156281  
 3202    100          2          40                 40           3           5          0             2             1336    9673      176.988647461     22829  71843367     4    9     18       542.5  32.5738296509  
 3254    101          22         12                 12           6           1          0             0             675     5101      233.023864746     22829  4734731      0    3     17       542.5  17.1636619568  
 3307    103          11         27                 27           2           3          0             1             945     6965      268.146179199     22829  38288666     2    6     5        542.5  23.4475975037  
 3346    104          18         28                 28           3           3          0             1             975     7312      297.454284668     22829  38288923     2    7     23       542.5  24.60820961    
 3363    105          3          10                 10           0           1          0             0             630     4770      319.291381836     22829  4733961      0    2     5        542.5  16.0523948669  
 3368    105          8          12                 12           5           1          0             0             690     5075      322.165649414     22829  4734603      0    3     11       542.5  17.0843334198  
 3484    108          28         19                 115          2           1          3             0             4020    4822      8.93035888672     3623   6307090      1    6     16       542.5  20.94465065    
 3516    109          28         59                 259          5           5          3             2             7967    9725      12.9387207031     3623   73416506     5    15    5        542.5  41.9362754822  
 3522    110          2          27                 195          4           3          3             1             6060    7338      27.814453125      3623   39861914     3    7     13       542.5  31.7480201721  
 3529    110          9          39                 39           4           5          0             2             1321    9699      432.378295898     22829  71843494     4    9     12       542.5  32.6529808044  
 3531    110          11         27                 123          6           1          3             0             4245    5101      44.4555053711     3623   6307610      1    9     14       542.5  22.1382427216  
 3540    110          20         30                 96           7           1          2             0             3251    5127      53.3746948242     3623   5783453      0    9     23       542.5  20.250295639   
 3541    110          21         29                 95           5           1          2             0             3220    5075      54.3561401367     3623   5783196      0    9     9        542.5  20.0500984192  
 3545    110          25         47                 247          0           5          3             2             7606    9274      37.5208129883     3623   73415726     5    10    18       542.5  40.0104637146  
 3547    110          27         26                 122          5           1          3             0             4230    5075      57.0542602539     3623   6307481      1    9     6        542.5  22.0395183563  
 3551    110          31         28                 94           7           1          2             0             3190    5127      62.0750732422     3623   5783451      0    9     22       542.5  20.143705368   
 3562    111          10         16                 184          0           3          3             1             5715    6913      60.8913574219     3623   39861263     3    2     16       542.5  29.9211120605  
 3587    112          3          28                 94           5           1          2             0             3190    5075      90.3471679688     3623   5783195      0    9     10       542.5  19.996591568   
 3590    112          6          1                  97           1           1          3             0             3465    4796      92.9488525391     3623   6306944      1    0     10       542.5  19.7386665344  
 3593    112          9          19                 115          1           1          3             0             4005    4796      94.1853027344     3623   6306962      1    6     10       542.5  20.8459396362  
 3604    112          20         27                 195          3           3          3             1             6045    7312      91.975769043      3623   39861786     3    7     21       542.5  31.6492290497  
 3610    112          26         58                 258          4           5          3             2             7952    9699      86.4750976562     3623   73416377     5    15    11       542.5  41.8374137878  
 3614    112          30         28                 196          5           3          3             1             6075    7364      99.5906982422     3623   39862043     3    7     7        542.5  31.8468208313  
 3618    113          2          28                 94           6           1          2             0             3175    5101      114.518920898     3623   5783323      0    9     16       542.5  20.0435733795  
 3623    113          7          37                 37           1           5          0             2             1261    9300      507.161743164     22829  71842980     4    8     14       542.5  31.3069992065  
 3624    113          8          1                  97           0           1          3             0             3480    4770      119.552124023     3623   6306816      1    0     4        542.5  19.6978759766  
 3625    113          9          20                 116          3           1          3             0             4035    4848      118.987854004     3623   6307219      1    6     20       542.5  21.0433769226  
 3635    113          19         30                 96           5           1          2             0             3251    5075      127.739807129     3623   5783197      0    9     11       542.5  20.1039619446  
 3655    114          7          29                 29           5           3          0             1             1005    7364      538.675170898     22829  38289180     2    7     6        542.5  24.7935829163  
 3666    114          18         11                 11           2           1          0             0             660     4822      555.824768066     22829  4734218      0    2     13       542.5  16.2377300262  
 3667    114          19         21                 153          7           1          4             0             5180    5127      148.531005859     3623   6832020      0    7     20       542.5  24.3127441406  
 3680    115          0          47                 247          1           5          3             2             7621    9300      142.890686035     3623   73415854     5    10    10       542.5  40.1093215942  
 3686    115          6          27                 123          7           1          3             0             4260    5127      165.450500488     3623   6307738      1    9     20       542.5  22.2369823456  
 3706    115          26         16                 184          5           3          3             1             5715    7364      172.216918945     3623   39862031     3    3     2        542.5  31.0955581665  
 3707    115          27         26                 26           0           3          0             1             915     6913      580.831481934     22829  38288409     2    6     19       542.5  23.2622928619  
 3729    116          17         16                 184          1           3          3             1             5730    6939      191.261352539     3623   39861391     3    2     8        542.5  30.0199050903  
 3740    116          28         26                 122          4           1          3             0             4215    5048      207.934204102     3623   6307353      1    9     0        542.5  21.9408054352  
 3770    117          26         17                 113          0           1          3             0             3960    4770      232.629394531     3623   6306832      1    4     1        542.5  20.6831054688  
 3795    118          19         58                 258          3           5          3             2             7936    9673      231.105163574     3623   73416249     5    15    19       542.5  41.7385635376  
 3836    119          28         28                 94           4           1          2             0             3175    5048      284.978515625     3623   5783067      0    9     4        542.5  19.8964767456  
 3837    119          29         18                 114          0           1          3             0             3990    4770      284.908996582     3623   6306833      1    4     3        542.5  20.7472400665  
 3841    120          1          13                 181          5           3          3             1             5625    7364      277.86907959      3623   39862028     3    3     6        542.5  30.9121952057  
 3895    121          23         29                 95           7           1          2             0             3220    5127      330.771911621     3623   5783452      0    9     21       542.5  20.1968231201  
 3947    123          11         15                 183          5           3          3             1             5685    7364      360.559509277     3623   39862030     3    3     4        542.5  31.0342330933  
 3966    123          30         48                 248          2           5          3             2             7636    9326      366.229309082     3623   73415983     5    10    0        542.5  40.2081832886  
 3995    124          27         14                 182          5           3          3             1             5655    7364      398.120666504     3623   39862029     3    3     0        542.5  30.9731121063  
 4013    125          13         18                 186          2           3          3             1             5775    6965      412.973693848     3623   39861521     3    4     3        542.5  30.1825561523  
 4020    125          20         1                  97           2           1          3             0             3480    4822      428.786682129     3623   6307072      1    0     16       542.5  19.8383350372  
 4053    126          21         13                 181          2           3          3             1             5625    6965      444.54095459      3623   39861516     3    2     6        542.5  29.8653049469  
 4093    127          29         17                 185          2           3          3             1             5745    6965      475.537536621     3623   39861520     3    4     1        542.5  30.1187076569  
 4118    128          22         1                  97           3           1          3             0             3465    4848      505.307922363     3623   6307200      1    0     22       542.5  19.8795928955  
 4130    129          2          14                 182          4           3          3             1             5670    7338      503.627563477     3623   39861901     3    3     8        542.5  30.9349460602  
 4177    130          17         49                 249          2           5          3             2             7666    9326      531.009521484     3623   73415984     5    12    1        542.5  40.2717285156  
 4209    131          17         2                  98           3           1          3             0             3495    4848      576.343261719     3623   6307201      1    0     20       542.5  19.9380073547  
 4296    134          8          7                  103          1           1          3             0             3645    4796      644.153442383     3623   6306950      1    2     10       542.5  20.0965595245  
 4303    134          15         29                 95           4           1          2             0             3205    5048      649.768737793     3623   5783068      0    9     3        542.5  19.9500007629  
 4306    134          18         2                  98           0           1          3             0             3510    4770      652.305419922     3623   6306817      1    0     2        542.5  19.7570819855  
 4337    135          17         17                 113          1           1          3             0             3945    4796      675.563171387     3623   6306960      1    4     7        542.5  20.7180805206  
 4573    142          29         18                 48           2           1          1             0             1790    4822      13.4956665039     21841  5258513      1    4     15       542.5  17.1606121063  
 4611    144          3          22                 52           7           1          1             0             1910    5127      42.0927734375     21841  5259157      1    7     22       542.5  18.2509918213  
 4621    144          13         22                 52           6           1          1             0             1895    5101      50.0040283203     21841  5259029      1    7     16       542.5  18.1522045135  
 4621    144          13         31                 87           3           3          1             1             2766    7312      42.0776367188     21841  38813214     3    7     20       542.5  26.0786418915  
 4624    144          16         41                 113          0           5          1             2             3546    9274      37.3791503906     21841  72367144     5    10    17       542.5  33.1208343506  
 4635    144          27         41                 113          1           5          1             2             3561    9300      45.8739624023     21841  72367272     5    10    9        542.5  33.2197685242  
 4665    145          25         19                 49           3           1          1             0             1805    4848      85.2718505859     21841  5258642      1    6     22       542.5  17.259393692   
 4670    145          30         47                 119          5           5          1             2             3726    9725      71.6965332031     21841  72367918     5    11    4        542.5  34.7409439087  
 4689    146          17         18                 48           1           1          1             0             1775    4796      104.219421387     21841  5258385      1    4     9        542.5  17.0618476868  
 4733    147          29         26                 82           2           3          1             1             2615    6965      130.837463379     21841  38812953     3    6     3        542.5  24.8187618256  
 4751    148          15         31                 87           4           3          1             1             2781    7338      143.54119873      21841  38813342     3    7     12       542.5  26.1775226593  
 4764    148          28         42                 114          2           5          1             2             3576    9326      146.556274414     21841  72367401     5    10    3        542.5  33.3187141418  
 4776    149          8          21                 51           5           1          1             0             1880    5075      171.196594238     21841  5258900      1    7     8        542.5  18.0534343719  
 4836    151          4          46                 118          4           5          1             2             3711    9699      201.482971191     21841  72367789     5    11    8        542.5  34.6420021057  
 4892    152          28         26                 82           0           3          1             1             2615    6913      255.21862793      21841  38812697     3    6     19       542.5  24.6563873291  
 4934    154          6          17                 47           0           1          1             0             1760    4770      295.72442627      21841  5258256      1    4     1        542.5  16.963098526   
 5027    157          3          32                 88           5           3          1             1             2796    7364      359.067321777     21841  38813471     3    7     2        542.5  26.2764110565  
 5114    159          26         21                 51           4           1          1             0             1865    5048      435.357849121     21841  5258772      1    7     2        542.5  17.9546775818  
 5127    160          7          26                 82           1           3          1             1             2630    6939      438.713500977     21841  38812825     3    6     11       542.5  24.7552700043  
 5150    160          30         46                 118          3           5          1             2             3696    9673      446.89440918      21841  72367661     5    11    16       542.5  34.5430717468  
 5196    162          12         26                 56           0           1          1             0             2030    4770      500.079040527     21841  5258265      1    8     2        542.5  17.2959575653  
 5314    166          2          34                 90           4           3          1             1             2871    7338      583.276977539     21841  38813345     3    9     11       542.5  26.285533905   
 5370    167          26         20                 50           5           1          1             0             1850    5075      635.293640137     21841  5258899      1    7     6        542.5  18.0188655853  
 5391    168          15         11                 41           7           1          1             0             1580    5127      651.822814941     21841  5259146      1    3     21       542.5  17.8959560394  
 5415    169          7          25                 81           2           3          1             1             2585    6965      663.685058594     21841  38812952     3    6     1        542.5  24.7837162018  
 5428    169          20         25                 81           1           3          1             1             2600    6939      673.905090332     21841  38812824     3    6     9        542.5  24.7199306488  
 5843    182          19         33                 201          1           3          3             1             6241    6939      16.7116699219     19448  39861408     3    8     9        542.5  31.1320972443  
 5859    183          3          2                  274          1           5          4             2             8450    9300      18.4284057617     19448  73940097     4    0     11       542.5  41.9153633118  
 5865    183          9          6                  214          5           3          4             1             6635    7364      31.966003418      19448  40386309     2    1     0        542.5  33.0652694702  
 5873    183          17         28                 124          2           1          3             0             4290    4822      49.7481079102     19448  6307099      1    8     17       542.5  21.533159256   
 5904    184          16         14                 286          3           5          4             2             8795    9673      51.8888549805     19448  73940493     4    3     16       542.5  43.611125946   
 5907    184          19         28                 124          1           1          3             0             4275    4796      76.4086914062     19448  6306971      1    8     11       542.5  21.435049057   
 5931    185          11         36                 132          5           1          3             0             4531    5075      93.8996582031     19448  6307491      1    11    11       542.5  22.6940975189  
 5965    186          13         5                  213          4           3          4             1             6620    7338      110.188964844     19448  40386180     2    1     14       542.5  32.9672851562  
 5967    186          15         1                  133          7           1          4             0             4580    5127      121.786865234     19448  6832000      0    1     19       542.5  22.9318962097  
 5982    186          30         33                 201          0           3          3             1             6226    6913      125.403381348     19448  39861280     3    8     17       542.5  31.0340938568  
 5984    187          0          16                 288          5           5          4             2             8855    9725      114.125671387     19448  73940751     4    3     2        542.5  43.8743247986  
 5999    187          15         3                  275          2           5          4             2             8465    9326      127.705505371     19448  73940226     4    0     5        542.5  42.0132713318  
 6066    189          18         34                 202          2           3          3             1             6256    6965      190.832397461     19448  39861537     3    8     3        542.5  31.2301120758  
 6104    190          24         2                  274          0           5          4             2             8435    9274      209.932556152     19448  73939969     4    0     19       542.5  41.8174667358  
 6156    192          12         29                 125          3           1          3             0             4305    4848      270.743713379     19448  6307228      1    8     21       542.5  21.6312866211  
 6221    194          13         14                 286          4           5          4             2             8810    9699      299.44720459      19448  73940621     4    3     8        542.5  43.7090263367  
 6241    195          1          4                  212          3           3          4             1             6575    7312      325.979003906     19448  40386051     2    1     23       542.5  32.8022460938  
 6248    195          8          27                 123          0           1          3             0             4260    4770      342.913024902     19448  6306842      1    8     0        542.5  21.3369598389  
 6269    195          29         24                 24           3           1          0             0             1035    4848      14.1169433594     577    4734359      0    6     19       542.5  16.5393009186  
 6283    196          11         23                 23           0           1          0             0             1020    4770      25.3194580078     577    4733974      0    6     1        542.5  16.2742900848  
 6283    196          11         67                 67           4           5          0             2             2162    9699      8.44537353516     577    71843522     4    17    13       542.5  33.1483688354  
 6285    196          13         64                 64           0           5          0             2             2057    9274      11.4680786133     577    71842879     4    14    16       542.5  31.6881771088  
 6306    197          2          35                 131          4           1          3             0             4486    5048      387.03314209      19448  6307362      1    11    3        542.5  22.5293540955  
 6309    197          5          36                 132          4           1          3             0             4516    5048      389.310241699     19448  6307363      1    11    5        542.5  22.5960235596  
 6333    197          29         45                 45           1           3          0             1             1501    6939      56.9729614258     577    38288556     2    10    14       542.5  23.6832618713  
 6335    197          31         49                 49           5           3          0             1             1606    7364      57.0755004883     577    38289200     2    13    1        542.5  25.1432685852  
 6359    198          23         26                 26           6           1          0             0             1095    5101      83.5653686523     577    4734745      0    9     12       542.5  17.4033985138  
 6380    199          12         26                 122          0           1          3             0             4230    4770      446.104614258     19448  6306841      1    8     2        542.5  21.2703552246  
 6385    199          17         25                 25           5           1          0             0             1080    5075      103.973144531     577    4734616      0    9     7        542.5  17.3080768585  
 6391    199          23         1                  133          6           1          4             0             4565    5101      453.13494873      19448  6831872      0    1     13       542.5  22.8338279724  
 6398    199          30         5                  213          3           3          4             1             6605    7312      448.56817627      19448  40386052     2    1     22       542.5  32.8693161011  
 6413    200          13         48                 48           4           3          0             1             1591    7338      118.108398438     577    38289071     2    11    10       542.5  25.0478401184  
 6422    200          22         46                 46           2           3          0             1             1516    6965      126.408813477     577    38288685     2    10    4        542.5  23.7786750793  
 6442    201          10         15                 287          4           5          4             2             8840    9699      472.036071777     19448  73940622     4    3     12       542.5  43.7764511108  
 6491    202          27         64                 64           2           5          0             2             2057    9326      172.23614502      577    71843135     4    14    0        542.5  31.8576087952  
 6503    203          7          64                 64           1           5          0             2             2072    9300      181.684997559     577    71843007     4    14    8        542.5  31.7837429047  
 6507    203          11         30                 126          3           1          3             0             4336    4848      544.895812988     19448  6307229      1    8     19       542.5  21.6979389191  
 6526    203          30         67                 67           3           5          0             2             2147    9673      198.38470459      577    71843394     4    17    21       542.5  33.0527992249  
 6583    205          23         67                 67           5           5          0             2             2147    9725      242.746520996     577    71843650     4    17    5        542.5  33.2222213745  
 6623    206          31         1                  273          0           5          4             2             8405    9274      615.46862793      19448  73939968     4    0     17       542.5  41.750125885   
 6624    207          0          68                 68           5           5          0             2             2177    9725      274.75604248      577    71843651     4    17    7        542.5  33.2439651489  
