 BCID  ToA     nTC  TC_sent  TC_id  Eta              Phi            pT_thr  Charge  Coincidence  z_RPC0  z_RPC1  z_RPC2  z_RPC3  event  
 3161  103296  1    1        0      0.400434017181   871.961914062  20      1       5            2107    2830    3121    4122    2555   
 3165  103424  1    1        0      0.330955207348   703.150817871  20      1       5            1723    2298    2536    3361    11755  
 3171  103616  1    1        0      0.123794294894   596.975341797  20      1       5            644     863     969     1296    21463  
 3177  103808  1    1        0      0.614743590355   862.405883789  20      0       4            0       4463    4927    6476    21945  
 3215  105024  1    1        0      0.212237969041   1011.27172852  20      0       2            1091    1448    0       2044    4018   
 3238  105760  1    1        0      0.780504286289   880.407958984  20      0       5            4401    5864    6423    8380    983    
 3251  106176  1    1        0      0.107158653438   660.36907959   20      1       5            552     783     863     1181    2714   
 3306  107936  1    1        0      0.0899285078049  677.444519043  20      0       5            457     598     651     824     16017  
 3315  108224  1    1        0      1.02282989025    588.586669922  20      0       5            6174    8246    8982    11691   7473   
 3321  108416  1    1        0      0.768297970295   867.638000488  20      1       5            4320    5791    6349    8435    2625   
 3322  108448  1    1        0      1.0377907753     923.442749023  20      0       3            6288    0       9263    12062   479    
 3335  108864  1    1        0      0.230216473341   681.758239746  20      1       5            1193    1593    1779    2358    4898   
 3353  109440  1    1        0      0.943677067757   592.563415527  20      1       5            5563    7437    8231    10846   24767  
 3358  109600  1    1        0      0.427834659815   733.445922852  20      1       5            2261    3002    3320    4428    18791  
 3362  109728  1    1        0      0.730866312981   673.18182373   20      1       5            4071    5467    5997    7934    8524   
 3419  111552  1    1        0      0.334823489189   820.067199707  20      1       5            1731    2324    2563    3395    19321  
 3431  111936  1    1        0      0.809325456619   807.030029297  20      0       5            4593    6099    6643    8690    1529   
 3462  112928  1    1        0      0.528975784779   957.000976562  20      0       5            2835    3786    4157    5419    11806  
 3470  113184  1    1        0      0.544961631298   772.377746582  20      0       5            2923    3865    4210    5437    18465  
 3473  113280  1    1        0      0.78528624773    759.354309082  20      1       5            4437    5997    6584    8826    24794  
 3483  113600  1    1        0      0.486982226372   605.213806152  20      1       5            2591    3466    3839    5050    9300   
 3488  113760  1    1        0      0.162287503481   965.543212891  20      0       5            834     1090    1169    1432    17570  
 3493  113920  1    1        0      0.48723629117    850.400146484  20      1       5            2580    3479    3892    5209    2283   
 3500  114144  1    1        0      0.32256898284    880.512634277  20      1       5            1672    2245    2457    3293    22617  
 3514  114592  1    1        0      0.891436994076   668.962768555  20      0       5            5173    6864    7466    9706    18860  
 3539  115392  1    1        0      0.745017468929   880.561645508  20      0       5            4159    5570    6070    7934    18664  
 3540  115424  1    1        0      0.29347845912    681.74017334   20      1       5            1522    2033    2245    2953    19654  
 3547  115648  1    1        0      0.80077880621    685.990966797  20      0       5            4522    6041    6584    8622    13022  
 3559  116032  1    1        0      0.238710045815   1007.10961914  20      1       5            1234    1673    1874    2562    16208  
 3586  116896  1    1        0      0.0639600604773  669.380981445  20      0       4            0       439     465     620     4195   
 3588  116960  1    1        0      0.0523956492543  750.91229248   20      0       4            0       359     386     484     3679   
 3595  117184  1    1        0      0.858280003071   1011.30340576  20      0       2            4942    6599    0       9519    19544  
 3606  117536  1    1        0      0.985965907574   850.28527832   20      0       3            5888    0       8558    11199   17614  
 3626  118176  1    1        0      0.386413067579   547.458251953  20      0       2            2019    2684    0       3918    5780   
 3642  118688  1    1        0      0.81734585762    759.379821777  20      1       5            4659    6246    6820    9081    8072   
 3645  118784  1    1        0      0.518337488174   694.516967773  20      0       5            2769    3733    4104    5349    14091  
 3652  119008  1    1        0      1.01210212708    668.838989258  20      0       5            6093    8080    8785    11410   24678  
 3682  119968  1    1        0      0.635621607304   687.549926758  20      0       5            3478    4569    5007    6544    6178   
 3687  120128  1    1        0      0.396110028028   914.736572266  20      1       5            2070    2763    3042    4054    7383   
 3732  121568  1    1        0      0.28114309907    871.921447754  20      0       5            1445    1953    2139    2800    9676   
 3747  122048  1    1        0      0.540473163128   973.835083008  20      1       5            2901    3892    4276    5631    21086  
 3760  122464  1    1        0      0.657052397728   769.032592773  20      1       5            3599    4781    5291    7054    8168   
 3812  124128  1    1        0      0.506833732128   953.045776367  20      1       5            2703    3667    4064    5454    9723   
 3870  125984  1    1        0      0.346969783306   969.628601074  20      1       5            1819    2457    2684    3544    23832  
 3876  126176  1    1        0      0.649891614914   717.085327148  20      0       5            3555    4742    5205    6816    5476   
 3902  127008  1    1        0      0.451541513205   626.408630371  20      1       5            2385    3201    3505    4733    1318   
 3909  127232  1    1        0      0.770443201065   1002.76019287  20      1       5            4335    5835    6408    8639    3936   
 3918  127520  1    1        0      0.796654760838   1007.59625244  20      0       5            4511    5982    6526    8520    13755  
