 ToA     coarse_time  fine_time  Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z  tube_rho  drift_radius  event  
 94945   2948         0          100          4                  7           4          0             230410  82032     434           9951   
 99377   3086         16         185          41                 2           3          2             368411  149223    124           6313   
 99385   3086         24         184          40                 1           3          2             367450  148807    133           6313   
 99392   3086         31         184          40                 0           3          2             366489  148391    141           6313   
 99409   3087         16         145          33                 3           3          1             291593  117000    168           6313   
 99431   3088         6          145          33                 4           3          1             292555  117416    186           6313   
 99441   3088         16         146          34                 5           3          1             293516  117832    194           6313   
 99466   3089         9          137          25                 0           3          1             276216  110615    214           6313   
 99497   3090         8          137          25                 1           3          1             277177  111031    233           6313   
 99521   3091         0          138          26                 2           3          1             278138  111447    248           6313   
 99546   3091         25         192          48                 4           3          2             382828  155192    257           6313   
 99577   3092         24         95           29                 7           3          0             208066  82032     282           6313   
 99623   3094         6          193          49                 5           3          2             383789  155608    292           6313   
 99629   3094         12         95           29                 6           3          0             207104  81616     306           6313   
 99638   3094         21         87           21                 0           3          0             192688  76334     311           6313   
 99658   3095         9          192          48                 3           3          2             381867  154776    307           6313   
 99684   3096         3          94           28                 5           3          0             206143  81200     329           6313   
 99707   3096         26         88           22                 1           3          0             193649  76751     338           6313   
 99751   3098         6          175          7                  1           4          1             351376  111031    17            12377  
 99753   3098         8          94           28                 4           3          0             205182  80783     355           6313   
 99757   3098         12         115          19                 4           4          0             258282  80783     37            12377  
 99771   3098         26         185          17                 4           4          1             370599  117416    38            12377  
 99775   3098         30         88           22                 2           3          0             194610  77167     363           6313   
 99805   3099         28         186          18                 5           4          1             371560  117832    77            12377  
 99833   3100         24         176          8                  2           4          1             352337  111447    113           12377  
 99841   3101         0          242          42                 3           4          2             479134  154776    105           12377  
 99847   3101         6          110          14                 1           4          0             248671  76751     143           12377  
 99850   3101         9          175          7                  0           4          1             350415  110615    132           12377  
 99860   3101         19         89           23                 3           3          0             195571  77583     391           6313   
 99861   3101         20         110          14                 3           4          0             248671  77583     155           12377  
 99871   3101         30         234          34                 2           4          2             463756  149223    140           12377  
 99873   3102         0          185          17                 3           4          1             369638  117000    153           12377  
 99885   3102         12         115          19                 5           4          0             259243  81200     176           12377  
 99902   3102         29         107          11                 0           4          0             243865  76334     191           12377  
 99935   3103         30         242          42                 4           4          2             480095  155192    195           12377  
 99985   3105         16         90           24                 3           3          0             197493  77583     429           6313   
 99985   3105         16         233          33                 1           4          2             462795  148807    231           12377  
 100065  3108         0          109          13                 2           4          0             247710  77167     287           12377  
 100088  3108         23         89           23                 2           3          0             196532  77167     457           6313   
 100103  3109         6          243          43                 5           4          2             481056  155608    292           12377  
 100114  3109         17         93           27                 4           3          0             203260  80783     464           6313   
 100115  3109         18         116          20                 6           4          0             260204  81616     309           12377  
 100140  3110         11         117          21                 7           4          0             263088  82032     319           12377  
 100166  3111         5          108          12                 1           4          0             244826  76751     331           12377  
 100175  3111         14         233          33                 0           4          2             461833  148391    324           12377  
 100454  3120         5          109          13                 1           4          0             246749  76751     426           12377  
 100515  3122         2          116          20                 7           4          0             261165  82032     443           12377  
 100550  3123         5          117          21                 6           4          0             262127  81616     452           12377  
 100594  3124         17         232          32                 0           4          2             459911  148391    458           12377  
 100605  3124         28         108          12                 2           4          0             245788  77167     468           12377  
 103432  3213         7          64           34                 1           2          0             146316  76751     34            8947   
 103443  3213         18         108          52                 4           2          1             220277  117416    31            8947   
 103449  3213         24         64           34                 2           2          0             147277  77167     53            8947   
 103466  3214         9          103          47                 2           2          1             209705  111447    59            8947   
 103470  3214         13         68           2                  7           3          0             156165  82032     76            8947   
 103473  3214         16         141          69                 4           2          2             283675  155192    51            8947   
 103486  3214         29         57           27                 1           2          0             132860  76751     101           8947   
 103493  3215         4          108          52                 3           2          1             219316  117000    89            8947   
 103495  3215         6          142          70                 5           2          2             284636  155608    76            8947   
 103498  3215         9          63           33                 0           2          0             145355  76334     111           8947   
 103521  3216         0          65           35                 3           2          0             148238  77583     136           8947   
 103539  3216         18         109          53                 5           2          1             221238  117832    141           8947   
 103548  3216         27         68           2                  6           3          0             155204  81616     162           8947   
 103563  3217         10         56           26                 3           2          0             130938  77583     179           8947   
 103565  3217         12         102          46                 1           2          1             208744  111031    168           8947   
 103583  3217         30         57           27                 0           2          0             133821  76334     196           8947   
 103589  3218         4          141          69                 3           2          2             282714  154776    176           8947   
 103656  3220         7          67           1                  5           3          0             154243  81200     240           8947   
 103707  3221         26         136          64                 0           2          2             273103  148391    256           8947   
 103724  3222         11         102          46                 0           2          1             207783  110615    272           8947   
 103743  3222         30         55           25                 2           2          0             129977  77167     288           8947   
 103822  3225         13         67           1                  4           3          0             153282  80783     321           8947   
 104007  3231         6          136          64                 1           2          2             274064  148807    380           8947   
 104019  3231         18         136          64                 2           2          2             273103  149223    384           8947   
 104195  3237         2          56           26                 1           2          0             130938  76751     445           8947   
 104197  3237         4          58           28                 1           2          0             134782  76751     445           8947   
 105989  3293         4          170          26                 5           3          2             339578  155608    2             7917   
 106005  3293         20         116          4                  5           3          1             235848  117832    40            7917   
 106040  3294         23         115          3                  4           3          1             234887  117416    81            7917   
 106070  3295         21         169          25                 4           3          2             338617  155192    103           7917   
 106079  3295         30         115          3                  3           3          1             233926  117000    127           7917   
 106081  3296         0          159          15                 0           3          2             318433  148391    118           7917   
 106085  3296         4          107          51                 0           2          1             217394  110615    135           7917   
 106114  3297         1          107          51                 1           2          1             218355  111031    164           7917   
 106137  3297         24         108          52                 2           2          1             219316  111447    183           7917   
 106175  3298         30         169          25                 3           3          2             337656  154776    202           7917   
 106180  3299         3          159          15                 1           3          2             319394  148807    207           7917   
 106192  3299         15         66           0                  7           3          0             152321  82032     228           7917   
 106205  3299         28         61           31                 0           2          0             141510  76334     237           7917   
 106267  3301         26         66           0                  6           3          0             151360  81616     271           7917   
 106298  3302         25         62           32                 1           2          0             142471  76751     287           7917   
 106350  3304         13         160          16                 2           3          2             320355  149223    300           7917   
 106391  3305         22         62           32                 2           2          0             143432  77167     327           7917   
 106519  3309         22         63           33                 3           2          0             144393  77583     373           7917   
 108086  3358         21         37           7                  0           2          0             95376   76334     17            1777   
 108104  3359         7          41           11                 6           2          0             102104  81616     37            1777   
 108148  3360         19         90           18                 2           2          2             184680  149223    64            1777   
 108172  3361         11         94           22                 5           2          2             192369  155608    90            1777   
 108209  3362         16         66           10                 2           2          1             138582  111447    146           1777   
 108211  3362         18         93           21                 4           2          2             191408  155192    135           1777   
 108226  3363         1          40           10                 5           2          0             101143  81200     171           1777   
 108232  3363         7          89           17                 1           2          2             183719  148807    158           1777   
 108253  3363         28         70           14                 5           2          1             146271  117832    184           1777   
 108256  3363         31         38           8                  1           2          0             96337   76751     196           1777   
 108349  3366         28         41           11                 7           2          0             103065  82032     254           1777   
 108440  3369         23         70           14                 3           2          1             146271  117000    294           1777   
 108447  3369         30         38           8                  3           2          0             96337   77583     303           1777   
 108560  3373         15         66           10                 0           2          1             138582  110615    345           1777   
 108591  3374         14         65           9                  1           2          1             137621  111031    356           1777   
 108601  3374         24         93           21                 3           2          2             190447  154776    355           1777   
 108647  3376         6          40           10                 4           2          0             100182  80783     378           1777   
 108663  3376         22         89           17                 0           2          2             182758  148391    377           1777   
 108721  3378         16         38           8                  2           2          0             97299   77167     402           1777   
 108743  3379         6          69           13                 4           2          1             145310  117416    405           1777   
 111189  3455         20         206          38                 1           4          1             410966  111031    34            3235   
 111224  3456         23         280          8                  1           5          2             554259  148807    59            3235   
 111234  3457         1          127          31                 0           4          0             282310  76334     101           3235   
 111242  3457         9          137          5                  7           5          0             302732  82032     108           3235   
 111244  3457         11         137          5                  6           5          0             301771  81616     110           3235   
 111248  3457         15         128          32                 1           4          0             283271  76751     117           3235   
 111257  3457         24         219          11                 5           5          1             436184  117832    111           3235   
 111260  3457         27         218          10                 4           5          1             435223  117416    114           3235   
 111274  3458         9          294          22                 5           5          2             580209  155608    115           3235   
 111279  3458         14         293          21                 4           5          2             579248  155192    121           3235   
 111311  3459         14         135          3                  4           5          0             297926  80783     178           3235   
 111315  3459         18         130          34                 3           4          0             287116  77583     182           3235   
 111332  3460         3          280          8                  0           5          2             553297  148391    176           3235   
 111339  3460         10         207          39                 2           4          1             411927  111447    192           3235   
 111427  3463         2          206          38                 0           4          1             410005  110615    249           3235   
 111517  3465         28         281          9                  2           5          2             555220  149223    288           3235   
 111557  3467         4          136          4                  5           5          0             300810  81200     317           3235   
 111572  3467         19         128          32                 2           4          0             284232  77167     323           3235   
 111603  3468         18         218          10                 3           5          1             434262  117000    330           3235   
 111654  3470         5          292          20                 3           5          2             576364  154776    345           3235   
 111667  3470         18         293          21                 3           5          2             578287  154776    349           3235   
 111696  3471         15         217          9                  3           5          1             432340  117000    364           3235   
 111758  3473         13         135          3                  5           5          0             298887  81200     389           3235   
 111763  3473         18         129          33                 2           4          0             286155  77167     391           3235   
 111846  3476         5          282          10                 2           5          2             557142  149223    409           3235   
 111976  3480         7          205          37                 0           4          1             408082  110615    450           3235   
 112908  3509         11         159          47                 1           3          1             319466  111031    24            3455   
 112915  3509         18         220          20                 4           4          2             437805  155192    14            3455   
 112925  3509         28         104          8                  7           4          0             238099  82032     56            3455   
 112927  3509         30         104          8                  6           4          0             237137  81616     58            3455   
 112928  3509         31         98           2                  3           4          0             225604  77583     61            3455   
 112933  3510         4          215          15                 3           4          2             427233  154776    40            3455   
 112937  3510         8          159          47                 0           3          1             318505  110615    58            3455   
 112944  3510         15         220          20                 3           4          2             436844  154776    49            3455   
 112962  3511         1          221          21                 5           4          2             438767  155608    70            3455   
 112970  3511         9          160          48                 2           3          1             320427  111447    97            3455   
 113010  3512         17         103          7                  5           4          0             236176  81200     152           3455   
 113024  3512         31         97           1                  2           4          0             224643  77167     166           3455   
 113040  3513         15         211          11                 0           4          2             419544  148391    159           3455   
 113074  3514         17         217          17                 3           4          2             431078  154776    189           3455   
 113109  3515         20         211          11                 1           4          2             420505  148807    214           3455   
 113120  3515         31         216          16                 3           4          2             429155  154776    221           3455   
 113132  3516         11         218          18                 3           4          2             433000  154776    229           3455   
 113135  3516         14         103          7                  4           4          0             235215  80783     244           3455   
 113152  3516         31         97           1                  1           4          0             223682  76751     255           3455   
 113202  3518         17         212          12                 2           4          2             421466  149223    268           3455   
 113297  3521         16         169          1                  5           4          1             338882  117832    317           3455   
 113360  3523         15         96           0                  0           4          0             222721  76334     347           3455   
 113493  3527         20         168          0                  4           4          1             337921  117416    388           3455   
 113503  3527         30         214          14                 3           4          2             425311  154776    388           3455   
 113742  3535         13         168          0                  3           4          1             336960  117000    460           3455   
 119612  3718         27         51           51                 4           1          1             109555  117416    9             6481   
 119614  3718         29         57           1                  0           2          1             121282  110615    7             6481   
 119674  3720         25         35           5                  6           2          0             90571   81616     92            6481   
 119679  3720         30         32           2                  2           2          0             85765   77167     100           6481   
 119685  3721         4          61           5                  5           2          1             128971  117832    91            6481   
 119687  3721         6          81           9                  5           2          2             167380  155608    79            6481   
 119722  3722         9          32           2                  1           2          0             84804   76751     147           6481   
 119726  3722         13         77           5                  0           2          2             159691  148391    127           6481   
 119736  3722         23         34           4                  5           2          0             89610   81200     159           6481   
 119738  3722         25         77           5                  1           2          2             160652  148807    140           6481   
 119751  3723         6          60           4                  4           2          1             128010  117416    163           6481   
 119792  3724         15         80           8                  4           2          2             166419  155192    187           6481   
 119905  3728         0          57           1                  1           2          1             122243  111031    267           6481   
 119992  3730         23         34           4                  4           2          0             88648   80783     314           6481   
 120042  3732         9          35           5                  7           2          0             91532   82032     332           6481   
 120064  3732         31         33           3                  3           2          0             86726   77583     341           6481   
 120210  3737         17         31           1                  0           2          0             83843   76334     392           6481   
 120248  3738         23         78           6                  2           2          2             161613  149223    396           6481   
 120263  3739         6          57           1                  2           2          1             121282  111447    405           6481   
 120310  3740         21         60           4                  3           2          1             127048  117000    418           6481   
 120427  3744         10         80           8                  3           2          2             165457  154776    448           6481   
 121585  3780         16         63           33                 7           2          0             145355  82032     2             10255  
 121595  3780         26         98           42                 2           2          1             200094  111447    3             10255  
 121598  3780         29         379          35                 4           6          2             745679  155192    52            6816   
 121624  3781         23         379          35                 3           6          2             744718  154776    82            6816   
 121642  3782         9          135          63                 0           2          2             271181  148391    51            10255  
 121654  3782         21         97           41                 1           2          1             199132  111031    78            10255  
 121665  3783         0          63           33                 6           2          0             144393  81616     102           10255  
 121701  3784         4          135          63                 1           2          2             272142  148807    119           10255  
 121720  3784         23         97           41                 0           2          1             198171  110615    152           10255  
 121746  3785         17         62           32                 5           2          0             143432  81200     183           10255  
 121770  3786         9          136          64                 2           2          2             273103  149223    186           10255  
 121799  3787         6          116          44                 2           2          2             234658  149223    0             9915   
 121824  3787         31         59           29                 3           2          0             136704  77583     238           10255  
 121833  3788         8          142          70                 5           2          2             284636  155608    229           10255  
 121842  3788         17         47           17                 1           2          0             113638  76751     84            9915   
 121848  3788         23         50           20                 4           2          0             119404  80783     89            9915   
 121853  3788         28         80           24                 0           2          1             165493  110615    83            9915   
 121855  3788         30         46           16                 0           2          0             112676  76334     99            9915   
 121866  3789         9          115          43                 1           2          2             233697  148807    83            9915   
 121868  3789         11         104          48                 5           2          1             211627  117832    256           10255  
 121903  3790         14         62           32                 4           2          0             142471  80783     280           10255  
 121939  3791         18         115          43                 0           2          2             232736  148391    163           9915   
 121951  3791         30         141          69                 4           2          2             283675  155192    292           10255  
 121964  3792         11         86           30                 5           2          1             177027  117832    193           9915   
 121979  3792         26         381          37                 3           6          2             748562  154776    324           6816   
 121981  3792         28         80           24                 1           2          1             166454  111031    207           9915   
 121991  3793         6          84           28                 5           2          1             173182  117832    216           9915   
 122009  3793         24         58           28                 2           2          0             135743  77167     327           10255  
 122013  3793         28         84           28                 4           2          1             174143  117416    230           9915   
 122035  3794         18         103          47                 4           2          1             210666  117416    332           10255  
 122039  3794         22         85           29                 4           2          1             176066  117416    246           9915   
 122044  3794         27         47           17                 2           2          0             114599  77167     253           9915   
 122049  3795         0          85           29                 3           2          1             175104  117000    251           9915   
 122051  3795         2          380          36                 4           6          2             747601  155192    351           6816   
 122071  3795         22         50           20                 5           2          0             120365  81200     267           9915   
 122080  3795         31         121          49                 4           2          2             245230  155192    262           9915   
 122094  3796         13         85           29                 5           2          1             175104  117832    275           9915   
 122104  3796         23         58           28                 0           2          0             135743  76334     362           10255  
 122115  3797         2          141          69                 3           2          2             282714  154776    358           10255  
 122143  3797         30         50           20                 7           2          0             120365  82032     301           9915   
 122182  3799         5          122          50                 5           2          2             246192  155608    307           9915   
 122219  3800         10         81           25                 2           2          1             167416  111447    329           9915   
 122261  3801         20         103          47                 3           2          1             209705  117000    409           10255  
 122285  3802         12         58           28                 1           2          0             134782  76751     420           10255  
 122416  3806         15         59           29                 1           2          0             136704  76751     456           10255  
 122443  3807         10         104          48                 3           2          1             211627  117000    460           10255  
 122468  3808         3          83           27                 4           2          1             172221  117416    414           9915   
 122494  3808         29         122          50                 3           2          2             246192  154776    417           9915   
 122504  3809         7          48           18                 3           2          0             115560  77583     427           9915   
 122512  3809         15         86           30                 3           2          1             177027  117000    426           9915   
 122534  3810         5          51           21                 6           2          0             121327  81616     435           9915   
 122584  3811         23         49           19                 7           2          0             118443  82032     450           9915   
 122610  3812         17         121          49                 3           2          2             244269  154776    450           9915   
 122664  3814         7          84           28                 3           2          1             173182  117000    470           9915   
 123865  3851         24         109          13                 1           4          0             246749  76751     52            1565   
 123872  3851         31         248          48                 2           4          2             490667  149223    30            1565   
 123875  3852         2          258          58                 3           4          2             509889  154776    31            1565   
 123878  3852         5          116          20                 5           4          0             261165  81200     65            1565   
 123898  3852         25         108          12                 0           4          0             245788  76334     91            1565   
 123904  3852         31         116          20                 4           4          0             260204  80783     96            1565   
 123918  3853         13         179          11                 0           4          1             358104  110615    100           1565   
 123968  3854         31         192          24                 5           4          1             383093  117832    152           1565   
 124026  3856         25         109          13                 2           4          0             247710  77167     211           1565   
 124027  3856         26         117          21                 6           4          0             262127  81616     211           1565   
 124036  3857         3          258          58                 4           4          2             510851  155192    198           1565   
 124055  3857         22         247          47                 1           4          2             489706  148807    213           1565   
 124089  3858         24         190          22                 3           4          1             379249  117000    242           1565   
 124125  3859         28         179          11                 1           4          1             359065  111031    263           1565   
 124226  3863         1          181          13                 2           4          1             361949  111447    311           1565   
 124260  3864         3          191          23                 4           4          1             382132  117416    324           1565   
 124290  3865         1          246          46                 0           4          2             486823  148391    331           1565   
 124326  3866         5          260          60                 5           4          2             513734  155608    344           1565   
 124338  3866         17         117          21                 7           4          0             263088  82032     358           1565   
 124343  3866         22         110          14                 3           4          0             248671  77583     360           1565   
 124417  3869         0          118          22                 7           4          0             265010  82032     385           1565   
 124429  3869         12         111          15                 3           4          0             250593  77583     389           1565   
 124446  3869         29         259          59                 5           4          2             511812  155608    386           1565   
 124470  3870         21         247          47                 0           4          2             488745  148391    394           1565   
 124516  3872         3          190          22                 4           4          1             380210  117416    412           1565   
 124556  3873         11         53           53                 5           1          1             112438  117832    66            8795   
 124569  3873         24         180          12                 2           4          1             360026  111447    428           1565   
 124572  3873         27         26           26                 1           2          0             72058   76751     99            8795   
 124572  3873         27         49           49                 1           1          1             105710  111031    87            8795   
 124575  3873         30         28           28                 4           2          0             75902   80783     101           8795   
 124578  3874         1          72           0                  3           2          2             150080  154776    80            8795   
 124584  3874         7          69           69                 0           1          2             143194  148391    89            8795   
 124651  3876         10         28           28                 5           2          0             76863   81200     179           8795   
 124656  3876         15         26           26                 2           2          0             73019   77167     184           8795   
 124667  3876         26         49           49                 0           1          1             104749  110615    185           8795   
 124676  3877         3          69           69                 1           1          2             144155  148807    183           8795   
 124688  3877         15         52           52                 4           1          1             111477  117416    200           8795   
 124694  3877         21         28           28                 7           2          0             76863   82032     211           8795   
 124933  3885         4          72           0                  4           2          2             151041  155192    323           8795   
 124953  3885         24         216          8                  3           5          1             430417  117000    35            3297   
 124954  3885         25         283          11                 2           5          2             559064  149223    11            3297   
 124957  3885         28         137          5                  7           5          0             302732  82032     50            3297   
 124966  3886         5          128          32                 1           4          0             283271  76751     62            3297   
 124982  3886         21         220          12                 5           5          1             438106  117832    61            3297   
 124995  3887         2          72           0                  5           2          2             150080  155608    347           8795   
 124996  3887         3          215          7                  3           5          1             428495  117000    85            3297   
 124997  3887         4          135          3                  4           5          0             297926  80783     97            3297   
 125000  3887         7          50           50                 2           1          1             106672  111447    353           8795   
 125020  3887         27         219          11                 4           5          1             437145  117416    112           3297   
 125022  3887         29         25           25                 0           2          0             71097   76334     365           8795   
 125026  3888         1          296          24                 5           5          2             584053  155608    95            3297   
 125042  3888         17         214          6                  4           5          1             427534  117416    137           3297   
 125047  3888         22         128          32                 2           4          0             284232  77167     154           3297   
 125061  3889         4          294          22                 3           5          2             580209  154776    135           3297   
 125069  3889         12         137          5                  6           5          0             301771  81616     172           3297   
 125115  3890         26         207          39                 1           4          1             412888  111031    199           3297   
 125180  3892         27         281          9                  0           5          2             555220  148391    232           3297   
 125180  3892         27         282          10                 1           5          2             558103  148807    232           3297   
 125240  3894         23         127          31                 0           4          0             282310  76334     281           3297   
 125245  3894         28         206          38                 0           4          1             410005  110615    277           3297   
 125274  3895         25         70           70                 2           1          2             145116  149223    436           8795   
 125308  3896         27         218          10                 3           5          1             434262  117000    305           3297   
 125313  3897         0          135          3                  5           5          0             298887  81200     313           3297   
 125318  3897         5          214          6                  5           5          1             426573  117832    311           3297   
 125323  3897         10         29           29                 6           2          0             77824   81616     455           8795   
 125325  3897         12         27           27                 3           2          0             73980   77583     456           8795   
 125353  3898         8          130          34                 3           4          0             287116  77583     330           3297   
 125360  3898         15         53           53                 3           1          1             112438  117000    462           8795   
 125369  3898         24         52           52                 3           1          1             110516  117000    465           8795   
 125378  3899         1          295          23                 4           5          2             583092  155192    327           3297   
 125473  3902         0          129          33                 3           4          0             285193  77583     373           3297   
 125482  3902         9          294          22                 4           5          2             581170  155192    366           3297   
 125531  3903         26         219          11                 3           5          1             436184  117000    387           3297   
 125533  3903         28         136          4                  5           5          0             300810  81200     393           3297   
 125568  3904         31         214          6                  3           5          1             426573  117000    401           3297   
 125584  3905         15         208          0                  2           5          1             415040  111447    405           3297   
 125623  3906         22         215          7                  5           5          1             428495  117832    417           3297   
 125632  3906         31         126          30                 0           4          0             280388  76334     423           3297   
 125642  3907         9          207          39                 0           4          1             411927  110615    422           3297   
 125666  3908         1          282          10                 0           5          2             557142  148391    426           3297   
 125784  3911         23         217          9                  3           5          1             432340  117000    462           3297   
 125791  3911         30         281          9                  1           5          2             556181  148807    459           3297   
 127603  3968         18         254          54                 4           4          2             503162  155192    17            5377   
 127635  3969         18         108          12                 3           4          0             244826  77583     85            5377   
 127641  3969         24         115          19                 7           4          0             259243  82032     90            5377   
 127646  3969         29         244          44                 2           4          2             482978  149223    70            5377   
 127719  3972         6          176          8                  0           4          1             352337  110615    164           5377   
 127746  3973         1          254          54                 3           4          2             502200  154776    175           5377   
 127750  3973         5          255          55                 5           4          2             504123  155608    178           5377   
 127770  3973         25         113          17                 4           4          0             254438  80783     212           5377   
 127772  3973         27         189          21                 5           4          1             377327  117832    205           5377   
 127773  3973         28         187          19                 3           4          1             373482  117000    206           5377   
 127782  3974         5          105          9                  0           4          0             240021  76334     221           5377   
 127798  3974         21         107          11                 2           4          0             243865  77167     231           5377   
 127803  3974         26         115          19                 6           4          0             258282  81616     233           5377   
 127837  3975         28         243          43                 1           4          2             482017  148807    240           5377   
 127853  3976         12         178          10                 2           4          1             356182  111447    256           5377   
 127990  3980         21         176          8                  1           4          1             353299  111031    320           5377   
 127994  3980         25         242          42                 0           4          2             479134  148391    317           5377   
 128073  3983         8          118          22                 7           4          0             265010  82032     355           5377   
 128088  3983         23         113          17                 5           4          0             255399  81200     361           5377   
 128114  3984         17         106          10                 1           4          0             240982  76751     371           5377   
 128125  3984         28         187          19                 4           4          1             374443  117416    370           5377   
 128132  3985         3          188          20                 4           4          1             376365  117416    372           5377   
 128143  3985         14         107          11                 1           4          0             242904  76751     380           5377   
 128163  3986         2          114          18                 5           4          0             257321  81200     386           5377   
 128196  3987         3          117          21                 7           4          0             263088  82032     396           5377   
 128218  3987         25         159          47                 3           3          1             318505  117000    400           5377   
 128265  3989         8          243          43                 0           4          2             481056  148391    411           5377   
 128275  3989         18         116          20                 0           4          0             261165  76334     421           5377   
 128284  3989         27         177          9                  1           4          1             355221  111031    421           5377   
