 ToA     coarse_time  fine_time  Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z  tube_rho  drift_radius  event  
 3781    99           4          11           11                 5           1          1             31704   117832    22            8489   
 3790    99           13         10           10                 2           1          1             29782   111447    35            8489   
 3892    102          19         11           11                 3           1          1             31704   117000    149           8489   
 3892    102          19         16           16                 0           1          2             41315   148391    140           8489   
 3906    103          1          10           10                 0           1          1             29782   110615    164           8489   
 3910    103          5          17           17                 4           1          2             44199   155192    156           8489   
 4047    107          14         17           17                 3           1          2             43238   154776    253           8489   
 4075    108          10         16           16                 1           1          2             42276   148807    269           8489   
 4091    108          26         16           16                 2           1          2             41315   149223    277           8489   
 4341    116          20         9            9                  1           1          1             28821   111031    380           8489   
 4386    118          1          10           10                 4           1          1             30743   117416    394           8489   
 4404    118          19         17           17                 5           1          2             43238   155608    396           8489   
 4451    120          2          0            0                  6           2          0             22080   81616     417           8489   
 7194    205          25         80           14                 2           3          0             179232  77167     18            9107   
 7197    205          28         80           14                 1           3          0             178271  76751     22            9107   
 7207    206          6          81           15                 3           3          0             180193  77583     34            9107   
 7209    206          8          147          3                  0           3          2             295366  148391    7             9107   
 7214    206          13         79           13                 0           3          0             177310  76334     43            9107   
 7221    206          20         120          8                  1           3          1             244499  111031    38            9107   
 7238    207          5          126          14                 5           3          1             255071  117832    55            9107   
 7282    208          17         120          8                  0           3          1             243537  110615    110           9107   
 7338    210          9          121          9                  2           3          1             245460  111447    167           9107   
 7382    211          21         125          13                 4           3          1             254110  117416    201           9107   
 7395    212          2          151          7                  5           3          2             303055  155608    204           9107   
 7448    213          23         147          3                  1           3          2             296327  148807    239           9107   
 7454    213          29         151          7                  3           3          2             303055  154776    241           9107   
 7684    221          3          125          13                 3           3          1             253149  117000    350           9107   
 7700    221          19         85           19                 4           3          0             187882  80783     360           9107   
 7788    224          11         85           19                 5           3          0             188843  81200     389           9107   
 7804    224          27         85           19                 7           3          0             188843  82032     394           9107   
 7899    227          26         86           20                 6           3          0             189804  81616     423           9107   
 7917    228          12         85           19                 6           3          0             187882  81616     428           9107   
 7971    230          2          150          6                  4           3          2             302094  155192    438           9107   
 8016    231          15         86           20                 7           3          0             190765  82032     456           9107   
 8020    231          19         147          3                  2           3          2             295366  149223    451           9107   
 8025    231          24         84           18                 5           3          0             186921  81200     458           9107   
 13484   402          11         162          18                 3           3          2             324200  154776    16            6423   
 13498   402          25         162          18                 4           3          2             325161  155192    33            6423   
 13510   403          5          113          1                  0           3          1             230082  110615    62            6423   
 13513   403          8          101          45                 2           2          1             205860  111447    66            6423   
 13518   403          13         163          19                 5           3          2             326122  155608    56            6423   
 13529   403          24         120          8                  3           3          1             243537  117000    82            6423   
 13538   404          1          70           4                  1           3          0             159048  76751     105           6423   
 13545   404          8          113          1                  1           3          1             231043  111031    103           6423   
 13563   404          26         120          8                  4           3          1             244499  117416    122           6423   
 13568   404          31         100          44                 1           2          1             204899  111031    130           6423   
 13576   405          7          75           9                  4           3          0             168660  80783     147           6423   
 13580   405          11         114          2                  2           3          1             232004  111447    142           6423   
 13595   405          26         121          9                  5           3          1             245460  117832    155           6423   
 13603   406          2          155          11                 0           3          2             310744  148391    154           6423   
 13623   406          22         75           9                  5           3          0             169621  81200     189           6423   
 13635   407          2          155          11                 1           3          2             311705  148807    182           6423   
 13679   408          14         156          12                 2           3          2             312666  149223    215           6423   
 13712   409          15         76           10                 6           3          0             170582  81616     247           6423   
 13713   409          16         76           10                 7           3          0             171543  82032     247           6423   
 13757   410          28         111          55                 1           2          1             226044  111031    266           6423   
 13840   413          15         71           5                  2           3          0             161932  77167     310           6423   
 13861   414          4          69           3                  1           3          0             157126  76751     319           6423   
 13877   414          20         100          44                 0           2          1             203938  110615    322           6423   
 13890   415          1          70           4                  0           3          0             160010  76334     331           6423   
 13970   417          17         111          55                 2           2          1             225083  111447    357           6423   
 14004   418          19         71           5                  3           3          0             160971  77583     372           6423   
 14041   419          24         71           5                  1           3          0             160971  76751     385           6423   
 14173   423          28         70           4                  2           3          0             160010  77167     425           6423   
 16739   504          2          174          12                 7           6          0             375068  82032     19            8315   
 16742   504          5          175          13                 5           6          0             376990  81200     23            8315   
 16743   504          6          172          10                 7           6          0             371223  82032     25            8315   
 16747   504          10         179          17                 3           6          0             383718  77583     31            8315   
 16759   504          22         261          13                 4           6          1             519070  117416    27            8315   
 16767   504          30         248          0                  1           6          1             494081  111031    40            8315   
 16769   505          0          177          15                 1           6          0             379873  76751     56            8315   
 16778   505          9          190          28                 7           6          0             405823  82032     64            8315   
 16778   505          9          259          11                 0           6          1             514264  110615    51            8315   
 16782   505          13         261          13                 2           6          1             518109  111447    57            8315   
 16784   505          15         176          14                 5           6          0             378912  81200     72            8315   
 16784   505          15         252          4                  1           6          1             501770  111031    59            8315   
 16787   505          18         250          2                  0           6          1             496964  110615    62            8315   
 16787   505          18         278          30                 2           6          1             550787  111447    61            8315   
 16790   505          21         260          12                 0           6          1             516186  110615    65            8315   
 16792   505          23         376          32                 2           6          2             738951  149223    49            8315   
 16804   506          3          374          30                 0           6          2             735107  148391    63            8315   
 16807   506          6          256          8                  4           6          1             509459  117416    84            8315   
 16810   506          9          174          12                 5           6          0             375068  81200     104           8315   
 16815   506          14         177          15                 4           6          0             379873  80783     108           8315   
 16827   506          26         293          45                 4           6          1             580581  117416    105           8315   
 16829   506          28         391          47                 4           6          2             768746  155192    89            8315   
 16834   507          1          187          25                 4           6          0             399096  80783     130           8315   
 16835   507          2          249          1                  1           6          1             496003  111031    120           8315   
 16840   507          7          260          12                 1           6          1             517148  111031    125           8315   
 16843   507          10         188          26                 5           6          0             401979  81200     140           8315   
 16850   507          17         257          9                  4           6          1             511381  117416    133           8315   
 16851   507          18         174          12                 4           6          0             374106  80783     149           8315   
 16853   507          20         177          15                 5           6          0             380834  81200     150           8315   
 16857   507          24         276          28                 0           6          1             546942  110615    142           8315   
 16858   507          25         373          29                 1           6          2             734146  148807    124           8315   
 16869   508          4          269          21                 2           6          1             533487  111447    153           8315   
 16870   508          5          271          23                 5           6          1             537331  117832    152           8315   
 16871   508          6          256          8                  0           6          1             508497  110615    156           8315   
 16878   508          13         254          6                  0           6          1             504653  110615    163           8315   
 16879   508          14         292          44                 3           6          1             577698  117000    161           8315   
 16891   508          26         269          21                 0           6          1             533487  110615    173           8315   
 16898   509          1          172          10                 6           6          0             370262  81616     190           8315   
 16901   509          4          393          49                 5           6          2             771629  155608    166           8315   
 16903   509          6          255          7                  3           6          1             506575  117000    183           8315   
 16908   509          11         258          10                 0           6          1             512342  110615    188           8315   
 16911   509          14         270          22                 4           6          1             536370  117416    188           8315   
 16913   509          16         257          9                  0           6          1             510420  110615    192           8315   
 16915   509          18         189          27                 6           6          0             402940  81616     202           8315   
 16925   509          28         260          12                 4           6          1             517148  117416    200           8315   
 16936   510          7          276          28                 1           6          1             547903  111031    208           8315   
 16941   510          12         173          11                 5           6          0             373145  81200     220           8315   
 16943   510          14         179          17                 4           6          0             383718  80783     221           8315   
 16948   510          19         175          13                 0           6          0             376990  76334     226           8315   
 16954   510          25         262          14                 2           6          1             520031  111447    220           8315   
 16958   510          29         271          23                 4           6          1             538292  117416    223           8315   
 16964   511          3          263          15                 3           6          1             521953  117000    226           8315   
 17005   512          12         171          9                  7           6          0             369301  82032     258           8315   
 17005   512          12         294          46                 5           6          1             581543  117832    250           8315   
 17029   513          4          264          16                 3           6          1             523875  117000    263           8315   
 17030   513          5          248          0                  0           6          1             493120  110615    266           8315   
 17032   513          7          258          10                 4           6          1             513303  117416    265           8315   
 17042   513          17         173          11                 4           6          0             372184  80783     277           8315   
 17053   513          28         255          7                  1           6          1             507536  111031    277           8315   
 17059   514          2          252          4                  2           6          1             500808  111447    280           8315   
 17061   514          4          391          47                 3           6          2             767785  154776    271           8315   
 17085   514          28         123          11                 1           3          1             250265  111031    297           8315   
 17086   514          29         177          15                 2           6          0             380834  77167     298           8315   
 17094   515          5          269          21                 4           6          1             534448  117416    295           8315   
 17097   515          8          253          5                  0           6          1             502731  110615    298           8315   
 17101   515          12         261          13                 1           6          1             519070  111031    299           8315   
 17105   515          16         132          20                 0           3          1             266604  110615    306           8315   
 17108   515          19         259          11                 4           6          1             515225  117416    302           8315   
 17114   515          25         178          16                 2           6          0             382756  77167     311           8315   
 17115   515          26         374          30                 1           6          2             736068  148807    298           8315   
 17126   516          5          254          6                  3           6          1             504653  117000    310           8315   
 17128   516          7          375          31                 1           6          2             737990  148807    304           8315   
 17160   517          7          176          14                 6           6          0             377951  81616     329           8315   
 17161   517          8          262          14                 4           6          1             520992  117416    325           8315   
 17204   518          19         390          46                 3           6          2             765863  154776    334           8315   
 17217   519          0          270          22                 5           6          1             535409  117832    345           8315   
 17244   519          27         270          22                 3           6          1             535409  117000    356           8315   
 17248   519          31         295          47                 5           6          1             583465  117832    356           8315   
 17261   520          12         178          16                 5           6          0             382756  81200     366           8315   
 17290   521          9          175          13                 6           6          0             376029  81616     376           8315   
 17309   521          28         176          14                 0           6          0             378912  76334     383           8315   
 17309   521          28         255          7                  4           6          1             507536  117416    378           8315   
 17370   523          25         277          29                 1           6          1             549826  111031    398           8315   
 17381   524          4          190          28                 6           6          0             404862  81616     405           8315   
 17383   524          6          181          19                 0           6          0             388523  76334     406           8315   
 17405   524          28         171          9                  6           6          0             368340  81616     412           8315   
 17407   524          30         255          7                  2           6          1             506575  111447    409           8315   
 17418   525          9          249          1                  0           6          1             495042  110615    413           8315   
 17490   527          17         392          48                 5           6          2             769707  155608    428           8315   
 17493   527          20         254          6                  1           6          1             505614  111031    435           8315   
 17498   527          25         177          15                 6           6          0             379873  81616     439           8315   
 17533   528          28         293          45                 3           6          1             579620  117000    445           8315   
 17557   529          20         251          3                  2           6          1             498886  111447    452           8315   
 17569   530          0          254          6                  2           6          1             504653  111447    455           8315   
 17586   530          17         179          17                 1           6          0             383718  76751     463           8315   
 17586   530          17         269          21                 1           6          1             534448  111031    459           8315   
 17605   531          4          175          13                 4           6          0             376029  80783     469           8315   
 17609   531          8          275          27                 0           6          1             545020  110615    466           8315   
 17850   538          25         20           20                 0           1          2             49004   148391    41            1695   
 17854   538          29         3            3                  1           2          0             27846   76751     67            1695   
 17857   539          0          15           15                 4           1          1             40354   117416    58            1695   
 17869   539          12         21           21                 5           1          2             50927   155608    61            1695   
 17885   539          28         20           20                 2           1          2             49004   149223    82            1695   
 17888   539          31         14           14                 1           1          1             38432   111031    97            1695   
 17893   540          4          4            4                  6           2          0             29768   81616     111           1695   
 17966   542          13         21           21                 3           1          2             50927   154776    168           1695   
 17995   543          10         3            3                  3           2          0             27846   77583     206           1695   
 18050   545          1          4            4                  4           2          0             29768   80783     241           1695   
 18068   545          19         20           20                 1           1          2             49965   148807    240           1695   
 18178   549          1          3            3                  5           2          0             28807   81200     305           1695   
 18249   551          8          15           15                 2           1          1             39393   111447    331           1695   
 18276   552          3          3            3                  2           2          0             28807   77167     345           1695   
 18339   554          2          16           16                 5           1          1             41315   117832    364           1695   
 18371   555          2          20           20                 4           1          2             49965   155192    371           1695   
 18562   561          1          3            3                  7           2          0             28807   82032     436           1695   
 18626   563          1          15           15                 0           1          1             39393   110615    451           1695   
 23032   700          23         166          4                  2           6          0             359690  77167     45            3291   
 23036   700          27         361          17                 4           6          2             711079  155192    7             3291   
 23037   700          28         164          2                  0           6          0             355845  76334     51            3291   
 23060   701          19         258          10                 0           6          1             512342  110615    61            3291   
 23073   702          0          260          12                 2           6          1             516186  111447    76            3291   
 23085   702          12         273          25                 3           6          1             541176  117000    87            3291   
 23105   703          0          177          15                 6           6          0             379873  81616     127           3291   
 23117   703          12         275          27                 5           6          1             545020  117832    124           3291   
 23118   703          13         175          13                 4           6          0             376029  80783     142           3291   
 23145   704          8          346          2                  0           6          2             681284  148391    141           3291   
 23161   704          24         346          2                  1           6          2             682245  148807    156           3291   
 23166   704          29         176          14                 5           6          0             378912  81200     185           3291   
 23177   705          8          178          16                 7           6          0             382756  82032     194           3291   
 23181   705          12         158          46                 5           3          1             316583  117832    24            11355  
 23183   705          14         207          7                  3           4          2             411855  154776    8             11355  
 23202   706          1          348          4                  2           6          2             685128  149223    191           3291   
 23215   706          14         157          45                 4           3          1             315621  117416    64            11355  
 23215   706          14         207          7                  4           4          2             412816  155192    49            11355  
 23225   706          24         273          25                 4           6          1             542137  117416    217           3291   
 23235   707          2          199          55                 0           3          2             395323  148391    75            11355  
 23241   707          8          96           0                  7           4          0             222721  82032     108           11355  
 23259   707          26         208          8                  5           4          2             413777  155608    100           11355  
 23265   708          0          157          45                 3           3          1             314660  117000    122           11355  
 23273   708          8          199          55                 1           3          2             396284  148807    119           11355  
 23285   708          20         258          10                 1           6          1             513303  111031    255           3291   
 23290   708          25         148          36                 2           3          1             297360  111447    152           11355  
 23291   708          26         96           0                  6           4          0             221760  81616     161           11355  
 23303   709          6          168          6                  3           6          0             362573  77583     272           3291   
 23304   709          7          166          4                  1           6          0             358728  76751     272           3291   
 23310   709          13         148          36                 0           3          1             297360  110615    169           11355  
 23344   710          15         362          18                 5           6          2             712040  155608    276           3291   
 23371   711          10         148          36                 1           3          1             298321  111031    216           11355  
 23434   713          9          361          17                 3           6          2             710118  154776    317           3291   
 23460   714          3          360          16                 3           6          2             708195  154776    327           3291   
 23463   714          6          149          37                 2           3          1             299282  111447    269           11355  
 23516   715          27         165          3                  1           6          0             356806  76751     360           3291   
 23516   715          27         167          5                  3           6          0             360651  77583     360           3291   
 23533   716          12         95           29                 0           3          0             208066  76334     308           11355  
 23584   717          31         363          19                 5           6          2             713962  155608    373           3291   
 23609   718          24         200          0                  2           4          2             398400  149223    329           11355  
 23620   719          3          259          11                 1           6          1             515225  111031    390           3291   
 23742   722          29         274          26                 4           6          1             544059  117416    427           3291   
 23763   723          18         177          15                 7           6          0             380834  82032     437           3291   
 23794   724          17         175          13                 5           6          0             376990  81200     445           3291   
 23802   724          25         198          54                 0           3          2             393400  148391    397           11355  
 23854   726          13         347          3                  2           6          2             683206  149223    454           3291   
 26362   804          25         6            6                  2           2          0             34574   77167     61            3893   
 26372   805          3          26           26                 2           1          2             60538   149223    42            3893   
 26378   805          9          19           19                 1           1          1             48043   111031    63            3893   
 26384   805          15         7            7                  3           2          0             35535   77583     82            3893   
 26390   805          21         7            7                  1           2          0             35535   76751     90            3893   
 26394   805          25         27           27                 3           1          2             62460   154776    66            3893   
 26394   805          25         27           27                 5           1          2             62460   155608    65            3893   
 26405   806          4          8            8                  6           2          0             37457   81616     106           3893   
 26416   806          15         26           26                 0           1          2             60538   148391    94            3893   
 26422   806          21         6            6                  1           2          0             33613   76751     131           3893   
 26518   809          21         20           20                 4           1          1             49965   117416    202           3893   
 26534   810          5          21           21                 5           1          1             50927   117832    213           3893   
 26571   811          10         5            5                  0           2          0             32652   76334     246           3893   
 26597   812          4          8            8                  4           2          0             37457   80783     258           3893   
 26696   815          7          7            7                  5           2          0             36496   81200     306           3893   
 26700   815          11         6            6                  0           2          0             34574   76334     308           3893   
 26823   819          6          20           20                 2           1          1             49004   111447    352           3893   
 26829   819          12         21           21                 3           1          1             50927   117000    354           3893   
 27070   826          29         6            6                  3           2          0             33613   77583     435           3893   
 27192   830          23         19           19                 0           1          1             47082   110615    464           3893   
 27193   830          24         25           25                 1           1          2             59577   148807    461           3893   
 27194   830          25         7            7                  7           2          0             36496   82032     468           3893   
 27261   832          28         169          7                  0           6          0             365456  76334     48            5199   
 27262   832          29         265          17                 1           6          1             526759  111031    37            5199   
 27277   833          12         181          19                 5           6          0             388523  81200     64            5199   
 27292   833          27         171          9                  2           6          0             369301  77167     83            5199   
 27308   834          11         183          21                 7           6          0             392368  82032     100           5199   
 27353   835          24         368          24                 5           6          2             723573  155608    114           5199   
 27361   836          0          352          8                  0           6          2             692817  148391    127           5199   
 27402   837          9          352          8                  1           6          2             693779  148807    167           5199   
 27422   837          29         367          23                 4           6          2             722612  155192    182           5199   
 27427   838          2          366          22                 3           6          2             719729  154776    186           5199   
 27430   838          5          173          11                 3           6          0             372184  77583     214           5199   
 27445   838          20         354          10                 2           6          2             696662  149223    202           5199   
 27459   839          2          183          21                 6           6          0             391407  81616     231           5199   
 27485   839          28         171          9                  1           6          0             368340  76751     248           5199   
 27521   841          0          181          19                 4           6          0             387562  80783     266           5199   
 27584   842          31         265          17                 0           6          1             525798  110615    293           5199   
 27641   844          24         267          19                 2           6          1             529642  111447    318           5199   
 27654   845          5          266          18                 2           6          1             527720  111447    323           5199   
 27725   847          12         180          18                 4           6          0             385640  80783     353           5199   
 27725   847          12         264          16                 0           6          1             523875  110615    350           5199   
 27774   848          29         170          8                  1           6          0             366417  76751     371           5199   
 27826   850          17         182          20                 6           6          0             389484  81616     388           5199   
 27880   852          7          172          10                 3           6          0             370262  77583     405           5199   
 28084   858          19         353          9                  2           6          2             694740  149223    454           5199   
 36747   1129         10         275          3                  3           5          2             543686  154776    0             12039  
 36752   1129         15         205          37                 0           4          1             408082  110615    25            12039  
 36763   1129         26         140          8                  6           5          0             307537  81616     50            12039  
 36828   1131         27         130          34                 0           4          0             288077  76334     128           12039  
 36854   1132         21         139          7                  5           5          0             306576  81200     153           12039  
 36891   1133         26         277          5                  5           5          2             547531  155608    163           12039  
 36897   1134         0          205          37                 1           4          1             409044  111031    182           12039  
 36902   1134         5          215          7                  3           5          1             428495  117000    184           12039  
 36934   1135         5          266          66                 0           4          2             525267  148391    200           12039  
 36996   1137         3          140          8                  7           5          0             308499  82032     254           12039  
 37038   1138         13         217          9                  5           5          1             432340  117832    269           12039  
 37049   1138         24         276          4                  4           5          2             546570  155192    268           12039  
 37113   1140         24         132          0                  3           5          0             292160  77583     311           12039  
 37136   1141         15         266          66                 1           4          2             526228  148807    310           12039  
 37172   1142         19         215          7                  4           5          1             429456  117416    329           12039  
 37177   1142         24         131          35                 1           4          0             289038  76751     337           12039  
 37191   1143         6          206          38                 2           4          1             410005  111447    338           12039  
 37224   1144         7          268          68                 2           4          2             529112  149223    345           12039  
 37230   1144         13         138          6                  4           5          0             303693  80783     356           12039  
 37232   1144         15         139          7                  4           5          0             305615  80783     357           12039  
 37267   1145         18         133          1                  3           5          0             294082  77583     370           12039  
 37299   1146         18         276          4                  3           5          2             545608  154776    371           12039  
 37396   1149         19         207          39                 2           4          1             411927  111447    407           12039  
 37438   1150         29         216          8                  4           5          1             431379  117416    419           12039  
 37470   1151         29         267          67                 2           4          2             527190  149223    425           12039  
 37503   1152         30         92           26                 0           3          0             202299  76334     64            3437   
 37540   1154         3          196          52                 1           3          2             390517  148807    79            3437   
 37550   1154         13         154          42                 3           3          1             308894  117000    104           3437   
