 ToA     coarse_time  fine_time  Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z  tube_rho  drift_radius  event  
 87573   2717         20         4            4                  5           1          1             18248   117832    201           74133  
 87579   2717         26         3            3                  5           1          1             16326   117832    209           74133  
 87647   2719         30         1            1                  1           1          1             13443   111031    249           74133  
 87690   2721         9          17           17                 2           1          2             43238   149223    266           74133  
 87758   2723         13         16           16                 0           1          2             41315   148391    299           74133  
 87836   2725         27         2            2                  0           1          1             14404   110615    336           74133  
 87955   2729         18         138          6                  1           5          0             303693  76751     0             19209  
 87966   2729         29         2            2                  5           1          1             14404   117832    383           74133  
 87979   2730         10         231          23                 3           5          1             459251  117000    13            19209  
 87995   2730         26         117          21                 1           4          0             262127  76751     11            47353  
 88020   2731         19         220          12                 2           5          1             438106  111447    65            19209  
 88035   2732         2          148          16                 6           5          0             322915  81616     96            19209  
 88052   2732         19         190          22                 1           4          1             380210  111031    64            47353  
 88053   2732         20         260          60                 1           4          2             514695  148807    48            47353  
 88053   2732         20         306          34                 4           5          2             604237  155192    84            19209  
 88064   2732         31         146          14                 4           5          0             319071  80783     130           19209  
 88067   2733         2          148          16                 7           5          0             323876  82032     133           19209  
 88069   2733         4          124          28                 4           4          0             275582  80783     98            47353  
 88070   2733         5          295          23                 2           5          2             582131  149223    107           19209  
 88089   2733         24         19           19                 3           1          2             47082   154776    416           74133  
 88093   2733         28         126          30                 7           4          0             280388  82032     125           47353  
 88098   2734         1          203          35                 5           4          1             404238  117832    115           47353  
 88107   2734         10         306          34                 3           5          2             603276  154776    145           19209  
 88108   2734         11         191          23                 2           4          1             381171  111447    129           47353  
 88115   2734         18         293          21                 0           5          2             578287  148391    155           19209  
 88119   2734         22         116          20                 0           4          0             261165  76334     155           47353  
 88122   2734         25         218          10                 0           5          1             434262  110615    175           19209  
 88153   2735         24         140          8                  3           5          0             307537  77583     209           19209  
 88156   2735         27         261          61                 2           4          2             515656  149223    162           47353  
 88159   2735         30         117          21                 2           4          0             263088  77167     189           47353  
 88178   2736         17         231          23                 4           5          1             460212  117416    215           19209  
 88185   2736         24         137          5                  0           5          0             302732  76334     230           19209  
 88192   2736         31         4            4                  3           1          1             18248   117000    449           74133  
 88206   2737         13         138          6                  2           5          0             304654  77167     242           19209  
 88231   2738         6          233          25                 5           5          1             463096  117832    248           19209  
 88249   2738         24         201          33                 3           4          1             400393  117000    239           47353  
 88260   2739         3          260          60                 0           4          2             513734  148391    238           47353  
 88262   2739         5          190          22                 0           4          1             379249  110615    248           47353  
 88280   2739         23         124          28                 5           4          0             276543  81200     264           47353  
 88309   2740         20         273          1                  5           5          2             539842  155608    264           47353  
 88318   2740         29         219          11                 1           5          1             437145  111031    293           19209  
 88340   2741         19         126          30                 6           4          0             279427  81616     294           47353  
 88343   2741         22         202          34                 4           4          1             403277  117416    288           47353  
 88349   2741         28         116          4                  5           3          1             235848  117832    42            73547  
 88352   2741         31         150          6                  3           3          2             301133  154776    31            73547  
 88356   2742         3          307          35                 5           5          2             605198  155608    303           19209  
 88357   2742         4          145          1                  2           3          2             291522  149223    39            73547  
 88379   2742         26         115          3                  4           3          1             234887  117416    76            73547  
 88388   2743         3          125          29                 6           4          0             277504  81616     316           47353  
 88389   2743         4          144          0                  1           3          2             290561  148807    76            73547  
 88394   2743         9          147          15                 5           5          0             321954  81200     330           19209  
 88416   2743         31         294          22                 1           5          2             581170  148807    329           19209  
 88446   2744         29         150          6                  4           3          2             302094  155192    139           73547  
 88460   2745         11         115          3                  3           3          1             233926  117000    165           73547  
 88467   2745         18         146          14                 5           5          0             320032  81200     358           19209  
 88478   2745         29         144          0                  0           3          2             289600  148391    172           73547  
 88485   2746         4          125          29                 5           4          0             278466  81200     354           47353  
 88499   2746         18         118          22                 3           4          0             264049  77583     358           47353  
 88527   2747         14         70           4                  3           3          0             159048  77583     225           73547  
 88541   2747         28         293          21                 1           5          2             579248  148807    374           19209  
 88554   2748         9          119          23                 3           4          0             265971  77583     377           47353  
 88568   2748         23         74           8                  7           3          0             167699  82032     249           73547  
 88588   2749         11         151          7                  5           3          2             303055  155608    246           73547  
 88597   2749         20         110          54                 0           2          1             223160  110615    260           73547  
 88601   2749         24         218          10                 1           5          1             435223  111031    398           19209  
 88606   2749         29         308          36                 5           5          2             607120  155608    394           19209  
 88640   2750         31         69           3                  2           3          0             158087  77167     287           73547  
 88712   2753         7          74           8                  6           3          0             166737  81616     318           73547  
 88729   2753         24         201          33                 4           4          1             401355  117416    426           47353  
 88733   2753         28         109          53                 0           2          1             221238  110615    325           73547  
 88764   2754         27         139          7                  2           5          0             306576  77167     449           19209  
 88768   2754         31         232          24                 5           5          1             461173  117832    446           19209  
 88778   2755         9          124          28                 6           4          0             275582  81616     445           47353  
 88785   2755         16         136          4                  0           5          0             300810  76334     455           19209  
 88793   2755         24         110          54                 1           2          1             224122  111031    346           73547  
 88794   2755         25         69           3                  1           3          0             157126  76751     350           73547  
 88826   2756         25         272          0                  5           5          2             537920  155608    449           47353  
 88867   2758         2          271          71                 3           4          2             534879  154776    460           47353  
 88874   2758         9          272          0                  4           5          2             538881  155192    461           47353  
 88896   2758         31         73           7                  5           3          0             165776  81200     385           73547  
 88983   2761         22         74           8                  4           3          0             166737  80783     412           73547  
 88985   2761         24         68           2                  0           3          0             156165  76334     413           73547  
 89074   2764         17         111          55                 2           2          1             225083  111447    436           73547  
 89076   2764         19         110          54                 2           2          1             223160  111447    436           73547  
 89106   2765         17         69           3                  0           3          0             158087  76334     448           73547  
 89123   2766         2          73           7                  4           3          0             164815  80783     452           73547  
 89680   2783         15         205          5                  0           4          2             408011  148391    47            75231  
 89680   2783         15         205          5                  1           4          2             408972  148807    47            75231  
 89689   2783         24         151          39                 0           3          1             303127  110615    74            75231  
 89729   2785         0          96           0                  4           4          0             221760  80783     133           75231  
 89744   2785         15         206          6                  2           4          2             409933  149223    121           75231  
 89756   2785         27         151          39                 1           3          1             304088  111031    149           75231  
 89784   2786         23         214          14                 3           4          2             425311  154776    160           75231  
 89794   2787         1          160          48                 3           3          1             320427  117000    181           75231  
 89807   2787         14         96           0                  5           4          0             222721  81200     202           75231  
 89849   2788         24         152          40                 2           3          1             305049  111447    223           75231  
 89908   2790         19         160          48                 4           3          1             321388  117416    256           75231  
 89908   2790         19         214          14                 4           4          2             426272  155192    249           75231  
 89909   2790         20         97           1                  6           4          0             223682  81616     264           75231  
 90067   2795         18         97           1                  7           4          0             224643  82032     334           75231  
 90071   2795         22         161          49                 5           3          1             322349  117832    331           75231  
 90079   2795         30         215          15                 5           4          2             427233  155608    329           75231  
 90097   2796         16         335          63                 1           5          2             659982  148807    0             61279  
 90136   2797         23         153          21                 0           5          0             333488  76334     84            61279  
 90149   2798         4          245          37                 1           5          1             487124  111031    82            61279  
 90158   2798         13         165          3                  7           6          0             357767  82032     107           61279  
 90166   2798         21         156          24                 3           5          0             338293  77583     118           61279  
 90166   2798         21         163          1                  4           6          0             352962  80783     117           61279  
 90179   2799         2          350          6                  4           6          2             689934  155192    96            61279  
 90186   2799         9          259          11                 3           6          1             514264  117000    122           61279  
 90212   2800         3          155          23                 2           5          0             337332  77167     166           61279  
 90222   2800         13         261          13                 5           6          1             518109  117832    159           61279  
 90229   2800         20         163          1                  5           6          0             353923  81200     179           61279  
 90231   2800         22         165          3                  6           6          0             356806  81616     180           61279  
 90246   2801         5          154          22                 1           5          0             334449  76751     194           61279  
 90246   2801         5          259          11                 4           6          1             515225  117416    181           61279  
 90300   2802         27         246          38                 2           5          1             488085  111447    222           61279  
 90312   2803         7          349          5                  3           6          2             687051  154776    218           61279  
 90331   2803         26         351          7                  5           6          2             690895  155608    230           61279  
 90355   2804         18         244          36                 0           5          1             484240  110615    255           61279  
 90399   2805         30         16           16                 2           1          1             41315   111447    19            12685  
 90413   2806         12         27           27                 1           2          0             73980   76751     44            12685  
 90428   2806         27         73           1                  2           2          2             152002  149223    37            12685  
 90437   2807         4          29           29                 5           2          0             78786   81200     70            12685  
 90437   2807         4          76           4                  4           2          2             158730  155192    46            12685  
 90444   2807         11         52           52                 2           1          1             110516  111447    68            12685  
 90452   2807         19         55           55                 5           1          1             116283  117832    78            12685  
 90458   2807         25         55           55                 3           1          1             116283  117000    83            12685  
 90459   2807         26         55           55                 4           1          1             117244  117416    84            12685  
 90475   2808         10         334          62                 0           5          2             657098  148391    305           61279  
 90479   2808         14         98           2                  7           4          0             226565  82032     463           75231  
 90485   2808         20         15           15                 1           1          1             40354   111031    119           12685  
 90487   2808         22         162          50                 5           3          1             324272  117832    461           75231  
 90492   2808         27         337          65                 2           5          2             662865  149223    312           61279  
 90502   2809         5          336          64                 2           5          2             660943  149223    317           61279  
 90507   2809         10         216          16                 5           4          2             429155  155608    463           75231  
 90509   2809         12         335          63                 0           5          2             659021  148391    320           61279  
 90552   2810         23         155          23                 1           5          0             336371  76751     348           61279  
 90574   2811         13         29           29                 4           2          0             77824   80783     206           12685  
 90599   2812         6          27           27                 2           2          0             74941   77167     223           12685  
 90644   2813         19         76           4                  3           2          2             157768  154776    237           12685  
 90647   2813         22         48           48                 2           1          1             102827  111447    247           12685  
 90665   2814         8          245          37                 0           5          1             486162  110615    382           61279  
 90668   2814         11         77           5                  5           2          2             159691  155608    251           12685  
 90710   2815         21         72           0                  1           2          2             151041  148807    274           12685  
 90724   2816         3          15           15                 0           1          1             39393   110615    287           12685  
 90731   2816         10         26           26                 0           2          0             73019   76334     294           12685  
 90735   2816         14         352          8                  5           6          2             692817  155608    398           61279  
 90757   2817         4          51           51                 1           1          1             109555  111031    301           12685  
 90763   2817         10         247          39                 2           5          1             490007  111447    413           61279  
 90766   2817         13         350          6                  3           6          2             688973  154776    408           61279  
 90862   2820         13         103          7                  5           4          0             236176  81200     39            20773  
 90862   2820         13         170          2                  4           4          1             341765  117416    24            20773  
 90864   2820         15         98           2                  3           4          0             225604  77583     43            20773  
 90886   2821         5          104          8                  6           4          0             237137  81616     66            20773  
 90887   2821         6          97           1                  2           4          0             224643  77167     69            20773  
 90889   2821         8          260          12                 4           6          1             517148  117416    448           61279  
 90904   2821         23         162          50                 2           3          1             324272  111447    75            20773  
 90905   2821         24         157          25                 3           5          0             340216  77583     457           61279  
 90910   2821         29         29           29                 7           2          0             78786   82032     364           12685  
 90915   2822         2          171          3                  5           4          1             342726  117832    86            20773  
 90921   2822         8          48           48                 0           1          1             102827  110615    366           12685  
 90925   2822         12         48           48                 1           1          1             103788  111031    367           12685  
 90947   2823         2          52           52                 0           1          1             110516  110615    374           12685  
 90948   2823         3          103          7                  4           4          0             235215  80783     138           20773  
 90964   2823         19         170          2                  3           4          1             340804  117000    142           20773  
 90968   2823         23         104          8                  7           4          0             238099  82032     158           20773  
 90973   2823         28         97           1                  1           4          0             223682  76751     164           20773  
 90994   2824         17         161          49                 1           3          1             323310  111031    172           20773  
 91013   2825         4          220          20                 2           4          2             436844  149223    177           20773  
 91023   2825         14         159          47                 2           3          1             318505  111447    197           20773  
 91039   2825         30         159          47                 1           3          1             319466  111031    208           20773  
 91056   2826         15         230          30                 5           4          2             456067  155608    208           20773  
 91084   2827         11         73           1                  0           2          2             152002  148391    414           12685  
 91108   2828         3          96           0                  0           4          0             222721  76334     257           20773  
 91111   2828         6          160          48                 2           3          1             320427  111447    253           20773  
 91138   2829         1          160          48                 1           3          1             321388  111031    267           20773  
 91163   2829         26         161          49                 0           3          1             322349  110615    279           20773  
 91206   2831         5          219          19                 1           4          2             435883  148807    293           20773  
 91211   2831         10         27           27                 3           2          0             73980   77583     455           12685  
 91241   2832         8          218          18                 0           4          2             433000  148391    310           20773  
 91283   2833         18         229          29                 4           4          2             455106  155192    325           20773  
 91296   2833         31         228          28                 3           4          2             452222  154776    330           20773  
 91362   2836         1          160          48                 0           3          1             320427  110615    361           20773  
 91469   2839         12         161          49                 2           3          1             322349  111447    397           20773  
 91501   2840         12         188          44                 0           3          2             374178  148391    10            45837  
 91510   2840         21         74           8                  0           3          0             167699  76334     53            45837  
 91522   2841         1          219          19                 0           4          2             434922  148391    408           20773  
 91527   2841         6          188          44                 1           3          2             375139  148807    43            45837  
 91546   2841         25         189          45                 2           3          2             376100  149223    65            45837  
 91555   2842         2          95           29                 7           3          0             208066  82032     102           45837  
 91584   2842         31         139          27                 0           3          1             280060  110615    124           45837  
 91595   2843         10         95           29                 6           3          0             207104  81616     146           45837  
 91612   2843         27         139          27                 1           3          1             281021  111031    153           45837  
 91622   2844         5          229          29                 3           4          2             454144  154776    437           20773  
 91627   2844         10         196          52                 3           3          2             389556  154776    154           45837  
 91643   2844         26         94           28                 5           3          0             206143  81200     189           45837  
 91655   2845         6          196          52                 4           3          2             390517  155192    179           45837  
 91657   2845         8          140          28                 2           3          1             281982  111447    192           45837  
 91657   2845         8          228          28                 4           4          2             453183  155192    447           20773  
 91686   2846         5          87           21                 0           3          0             192688  76334     221           45837  
 91692   2846         11         114          18                 4           4          0             256360  80783     75            7393   
 91693   2846         12         197          53                 5           3          2             391478  155608    208           45837  
 91699   2846         18         255          55                 5           4          2             504123  155608    54            7393   
 91703   2846         22         189          21                 5           4          1             377327  117832    74            7393   
 91706   2846         25         177          9                  1           4          1             355221  111031    80            7393   
 91715   2847         2          73           7                  0           3          0             165776  76334     240           45837  
 91715   2847         2          94           28                 4           3          0             205182  80783     238           45837  
 91716   2847         3          188          20                 4           4          1             376365  117416    89            7393   
 91717   2847         4          178          10                 2           4          1             356182  111447    93            7393   
 91720   2847         7          106          10                 0           4          0             241943  76334     110           7393   
 91767   2848         22         88           22                 1           3          0             193649  76751     267           45837  
 91799   2849         22         7            7                  4           1          1             24976   117416    39            50193  
 91808   2849         31         160          28                 0           5          0             346943  76334     13            50993  
 91810   2850         1          53           23                 1           2          0             125171  76751     32            95895  
 91812   2850         3          57           27                 7           2          0             133821  82032     28            95895  
 91812   2850         3          109          13                 3           4          0             246749  77583     197           7393   
 91831   2850         22         254          6                  2           6          1             504653  111447    30            50993  
 91833   2850         24         124          52                 4           2          2             250997  155192    24            95895  
 91833   2850         24         244          44                 2           4          2             482978  149223    195           7393   
 91843   2851         2          242          42                 0           4          2             479134  148391    202           7393   
 91850   2851         9          114          18                 5           4          0             257321  81200     222           7393   
 91852   2851         11         119          47                 0           2          2             240425  148391    49            95895  
 91854   2851         13         56           26                 7           2          0             131899  82032     114           98649  
 91857   2851         16         93           37                 3           2          1             190482  117000    66            95895  
 91858   2851         17         116          20                 7           4          0             261165  82032     227           7393   
 91859   2851         18         88           22                 2           3          0             194610  77167     310           45837  
 91862   2851         21         11           11                 1           1          2             32665   148807    101           50193  
 91862   2851         21         243          43                 2           4          2             481056  149223    214           7393   
 91870   2851         29         93           37                 4           2          1             191444  117416    81            95895  
 91872   2851         31         253          5                  0           6          1             502731  110615    77            50993  
 91873   2852         0          254          54                 4           4          2             503162  155192    221           7393   
 91877   2852         4          7            7                  2           1          1             24015   111447    132           50193  
 91879   2852         6          177          9                  0           4          1             354260  110615    234           7393   
 91888   2852         15         108          36                 4           2          2             220241  155192    126           98649  
 91895   2852         22         53           23                 2           2          0             126132  77167     126           95895  
 91897   2852         24         349          5                  2           6          2             687051  149223    80            50993  
 91902   2852         29         108          36                 3           2          2             219280  154776    141           98649  
 91903   2852         30         52           22                 0           2          0             124210  76334     135           95895  
 91907   2853         2          255          7                  2           6          1             506575  111447    118           50993  
 91910   2853         5          171          9                  5           6          0             369301  81200     131           50993  
 91912   2853         7          188          20                 3           4          1             375404  117000    252           7393   
 91919   2853         14         107          11                 1           4          0             242904  76751     263           7393   
 91920   2853         15         163          1                  3           6          0             352962  77583     143           50993  
 91927   2853         22         57           27                 6           2          0             132860  81616     158           95895  
 91929   2853         24         173          11                 7           6          0             373145  82032     150           50993  
 91931   2853         26         270          22                 4           6          1             536370  117416    136           50993  
 91934   2853         29         124          52                 3           2          2             250036  154776    140           95895  
 91937   2854         0          347          3                  0           6          2             683206  148391    127           50993  
 91938   2854         1          12           12                 3           1          2             33626   154776    177           50193  
 91943   2854         6          52           22                 0           2          0             124210  76334     199           98649  
 91943   2854         6          256          8                  2           6          1             508497  111447    151           50993  
 91944   2854         7          125          53                 5           2          2             251958  155608    150           95895  
 91947   2854         10         12           12                 5           1          2             33626   155608    190           50193  
 91951   2854         14         363          19                 4           6          2             714923  155192    139           50993  
 91953   2854         16         105          33                 2           2          2             213513  149223    189           98649  
 91954   2854         17         254          6                  1           6          1             505614  111031    162           50993  
 91957   2854         20         365          21                 5           6          2             717807  155608    145           50993  
 91958   2854         21         254          6                  0           6          1             504653  110615    165           50993  
 91959   2854         22         53           23                 3           2          0             125171  77583     210           98649  
 91964   2854         27         172          10                 6           6          0             370262  81616     182           50993  
 91967   2854         30         87           31                 3           2          1             178949  117000    207           98649  
 91973   2855         4          269          21                 3           6          1             533487  117000    176           50993  
 91975   2855         6          4            4                  3           2          0             29768   77583     35            66149  
 91977   2855         8          89           23                 3           3          0             195571  77583     356           45837  
 91979   2855         10         7            7                  0           1          1             24015   110615    218           50193  
 91983   2855         14         242          42                 1           4          2             480095  148807    282           7393   
 91985   2855         16         119          47                 1           2          2             241386  148807    188           95895  
 91991   2855         22         271          23                 5           6          1             537331  117832    190           50993  
 91996   2855         27         170          8                  4           6          0             366417  80783     206           50993  
 92000   2855         31         105          33                 0           2          2             213513  148391    222           98649  
 92000   2855         31         363          19                 3           6          2             713962  154776    184           50993  
 92007   2856         6          17           17                 1           1          1             44199   111031    60            66149  
 92007   2856         6          149          37                 5           3          1             299282  117832    362           45837  
 92009   2856         8          94           38                 5           2          1             192405  117832    213           95895  
 92020   2856         19         83           27                 0           2          1             171260  110615    242           98649  
 92021   2856         20         27           27                 2           1          2             62460   149223    62            66149  
 92024   2856         23         19           19                 5           1          1             47082   117832    77            66149  
 92030   2856         29         88           32                 0           2          1             180871  110615    229           95895  
 92039   2857         6          347          3                  1           6          2             684167  148807    215           50993  
 92046   2857         13         83           27                 2           2          1             171260  111447    257           98649  
 92048   2857         15         54           24                 3           2          0             127093  77583     246           95895  
 92052   2857         19         12           12                 4           1          2             34588   155192    253           50193  
 92064   2857         31         19           19                 3           1          1             47082   117000    124           66149  
 92065   2858         0          5            5                  6           2          0             31691   81616     137           66149  
 92065   2858         0          147          35                 3           3          1             295438  117000    382           45837  
 92073   2858         8          87           31                 5           2          1             178949  117832    270           98649  
 92075   2858         10         4            4                  1           2          0             29768   76751     149           66149  
 92085   2858         20         28           28                 4           1          2             65343   155192    134           66149  
 92090   2858         25         56           26                 6           2          0             130938  81616     284           98649  
 92093   2858         28         56           26                 4           2          0             130938  80783     285           98649  
 92103   2859         6          27           27                 0           1          2             62460   148391    154           66149  
 92103   2859         6          108          12                 2           4          0             245788  77167     344           7393   
 92112   2859         15         148          36                 4           3          1             298321  117416    397           45837  
 92112   2859         15         242          42                 2           4          2             479134  149223    338           7393   
 92122   2859         25         364          20                 5           6          2             715884  155608    266           50993  
 92125   2859         28         56           26                 5           2          0             131899  81200     285           95895  
 92147   2860         18         173          11                 6           6          0             372184  81616     293           50993  
 92148   2860         19         161          29                 1           5          0             347904  76751     293           50993  
 92150   2860         21         253          53                 3           4          2             500278  154776    352           7393   
 92158   2860         29         6            6                  1           1          1             23054   111031    311           50193  
 92163   2861         2          74           8                  1           3          0             166737  76751     417           45837  
 92165   2861         4          188          20                 5           4          1             375404  117832    361           7393   
 92178   2861         17         115          19                 6           4          0             258282  81616     370           7393   
 92195   2862         2          147          35                 4           3          1             296399  117416    422           45837  
 92199   2862         6          243          43                 1           4          2             482017  148807    370           7393   
 92201   2862         8          253          5                  1           6          1             503692  111031    311           50993  
 92212   2862         19         3            3                  0           2          0             28807   76334     249           66149  
 92213   2862         20         116          20                 6           4          0             260204  81616     382           7393   
 92220   2862         27         29           29                 5           1          2             66304   155608    240           66149  
 92228   2863         3          148          36                 3           3          1             297360  117000    431           45837  
 92235   2863         10         11           11                 0           1          2             31704   148391    337           50193  
 92243   2863         18         4            4                  5           2          0             30730   81200     265           66149  
 92256   2863         31         254          54                 3           4          2             502200  154776    388           7393   
 92271   2864         14         120          48                 2           2          2             242347  149223    338           95895  
 92294   2865         5          107          11                 2           4          0             243865  77167     408           7393   
 92299   2865         10         53           23                 1           2          0             125171  76751     368           98649  
