 ToA     coarse_time  fine_time  Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z  tube_rho  drift_radius  event  
 1001    12           8          185          41                 0           3          2             368411  148391    2             3501   
 1002    12           9          186          42                 2           3          2             370334  149223    4             3501   
 1020    12           27         185          41                 1           3          2             369372  148807    31            3501   
 1031    13           6          90           24                 3           3          0             197493  77583     70            3501   
 1064    14           7          89           23                 2           3          0             196532  77167     109           3501   
 1066    14           9          94           28                 4           3          0             205182  80783     110           3501   
 1086    14           29         89           23                 1           3          0             195571  76751     134           3501   
 1095    15           6          165          21                 3           3          2             329967  154776    120           3501   
 1102    15           13         94           28                 5           3          0             206143  81200     149           3501   
 1141    16           20         88           22                 0           3          0             194610  76334     185           3501   
 1151    16           30         95           29                 6           3          0             207104  81616     192           3501   
 1154    17           1          171          27                 0           3          2             341500  148391    179           3501   
 1179    17           26         164          20                 4           3          2             329005  155192    198           3501   
 1193    18           8          95           29                 7           3          0             208066  82032     221           3501   
 1263    20           14         24           24                 3           2          0             68213   77583     5             53841  
 1281    21           0          193          49                 4           3          2             384750  155192    259           3501   
 1284    21           3          193          49                 3           3          2             383789  154776    261           3501   
 1284    21           3          194          50                 5           3          2             385712  155608    261           3501   
 1299    21           18         51           51                 5           1          1             108594  117832    33            53841  
 1332    22           19         26           26                 7           2          0             73019   82032     85            53841  
 1341    22           28         23           23                 0           2          0             67252   76334     98            53841  
 1345    23           0          47           47                 0           1          1             100905  110615    90            53841  
 1349    23           4          164          20                 5           3          2             328044  155608    295           3501   
 1354    23           9          68           68                 0           1          2             141272  148391    86            53841  
 1356    23           11         140          28                 2           3          1             281982  111447    302           3501   
 1384    24           7          26           26                 6           2          0             72058   81616     144           53841  
 1393    24           16         139          27                 1           3          1             281021  111031    318           3501   
 1403    24           26         148          36                 5           3          1             297360  117832    321           3501   
 1424    25           15         47           47                 1           1          1             101866  111031    173           53841  
 1432    25           23         24           24                 1           2          0             68213   76751     188           53841  
 1436    25           27         25           25                 7           2          0             71097   82032     193           53841  
 1438    25           29         26           26                 4           2          0             72058   80783     192           53841  
 1440    25           31         139          27                 0           3          1             280060  110615    337           3501   
 1450    26           9          147          35                 4           3          1             296399  117416    340           3501   
 1451    26           10         171          27                 2           3          2             341500  149223    338           3501   
 1489    27           16         147          35                 3           3          1             295438  117000    354           3501   
 1494    27           21         50           50                 4           1          1             107633  117416    223           53841  
 1549    29           12         184          40                 2           3          2             366489  149223    372           3501   
 1553    29           16         71           71                 4           1          2             148000  155192    251           53841  
 1556    29           19         24           24                 4           2          0             68213   80783     268           53841  
 1581    30           12         170          26                 1           3          2             340539  148807    383           3501   
 1718    34           21         68           68                 1           1          2             142233  148807    329           53841  
 1793    37           0          68           68                 2           1          2             141272  149223    357           53841  
 1961    42           8          25           25                 5           2          0             71097   81200     419           53841  
 2021    44           4          48           48                 2           1          1             102827  111447    433           53841  
 2090    46           9          51           51                 3           1          1             108594  117000    451           53841  
 2100    46           19         24           24                 2           2          0             69174   77167     457           53841  
 2121    47           8          23           23                 5           2          0             67252   81200     463           53841  
 2240    50           31         5            5                  6           2          0             31691   81616     62            76609  
 2249    51           8          4            4                  1           2          0             29768   76751     74            76609  
 2254    51           13         26           26                 0           1          2             60538   148391    54            76609  
 2269    51           28         4            4                  3           2          0             29768   77583     98            76609  
 2344    54           7          19           19                 5           1          1             47082   117832    164           76609  
 2362    54           25         17           17                 0           1          1             43238   110615    182           76609  
 2388    55           19         28           28                 5           1          2             64382   155608    191           76609  
 2393    55           24         27           27                 4           1          2             63421   155192    195           76609  
 2395    55           26         4            4                  5           2          0             30730   81200     216           76609  
 2395    55           26         17           17                 1           1          1             44199   111031    207           76609  
 2417    56           16         5            5                  4           2          0             31691   80783     228           76609  
 2422    56           21         18           18                 4           1          1             46121   117416    224           76609  
 2456    57           23         26           26                 2           1          2             60538   149223    238           76609  
 2619    62           26         3            3                  0           2          0             28807   76334     327           76609  
 2660    64           3          26           26                 1           1          2             61499   148807    335           76609  
 2681    64           24         19           19                 3           1          1             47082   117000    346           76609  
 2723    66           2          17           17                 2           1          1             43238   111447    362           76609  
 2805    68           20         28           28                 3           1          2             64382   154776    385           76609  
 2934    72           21         39           9                  1           2          0             98260   76751     12            1515   
 2956    73           11         64           8                  1           2          1             135699  111031    27            1515   
 2995    74           18         76           4                  0           2          2             157768  148391    66            1515   
 3007    74           30         42           12                 7           2          0             104988  82032     97            1515   
 3012    75           3          67           11                 3           2          1             140504  117000    90            1515   
 3032    75           23         5            5                  7           2          0             32652   82032     458           76609  
 3048    76           7          76           4                  2           2          2             157768  149223    128           1515   
 3064    76           23         4            4                  2           2          0             30730   77167     468           76609  
 3086    77           13         39           9                  2           2          0             99221   77167     180           1515   
 3094    77           21         77           5                  4           2          2             160652  155192    172           1515   
 3120    78           15         38           8                  0           2          0             97299   76334     206           1515   
 3128    78           23         42           12                 4           2          0             104026  80783     211           1515   
 3139    79           2          67           11                 5           2          1             140504  117832    210           1515   
 3201    81           0          77           5                  3           2          2             159691  154776    246           1515   
 3264    82           31         64           8                  0           2          1             134737  110615    283           1515   
 3293    83           28         23           23                 3           1          2             54771   154776    41            61001  
 3295    83           30         42           12                 6           2          0             104026  81616     301           1515   
 3309    84           12         3            3                  6           2          0             27846   81616     77            61001  
 3315    84           18         15           15                 0           1          1             39393   110615    74            61001  
 3320    84           23         3            3                  4           2          0             27846   80783     91            61001  
 3326    84           29         24           24                 2           1          2             56693   149223    72            61001  
 3348    85           19         2            2                  1           2          0             25924   76751     125           61001  
 3362    86           1          65           9                  2           2          1             136660  111447    325           1515   
 3373    86           12         25           25                 4           1          2             59577   155192    125           61001  
 3402    87           9          24           24                 3           1          2             56693   154776    162           61001  
 3416    87           23         16           16                 4           1          1             42276   117416    178           61001  
 3482    89           25         40           10                 3           2          0             100182  77583     373           1515   
 3495    90           6          15           15                 2           1          1             39393   111447    235           61001  
 3527    91           6          24           24                 0           1          2             56693   148391    247           61001  
 3552    91           31         2            2                  3           2          0             25924   77583     273           61001  
 3568    92           15         25           25                 3           1          2             58616   154776    268           61001  
 3569    92           16         77           5                  5           2          2             159691  155608    396           1515   
 3571    92           18         2            2                  2           2          0             26885   77167     282           61001  
 3596    93           11         46           16                 6           2          0             111715  81616     0             70949  
 3598    93           13         266          18                 5           6          1             527720  117832    5             77831  
 3599    93           14         162          0                  2           6          0             352001  77167     32            77831  
 3606    93           21         26           26                 5           1          2             60538   155608    290           61001  
 3609    93           24         42           12                 5           2          0             104988  81200     413           1515   
 3622    94           5          67           11                 4           2          1             141465  117416    414           1515   
 3622    94           5          72           16                 1           2          1             151076  111031    25            70949  
 3624    94           7          171          9                  4           6          0             368340  80783     59            77831  
 3635    94           18         252          4                  2           6          1             500808  111447    56            77831  
 3645    94           28         74           18                 1           2          1             154921  111031    52            70949  
 3664    95           15         33           3                  3           2          0             86726   77583     86            70949  
 3666    95           17         173          11                 6           6          0             372184  81616     108           77831  
 3668    95           19         332          60                 1           5          2             654215  148807    76            77831  
 3668    95           19         345          1                  4           6          2             680323  155192    73            77831  
 3683    96           2          43           13                 3           2          0             105949  77583     106           70949  
 3684    96           3          15           15                 2           1          2             39393   149223    88            70949  
 3685    96           4          15           15                 1           1          1             40354   111031    327           61001  
 3686    96           5          75           19                 2           2          1             155882  111447    98            70949  
 3695    96           14         3            3                  7           2          0             28807   82032     335           61001  
 3698    96           17         33           3                  0           2          0             87687   76334     126           70949  
 3703    96           22         264          16                 3           6          1             523875  117000    132           77831  
 3713    97           0          23           23                 1           1          2             55732   148807    333           61001  
 3730    97           17         33           3                  2           2          0             87687   77167     158           70949  
 3734    97           21         161          29                 0           5          0             348866  76334     179           77831  
 3738    97           25         39           9                  3           2          0             98260   77583     451           1515   
 3739    97           26         250          2                  0           6          1             496964  110615    170           77831  
 3752    98           7          46           16                 7           2          0             112676  82032     175           70949  
 3753    98           8          173          11                 7           6          0             373145  82032     192           77831  
 3758    98           13         332          60                 0           5          2             653254  148391    173           77831  
 3761    98           16         76           4                  1           2          2             158730  148807    452           1515   
 3765    98           20         45           15                 5           2          0             110754  81200     186           70949  
 3769    98           24         346          2                  5           6          2             681284  155608    179           77831  
 3775    98           30         2            2                  5           2          0             26885   81200     365           61001  
 3778    99           1          77           5                  1           2          2             160652  148807    183           70949  
 3791    99           14         160          28                 0           5          0             346943  76334     223           77831  
 3800    99           23         30           0                  3           2          0             80960   77583     56            11567  
 3800    99           23         251          3                  1           6          1             499847  111031    216           77831  
 3812    100          3          32           2                  6           2          0             84804   81616     69            11567  
 3812    100          3          108          36                 0           2          2             219280  148391    206           70949  
 3820    100          11         80           24                 3           2          1             165493  117000    218           70949  
 3822    100          13         75           3                  4           2          2             156807  155192    56            11567  
 3832    100          23         171          9                  5           6          0             369301  81200     244           77831  
 3838    100          29         33           3                  1           2          0             86726   76751     238           70949  
 3839    100          30         114          42                 3           2          2             230814  154776    223           70949  
 3841    101          0          15           15                 1           1          2             40354   148807    229           70949  
 3848    101          7          72           0                  0           2          2             150080  148391    89            11567  
 3852    101          11         56           0                  4           2          1             120321  117416    104           11567  
 3872    101          31         42           12                 0           2          0             104988  76334     257           70949  
 3880    102          7          78           6                  2           2          2             161613  149223    251           70949  
 3889    102          16         265          17                 4           6          1             526759  117416    267           77831  
 3899    102          26         162          0                  1           6          0             351040  76751     281           77831  
 3910    103          5          54           54                 2           1          1             114360  111447    167           11567  
 3913    103          8          57           1                  5           2          1             121282  117832    168           11567  
 3927    103          22         42           12                 2           2          0             104988  77167     284           70949  
 3930    103          25         32           2                  7           2          0             85765   82032     190           11567  
 3946    104          9          72           0                  1           2          2             151041  148807    188           11567  
 3972    105          3          204          4                  3           4          2             406088  154776    68            80841  
 3976    105          7          35           5                  3           2          0             90571   77583     307           70949  
 3981    105          12         56           0                  5           2          1             119360  117832    221           11567  
 3981    105          12         108          36                 1           2          2             220241  148807    299           70949  
 3983    105          14         164          2                  3           6          0             354884  77583     318           77831  
 3984    105          15         144          32                 2           3          1             289671  111447    101           80841  
 3985    105          16         163          1                  3           6          0             352962  77583     319           77831  
 3987    105          18         54           54                 0           1          1             114360  110615    225           11567  
 4002    106          1          2            2                  0           2          0             26885   76334     435           61001  
 4004    106          3          75           3                  3           2          2             155846  154776    227           11567  
 4014    106          13         35           5                  2           2          0             91532   77167     323           70949  
 4017    106          16         345          1                  3           6          2             679362  154776    318           77831  
 4026    106          25         114          42                 4           2          2             231775  155192    318           70949  
 4028    106          27         204          4                  4           4          2             407050  155192    133           80841  
 4029    106          28         31           1                  5           2          0             83843   81200     255           11567  
 4030    106          29         141          9                  2           5          0             310421  77167     52            79421  
 4032    106          31         151          19                 6           5          0             328682  81616     52            79421  
 4035    107          2          197          53                 2           3          2             391478  149223    143           80841  
 4036    107          3          143          31                 1           3          1             288710  111031    157           80841  
 4038    107          5          142          10                 3           5          0             311382  77583     65            79421  
 4043    107          10         333          61                 2           5          2             655176  149223    330           77831  
 4058    107          25         73           17                 1           2          1             152999  111031    337           70949  
 4060    107          27         315          43                 1           5          2             621537  148807    50            79421  
 4077    108          12         334          62                 2           5          2             657098  149223    343           77831  
 4081    108          16         141          9                  3           5          0             309460  77583     115           79421  
 4092    108          27         80           24                 4           2          1             166454  117416    348           70949  
 4095    108          30         16           16                 3           1          1             41315   117000    457           61001  
 4098    109          1          25           25                 5           1          2             58616   155608    455           61001  
 4100    109          3          12           12                 7           2          0             46108   82032     33            81415  
 4100    109          3          243          35                 5           5          1             482318  117832    113           79421  
 4107    109          10         205          5                  5           4          2             408011  155608    203           80841  
 4109    109          12         4            4                  1           2          0             29768   76751     46            81415  
 4109    109          12         149          17                 5           5          0             325799  81200     144           79421  
 4109    109          12         227          19                 0           5          1             451562  110615    127           79421  
 4109    109          12         344          0                  3           6          2             677440  154776    354           77831  
 4112    109          15         153          41                 5           3          1             306971  117832    216           80841  
 4115    109          18         196          52                 1           3          2             390517  148807    210           80841  
 4120    109          23         143          31                 0           3          1             287749  110615    223           80841  
 4121    109          24         34           4                  1           2          0             88648   76751     363           70949  
 4122    109          25         4            4                  3           2          0             29768   77583     61            81415  
 4128    109          31         11           11                 1           2          0             43224   76751     67            81415  
 4128    109          31         24           24                 1           1          2             57654   148807    43            81415  
 4129    110          0          74           18                 2           2          1             153960  111447    363           70949  
 4131    110          2          330          58                 3           5          2             649409  154776    130           79421  
 4141    110          12         227          19                 1           5          1             452523  111031    159           79421  
 4142    110          13         45           15                 4           2          0             109793  80783     370           70949  
 4142    110          13         332          60                 5           5          2             653254  155608    141           79421  
 4147    110          18         11           11                 5           2          0             44185   81200     89            81415  
 4156    110          27         4            4                  4           2          0             29768   80783     100           81415  
 4158    110          29         74           18                 0           2          1             153960  110615    372           70949  
 4162    111          1          149          17                 4           5          0             324838  80783     189           79421  
 4165    111          4          241          33                 3           5          1             478473  117000    178           79421  
 4167    111          6          242          34                 4           5          1             481357  117416    180           79421  
 4177    111          16         24           24                 4           1          1             57654   117416    111           81415  
 4177    111          16         139          7                  0           5          0             306576  76334     201           79421  
 4184    111          23         34           4                  0           2          0             89610   76334     385           70949  
 4188    111          27         141          9                  1           5          0             309460  76751     209           79421  
 4188    111          27         330          58                 4           5          2             650371  155192    183           79421  
 4191    111          30         229          21                 2           5          1             455407  111447    201           79421  
 4198    112          5          24           24                 2           1          1             56693   111447    136           81415  
 4201    112          8          16           16                 1           1          2             42276   148807    384           70949  
 4201    112          8          160          28                 1           5          0             345982  76751     397           77831  
 4204    112          11         140          8                  3           5          0             307537  77583     222           79421  
 4207    112          14         42           12                 1           2          0             104026  76751     392           70949  
 4207    112          14         150          18                 5           5          0             327721  81200     221           79421  
 4214    112          21         73           17                 2           2          1             152038  111447    391           70949  
 4215    112          22         172          10                 5           6          0             371223  81200     400           77831  
 4216    112          23         152          40                 4           3          1             306010  117416    275           80841  
 4219    112          26         12           12                 4           2          0             45146   80783     165           81415  
 4220    112          27         76           4                  5           2          2             157768  155608    332           11567  
 4227    113          2          32           2                  4           2          0             84804   80783     343           11567  
 4235    113          10         24           24                 5           1          2             56693   155608    161           81415  
 4235    113          10         196          52                 0           3          2             389556  148391    279           80841  
 4240    113          15         89           23                 0           3          0             196532  76334     294           80841  
 4241    113          16         264          16                 4           6          1             524836  117416    403           77831  
 4242    113          17         4            4                  0           2          0             30730   76334     187           81415  
 4252    113          27         35           5                  1           2          0             90571   76751     406           70949  
 4253    113          28         11           11                 4           2          0             43224   80783     194           81415  
 4258    114          1          109          37                 2           2          2             221202  149223    401           70949  
 4272    114          15         80           24                 5           2          1             165493  117832    408           70949  
 4282    114          25         12           12                 5           2          0             46108   81200     214           81415  
 4290    115          1          152          40                 5           3          1             305049  117832    312           80841  
 4293    115          4          24           24                 0           1          1             56693   110615    216           81415  
 4295    115          6          24           24                 3           1          2             56693   154776    209           81415  
 4297    115          8          115          43                 5           2          2             232736  155608    412           70949  
 4304    115          15         72           0                  2           2          2             150080  149223    364           11567  
 4304    115          15         315          43                 0           5          2             620576  148391    260           79421  
 4319    115          30         56           0                  3           2          1             119360  117000    372           11567  
 4332    116          11         3            3                  2           2          0             28807   77167     247           81415  
 4339    116          18         317          45                 2           5          2             624420  149223    278           79421  
 4351    116          30         29           29                 0           2          0             78786   76334     387           11567  
 4365    117          12         152          40                 3           3          1             305049  117000    340           80841  
 4366    117          13         90           24                 1           3          0             197493  76751     346           80841  
 4376    117          23         43           13                 1           2          0             105949  76751     441           70949  
 4377    117          24         250          2                  1           6          1             497925  111031    443           77831  
 4381    117          28         151          19                 7           5          0             329643  82032     311           79421  
 4388    118          3          174          12                 7           6          0             375068  82032     450           77831  
 4406    118          21         11           11                 3           2          0             43224   77583     284           81415  
 4412    118          27         15           15                 2           2          0             51874   77167     25            83855  
 4412    118          27         28           28                 4           1          1             65343   117416    7             83855  
 4412    118          27         92           26                 3           3          0             201338  77583     362           80841  
 4422    119          5          3            3                  3           2          0             27846   77583     292           81415  
 4436    119          19         16           16                 5           2          0             53796   81200     51            83855  
 4444    119          27         161          29                 1           5          0             347904  76751     467           77831  
 4447    119          30         11           11                 2           2          0             44185   77167     303           81415  
 4469    120          20         24           24                 4           1          2             57654   155192    303           81415  
 4472    120          23         114          42                 5           2          2             230814  155608    461           70949  
 4473    120          24         23           23                 1           1          1             55732   111031    310           81415  
 4510    121          29         5            5                  4           2          0             31691   80783     330           81415  
 4512    121          31         16           16                 7           2          0             53796   82032     139           83855  
 4514    122          1          90           24                 2           3          0             198454  77167     396           80841  
 4514    122          1          152          20                 7           5          0             331565  82032     362           79421  
 4520    122          7          30           30                 2           1          2             68227   149223    127           83855  
 4521    122          8          143          11                 3           5          0             313304  77583     365           79421  
 4523    122          10         30           30                 0           1          2             68227   148391    130           83855  
 4530    122          17         53           53                 1           1          1             113399  111031    437           11567  
 4532    122          19         316          44                 2           5          2             622498  149223    358           79421  
 4534    122          21         28           28                 2           1          1             64382   111447    152           83855  
 4541    122          28         30           30                 3           1          2             68227   154776    147           83855  
 4547    123          2          24           24                 3           1          1             56693   117000    339           81415  
 4551    123          6          30           30                 5           1          2             68227   155608    157           83855  
 4556    123          11         10           10                 5           2          0             42263   81200     347           81415  
 4573    123          28         91           25                 2           3          0             200377  77167     414           80841  
 4578    124          1          314          42                 0           5          2             618654  148391    374           79421  
 4584    124          7          176          14                 3           6          0             377951  77583     25            32427  
 4587    124          10         271          23                 2           6          1             537331  111447    7             32427  
 4595    124          18         352          8                  1           6          2             693779  148807    0             32427  
 4600    124          23         15           15                 0           2          0             51874   76334     214           83855  
 4608    124          31         187          25                 7           6          0             400057  82032     51            32427  
 4615    125          6          12           12                 6           2          0             45146   81616     367           81415  
 4617    125          8          269          21                 0           6          1             533487  110615    47            32427  
 4624    125          15         30           0                  1           2          0             80960   76751     466           11567  
 4625    125          16         365          21                 3           6          2             717807  154776    36            32427  
 4626    125          17         284          36                 4           6          1             563281  117416    54            32427  
 4647    126          6          73           1                  2           2          2             152002  149223    466           11567  
 4667    126          26         172          10                 0           6          0             371223  76334     122           32427  
 4668    126          27         28           28                 0           1          1             64382   110615    250           83855  
 4669    126          28         174          12                 1           6          0             374106  76751     124           32427  
 4674    127          1          185          23                 5           6          0             396212  81200     128           32427  
 4686    127          13         184          22                 4           6          0             393329  80783     141           32427  
 4695    127          22         91           25                 3           3          0             199416  77583     449           80841  
 4716    128          11         24           24                 5           1          1             56693   117832    397           81415  
 4734    128          29         27           27                 1           1          1             63421   111031    284           83855  
 4744    129          7          151          39                 3           3          1             303127  117000    458           80841  
 4747    129          10         91           25                 1           3          0             199416  76751     462           80841  
 4777    130          8          186          24                 6           6          0             397173  81616     216           32427  
 4790    130          21         25           25                 0           1          2             58616   148391    417           81415  
 4793    130          24         228          20                 2           5          1             453484  111447    444           79421  
 4795    130          26         174          12                 2           6          0             375068  77167     229           32427  
 4806    131          5          365          21                 4           6          2             718768  155192    215           32427  
 4807    131          6          367          23                 5           6          2             721651  155608    216           32427  
 4815    131          14         10           10                 0           2          0             42263   76334     430           81415  
 4824    131          23         284          36                 3           6          1             562320  117000    236           32427  
 4830    131          29         16           16                 4           2          0             52835   80783     329           83855  
 4843    132          10         331          59                 4           5          2             652293  155192    452           79421  
 4844    132          11         140          8                  1           5          0             307537  76751     461           79421  
 4853    132          20         352          8                  0           6          2             692817  148391    246           32427  
 4857    132          24         29           29                 4           1          2             67266   155192    331           83855  
 4877    133          12         353          9                  2           6          2             694740  149223    259           32427  
 4891    133          26         242          34                 3           5          1             480396  117000    473           79421  
 4905    134          8          15           15                 1           2          0             50913   76751     357           83855  
