 ToA     coarse_time  fine_time  Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z  tube_rho  drift_time  event  muonFixedId  csm  mezz  channel  t0     TOF            
 99375   3083         25         27           27                 5           1          0             1125    5048      919.53125   4931   4734490      0    9     2        817.0  17.2553100586  
 99376   3083         26         25           369                5           5          2             11320   9699      1495.3125   21959  74464920     5    7     9        817.0  49.7270851135  
 99405   3084         23         6            278                6           5          2             8555    9725      1342.96875  13022  73940741     4    1     0        817.0  43.206161499   
 99425   3085         11         1            209                4           3          1             6485    7312      1358.59375  13022  40386048     2    1     17       817.0  32.6020545959  
 99432   3085         18         51           51                 6           3          1             1666    7364      964.0625    4931   38289202     2    13    5        817.0  25.1867389679  
 99438   3085         24         67           67                 2           5          2             2162    9300      968.75      4931   71843010     4    16    13       817.0  31.8504581451  
 99438   3085         24         70           70                 5           5          2             2252    9699      968.75      4931   71843525     4    17    8        817.0  33.2150611877  
 99470   3086         24         66           266                1           5          2             8177    9274      1393.75     13022  73415745     5    16    19       817.0  41.2438735962  
 99474   3086         28         24           24                 1           1          0             1050    4770      996.875     4931   4733975      0    6     3        817.0  16.295545578   
 99474   3086         28         51           51                 4           3          1             1666    7312      996.875     4931   38288946     2    13    21       817.0  25.0175209045  
 99494   3087         16         47           47                 2           3          1             1561    6939      1012.5      4931   38288558     2    10    10       817.0  23.7264461517  
 99526   3088         16         27           27                 7           1          0             1125    5101      1037.5      4931   4734746      0    9     14       817.0  17.4247169495  
 99543   3089         1          28           124                2           1          0             4275    4796      1450.78125  13022  6306971      1    8     11       817.0  21.435049057   
 99624   3091         18         36           132                8           1          0             4531    5127      1514.0625   13022  6307747      1    11    23       817.0  22.8238296509  
 99626   3091         20         7            37                 4           1          0             1445    4848      840.625     16531  5258630      1    2     22       817.0  16.8775043488  
 99640   3092         2          25           25                 4           1          0             1065    4848      1126.5625   4931   4734360      0    8     22       817.0  16.5605201721  
 99648   3092         10         9            39                 6           1          0             1520    5075      857.8125    16531  5258888      1    3     8        817.0  17.6716632843  
 99650   3092         12         9            65                 1           3          1             2105    6913      859.375     16531  38812680     3    2     17       817.0  24.1063461304  
 99653   3092         15         22           94                 6           5          2             2975    9725      861.71875   16531  72367893     5    5     0        817.0  33.9254722595  
 99671   3093         1          18           90                 3           5          2             2855    9326      875.78125   16531  72367377     5    4     3        817.0  32.5353507996  
 99699   3093         29         13           69                 5           3          1             2240    7338      897.65625   16531  38813324     3    3     14       817.0  25.5940761566  
 99717   3094         15         13           69                 4           3          1             2225    7312      911.71875   16531  38813196     3    3     22       817.0  25.4964752197  
 99747   3095         13         25           25                 3           1          0             1080    4822      1210.15625  4931   4734232      0    8     16       817.0  16.4866714478  
 99749   3095         15         9            39                 5           1          0             1505    5048      936.71875   16531  5258760      1    3     2        817.0  17.5741882324  
 99775   3096         9          17           89                 2           5          2             2840    9300      957.03125   16531  72367248     5    4     9        817.0  32.4377288818  
 99824   3097         26         6            36                 3           1          0             1430    4822      995.3125    16531  5258501      1    0     15       817.0  16.7800617218  
 99877   3099         15         10           40                 7           1          0             1535    5101      1036.71875  16531  5259017      1    3     16       817.0  17.7691669464  
 99882   3099         20         9            65                 2           3          1             2120    6939      1040.625    16531  38812808     3    2     9        817.0  24.203950882   
 99886   3099         24         21           93                 5           5          2             2960    9699      1043.75     16531  72367764     5    5     14       817.0  33.8278541565  
 99929   3101         3          27           27                 6           1          0             1140    5075      1352.34375  4931   4734618      0    9     8        817.0  17.3509216309  
 99957   3101         31         6            36                 1           1          0             1430    4770      1099.21875  16531  5258245      1    0     3        817.0  16.6137695312  
 99996   3103         6          14           70                 6           3          1             2255    7364      1129.6875   16531  38813453     3    3     0        817.0  25.6916942596  
 100034  3104         12         70           70                 4           5          2             2237    9673      1434.375    4931   71843397     4    17    16       817.0  33.119228363   
 100035  3104         13         48           48                 1           3          1             1576    6913      1435.15625  4931   38288431     2    10    16       817.0  23.6528930664  
 100060  3105         6          68           68                 3           5          2             2177    9326      1454.6875   4931   71843139     4    16    7        817.0  31.9463253021  
 100074  3105         20         50           50                 5           3          1             1651    7338      1465.625    4931   38289073     2    13    11       817.0  25.0910758972  
 100084  3105         30         6            36                 2           1          0             1415    4796      1198.4375   16531  5258373      1    0     9        817.0  16.6826534271  
 100203  3109         21         17           89                 1           5          2             2825    9274      1291.40625  16531  72367120     5    4     17       817.0  32.3401260376  
 100438  3117         0          10           40                 8           1          0             1550    5127      1475.0      16531  5259145      1    3     22       817.0  17.8667011261  
 100459  3117         21         10           66                 3           3          1             2135    6965      1491.40625  16531  38812937     3    2     3        817.0  24.301574707   
 100465  3117         27         9            39                 8           1          0             1520    5127      1496.09375  16531  5259144      1    3     20       817.0  17.8379611969  
 100468  3117         30         21           93                 4           5          2             2945    9673      1498.4375   16531  72367636     5    5     22       817.0  33.730255127   
 100474  3118         4          9            65                 3           3          1             2105    6965      1503.125    16531  38812936     3    2     1        817.0  24.2723999023  
 100498  3118         28         22           94                 4           5          2             2975    9673      1521.875    16531  72367637     5    5     16       817.0  33.7595748901  
 100718  3125         24         14           110                2           1          0             3855    4796      868.75      1283   6306957      1    4     8        817.0  20.528465271   
 100725  3125         31         49           249                3           5          2             7666    9326      874.21875   1283   73415984     5    12    1        817.0  40.2717285156  
 100728  3126         2          59           259                4           5          2             7967    9673      876.5625    1283   73416250     5    15    21       817.0  41.8021812439  
 100731  3126         5          21           117                6           1          0             4080    5075      878.90625   1283   6307476      1    7     8        817.0  21.7221603394  
 100751  3126         25         13           109                1           1          0             3840    4770      894.53125   1283   6306828      1    4     4        817.0  20.4294624329  
 100757  3126         31         21           117                5           1          0             4065    5048      899.21875   1283   6307348      1    7     2        817.0  21.6231594086  
 100771  3127         13         12           180                1           3          1             5595    6913      910.15625   1283   39861259     3    2     23       817.0  29.6673755646  
 100821  3128         31         25           193                6           3          1             5985    7364      949.21875   1283   39862040     3    7     1        817.0  31.6563968658  
 100879  3130         25         14           110                3           1          0             3870    4822      994.53125   1283   6307085      1    4     14       817.0  20.6274814606  
 100880  3130         26         22           118                7           1          0             4095    5101      995.3125    1283   6307605      1    7     16       817.0  21.8211727142  
 100889  3131         3          59           259                5           5          2             7982    9699      1002.34375  1283   73416378     5    15    13       817.0  41.9010047913  
 100908  3131         22         48           248                2           5          2             7651    9300      1017.1875   1283   73415855     5    10    8        817.0  40.1728973389  
 100942  3132         24         23           191                4           3          1             5925    7312      1043.75     1283   39861782     3    5     20       817.0  31.3953914642  
 100978  3133         28         12           180                2           3          1             5610    6939      1071.875    1283   39861387     3    2     15       817.0  29.766336441   
 101079  3137         1          14           182                3           3          1             5655    6965      1150.78125  1283   39861517     3    2     4        817.0  29.9283542633  
 101113  3138         3          24           192                5           3          1             5970    7338      1177.34375  1283   39861911     3    5     10       817.0  31.5574760437  
 101143  3139         1          47           247                1           5          2             7606    9274      1200.78125  1283   73415726     5    10    18       817.0  40.0104637146  
 101179  3140         5          61           261                6           5          2             8027    9725      1228.90625  1283   73416508     5    15    6        817.0  42.0635375977  
 101191  3140         17         22           118                8           1          0             4110    5127      1238.28125  1283   6307733      1    7     22       817.0  21.9201946259  
 101196  3140         22         15           111                4           1          0             3885    4848      1242.1875   1283   6307214      1    4     18       817.0  20.7265071869  
 101270  3143         0          23           119                8           1          0             4140    5127      1300.0      1283   6307734      1    7     21       817.0  21.9830036163  
 101282  3143         12         16           112                4           1          0             3915    4848      1309.375    1283   6307215      1    4     23       817.0  20.7893028259  
 101299  3143         29         60           260                6           5          2             7997    9725      1322.65625  1283   73416507     5    15    7        817.0  41.999835968   
 101323  3144         21         48           248                1           5          2             7636    9274      1341.40625  1283   73415727     5    10    16       817.0  40.0740737915  
 101369  3146         3          23           191                5           3          1             5940    7338      1377.34375  1283   39861910     3    5     12       817.0  31.494342804   
 101422  3147         24         13           181                3           3          1             5625    6965      1418.75     1283   39861516     3    2     6        817.0  29.8653049469  
 103063  3199         1          16           160                4           5          2             4975    9673      850.78125   9462   72891919     4    3     18       817.0  36.2853927612  
 103070  3199         8          9            121                4           3          1             3805    7312      856.25      9462   39337480     2    3     17       817.0  27.4969062805  
 103093  3199         31         7            175                2           3          1             5460    6939      874.21875   21005  39861382     3    0     10       817.0  29.4539756775  
 103093  3199         31         16           160                5           5          2             4990    9699      874.21875   9462   72892047     4    3     10       817.0  36.3854637146  
 103100  3200         6          38           94                 5           3          1             2991    7338      879.6875    9462   38813349     3    9     8        817.0  26.4341812134  
 103104  3200         10         55           167                3           3          1             5186    6965      882.8125    21005  39337270     2    12    2        817.0  28.9686031342  
 103121  3200         27         9            121                5           3          1             3820    7338      896.09375   9462   39337608     2    3     9        817.0  27.5969963074  
 103122  3200         28         39           95                 6           3          1             3006    7364      896.875     9462   38813478     3    9     4        817.0  26.5334377289  
 103127  3201         1          17           185                4           3          1             5745    7312      900.78125   21005  39861776     3    5     17       817.0  31.020450592   
 103135  3201         9          13           109                4           1          0             3825    4848      907.03125   21005  6307212      1    4     22       817.0  20.6018047333  
 103138  3201         12         7            175                1           3          1             5445    6913      909.375     21005  39861254     3    0     18       817.0  29.3548164368  
 103142  3201         16         36           236                3           5          2             7276    9326      912.5       21005  73415971     5    8     7        817.0  39.4574966431  
 103150  3201         24         17           161                6           5          2             5005    9725      918.75      9462   72892176     4    5     1        817.0  36.4855308533  
 103150  3201         24         18           114                5           1          0             3975    5048      918.75      21005  6307345      1    5     5        817.0  21.4359340668  
 103156  3201         30         6            174                2           3          1             5430    6939      923.4375    21005  39861381     3    0     12       817.0  29.3921298981  
 103160  3202         2          43           99                 6           3          1             3126    7364      926.5625    9462   38813482     3    11    5        817.0  26.6874732971  
 103164  3202         6          3            115                3           3          1             3625    6965      929.6875    9462   39337218     2    0     5        817.0  26.1925430298  
 103170  3202         12         10           122                6           3          1             3835    7364      934.375     9462   39337737     2    3     3        817.0  27.6970863342  
 103180  3202         22         46           246                6           5          2             7576    9725      942.1875    21005  73416493     5    11    0        817.0  41.1232719421  
 103191  3203         1          44           100                4           3          1             3156    7312      950.78125   9462   38813227     3    11    23       817.0  26.5673770905  
 103193  3203         3          42           98                 5           3          1             3111    7338      952.34375   9462   38813353     3    11    11       817.0  26.5880374908  
 103211  3203         21         8            176                3           3          1             5475    6965      966.40625   21005  39861511     3    0     0        817.0  29.5531406403  
 103217  3203         27         45           101                6           3          1             3186    7364      971.09375   9462   38813484     3    11    6        817.0  26.7664089203  
 103227  3204         5          2            114                2           3          1             3610    6939      978.90625   9462   39337089     2    0     11       817.0  26.0924530029  
 103240  3204         18         20           116                8           1          0             4050    5127      989.0625    21005  6307731      1    7     18       817.0  21.7954139709  
 103243  3204         21         35           235                2           5          2             7261    9300      991.40625   21005  73415842     5    8     13       817.0  39.3582801819  
 103253  3204         31         10           106                1           1          0             3750    4770      999.21875   21005  6306825      1    2     5        817.0  20.242351532   
 103257  3205         3          7            73                 4           1          0             2545    4848      1002.34375  9462   5782918      0    2     22       817.0  18.2671699524  
 103260  3205         6          17           185                5           3          1             5760    7338      1004.6875   21005  39861904     3    5     9        817.0  31.1196269989  
 103294  3206         8          45           101                5           3          1             3201    7338      1031.25     9462   38813356     3    11    14       817.0  26.7067947388  
 103298  3206         12         38           94                 4           3          1             2976    7312      1034.375    9462   38813221     3    9     16       817.0  26.3349304199  
 103307  3206         21         9            153                1           5          2             4765    9274      1041.40625  9462   72891400     4    2     17       817.0  34.7809066772  
 103307  3206         21         42           98                 6           3          1             3096    7364      1041.40625  9462   38813481     3    11    3        817.0  26.6484832764  
 103311  3206         25         6            174                3           3          1             5415    6965      1044.53125  21005  39861509     3    0     4        817.0  29.4297351837  
 103311  3206         25         54           166                2           3          1             5171    6939      1044.53125  21005  39337141     2    12    12       817.0  28.8690986633  
 103314  3206         28         2            114                1           3          1             3595    6913      1046.875    9462   39336961     2    0     19       817.0  25.9923648834  
 103315  3206         29         12           108                3           1          0             3810    4822      1047.65625  21005  6307083      1    2     15       817.0  20.5026664734  
 103320  3207         2          45           245                5           5          2             7561    9699      1051.5625   21005  73416364     5    11    14       817.0  41.0240440369  
 103343  3207         25         11           77                 5           1          0             2665    5048      1069.53125  9462   5783050      0    3     3        817.0  19.0442810059  
 103347  3207         29         6            72                 3           1          0             2530    4822      1072.65625  9462   5782789      0    0     15       817.0  18.1670646667  
 103351  3208         1          18           114                6           1          0             3990    5075      1075.78125  21005  6307473      1    5     11       817.0  21.5350952148  
 103354  3208         4          41           97                 5           3          1             3081    7338      1078.125    9462   38813352     3    11    9        817.0  26.5490894318  
 103372  3208         22         10           154                3           5          2             4795    9326      1092.1875   9462   72891657     4    2     3        817.0  34.9810409546  
 103373  3208         23         32           144                6           3          1             4496    7364      842.96875   329    39337759     2    7     2        817.0  28.7816181183  
 103377  3208         27         20           86                 4           1          0             2935    4848      846.09375   329    5782931      0    6     20       817.0  18.9076862335  
 103387  3209         5          24           90                 5           1          0             3055    5048      853.90625   329    5783063      0    7     5        817.0  19.6860256195  
 103411  3209         29         19           85                 3           1          0             2920    4822      872.65625   329    5782802      0    6     16       817.0  18.8075218201  
 103411  3209         29         31           143                5           3          1             4481    7338      872.65625   329    39337630     2    7     12       817.0  28.6814632416  
 103412  3209         30         43           99                 5           3          1             3141    7338      1123.4375   9462   38813354     3    11    13       817.0  26.6273040771  
 103414  3210         0          24           90                 6           1          0             3070    5075      875.0       329    5783191      0    7     11       817.0  19.786190033   
 103425  3210         11         19           85                 2           1          0             2905    4796      883.59375   329    5782674      0    6     10       817.0  18.7073574066  
 103434  3210         20         6            72                 2           1          0             2515    4796      1140.625    9462   5782661      0    0     9        817.0  18.0669612885  
 103435  3210         21         25           91                 7           1          0             3085    5101      891.40625   329    5783320      0    9     13       817.0  19.8863544464  
 103437  3210         23         31           143                4           3          1             4466    7312      892.96875   329    39337502     2    7     20       817.0  28.5813064575  
 103441  3210         27         11           77                 6           1          0             2680    5075      1146.09375  9462   5783178      0    3     9        817.0  19.1443939209  
 103441  3210         27         35           235                1           5          2             7246    9274      1146.09375  21005  73415714     5    8     21       817.0  39.2590675354  
 103445  3210         31         18           84                 1           1          0             2890    4770      899.21875   329    5782545      0    4     3        817.0  18.6071929932  
 103456  3211         10         25           91                 8           1          0             3100    5127      907.8125    329    5783448      0    9     19       817.0  19.9865188599  
 103491  3212         13         50           194                6           5          2             5996    9725      935.15625   329    72892209     4    13    3        817.0  38.1120452881  
 103496  3212         18         6            174                1           3          1             5415    6913      1189.0625   21005  39861253     3    0     20       817.0  29.2929325104  
 103508  3212         30         9            153                2           5          2             4780    9300      1198.4375   9462   72891528     4    2     9        817.0  34.8809738159  
 103511  3213         1          18           186                6           3          1             5775    7364      1200.78125  21005  39862033     3    5     3        817.0  31.2188091278  
 103516  3213         6          20           116                7           1          0             4035    5101      1204.6875   21005  6307603      1    7     12       817.0  21.6962852478  
 103530  3213         20         49           193                5           5          2             5981    9699      965.625     329    72892080     4    13    9        817.0  38.0119018555  
 103557  3214         15         45           245                4           5          2             7546    9673      1236.71875  21005  73416236     5    11    22       817.0  40.9248199463  
 103569  3214         27         11           107                2           1          0             3765    4796      1246.09375  21005  6306954      1    2     7        817.0  20.3415260315  
 103569  3214         27         12           78                 7           1          0             2695    5101      1246.09375  9462   5783307      0    3     17       817.0  19.2445087433  
 103573  3214         31         5            71                 1           1          0             2500    4770      1249.21875  9462   5782532      0    0     1        817.0  17.9668579102  
 103580  3215         6          49           193                4           5          2             5966    9673      1004.6875   329    72891952     4    13    17       817.0  37.9117584229  
 103594  3215         20         40           184                1           5          2             5696    9274      1015.625    329    72891431     4    8     16       817.0  36.3055267334  
 103595  3215         21         44           100                6           3          1             3156    7364      1266.40625  9462   38813483     3    11    7        817.0  26.7267837524  
 103662  3217         24         40           184                2           5          2             5711    9300      1068.75     329    72891559     4    8     8        817.0  36.4056739807  
 103664  3217         26         12           108                2           1          0             3795    4796      1320.3125   21005  6306955      1    2     9        817.0  20.4035377502  
 103673  3218         3          42           98                 4           3          1             3096    7312      1327.34375  9462   38813225     3    11    19       817.0  26.4886054993  
 103690  3218         20         24           136                3           3          1             4255    6965      1090.625    329    39337239     2    4     0        817.0  27.2278594971  
 103718  3219         16         12           78                 8           1          0             2710    5127      1362.5      9462   5783435      0    3     23       817.0  19.344625473   
 103720  3219         18         19           115                7           1          0             4005    5101      1364.0625   21005  6307602      1    7     13       817.0  21.634267807   
 103727  3219         25         45           101                4           3          1             3186    7312      1369.53125  9462   38813228     3    11    22       817.0  26.6072406769  
 103746  3220         12         41           185                3           5          2             5726    9326      1134.375    329    72891688     4    10    1        817.0  36.5058250427  
 103763  3220         29         23           135                2           3          1             4240    6939      1147.65625  329    39337110     2    4     10       817.0  27.1277046204  
 103797  3221         31         44           244                4           5          2             7516    9673      1424.21875  21005  73416235     5    11    23       817.0  40.8632736206  
 103812  3222         14         19           187                6           3          1             5805    7364      1435.9375   21005  39862034     3    5     5        817.0  31.2807331085  
 103823  3222         25         11           77                 8           1          0             2680    5127      1444.53125  9462   5783434      0    3     21       817.0  19.2980060577  
 103857  3223         27         23           135                1           3          1             4225    6913      1221.09375  329    39336982     2    4     18       817.0  27.0275497437  
 103894  3225         0          55           167                1           3          1             5186    6913      1500.0      21005  39337014     2    12    18       817.0  28.8296108246  
 103901  3225         7          10           154                1           5          2             4795    9274      1505.46875  9462   72891401     4    2     19       817.0  34.8268089294  
 103960  3227         2          34           234                1           5          2             7216    9274      1551.5625   21005  73415713     5    8     19       817.0  39.1974639893  
 104015  3228         25         36           66                 2           1          0             2316    4796      844.53125   15014  5258403      1    10    9        817.0  17.7685184479  
 104031  3229         9          2            146                3           5          2             4555    9326      857.03125   15014  72891649     4    0     3        817.0  34.6218910217  
 104035  3229         13         1            145                2           5          2             4540    9300      860.15625   15014  72891520     4    0     9        817.0  34.5219459534  
 104035  3229         13         35           65                 1           1          0             2301    4770      860.15625   15014  5258274      1    10    1        817.0  17.6686058044  
 104065  3230         11         23           53                 1           1          0             1940    4770      858.59375   7383   5258262      1    6     1        817.0  17.1804637909  
 104067  3230         13         56           128                4           5          2             3996    9673      860.15625   7383   72367671     5    13    18       817.0  34.9132385254  
 104077  3230         23         27           57                 6           1          0             2060    5075      867.96875   7383   5258906      1    9     8        817.0  18.2710132599  
 104080  3230         26         36           66                 3           1          0             2331    4822      895.3125    15014  5258531      1    10    15       817.0  17.8684329987  
 104086  3231         0          51           123                3           5          2             3846    9326      875.0       7383   72367410     5    12    5        817.0  33.6520881653  
 104091  3231         5          1            145                1           5          2             4525    9274      903.90625   15014  72891392     4    0     17       817.0  34.422000885   
 104099  3231         13         28           58                 7           1          0             2075    5101      885.15625   7383   5259035      1    9     16       817.0  18.3702526093  
 104100  3231         14         4            70                 8           1          0             2470    5127      910.9375    15014  5783427      0    1     22       817.0  18.9832706451  
 104108  3231         22         1            113                6           3          1             3565    7364      917.1875    15014  39337728     2    1     1        817.0  27.2923240662  
 104116  3231         30         56           128                5           5          2             4011    9699      898.4375    7383   72367799     5    13    10       817.0  35.0125579834  
 104118  3232         0          51           107                3           3          1             3366    6965      925.0       15014  38812978     3    12    5        817.0  25.8060741425  
 104127  3232         9          39           95                 6           3          1             3006    7364      907.03125   7383   38813478     3    9     4        817.0  26.5334377289  
 104142  3232         24         8            152                4           5          2             4735    9673      943.75      15014  72891911     4    1     18       817.0  35.9258728027  
 104174  3233         24         4            70                 7           1          0             2455    5101      968.75      15014  5783299      0    1     16       817.0  18.8833637238  
 104177  3233         27         50           106                2           3          1             3351    6939      971.09375   15014  38812849     3    12    11       817.0  25.7061576843  
 104177  3233         27         50           122                2           5          2             3831    9300      946.09375   7383   72367281     5    12    11       817.0  33.5527801514  
 104182  3234         0          33           89                 1           3          1             2826    6913      950.0       7383   38812704     3    8     17       817.0  24.9132061005  
 104188  3234         6          24           54                 2           1          0             1955    4796      954.6875    7383   5258391      1    6     9        817.0  17.279712677   
 104194  3234         12         22           134                1           3          1             4195    6913      1484.375    329    39336981     2    4     20       817.0  26.975435257   
 104194  3234         12         27           57                 5           1          0             2045    5048      959.375     7383   5258778      1    9     2        817.0  18.1717815399  
 104198  3234         16         8            152                5           5          2             4750    9699      987.5       15014  72892039     4    1     10       817.0  36.0258255005  
 104223  3235         9          57           129                6           5          2             4026    9725      982.03125   7383   72367928     5    15    1        817.0  35.1118812561  
 104235  3235         21         28           58                 8           1          0             2090    5127      991.40625   7383   5259163      1    9     22       817.0  18.4695034027  
 104268  3236         22         38           94                 5           3          1             2991    7338      1017.1875   7383   38813349     3    9     8        817.0  26.4341812134  
 104274  3236         28         50           106                1           3          1             3336    6913      1046.875    15014  38812721     3    12    19       817.0  25.6062450409  
 104277  3236         31         9            153                6           5          2             4765    9725      1049.21875  15014  72892168     4    3     1        817.0  36.1257781982  
 104288  3237         10         3            69                 6           1          0             2440    5075      1057.8125   15014  5783170      0    1     8        817.0  18.7834625244  
 104333  3238         23         50           122                1           5          2             3816    9274      1067.96875  7383   72367153     5    12    19       817.0  33.4534797668  
 104381  3240         7          33           89                 2           3          1             2841    6939      1105.46875  7383   38812832     3    8     9        817.0  25.0124778748  
 104415  3241         9          24           54                 3           1          0             1970    4822      1132.03125  7383   5258519      1    6     15       817.0  17.3789730072  
 104445  3242         7          3            69                 5           1          0             2425    5048      1180.46875  15014  5783042      0    1     2        817.0  18.6835613251  
 104522  3244         20         38           94                 4           3          1             2976    7312      1215.625    7383   38813221     3    9     16       817.0  26.3349304199  
 104693  3249         31         34           90                 3           3          1             2856    6965      1349.21875  7383   38812961     3    8     3        817.0  25.1117553711  
 104815  3253         25         25           55                 4           1          0             1985    4848      1444.53125  7383   5258648      1    8     22       817.0  17.4782428741  
 104840  3254         18         24           54                 4           1          0             1955    4848      1464.0625   7383   5258647      1    6     19       817.0  17.4405212402  
 105186  3265         12         20           20                 3           1          0             930     4822      834.375     7896   4734227      0    6     14       817.0  16.3844203949  
 105198  3265         24         13           221                1           3          1             6845    6913      868.75      17859  40385548     2    2     22       817.0  32.4528312683  
 105198  3265         24         16           148                7           1          0             5015    5101      868.75      17859  6831887      0    5     16       817.0  23.8622837067  
 105200  3265         26         47           319                5           5          2             9801    9699      870.3125    17859  73940654     4    11    12       817.0  45.9971160889  
 105206  3266         0          27           235                5           3          1             7280    7338      875.0       17859  40386202     2    7     13       817.0  34.482509613   
 105211  3266         5          6            138                2           1          0             4715    4796      878.90625   17859  6831237      0    0     9        817.0  22.4366168976  
 105234  3266         28         46           318                4           5          2             9756    9673      896.875     17859  73940525     4    11    16       817.0  45.8292884827  
 105244  3267         6          22           22                 7           1          0             975     5101      879.6875    7896   4734741      0    7     16       817.0  17.3236560822  
 105253  3267         15         32           304                2           5          2             9351    9300      911.71875   17859  73940127     4    6     8        817.0  43.9927711487  
 105259  3267         21         40           40                 4           3          1             1336    7312      891.40625   7896   38288935     2    9     18       817.0  24.7959041595  
 105261  3267         23         38           38                 3           3          1             1276    6965      892.96875   7896   38288677     2    8     4        817.0  23.6211509705  
 105270  3268         0          50           50                 1           5          2             1636    9274      900.0       7896   71842865     4    12    19       817.0  31.4142990112  
 105275  3268         5          52           52                 4           5          2             1696    9673      903.90625   7896   71843379     4    13    23       817.0  32.7600059509  
 105281  3268         11         8            140                4           1          0             4775    4848      933.59375   17859  6831495      0    2     20       817.0  22.7008399963  
 105316  3269         14         48           320                6           5          2             9816    9725      960.9375    17859  73940783     4    11    2        817.0  46.0937576294  
 105319  3269         17         52           52                 6           5          2             1696    9725      938.28125   7896   71843635     4    13    7        817.0  32.930934906   
 105324  3269         22         5            137                1           1          0             4700    4770      967.1875    17859  6831108      0    0     1        817.0  22.3396396637  
 105326  3269         24         50           50                 3           5          2             1636    9326      943.75      7896   71843121     4    12    3        817.0  31.5851993561  
 105334  3270         0          38           38                 1           3          1             1276    6913      950.0       7896   38288421     2    8     20       817.0  23.4504852295  
 105340  3270         6          15           223                3           3          1             6905    6965      979.6875    17859  40385806     2    2     2        817.0  32.7171287537  
 105342  3270         8          15           147                6           1          0             5000    5075      981.25      17859  6831758      0    5     8        817.0  23.7653102875  
 105342  3270         8          40           40                 6           3          1             1336    7364      956.25      7896   38289191     2    9     2        817.0  24.9666233063  
 105357  3270         23         38           38                 5           3          1             1291    7338      842.96875   18787  38289061     2    9     8        817.0  24.8547744751  
 105365  3270         31         22           22                 5           1          0             975     5048      974.21875   7896   4734485      0    7     4        817.0  17.1532516479  
 105387  3271         21         32           304                1           5          2             9336    9274      1016.40625  17859  73939999     4    6     16       817.0  43.8960762024  
 105391  3271         25         13           221                2           3          1             6860    6939      1019.53125  17859  40385676     2    2     14       817.0  32.5497398376  
 105393  3271         27         27           235                4           3          1             7265    7312      1021.09375  17859  40386074     2    7     21       817.0  34.3856468201  
 105396  3271         30         51           51                 4           5          2             1666    9673      873.4375    18787  71843378     4    13    21       817.0  32.7428436279  
 105405  3272         7          20           20                 1           1          0             930     4770      1005.46875  7896   4733971      0    6     2        817.0  16.2140693665  
 105419  3272         21         20           20                 5           1          0             915     5048      891.40625   18787  4734483      0    7     0        817.0  17.116361618   
 105423  3272         25         20           20                 7           1          0             915     5101      894.53125   18787  4734739      0    7     12       817.0  17.2871322632  
 105426  3272         28         14           146                5           1          0             4955    5048      1046.875    17859  6831629      0    5     0        817.0  23.5980758667  
 105436  3273         6          46           318                5           5          2             9771    9699      1054.6875   17859  73940653     4    11    8        817.0  45.9259567261  
 105437  3273         7          18           18                 2           1          0             855     4796      905.46875   18787  4734097      0    4     9        817.0  16.2533912659  
 105456  3273         26         49           49                 3           5          2             1606    9326      920.3125    18787  71843120     4    12    1        817.0  31.5680370331  
